time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,Length of workday,Fulfillment Rate,Time allocated per unit,Number of Employees,Arrival Rate,Backlog,Defect Rate
0.0,50,0,0.015625,0.015625,0.38136649355572405,9.485073080366298,0.07640000000000001,2,10,11.7,0.04991708030834084
0.015625,50,0,0.015625,0.015625,0.3815670573957254,9.497379898129134,0.0763356341350458,2,10,11.708045733119276,0.049985444113910545
0.03125,50,0,0.015625,0.015625,0.38176282773487336,9.509410806440224,0.07627280662231194,2,10,11.715899172211008,0.0500522852955036
0.046875,50,0,0.015625,0.015625,0.3819539120397948,9.521171140301307,0.07621148297311696,2,10,11.72356462836038,0.05011763282109682
0.0625,50,0,0.015625,0.015625,0.3821404156991353,9.532666171193869,0.07615162936565463,2,10,11.731046329293171,0.050181515337541234
0.078125,50,0,0.015625,0.015625,0.3823224420483007,9.543901105880474,0.07609321263705386,2,10,11.738348420368267,0.05024396116272366
0.09375,50,0,0.015625,0.015625,0.3825000923946646,9.554881085327144,0.07603620027528891,2,10,11.745474965588885,0.0503049982784284
0.109375,50,0,0.015625,0.015625,0.3826734660431962,9.56561118374213,0.0759805604109548,2,10,11.752429948630649,0.050364654323873964
0.125,50,0,0.015625,0.015625,0.38284266032246267,9.576096407726473,0.07592626180892258,2,10,11.759217273884678,0.05042295658989923
0.140625,50,0,0.015625,0.015625,0.3830077706109619,9.586341695531745,0.07587327385988839,2,10,11.765840767513952,0.050479932013773966
0.15625,50,0,0.015625,0.015625,0.3831688903637448,9.596351916420499,0.07582156657182984,2,10,11.772304178521269,0.050535607174608865
0.171875,50,0,0.015625,0.015625,0.38332611113928605,9.606131870124965,0.07577111056138242,2,10,11.778611179827198,0.050590008289340356
0.1875,50,0,0.015625,0.015625,0.3834795226265668,9.6156862863997,0.07572187704514803,2,10,11.784765369356496,0.050643161209266235
0.203125,50,0,0.015625,0.015625,0.38362921267233036,9.625019824663786,0.075673837830948,2,10,11.7907702711315,0.05069509141710785
0.21875,50,0,0.015625,0.015625,0.38377526730847816,9.634137073728509,0.07562696530903099,2,10,11.796629336371128,0.05074582402457575
0.234375,50,0,0.015625,0.015625,0.3839177707795714,9.643042551606346,0.07558123244324705,2,10,11.80234594459412,0.050795383770415516
0.25,50,0,0.015625,0.015625,0.38405680557040706,9.651740705397257,0.07553661276219784,2,10,11.80792340472527,0.05084379501891136
0.265625,50,0,0.015625,0.015625,0.3841924524336384,9.660235911248394,0.0754930803503725,2,10,11.813364956203438,0.05089108175882543
0.28125,50,0,0.015625,0.015625,0.3843247904174111,9.6685324743834,0.07545060983927854,2,10,11.818673770090182,0.050937267602751295
0.296875,50,0,0.015625,0.015625,0.3844538968929877,9.676634629197569,0.07540917639857646,2,10,11.823852950177942,0.050982375786860504
0.3125,50,0,0.015625,0.015625,0.3845798475823355,9.684546539415313,0.07536875572722616,2,10,11.82890553409673,0.05102642917102187
0.328125,50,0,0.015625,0.015625,0.3847027165856527,9.692272298306392,0.07532932404465308,2,10,11.833834494418365,0.05106945023927361
0.34375,50,0,0.015625,0.015625,0.38482257640881046,9.699815928957527,0.07529085808194139,2,10,11.838642739757328,0.05111146110062872
0.359375,50,0,0.015625,0.015625,0.3849394979906892,9.707181384596122,0.07525333507306106,2,10,11.843333115867367,0.051152483490195313
0.375,50,0,0.015625,0.015625,0.38505355073038877,9.71437254896289,0.07521673274613558,2,10,11.847908406733053,0.051192538770593134
0.390625,50,0,0.015625,0.015625,0.3851648025142935,9.721393236730362,0.07518102931475593,2,10,11.852371335655508,0.051231647933649205
0.40625,50,0,0.015625,0.015625,0.3852733197429742,9.728247193964242,0.07514620346934722,2,10,11.856724566331597,0.051269831602355063
0.421875,50,0,0.015625,0.015625,0.3853791673579104,9.734938098624825,0.07511223436859275,2,10,11.860970703925906,0.05130711003306965
0.4375,50,0,0.015625,0.015625,0.38548240886801766,9.741469561105667,0.07507910163092085,2,10,11.865112296134892,0.051343503117951425
0.453125,50,0,0.015625,0.015625,0.3855831063759646,9.747845124806886,0.07504678532605906,2,10,11.869151834242617,0.05137903038760485
0.46875,50,0,0.015625,0.015625,0.3856813206042667,9.754068266740536,0.07501526596665993,2,10,11.87309175416751,0.0514137110139262
0.484375,50,0,0.015625,0.015625,0.38577711092114464,9.760142398165641,0.0749845245000025,2,10,11.876934437499688,0.051447563813134777
0.5,50,0,0.015625,0.015625,0.3858705353661351,9.76607086525046,0.07495454229977319,2,10,11.88068221252835,0.05148060724897559
0.515625,50,0,0.015625,0.015625,0.38596165067544336,9.771856949759849,0.0749253011579295,2,10,11.884337355258813,0.05151285943608066
0.53125,50,0,0.015625,0.015625,0.3860505123070286,9.777503869765464,0.07489678327664948,2,10,11.887902090418816,0.05154433814347636
0.546875,50,0,0.015625,0.015625,0.3861371744654122,9.783014780376808,0.07486897126037016,2,10,11.89137859245373,0.05157506079822461
0.5625,50,0,0.015625,0.015625,0.3862216901262017,9.788392774491138,0.07484184810791726,2,10,11.894768986510343,0.05160504448918661
0.578125,50,0,0.015625,0.015625,0.3863041110603224,9.793640883560332,0.07481539720472866,2,10,11.898075349408918,0.05163430597089797
0.59375,50,0,0.015625,0.015625,0.3863844878579501,9.798762078372974,0.07478960231517369,2,10,11.901299710603288,0.051662861667544725
0.609375,50,0,0.015625,0.015625,0.3864628699521395,9.80375926984987,0.07476444757497032,2,10,11.90444405312871,0.05169072767703025
0.625,50,0,0.015625,0.015625,0.38653930564214306,9.808635309851487,0.07473991748370154,2,10,11.907510314537307,0.05171791977512356
