case_id,supplier_id,risk_family,risk_family_label,risk_type,multiplier,event_start_day,event_end_day,impact_score,impact_pct,impact_explanation,fill_rate,fill_rate_delta_pts,ending_backlog,product_availability,product_availability_delta_pts,line_adherence,line_adherence_delta_pts,line_nervousness,line_nervousness_delta,production_replanning_count,production_replanning_delta,raw_material_stockout_days,raw_material_stockout_days_delta,material_delay_days,material_delay_days_delta,total_cost,total_cost_delta,total_cost_delta_pct,inventory_cost,inventory_cost_delta,total_unreliable_loss_qty,total_unreliable_loss_delta,total_shipped,total_shipped_delta,case_dir,score_decisionnel_modele,score_decisionnel_pct,impact_metier_score,impact_metier_pct,impact_metier_kpi,impact_metier_delta,impact_metier_lecture,cout_interpretation
SDC-VD0508918A__quality,SDC-VD0508918A,quality,Qualite / release,quality_delay,14.0,0,364,0.027204609,2.7205,adherence -0.0 pts ; replanifications +9 ; jours stock MP zero +9 ; cout +2.1%,1.0,0.0,0.0,0.995714286,0.0,0.944290008,-0.009298,16.0,0.0,69.0,9.0,67.0,9.0,0.0,0.0,27182708.7009,569869.9053,2.141335,2442245.5352,2272.3621,0.0,0.0,487119825.7932,1805035.2653,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0508918A__quality,0.027204609,2.7205,0.3,30.0,Stock MP a zero,+9 j,adherence -0.0 pts ; replanifications +9 ; jours stock MP zero +9 ; cout +2.1%,cout en hausse vs reference
SDC-VD0508918A__upstream,SDC-VD0508918A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26604764.0578,-8074.7378,-0.030342,2437994.8623,-1978.3108,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0508918A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0508918A__cost,SDC-VD0508918A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.000173787,0.0174,cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26631338.7956,18500.0,0.069515,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0508918A__cost,0.000173787,0.0174,0.00347575,0.3476,Cout total,+0.1%,cout +0.1%,cout en hausse vs reference
SDC-VD0960508A__capacity,SDC-VD0960508A,capacity,Capacite fournisseur,capacity,0.5,0,364,9.737e-06,0.001,flux expedies -6542,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26270792.1713,-342046.6243,-1.285269,2440087.7137,114.5406,0.0,0.0,485308248.6911,-6541.8368,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0960508A__capacity,9.737e-06,0.001,0.000234717,0.0235,Cout stock,+115,flux expedies -6542,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0960508A__stock,SDC-VD0960508A,stock,Stock fournisseur,stock,0.5,0,364,1.5447e-05,0.0015,flux expedies -20000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26267600.4144,-345238.3812,-1.297263,2440090.3703,117.1972,0.0,0.0,485294790.5279,-20000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0960508A__stock,1.5447e-05,0.0015,0.000412104,0.0412,Flux fournisseur expedies,-20000,flux expedies -20000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0960508A__lead,SDC-VD0960508A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0960508A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0960508A__reliability,SDC-VD0960508A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,2.473e-06,0.0002,volume utile perdu par fiabilite -2000 ; flux expedies -2000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26578267.367,-34571.4286,-0.129905,2439973.1731,0.0,2000.0,2000.0,485312790.5279,-2000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0960508A__reliability,2.473e-06,0.0002,8.2421e-05,0.0082,Volume utile perdu par fiabilite,-2000,volume utile perdu par fiabilite -2000 ; flux expedies -2000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0960508A__quality,SDC-VD0960508A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0960508A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0960508A__upstream,SDC-VD0960508A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612578.8829,-259.9127,-0.000977,2439909.4944,-63.6787,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0960508A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0960508A__cost,SDC-VD0960508A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.001623813,0.1624,cout +0.6%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26785695.9384,172857.1428,0.649525,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0960508A__cost,0.001623813,0.1624,0.03247625,3.2476,Cout total,+0.6%,cout +0.6%,cout en hausse vs reference
SDC-VD0949099A__capacity,SDC-VD0949099A,capacity,Capacite fournisseur,capacity,0.5,0,364,9.737e-06,0.001,flux expedies -6542,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26270792.1713,-342046.6243,-1.285269,2440087.7137,114.5406,0.0,0.0,485308248.6911,-6541.8368,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0949099A__capacity,9.737e-06,0.001,0.000234717,0.0235,Cout stock,+115,flux expedies -6542,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0949099A__stock,SDC-VD0949099A,stock,Stock fournisseur,stock,0.5,0,364,1.5447e-05,0.0015,flux expedies -20000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26267600.4144,-345238.3812,-1.297263,2440090.3703,117.1972,0.0,0.0,485294790.5279,-20000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0949099A__stock,1.5447e-05,0.0015,0.000412104,0.0412,Flux fournisseur expedies,-20000,flux expedies -20000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0949099A__lead,SDC-VD0949099A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0949099A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0949099A__reliability,SDC-VD0949099A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,2.473e-06,0.0002,volume utile perdu par fiabilite -2000 ; flux expedies -2000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26578267.367,-34571.4286,-0.129905,2439973.1731,0.0,2000.0,2000.0,485312790.5279,-2000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0949099A__reliability,2.473e-06,0.0002,8.2421e-05,0.0082,Volume utile perdu par fiabilite,-2000,volume utile perdu par fiabilite -2000 ; flux expedies -2000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0949099A__quality,SDC-VD0949099A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0949099A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0949099A__upstream,SDC-VD0949099A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612578.8829,-259.9127,-0.000977,2439909.4944,-63.6787,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0949099A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0949099A__cost,SDC-VD0949099A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.001623813,0.1624,cout +0.6%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26785695.9384,172857.1428,0.649525,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0949099A__cost,0.001623813,0.1624,0.03247625,3.2476,Cout total,+0.6%,cout +0.6%,cout en hausse vs reference
SDC-VD0910216A__capacity,SDC-VD0910216A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0910216A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0910216A__stock,SDC-VD0910216A,stock,Stock fournisseur,stock,0.5,0,364,0.000180072,0.018,adherence -0.0 pts ; nervosite +1 ; flux expedies -114640,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,17.0,1.0,60.0,0.0,58.0,0.0,0.0,0.0,26463661.9654,-149176.8302,-0.560545,2434973.7844,-4999.3887,0.0,0.0,485200150.1682,-114640.3597,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0910216A__stock,0.000180072,0.018,0.002362186,0.2362,Flux fournisseur expedies,-114640,adherence -0.0 pts ; nervosite +1 ; flux expedies -114640,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0910216A__lead,SDC-VD0910216A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.002973876,0.2974,adherence -0.0 pts ; cout +1.2%,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26923944.8069,311106.0113,1.169007,2440599.9348,626.7617,0.0,0.0,485337050.1606,22259.6327,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0910216A__lead,0.002973876,0.2974,0.05845035,5.845,Cout total,+1.2%,adherence -0.0 pts ; cout +1.2%,cout en hausse vs reference
SDC-VD0910216A__reliability,SDC-VD0910216A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,5.739e-06,0.0006,volume utile perdu par fiabilite -4642 ; flux expedies -4642,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26594018.1228,-18820.6728,-0.07072,2439892.4662,-80.7069,4642.0,4642.0,485310148.5279,-4642.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0910216A__reliability,5.739e-06,0.0006,0.000191299,0.0191,Volume utile perdu par fiabilite,-4642,volume utile perdu par fiabilite -4642 ; flux expedies -4642,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0910216A__quality,SDC-VD0910216A,quality,Qualite / release,quality_delay,14.0,0,364,0.002980779,0.2981,adherence -0.0 pts ; cout +1.2%,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26924226.9766,311388.181,1.170068,2440669.0664,695.8933,0.0,0.0,485337050.1606,22259.6327,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0910216A__quality,0.002980779,0.2981,0.0585034,5.8503,Cout total,+1.2%,adherence -0.0 pts ; cout +1.2%,cout en hausse vs reference
SDC-VD0910216A__upstream,SDC-VD0910216A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612835.0892,-3.7064,-1.4e-05,2439972.265,-0.9081,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0910216A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0910216A__cost,SDC-VD0910216A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.00086853,0.0869,cout +0.3%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26705295.0813,92456.2857,0.347412,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0910216A__cost,0.00086853,0.0869,0.0173706,1.7371,Cout total,+0.3%,cout +0.3%,cout en hausse vs reference
SDC-VD0520132A__capacity,SDC-VD0520132A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520132A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0520132A__stock,SDC-VD0520132A,stock,Stock fournisseur,stock,0.5,0,364,1.1357e-05,0.0011,flux expedies -27559,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26488515.0696,-124323.726,-0.467157,2435549.4319,-4423.7412,0.0,0.0,485287231.0694,-27559.4585,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520132A__stock,1.1357e-05,0.0011,0.000567868,0.0568,Flux fournisseur expedies,-27559,flux expedies -27559,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0520132A__lead,SDC-VD0520132A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26610797.9971,-2040.7985,-0.007668,2439473.1774,-499.9957,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520132A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0520132A__reliability,SDC-VD0520132A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,2.1759e-05,0.0022,volume utile perdu par fiabilite -17600 ; flux expedies -17600,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26473532.6298,-139306.1658,-0.523455,2439639.1624,-334.0107,17600.0,17600.0,485297190.5279,-17600.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520132A__reliability,2.1759e-05,0.0022,0.000725302,0.0725,Volume utile perdu par fiabilite,-17600,volume utile perdu par fiabilite -17600 ; flux expedies -17600,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0520132A__quality,SDC-VD0520132A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26611886.423,-952.3726,-0.003579,2439739.8418,-233.3313,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520132A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0520132A__upstream,SDC-VD0520132A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612353.3107,-485.4849,-0.001824,2439854.2293,-118.9438,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520132A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0520132A__cost,SDC-VD0520132A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.00647915,0.6479,cout +2.6%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,27302553.0813,689714.2857,2.59166,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520132A__cost,0.00647915,0.6479,0.129583,12.9583,Cout total,+2.6%,cout +2.6%,cout en hausse vs reference
SDC-VD1091642A__capacity,SDC-VD1091642A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1091642A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD1091642A__stock,SDC-VD1091642A,stock,Stock fournisseur,stock,0.5,0,364,3.4423e-05,0.0034,flux expedies -83529,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26477594.7381,-135244.0575,-0.508191,2439749.4458,-223.7273,0.0,0.0,485231261.5356,-83528.9923,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1091642A__stock,3.4423e-05,0.0034,0.00172113,0.1721,Flux fournisseur expedies,-83529,flux expedies -83529,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD1091642A__lead,SDC-VD1091642A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612573.9187,-264.8769,-0.000995,2439908.2782,-64.8949,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1091642A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD1091642A__reliability,SDC-VD1091642A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,5.366e-06,0.0005,volume utile perdu par fiabilite -4340 ; flux expedies -4340,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26593373.7246,-19465.071,-0.073142,2439903.2257,-69.9474,4340.0,4340.0,485310450.5279,-4340.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1091642A__reliability,5.366e-06,0.0005,0.000178853,0.0179,Volume utile perdu par fiabilite,-4340,volume utile perdu par fiabilite -4340 ; flux expedies -4340,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD1091642A__quality,SDC-VD1091642A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612715.1864,-123.6092,-0.000464,2439942.8888,-30.2843,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1091642A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD1091642A__upstream,SDC-VD1091642A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612835.0474,-3.7482,-1.4e-05,2439972.2547,-0.9184,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1091642A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD1091642A__cost,SDC-VD1091642A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.00090086,0.0901,cout +0.4%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26708736.6527,95897.8571,0.360344,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD1091642A__cost,0.00090086,0.0901,0.0180172,1.8017,Cout total,+0.4%,cout +0.4%,cout en hausse vs reference
SDC-VD0989480A__capacity,SDC-VD0989480A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0989480A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0989480A__stock,SDC-VD0989480A,stock,Stock fournisseur,stock,0.5,0,364,0.000453262,0.0453,adherence -0.0 pts ; flux expedies -458603,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26495246.6528,-117592.1428,-0.441862,2444063.2554,4090.0823,0.0,0.0,484856187.0313,-458603.4966,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0989480A__stock,0.000453262,0.0453,0.009449609,0.945,Flux fournisseur expedies,-458603,adherence -0.0 pts ; flux expedies -458603,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0989480A__lead,SDC-VD0989480A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612716.1009,-122.6947,-0.000461,2439943.1129,-30.0602,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0989480A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0989480A__reliability,SDC-VD0989480A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,1.4242e-05,0.0014,volume utile perdu par fiabilite -11520 ; flux expedies -11520,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26604411.8104,-8426.9852,-0.031665,2439940.4075,-32.7656,11520.0,11520.0,485303270.5279,-11520.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0989480A__reliability,1.4242e-05,0.0014,0.000474743,0.0475,Volume utile perdu par fiabilite,-11520,volume utile perdu par fiabilite -11520 ; flux expedies -11520,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0989480A__quality,SDC-VD0989480A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612781.5381,-57.2575,-0.000215,2439959.145,-14.0281,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0989480A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0989480A__upstream,SDC-VD0989480A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612810.8679,-27.9277,-0.000105,2439966.3308,-6.8423,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0989480A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0989480A__cost,SDC-VD0989480A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.000389533,0.039,cout +0.2%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26654305.0356,41466.24,0.155813,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0989480A__cost,0.000389533,0.039,0.00779065,0.7791,Cout total,+0.2%,cout +0.2%,cout en hausse vs reference
