case_id,supplier_id,risk_family,risk_family_label,risk_type,multiplier,event_start_day,event_end_day,impact_score,impact_pct,impact_explanation,fill_rate,fill_rate_delta_pts,ending_backlog,product_availability,product_availability_delta_pts,line_adherence,line_adherence_delta_pts,line_nervousness,line_nervousness_delta,production_replanning_count,production_replanning_delta,raw_material_stockout_days,raw_material_stockout_days_delta,material_delay_days,material_delay_days_delta,total_cost,total_cost_delta,total_cost_delta_pct,inventory_cost,inventory_cost_delta,total_unreliable_loss_qty,total_unreliable_loss_delta,total_shipped,total_shipped_delta,case_dir,score_decisionnel_modele,score_decisionnel_pct,impact_metier_score,impact_metier_pct,impact_metier_kpi,impact_metier_delta,impact_metier_lecture,cout_interpretation
SDC-VD0972460A__capacity,SDC-VD0972460A,capacity,Capacite fournisseur,capacity,0.5,0,364,9.737e-06,0.001,flux expedies -6542,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26269363.5998,-343475.1958,-1.290637,2440087.7137,114.5406,0.0,0.0,485308248.6911,-6541.8368,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0972460A__capacity,9.737e-06,0.001,0.000234717,0.0235,Cout stock,+115,flux expedies -6542,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0972460A__stock,SDC-VD0972460A,stock,Stock fournisseur,stock,0.5,0,364,1.5447e-05,0.0015,flux expedies -20000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26266171.8429,-346666.9527,-1.30263,2440090.3703,117.1972,0.0,0.0,485294790.5279,-20000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0972460A__stock,1.5447e-05,0.0015,0.000412104,0.0412,Flux fournisseur expedies,-20000,flux expedies -20000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0972460A__lead,SDC-VD0972460A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0972460A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0972460A__reliability,SDC-VD0972460A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,2.473e-06,0.0002,volume utile perdu par fiabilite -2000 ; flux expedies -2000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26578124.5099,-34714.2857,-0.130442,2439973.1731,0.0,2000.0,2000.0,485312790.5279,-2000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0972460A__reliability,2.473e-06,0.0002,8.2421e-05,0.0082,Volume utile perdu par fiabilite,-2000,volume utile perdu par fiabilite -2000 ; flux expedies -2000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0972460A__quality,SDC-VD0972460A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0972460A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0972460A__upstream,SDC-VD0972460A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612578.8829,-259.9127,-0.000977,2439909.4944,-63.6787,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0972460A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0972460A__cost,SDC-VD0972460A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.001630523,0.1631,cout +0.7%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26786410.2241,173571.4285,0.652209,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0972460A__cost,0.001630523,0.1631,0.03261045,3.261,Cout total,+0.7%,cout +0.7%,cout en hausse vs reference
SDC-VD0975221A__capacity,SDC-VD0975221A,capacity,Capacite fournisseur,capacity,0.5,0,364,9.737e-06,0.001,flux expedies -6542,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26187935.0284,-424903.7672,-1.596612,2440087.7137,114.5406,0.0,0.0,485308248.6911,-6541.8368,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0975221A__capacity,9.737e-06,0.001,0.000234717,0.0235,Cout stock,+115,flux expedies -6542,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0975221A__stock,SDC-VD0975221A,stock,Stock fournisseur,stock,0.5,0,364,1.5447e-05,0.0015,flux expedies -20000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26184743.2715,-428095.5241,-1.608605,2440090.3703,117.1972,0.0,0.0,485294790.5279,-20000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0975221A__stock,1.5447e-05,0.0015,0.000412104,0.0412,Flux fournisseur expedies,-20000,flux expedies -20000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0975221A__lead,SDC-VD0975221A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0975221A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0975221A__reliability,SDC-VD0975221A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,2.473e-06,0.0002,volume utile perdu par fiabilite -2000 ; flux expedies -2000,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26569981.6527,-42857.1429,-0.161039,2439973.1731,0.0,2000.0,2000.0,485312790.5279,-2000.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0975221A__reliability,2.473e-06,0.0002,8.2421e-05,0.0082,Volume utile perdu par fiabilite,-2000,volume utile perdu par fiabilite -2000 ; flux expedies -2000,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0975221A__quality,SDC-VD0975221A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0975221A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0975221A__upstream,SDC-VD0975221A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612578.8829,-259.9127,-0.000977,2439909.4944,-63.6787,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0975221A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0975221A__cost,SDC-VD0975221A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.002012993,0.2013,cout +0.8%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26827124.5099,214285.7143,0.805197,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0975221A__cost,0.002012993,0.2013,0.04025985,4.026,Cout total,+0.8%,cout +0.8%,cout en hausse vs reference
SDC-VD0990780A__capacity,SDC-VD0990780A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0990780A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0990780A__stock,SDC-VD0990780A,stock,Stock fournisseur,stock,0.5,0,364,0.000383985,0.0384,adherence -0.0 pts ; cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26652348.905,39510.1094,0.148463,2435960.7813,-4012.3918,0.0,0.0,485454734.9051,139944.3772,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0990780A__stock,0.000383985,0.0384,0.00742315,0.7423,Cout total,+0.1%,adherence -0.0 pts ; cout +0.1%,cout en hausse vs reference
SDC-VD0990780A__lead,SDC-VD0990780A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612775.549,-63.2466,-0.000238,2439957.6776,-15.4955,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0990780A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0990780A__reliability,SDC-VD0990780A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,2.936e-06,0.0003,volume utile perdu par fiabilite -2375 ; flux expedies -2375,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26608375.6852,-4463.1104,-0.016771,2439956.1798,-16.9933,2375.0,2375.0,485312415.5279,-2375.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0990780A__reliability,2.936e-06,0.0003,9.7875e-05,0.0098,Volume utile perdu par fiabilite,-2375,volume utile perdu par fiabilite -2375 ; flux expedies -2375,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0990780A__quality,SDC-VD0990780A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612809.2805,-29.5151,-0.000111,2439965.9419,-7.2312,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0990780A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0990780A__upstream,SDC-VD0990780A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612837.9351,-0.8605,-3e-06,2439972.9622,-0.2109,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0990780A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0990780A__cost,SDC-VD0990780A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.000206372,0.0206,cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26634807.5456,21968.75,0.082549,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0990780A__cost,0.000206372,0.0206,0.00412745,0.4127,Cout total,+0.1%,cout +0.1%,cout en hausse vs reference
SDC-VD0518684A__capacity,SDC-VD0518684A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518684A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518684A__stock,SDC-VD0518684A,stock,Stock fournisseur,stock,0.5,0,364,0.000436823,0.0437,adherence -0.0 pts ; flux expedies -408502,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26514286.2069,-98552.5887,-0.37032,2444131.7028,4158.5297,0.0,0.0,484906288.1128,-408502.4151,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518684A__stock,0.000436823,0.0437,0.008521671,0.8522,Cout stock,+4159,adherence -0.0 pts ; flux expedies -408502,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0518684A__lead,SDC-VD0518684A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612615.2039,-223.5917,-0.00084,2439918.3931,-54.78,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518684A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518684A__reliability,SDC-VD0518684A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,2.819e-06,0.0003,volume utile perdu par fiabilite -2280 ; flux expedies -2280,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26598278.5582,-14560.2374,-0.054711,2439917.1149,-56.0582,2280.0,2280.0,485312510.5279,-2280.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518684A__reliability,2.819e-06,0.0003,9.396e-05,0.0094,Volume utile perdu par fiabilite,-2280,volume utile perdu par fiabilite -2280 ; flux expedies -2280,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0518684A__quality,SDC-VD0518684A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612734.4528,-104.3428,-0.000392,2439947.6091,-25.564,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518684A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518684A__upstream,SDC-VD0518684A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612835.8626,-2.933,-1.1e-05,2439972.4545,-0.7186,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518684A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0518684A__cost,SDC-VD0518684A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.000673145,0.0673,cout +0.3%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26684495.9384,71657.1428,0.269258,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0518684A__cost,0.000673145,0.0673,0.0134629,1.3463,Cout total,+0.3%,cout +0.3%,cout en hausse vs reference
SDC-VD0500655A__capacity,SDC-VD0500655A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0500655A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0500655A__stock,SDC-VD0500655A,stock,Stock fournisseur,stock,0.5,0,364,0.000408131,0.0408,adherence -0.0 pts ; cout +0.2%,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,15.0,-1.0,60.0,0.0,58.0,0.0,0.0,0.0,26654919.3624,42080.5668,0.158121,2435956.2887,-4016.8844,0.0,0.0,485456884.9051,142094.3772,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0500655A__stock,0.000408131,0.0408,0.00790605,0.7906,Cout total,+0.2%,adherence -0.0 pts ; cout +0.2%,cout en hausse vs reference
SDC-VD0500655A__lead,SDC-VD0500655A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612781.2745,-57.5211,-0.000216,2439959.0804,-14.0927,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0500655A__lead,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0500655A__reliability,SDC-VD0500655A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,2.67e-06,0.0003,volume utile perdu par fiabilite -2160 ; flux expedies -2160,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26608639.7065,-4199.0891,-0.015778,2439957.4362,-15.7369,2160.0,2160.0,485312630.5279,-2160.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0500655A__reliability,2.67e-06,0.0003,8.9014e-05,0.0089,Volume utile perdu par fiabilite,-2160,volume utile perdu par fiabilite -2160 ; flux expedies -2160,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0500655A__quality,SDC-VD0500655A,quality,Qualite / release,quality_delay,14.0,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612811.9524,-26.8432,-0.000101,2439966.5965,-6.5766,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0500655A__quality,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0500655A__upstream,SDC-VD0500655A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.0866,-0.709,-3e-06,2439972.9994,-0.1737,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0500655A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0500655A__cost,SDC-VD0500655A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.000194213,0.0194,cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26633513.0813,20674.2857,0.077685,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0500655A__cost,0.000194213,0.0194,0.00388425,0.3884,Cout total,+0.1%,cout +0.1%,cout en hausse vs reference
SDC-VD0951020A__capacity,SDC-VD0951020A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0951020A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0951020A__stock,SDC-VD0951020A,stock,Stock fournisseur,stock,0.5,0,364,0.075246013,7.5246,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33102451,1.0,0.0,0.0,0.995714286,0.0,0.89471267,-4.967031,14.0,-2.0,59.0,-1.0,59.0,1.0,0.0,0.0,22751224.0437,-3861614.7519,-14.510345,1548501.5342,-891471.6389,0.0,0.0,452212339.5938,-33102450.9341,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0951020A__stock,0.075246013,7.5246,0.682082054,68.2082,Flux fournisseur expedies,-33102451,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -33102451,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0951020A__lead,SDC-VD0951020A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.00039822,0.0398,adherence -0.0 pts ; nervosite +1 ; cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,17.0,1.0,60.0,0.0,58.0,0.0,0.0,0.0,26641090.2568,28251.4612,0.106157,2438886.8608,-1086.3123,0.0,0.0,485577908.0085,263117.4806,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0951020A__lead,0.00039822,0.0398,0.00530785,0.5308,Cout total,+0.1%,adherence -0.0 pts ; nervosite +1 ; cout +0.1%,cout en hausse vs reference
SDC-VD0951020A__reliability,SDC-VD0951020A,reliability,Fiabilite fournisseur,reliability,0.9,0,364,4.239e-06,0.0004,cout +0.0% ; volume utile perdu par fiabilite -1704 ; flux expedies -380,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26613123.857,285.0614,0.001071,2439956.1052,-17.0679,1704.4208,1704.4208,485314410.5279,-380.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0951020A__reliability,4.239e-06,0.0004,7.024e-05,0.007,Volume utile perdu par fiabilite,-1704,cout +0.0% ; volume utile perdu par fiabilite -1704 ; flux expedies -380,cout en hausse vs reference
SDC-VD0951020A__quality,SDC-VD0951020A,quality,Qualite / release,quality_delay,14.0,0,364,0.00039729,0.0397,adherence -0.0 pts ; nervosite +1 ; cout +0.1%,1.0,0.0,0.0,0.995714286,0.0,0.944372295,-0.001069,17.0,1.0,60.0,0.0,58.0,0.0,0.0,0.0,26640991.262,28152.4664,0.105785,2438906.0631,-1067.11,0.0,0.0,485577846.2705,263055.7426,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0951020A__quality,0.00039729,0.0397,0.00528925,0.5289,Cout total,+0.1%,adherence -0.0 pts ; nervosite +1 ; cout +0.1%,cout en hausse vs reference
SDC-VD0951020A__upstream,SDC-VD0951020A,upstream,Appro amont fournisseur,external_capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612835.8392,-2.9564,-1.1e-05,2439972.4488,-0.7243,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0951020A__upstream,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0951020A__cost,SDC-VD0951020A,cost,Cout achat / transport,purchase_cost,1.5,0,364,0.00041296,0.0413,cout +0.2%,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26656798.8928,43960.0972,0.165184,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0951020A__cost,0.00041296,0.0413,0.0082592,0.8259,Cout total,+0.2%,cout +0.2%,cout en hausse vs reference
SDC-VD0520115A__capacity,SDC-VD0520115A,capacity,Capacite fournisseur,capacity,0.5,0,364,0.0,0.0,aucune degradation KPI visible,1.0,0.0,0.0,0.995714286,0.0,0.944382984,0.0,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26612838.7956,0.0,0.0,2439973.1731,0.0,0.0,0.0,485314790.5279,0.0,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520115A__capacity,0.0,0.0,0.0,0.0,Fill rate client,0.0 pts,aucune degradation KPI visible,
SDC-VD0520115A__stock,SDC-VD0520115A,stock,Stock fournisseur,stock,0.5,0,364,0.07493518,7.4935,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -32570223,1.0,0.0,0.0,0.995714286,0.0,0.894788923,-4.959406,16.0,0.0,59.0,-1.0,59.0,1.0,0.0,0.0,22803849.1675,-3808989.6281,-14.312602,1539418.7613,-900554.4118,0.0,0.0,452744567.4023,-32570223.1256,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520115A__stock,0.07493518,7.4935,0.671115403,67.1115,Flux fournisseur expedies,-32570223,adherence -5.0 pts ; jours stock MP zero +1 ; flux expedies -32570223,cout en baisse car flux/achats baissent: ne pas lire comme un gain
SDC-VD0520115A__lead,SDC-VD0520115A,lead,Delai fournisseur,lead_time_extra_days,30.0,0,364,0.002435479,0.2435,cout +0.9%,1.0,0.0,0.0,0.995714286,0.0,0.94439367,0.001069,16.0,0.0,60.0,0.0,58.0,0.0,0.0,0.0,26840493.398,227654.6024,0.855431,2444802.7192,4829.5461,0.0,0.0,485375250.7932,60460.2653,etudecas\simulation\sensibility\supplier_risk_campaign_multisource_result\cases\SDC-VD0520115A__lead,0.002435479,0.2435,0.04277155,4.2772,Cout total,+0.9%,cout +0.9%,cout en hausse vs reference
