day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,24.0,0.0,24.0,25696.3915,24.0,225.2827,854127.3888,1407.6496,1809.8352,804.3712,4021.8561,1233.263,52.7467,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
1,28.5,8.75,43.75,25750.3915,22.8,101.7197,904893.981,1503.5794,1933.1735,859.1882,4295.941,399.2297,1.7847,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
2,31.5,5.25,70.0,25371.5915,29.76,78.9815,955198.2162,1599.1918,2056.1037,913.8239,4569.1194,333.2467,1.7916,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
3,36.0,106.0,0.0,25536.3415,34.752,97.2607,1005469.4226,1694.8372,2179.0764,968.4784,4842.392,417.1447,2.1424,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
4,33.0,33.0,0.0,25479.1415,33.3504,49.0986,1055826.7015,1790.4486,2302.0053,1023.1135,5115.5674,154.102,1.6136,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
5,30.0,30.0,0.0,25435.1519,30.6701,43.3984,1106190.9736,1886.0958,2424.9803,1077.769,5388.845,131.9534,1.4664,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
6,27.0,27.0,0.0,25422.1415,27.734,37.4404,1156597.51,1981.7533,2547.9686,1132.4305,5662.1523,109.2846,1.308,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
7,24.0,24.0,0.0,25376.5515,24.7468,31.431,1206586.0183,2077.0167,2670.4501,1186.8667,5934.3335,86.5118,1.1473,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
8,28.5,28.5,0.0,25407.1196,27.7494,124.8288,1256459.8311,2172.2335,2792.8717,1241.2763,6206.3815,378.0084,2.1824,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
9,31.5,31.5,0.0,25389.4478,30.7499,163.2084,1306227.2589,2267.4078,2915.2386,1295.6616,6478.308,368.5519,2.6672,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
10,36.0,36.0,0.0,25565.3774,34.95,192.0603,1356071.007,2362.6975,3037.754,1350.1129,6750.5644,455.3933,3.1623,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
