month_index,surimpact_matiere,surimpact_inbound,surimpact_transport_aval,surimpact_rebut,surimpact_total,surimpact_cumule
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.01153436290132812,0.01153436290132812,0.01153436290132812
3,0.0,0.0,0.0,0.023593130134029618,0.023593130134029618,0.03512749303535774
4,0.0,0.0,0.0,0.035366111449044786,0.035366111449044786,0.07049360448440253
5,0.0,0.0,0.0,0.04658940875361334,0.04658940875361334,0.11708301323801587
6,70.79887556463143,36.043063923812376,0.0,1.9193321943353023,108.76127168277911,108.87835469601713
7,0.0,0.0,0.0,2.054208082569984,2.054208082569984,110.93256277858711
8,0.0,0.0,0.0,1.4164032894811647,1.4164032894811647,112.34896606806828
9,0.0,0.0,0.0,0.07999030270565716,0.07999030270565716,112.42895637077393
10,0.0,0.0,0.0,0.08908457638431999,0.08908457638431999,112.51804094715825
11,0.0,0.0,0.0,0.10176074873633342,0.10176074873633342,112.6198016958946
12,0.0,0.0,0.0,0.117114259580343,0.117114259580343,112.73691595547494
13,65.90598602794859,33.55213834150109,0.0,0.1671596549494235,99.62528402439911,212.36219997987405
14,0.0,0.0,0.0,0.15136144302335924,0.15136144302335924,212.5135614228974
15,0.0,0.0,0.0,0.15882431280486953,0.15882431280486953,212.67238573570228
16,0.0,0.0,0.0,0.17865549218675716,0.17865549218675716,212.85104122788903
17,72.51076841059893,36.91457300903218,0.0,0.23679819753856496,109.66213961716967,322.5131808450587
18,0.0,0.0,0.0,1.680926094070679,1.680926094070679,324.19410693912937
19,0.0,0.0,0.0,2.214341250362729,2.214341250362729,326.4084481894921
20,0.0,0.0,0.0,1.5642896505774861,1.5642896505774861,327.9727378400696
21,0.0,0.0,0.0,0.20315734812546388,0.20315734812546388,328.17589518819506
22,0.0,0.0,0.0,0.21130586132527765,0.21130586132527765,328.38720104952034
23,0.0,0.0,0.0,0.22755995333824408,0.22755995333824408,328.6147610028586
24,0.0,0.0,0.0,0.24880284539785183,0.24880284539785183,328.86356384825643
25,65.39102740319021,33.28997758707865,0.0,0.33799214695468155,99.01899713722354,427.88256098548
26,0.0,0.0,0.0,0.2954871784419182,0.2954871784419182,428.1780481639219
27,0.0,0.0,0.0,0.2969799651333667,0.2969799651333667,428.47502812905526
28,0.0,0.0,0.0,0.3264211940613098,0.3264211940613098,428.80144932311657
29,71.86495540870413,36.58579548079483,0.0,0.4187135198470923,108.86946440934605,537.6709137324626
30,0.0,0.0,0.0,1.8479426591949175,1.8479426591949175,539.5188563916576
31,0.0,0.0,0.0,2.386118371239497,2.386118371239497,541.904974762897
32,0.0,0.0,0.0,1.7207587727451226,1.7207587727451226,543.6257335356422
33,0.0,0.0,0.0,0.3309614219055453,0.3309614219055453,543.9566949575477
34,0.0,0.0,0.0,0.33813707930774745,0.33813707930774745,544.2948320368555
35,0.0,0.0,0.0,0.3579220500414037,0.3579220500414037,544.652754086897
36,0.0,0.0,0.0,0.3849810593451163,0.3849810593451163,545.0377351462421
37,64.89320605964991,33.036541266730865,0.0,0.5127633982543316,98.44251072463511,643.4802458708772
38,0.0,0.0,0.0,0.4439352692276213,0.4439352692276213,643.9241811401048
39,0.0,0.0,0.0,0.43675526300823453,0.43675526300823453,644.360936403113
40,0.0,0.0,0.0,0.47842049079086885,0.47842049079086885,644.8393568939039
41,71.24012576096294,36.267700387399294,0.0,0.6042916039779092,108.11211775234014,752.951474646244
42,0.0,0.0,0.0,2.0189691885641268,2.0189691885641268,754.9704438348082
43,0.0,0.0,0.0,14.255110986953472,14.255110986953472,769.2255548217616
44,0.0,0.0,0.0,17.641183432611648,17.641183432611648,786.8667382543733
45,0.0,0.0,0.0,3.9153618182656746,3.9153618182656746,790.782100072639
46,0.0,0.0,0.0,0.4693814055601262,0.4693814055601262,791.2514814781991
47,67.4176390520467,34.32170715376923,0.0,0.6221129371477317,102.36145914296367,893.6129406211628
