month_index,classical_weekly_total,td_total,sdd_total,classical_cumulative,td_cumulative,sdd_cumulative
1,426.19508853247163,436.5450166648335,436.5450166648335,426.19508853247163,436.5450166648335,436.5450166648335
2,443.45638540800735,457.37826500180466,457.389799364706,869.651473940479,893.9232816666381,893.9348160295394
3,453.990597277568,466.99081721883744,467.01441034897147,1323.642071218047,1360.9140988854756,1360.949226378511
4,455.30956234531743,466.58553428829686,466.6209003997459,1778.9516335633643,1827.4996331737725,1827.570126778257
5,451.29822398563806,462.5804272292203,462.6270166379739,2230.2498575490026,2290.080060402993,2290.197143416231
6,441.2676818943064,453.3116165149383,562.0728881977175,2671.517539443309,2743.391676917931,2852.2700316139485
7,424.62115118598956,436.9735828903994,439.0277909729694,3096.1386906292987,3180.3652598083304,3291.297822586918
8,405.40558838545354,417.3846022698158,418.8010055592969,3501.544279014752,3597.749862078146,3710.0988281462146
9,389.9223359413735,401.8202516993611,401.90024200206676,3891.466614956126,3999.5701137775072,4111.999070148281
10,385.6374969938047,398.8212975423467,398.91038211873104,4277.1041119499305,4398.391411319854,4510.909452267012
11,395.1412615036717,411.0210230048172,411.12278375355356,4672.245373453602,4809.412434324671,4922.0322360205655
12,412.52165312315356,431.2414246394901,431.3585388990704,5084.767026576756,5240.653858964161,5353.390774919636
13,432.61763038803844,453.1571647903732,552.7824488147722,5517.384656964794,5693.811023754534,5906.173223734409
14,450.6158097282564,471.8998921451311,472.05125358815445,5968.000466693051,6165.710915899665,6378.224477322563
15,441.7405719159825,461.84714151521433,462.0059658280192,6409.741038609033,6627.55805741488,6840.230443150582
16,463.5324517989803,483.4658750714867,483.64453056367347,6873.2734904080135,7111.023932486367,7323.874973714255
17,459.2884762094048,479.3089302567689,588.9710698739386,7332.561966617418,7590.332862743136,7912.846043588193
18,449.261410325157,470.29053209360904,471.97145818767973,7781.823376942575,8060.623394836744,8384.817501775873
19,432.2270472753547,453.5431805860523,455.75752183641504,8214.05042421793,8514.166575422796,8840.575023612288
20,413.3521277443998,434.90463936043443,436.46892901101194,8627.40255196233,8949.071214783231,9277.0439526233
21,397.8762352232857,419.6676631798641,419.87082052798957,9025.278787185616,9368.738877963095,9696.91477315129
22,393.5906268698294,416.85025082179527,417.06155668312056,9418.869414055445,9785.58912878489,10113.97632983441
23,403.072690696365,429.13033354184,429.35789349517825,9821.94210475181,10214.71946232673,10543.334223329588
24,420.44147673917735,449.4076499523404,449.65645279773827,10242.383581490987,10664.12711227907,10992.990676127327
25,440.53191771437173,471.3975233699503,570.4165205071738,10682.915499205359,11135.52463564902,11563.4071966345
26,458.5370346474327,490.2358102676433,490.5312974460852,11141.452533852791,11625.760445916663,12053.938494080585
27,446.026517919132,476.65042081431363,476.947400779447,11587.479051771923,12102.410866730977,12530.885894860032
28,471.49352603624845,501.970296759292,502.2967179533533,12058.972577808172,12604.381163490269,13033.182612813385
29,467.2494992959448,497.8468243706767,606.7162887800226,12526.222077104117,13102.227987860946,13639.898901593408
30,457.2157345791163,488.7931732729652,490.6411159321601,12983.437811683234,13591.021161133911,14130.540017525567
31,440.17058561280317,472.08944535180234,474.47556372304183,13423.608397296037,14063.110606485714,14605.015581248608
32,421.2930397354481,453.5480883774774,455.26884715022254,13844.901437031485,14516.658694863192,15060.28442839883
33,405.8215984848771,438.43283246266117,438.7637938845667,14250.723035516363,14955.091527325852,15499.048222283398
34,401.53512226475607,435.6077264809103,435.945863560218,14652.25815778112,15390.699253806762,15934.994085843617
35,410.99141945281065,447.80131225391557,448.15923430395696,15063.24957723393,15838.500566060678,16383.153320147574
36,428.34560587017194,467.96181880316664,468.3467998625118,15491.595183104102,16306.462384863846,16851.500120010085
37,448.42937333516284,489.85366707187393,588.2961777965091,15940.024556439264,16796.31605193572,17439.796297806595
38,466.4424242360752,508.6275724780921,509.0715077473197,16406.46698067534,17304.943624413812,17948.867805553917
39,450.0884358341947,491.1866714652898,491.62342672829806,16856.555416509535,17796.130295879102,18440.491232282217
