day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,15427.4349,40.0,6876.4557,97957.0344,161.8146,208.0473,92.4655,462.3273,72624.7618,10220.8407,0.0,0.0,0.0,24887.2914,0.0,2153093.7086,1567.5306
1,47.5,0.0,87.5,15856.0063,1003.4718,1769.7122,111557.6146,187.1018,240.5595,106.9153,534.5766,5183.7534,211.5935,0.0,0.0,0.0,25064.7842,0.0,2129758.0211,921.9822
2,52.5,70.0,70.0,15860.1263,1206.2352,856.3285,125754.7942,213.1541,274.0552,121.8023,609.0116,2214.124,200.2545,0.0,0.0,0.0,24923.5826,0.0,2105522.3336,499.3248
3,60.0,130.0,0.0,15739.0744,1069.3483,687.5884,139479.9098,238.9985,307.2838,136.5706,682.8528,2183.8193,188.3735,0.0,0.0,0.0,24923.8361,0.0,2081102.789,307.5846
4,55.0,55.0,0.0,15439.217,891.6053,637.0946,152945.502,264.5357,340.1174,151.1633,755.8164,2067.9433,176.2134,0.0,0.0,0.0,24924.0179,0.0,2056465.8389,159.4807
5,50.0,50.0,0.0,15286.3149,738.5173,511.3044,166411.2738,289.9464,372.7883,165.6837,828.4184,1602.9965,24.2335,0.0,0.0,0.0,24923.9668,0.0,2031781.4588,59.1429
6,45.0,45.0,0.0,15418.637,615.7714,395.5796,180199.0582,315.4564,405.5868,180.2608,901.304,1130.3258,7.3128,0.0,0.0,0.0,24822.3099,0.0,2007143.6174,9.0
7,40.0,40.0,0.0,20244.291,517.94,367.262,199371.3638,345.2735,443.9231,197.2991,986.4957,1241.1402,6.6681,0.0,0.0,0.0,24534.7966,428.5714,1982735.0403,0.0
8,47.5,47.5,0.0,15334.5925,448.8552,376.7383,213353.5963,370.9237,476.9019,211.9564,1059.782,1236.3571,7.1263,0.0,0.0,0.0,24526.6025,428.5714,1958285.3203,0.0
9,52.5,52.5,0.0,15408.8629,403.169,458.141,227083.6204,396.522,509.8139,226.584,1132.9199,1596.3761,8.3035,0.0,0.0,0.0,24534.8387,428.5714,1933826.6003,0.0
10,60.0,60.0,0.0,15389.7406,379.1282,502.1597,240446.4999,422.0031,542.5754,241.1446,1205.7232,1711.135,9.2521,0.0,0.0,0.0,24543.0694,428.5714,1909367.8804,0.0
11,55.0,55.0,0.0,16740.7014,362.383,441.5088,255310.6721,448.6536,576.8404,256.3735,1281.8675,1421.9463,8.4568,0.0,0.0,0.0,24554.5906,428.5714,1884909.1604,0.0
12,50.0,50.0,0.0,15409.0381,347.4159,409.9301,269040.9939,474.2494,609.7493,270.9997,1354.9984,1330.2818,7.8127,0.0,0.0,0.0,24550.3114,428.5714,1860450.4404,0.0
13,45.0,45.0,0.0,15817.0012,330.5299,400.2064,283299.4995,500.1515,643.0519,285.8008,1429.0042,1367.3977,7.3593,0.0,0.0,0.0,24542.8722,359.778,1835991.7205,0.0
14,40.0,40.0,0.0,15478.912,310.9218,400.3454,297114.65,525.5279,675.6788,300.3017,1501.5084,1460.8343,6.999,0.0,0.0,0.0,24534.801,75.0667,1811533.0005,0.0
15,47.5,47.5,0.0,16084.4248,298.8859,445.6287,311267.6017,551.2167,708.7072,314.981,1574.9049,1619.7715,7.8152,0.0,0.0,0.0,24526.6033,66.9813,1787074.2805,0.0
16,52.5,52.5,0.0,15529.9272,294.6035,391.444,324724.3283,576.598,741.3403,329.4846,1647.4229,1225.1664,7.6365,0.0,0.0,0.0,24534.8389,75.1083,1762615.5606,0.0
17,60.0,60.0,0.0,15255.4523,300.5565,476.5593,337555.3088,601.6401,773.5372,343.7943,1718.9717,1568.6529,8.9961,0.0,0.0,0.0,24543.0694,83.2297,1738156.8406,0.0
18,55.0,55.0,0.0,15474.6749,305.5245,487.7579,350716.8817,626.87,805.9757,358.2114,1791.0571,1679.35,8.9193,0.0,0.0,0.0,24554.5906,94.5979,1713698.1206,0.0
19,50.0,50.0,0.0,14925.8615,306.2717,440.3551,363554.6297,651.7349,837.9449,372.42,1862.0998,1499.615,8.117,0.0,0.0,0.0,24550.3114,90.3756,1689239.4007,0.0
20,45.0,45.0,0.0,14786.8077,300.7574,2256.7689,376505.8176,676.5593,869.862,386.6053,1933.0266,8221.5658,25.9249,0.0,0.0,0.0,24542.8722,1968.7226,1664780.6807,0.0
21,40.0,40.0,0.0,15752.9987,289.3781,24789.2352,390660.4848,702.2335,902.8716,401.2763,2006.3814,1542973.3317,286974.9473,0.0,0.0,0.0,24534.801,24550.7376,1642207.6482,0.0
22,47.5,47.5,0.0,14937.2665,283.2968,24887.0248,403828.8685,727.2772,935.0707,415.587,2077.935,1543330.2691,287084.5537,0.0,0.0,0.0,24526.6033,24686.4176,1642207.6482,0.0
23,52.5,52.5,0.0,15406.7513,283.3231,24888.3949,417149.3519,752.5058,967.5074,430.0033,2150.0165,1543337.3089,286978.7102,0.0,0.0,0.0,24558.5813,24570.1713,1642207.6482,0.0
24,60.0,60.0,0.0,14767.2251,292.394,24915.1663,429540.7102,777.1882,999.242,444.1075,2220.5377,1543355.8338,286979.7656,0.0,0.0,0.0,24543.5178,24578.5314,1642207.6482,0.0
25,55.0,55.0,0.0,14994.895,299.618,24944.403,442255.4405,802.0679,1031.2302,458.3245,2291.6226,1543567.0136,286979.7654,0.0,0.0,0.0,24555.1003,24590.034,1642207.6482,0.0
26,50.0,50.0,0.0,14939.3738,301.9977,24919.1468,455119.0488,826.9511,1063.2228,472.5435,2362.7174,1543510.6953,286979.0043,0.0,0.0,0.0,24550.7984,24585.7511,1642207.6482,0.0
27,45.0,45.0,0.0,15014.7919,297.6647,24879.1121,468249.6352,851.9096,1095.3124,486.8055,2434.0276,1543379.2823,286978.0521,0.0,0.0,0.0,24543.3196,24545.5452,1642207.6482,0.0
28,40.0,40.0,0.0,15051.6919,287.1402,24792.096,481681.9579,876.9418,1127.4966,501.1096,2505.5479,1542987.8219,286976.6215,0.0,0.0,0.0,24535.2054,24534.7787,1642207.6482,0.0
29,47.5,47.5,0.0,14833.3471,281.6774,24866.9708,494605.0794,901.7719,1159.421,515.2982,2576.4912,1543311.2795,286977.9333,0.0,0.0,0.0,24526.9642,24526.6256,1642207.6482,0.0
