day,src_node_id,dst_node_id,item_id,shipped_qty,pulled_qty,lead_days,arrival_day,reliability,uom
13,SDC-VD0505677A,M-1810,item:099439,0.046919,0.046919,25,38,1.0,KG
13,SDC-VD0989480A,M-1810,item:426331,0.254243,0.254243,34,47,1.0,UN
13,M-1810,DC-1920,item:268091,23.113,23.113,4,17,1.0,UN
13,DC-1920,C-XXXXX,item:268967,50.0,50.0,3,16,1.0,UN
13,DC-1920,C-XXXXX,item:268091,25.0,25.0,3,16,1.0,UN
13,SDC-1450,M-1810,item:007923,75.071023,75.071023,2,15,1.0,G
14,SDC-1450,M-1430,item:773474,45.0,45.0,13,27,1.0,G
14,SDC-VD0951020A,M-1810,item:001757,0.033491,0.033491,77,91,1.0,KG
14,SDC-VD0519670A,M-1810,item:001848,0.017583,0.017583,31,45,1.0,KG
14,SDC-VD0951020A,M-1810,item:001848,0.007535,0.007535,41,55,1.0,KG
14,SDC-VD0910216A,M-1810,item:001893,0.111358,0.111358,16,30,1.0,KG
14,SDC-VD1091642A,M-1810,item:001893,0.031817,0.031817,45,59,1.0,KG
14,SDC-VD0518684A,M-1810,item:001893,0.015908,0.015908,59,73,1.0,KG
14,SDC-VD0910216A,M-1810,item:002612,0.029305,0.029305,63,77,1.0,KG
14,SDC-VD0990780A,M-1810,item:002612,0.008373,0.008373,61,75,1.0,KG
14,SDC-VD1091642A,M-1810,item:002612,0.002093,0.002093,28,42,1.0,KG
14,SDC-VD0500655A,M-1810,item:002612,0.002093,0.002093,41,55,1.0,KG
14,SDC-VD0514881A,M-1810,item:016332,0.010047,0.010047,40,54,1.0,KG
14,SDC-VD0519670A,M-1810,item:029313,0.000837,0.000837,12,26,1.0,KG
14,SDC-VD1096202A,M-1810,item:039668,0.000837,0.000837,33,47,1.0,KG
14,SDC-VD0520132A,M-1810,item:049371,0.030979,0.154896,193,207,0.2,KG
14,SDC-VD0914320A,M-1810,item:055703,0.001172,0.001172,38,52,1.0,KG
14,SDC-VD0964290A,M-1810,item:055703,0.000502,0.000502,19,33,1.0,KG
14,SDC-VD0505677A,M-1810,item:099439,0.041864,0.041864,9,23,1.0,KG
14,SDC-VD0989480A,M-1810,item:426331,0.226849,0.226849,31,45,1.0,UN
14,M-1810,DC-1920,item:268091,20.6226,20.6226,2,16,1.0,UN
14,DC-1920,C-XXXXX,item:268967,21.796931,21.796931,4,18,1.0,UN
14,DC-1920,C-XXXXX,item:268091,50.0,50.0,2,16,1.0,UN
14,SDC-1450,M-1810,item:007923,66.982205,66.982205,1,15,1.0,G
15,SDC-VD0520115A,M-1430,item:708073,0.07392,0.07392,21,36,1.0,KG
15,SDC-VD1095770A,M-1430,item:734545,0.074573,0.074573,10,25,1.0,UN
15,SDC-1450,M-1430,item:773474,45.0,45.0,5,20,1.0,G
15,SDC-VD0951020A,M-1810,item:001757,0.037554,0.037554,110,125,1.0,KG
15,SDC-VD0519670A,M-1810,item:001848,0.019716,0.019716,32,47,1.0,KG
15,SDC-VD0951020A,M-1810,item:001848,0.00845,0.00845,50,65,1.0,KG
15,SDC-VD0910216A,M-1810,item:001893,0.124868,0.124868,28,43,1.0,KG
15,SDC-VD1091642A,M-1810,item:001893,0.035677,0.035677,35,50,1.0,KG
15,SDC-VD0518684A,M-1810,item:001893,0.017838,0.017838,25,40,1.0,KG
15,SDC-VD0910216A,M-1810,item:002612,0.03286,0.03286,38,53,1.0,KG
15,SDC-VD0990780A,M-1810,item:002612,0.009389,0.009389,29,44,1.0,KG
15,SDC-VD1091642A,M-1810,item:002612,0.002347,0.002347,21,36,1.0,KG
15,SDC-VD0500655A,M-1810,item:002612,0.002347,0.002347,54,69,1.0,KG
15,SDC-VD0514881A,M-1810,item:016332,0.011266,0.011266,64,79,1.0,KG
15,SDC-VD0519670A,M-1810,item:029313,0.000939,0.000939,65,80,1.0,KG
15,SDC-VD1096202A,M-1810,item:039668,0.000939,0.000939,58,73,1.0,KG
15,SDC-VD0520132A,M-1810,item:049371,0.034738,0.173688,71,86,0.2,KG
15,SDC-VD0914320A,M-1810,item:055703,0.001314,0.001314,8,23,1.0,KG
15,SDC-VD0964290A,M-1810,item:055703,0.000563,0.000563,26,41,1.0,KG
15,SDC-VD0505677A,M-1810,item:099439,0.046943,0.046943,19,34,1.0,KG
15,SDC-VD0989480A,M-1810,item:426331,0.25437,0.25437,4,19,1.0,UN
15,M-1430,DC-1920,item:268967,9.321569,9.321569,2,17,1.0,UN
15,M-1810,DC-1920,item:268091,23.12452,23.12452,2,17,1.0,UN
15,SDC-1450,M-1810,item:007923,75.108441,75.108441,1,16,1.0,G
