path_id,record_index,path_type,system,component,family,component_mass_kg,path_allocation_share_pct,path_mass_kg,lca_use_class,lca_confidence,readiness,max_severity,issue_codes,issue_count,total_route_km,allocated_kg_km,modes,transport_model,t4,t4_site_uid,t4_country_code,t4_status,t3,t3_site_uid,t3_country_code,t3_status,t2,t2_site_uid,t2_country_code,t2_status,t1,t1_site_uid,t1_country_code,t1_status,oem,oem_site_uid,oem_country_code,oem_status,t4_t3_km,t4_t3_modes,t3_t2_km,t3_t2_modes,t2_t1_km,t2_t1_modes,t1_oem_km,t1_oem_modes
R089-P001,89,primary,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.854,100.0,0.854,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,2246.8,1918.8,internal|rail|truck,lane_specific,BASF - PU chemistry source candidate,"basf_pu_chemistry_source_candidate_tier4_raw_material@@basf_pu_chemistry_source_candidate_tier4_raw_material@49.481,8.435",DE,baseline_primary_assumed_material_source_requires_grade_certificate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,"franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@@franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_material_package_requires_bom,FRANKLIN - internal cutting/gluing process,"franklin_internal_cutting_gluing_process_tier2_second_transformation@@franklin_internal_cutting_gluing_process_tier2_second_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_internalized_process,FRANKLIN,"franklin_tier1@@franklin_tier1@51.8215327,20.5268712",PL,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,890.1,truck,0.0,internal,0.0,internal,1356.7,rail|truck
R090-P001,90,primary,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.091,100.0,1.091,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,2246.8,2451.3,internal|rail|truck,lane_specific,BASF - PU chemistry source candidate,"basf_pu_chemistry_source_candidate_tier4_raw_material@@basf_pu_chemistry_source_candidate_tier4_raw_material@49.481,8.435",DE,baseline_primary_assumed_material_source_requires_grade_certificate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,"franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@@franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_material_package_requires_bom,FRANKLIN - internal cutting/gluing process,"franklin_internal_cutting_gluing_process_tier2_second_transformation@@franklin_internal_cutting_gluing_process_tier2_second_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_internalized_process,FRANKLIN,"franklin_tier1@@franklin_tier1@51.8215327,20.5268712",PL,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,890.1,truck,0.0,internal,0.0,internal,1356.7,rail|truck
R091-P001,91,primary,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.016,100.0,0.016,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,1312.2,21.0,internal|truck,lane_specific,BASF - PU chemistry source candidate,"basf_pu_chemistry_source_candidate_tier4_raw_material@@basf_pu_chemistry_source_candidate_tier4_raw_material@49.481,8.435",DE,baseline_primary_assumed_material_source_requires_grade_certificate,MGA Villeneuve St Lot - FRMC55 certified foam/fabric sourcing package,"mga_villeneuve_st_lot_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@@mga_villeneuve_st_lot_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@44.3974711,0.7316929",FR,baseline_primary_assumed_material_package_requires_bom,MGA Villeneuve St Lot - internal FRMC55 integration process,"mga_villeneuve_st_lot_internal_frmc55_integration_process_tier2_second_transformation@@mga_villeneuve_st_lot_internal_frmc55_integration_process_tier2_second_transformation@44.3974711,0.7316929",FR,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,"mga_villeneuve_st_lot_tier1@@mga_villeneuve_st_lot_tier1@44.3974711,0.7316929",FR,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,812.6,truck,0.0,internal,0.0,internal,499.6,truck
R092-P001,92,primary,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,100.0,0.039,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,1094.5,42.7,internal|truck,lane_specific,BASF - PU chemistry source candidate,"basf_pu_chemistry_source_candidate_tier4_raw_material@@basf_pu_chemistry_source_candidate_tier4_raw_material@49.481,8.435",DE,baseline_primary_assumed_material_source_requires_grade_certificate,MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,"mgr_foamtex_ltd_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@@mgr_foamtex_ltd_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@51.739561,-0.966526",GB,baseline_primary_assumed_material_package_requires_bom,MGR Foamtex Ltd - internal foam/upholstery process,"mgr_foamtex_ltd_internal_foam_upholstery_process_tier2_second_transformation@@mgr_foamtex_ltd_internal_foam_upholstery_process_tier2_second_transformation@51.739561,-0.966526",GB,baseline_primary_assumed_internalized_process,MGR Foamtex Ltd,"mgr_foamtex_ltd_tier1@@mgr_foamtex_ltd_tier1@51.739561,-0.966526",GB,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,708.7,truck,0.0,internal,0.0,internal,385.8,truck
R093-P001,93,primary,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,100.0,0.039,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,1094.5,42.7,internal|truck,lane_specific,BASF - PU chemistry source candidate,"basf_pu_chemistry_source_candidate_tier4_raw_material@@basf_pu_chemistry_source_candidate_tier4_raw_material@49.481,8.435",DE,baseline_primary_assumed_material_source_requires_grade_certificate,MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,"mgr_foamtex_ltd_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@@mgr_foamtex_ltd_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@51.739561,-0.966526",GB,baseline_primary_assumed_material_package_requires_bom,MGR Foamtex Ltd - internal foam/upholstery process,"mgr_foamtex_ltd_internal_foam_upholstery_process_tier2_second_transformation@@mgr_foamtex_ltd_internal_foam_upholstery_process_tier2_second_transformation@51.739561,-0.966526",GB,baseline_primary_assumed_internalized_process,MGR Foamtex Ltd,"mgr_foamtex_ltd_tier1@@mgr_foamtex_ltd_tier1@51.739561,-0.966526",GB,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,708.7,truck,0.0,internal,0.0,internal,385.8,truck
R094-P001,94,primary,Accoudoir allée,inox,steel,0.018054,100.0,0.018054,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,354.8,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R095-P001,95,primary,Ens. Palette optimisée,inox,steel,0.023743,100.0,0.023743,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,466.5,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R096-P001,96,primary,Ensemble porte,inox,steel,0.0047592,100.0,0.0047592,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,93.5,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R097-P001,97,primary,Ens. Structure fauteuil,GLO: moulage par injection plastique,polymer_plastic,0.081,100.0,0.081,usable_for_baseline,medium_high,primary_ready_topology,INFO,,0,37368.9,3026.9,ship|truck,lane_specific,BASF,"basf@@basf@49.481,8.435",DE,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9329.2,ship|truck,9394.3,ship|truck,9080.6,ship|truck,9564.8,ship|truck
R098-P001,98,primary,Ens. Tablette cocktail,inox,steel,0.012,100.0,0.012,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,235.8,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R099-P001,99,primary,Ens. Tablette repas,inox,steel,0.014,100.0,0.014,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,275.1,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R100-P001,100,primary,Ens. Têtière,inox,steel,0.001,100.0,0.001,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,19.6,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R101-P001,101,primary,Stowage assemblé avec porte,inox,steel,0.00928,100.0,0.00928,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,182.3,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R102-P001,102,primary,Support écran,inox,steel,0.014,100.0,0.014,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,275.1,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R103-P001,103,primary,Capot NFC,kydex,polymer_plastic,0.069,100.0,0.069,quantitative_ready,high,primary_ready_topology,INFO,,0,12513.7,863.4,rail|ship|truck,lane_specific,"Shandong Loyal Chemical Co., Ltd.","shandong_loyal_chemical_co_ltd@@shandong_loyal_chemical_co_ltd@36.7059,117.0166",CN,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,1797.1,rail|truck,9394.3,ship|truck,832.1,truck,490.2,truck
R104-P001,104,primary,Coussin ottoman,kydex,polymer_plastic,0.037,100.0,0.037,quantitative_ready,high,primary_ready_topology,INFO,,0,12513.7,463.0,rail|ship|truck,lane_specific,"Shandong Loyal Chemical Co., Ltd.","shandong_loyal_chemical_co_ltd@@shandong_loyal_chemical_co_ltd@36.7059,117.0166",CN,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,1797.1,rail|truck,9394.3,ship|truck,832.1,truck,490.2,truck
R105-P001,105,primary,Ens. Stowage latéral,kydex,polymer_plastic,1.161,100.0,1.161,quantitative_ready,high,primary_ready_topology,INFO,,0,12513.7,14528.4,rail|ship|truck,lane_specific,"Shandong Loyal Chemical Co., Ltd.","shandong_loyal_chemical_co_ltd@@shandong_loyal_chemical_co_ltd@36.7059,117.0166",CN,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,1797.1,rail|truck,9394.3,ship|truck,832.1,truck,490.2,truck
R106-P001,106,primary,Ensemble porte,kydex,polymer_plastic,1.384,100.0,1.384,quantitative_ready,high,primary_ready_topology,INFO,,0,12513.7,17319.0,rail|ship|truck,lane_specific,"Shandong Loyal Chemical Co., Ltd.","shandong_loyal_chemical_co_ltd@@shandong_loyal_chemical_co_ltd@36.7059,117.0166",CN,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,1797.1,rail|truck,9394.3,ship|truck,832.1,truck,490.2,truck
R107-P001,107,primary,Ens. Tablette cocktail,kydex,polymer_plastic,0.715,100.0,0.715,usable_for_baseline,medium_high,primary_ready_topology,INFO,,0,12513.7,8947.3,rail|ship|truck,lane_specific,"Shandong Loyal Chemical Co., Ltd.","shandong_loyal_chemical_co_ltd@@shandong_loyal_chemical_co_ltd@36.7059,117.0166",CN,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,1797.1,rail|truck,9394.3,ship|truck,832.1,truck,490.2,truck
R108-P001,108,primary,Ens. Tablette repas,kydex,polymer_plastic,0.059,100.0,0.059,quantitative_ready,high,primary_ready_topology,INFO,,0,12513.7,738.3,rail|ship|truck,lane_specific,"Shandong Loyal Chemical Co., Ltd.","shandong_loyal_chemical_co_ltd@@shandong_loyal_chemical_co_ltd@36.7059,117.0166",CN,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,1797.1,rail|truck,9394.3,ship|truck,832.1,truck,490.2,truck
R109-P001,109,primary,Stowage assemblé avec porte,kydex,polymer_plastic,0.226,100.0,0.226,quantitative_ready,high,primary_ready_topology,INFO,,0,12513.7,2828.1,rail|ship|truck,lane_specific,"Shandong Loyal Chemical Co., Ltd.","shandong_loyal_chemical_co_ltd@@shandong_loyal_chemical_co_ltd@36.7059,117.0166",CN,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,1797.1,rail|truck,9394.3,ship|truck,832.1,truck,490.2,truck
R110-P001,110,primary,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,8.439,100.0,8.439,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,28338.4,239147.8,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,JAMCO Aircraft Interiors - Niigata,"jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",JP,baseline_primary_assumed_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,223.5,truck,9394.3,ship|truck,9231.0,ship|truck,9489.6,ship|truck
R111-P001,111,primary,Ceinture de sécurité,nylon,textile_leather,0.18,100.0,0.18,usable_for_baseline,medium_high,primary_ready_topology,INFO,,0,27592.4,4966.6,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R112-P001,112,primary,Support clamps,nylon,textile_leather,1.284,100.0,1.284,usable_for_baseline,medium_high,primary_ready_topology,INFO,,0,27592.4,35428.6,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R113-P001,113,primary,Ens. Stowage latéral,nylon,textile_leather,0.016416667,100.0,0.016416667,usable_for_baseline,medium_high,primary_ready_topology,INFO,,0,27592.4,453.0,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R114-P001,114,primary,Ens. Palette optimisée,nylon,textile_leather,0.0021875,100.0,0.0021875,usable_with_review,medium,primary_complete_needs_validation,MEDIUM,lca_mass_requires_review,1,27592.4,60.4,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R115-P001,115,primary,Ensemble porte,nylon,textile_leather,0.0004003,100.0,0.0004003,quantitative_ready,high,primary_ready_topology,INFO,,0,27592.4,11.0,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
R116-P001,116,primary,Ens. Structure fixe,35NC6 (nickel-chrome),steel,0.029,100.0,0.029,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;material_certificate_required,4,1237.6,35.9,internal|truck,lane_specific,Saarstahl,"saarstahl__tier4_raw_material@@saarstahl__tier4_raw_material@49.3593951,7.1714727",DE,baseline_primary_assumed_material_certificate,Aubert & Duval,"aubert_&_duval__tier3_first_transformation@@aubert_&_duval__tier3_first_transformation@45.9235016,2.8415731",FR,baseline_primary_assumed_material_processor,MGA Villeneuve St Lot - internal machining/forming process,"mga_villeneuve_st_lot_-_internal_machining/forming_process__tier2_second_transformation@@mga_villeneuve_st_lot_-_internal_machining/forming_process__tier2_second_transformation@44.3974711,0.7316929",FR,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,"mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,237.0,truck,0.0,internal,499.6,truck
R117-P001,117,primary,Ens. Tablette cocktail,nylon,textile_leather,0.002,100.0,0.002,quantitative_ready,high,primary_ready_topology,INFO,,0,27592.4,55.2,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",JP,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,AmSafe,"amsafe@@amsafe@33.456,-112.16",US,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,224.2,truck,9393.9,ship|truck,9187.6,ship|truck,8786.7,ship|truck
