operational_event_id,site_uid,supplier,roles,country_code,world_region,month_index,operational_event_type,source_driver_types,source_environmental_event_ids,source_transport_flow_uids,capacity_applied,lead_time_multiplier,scrap_multiplier,disruption_index
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:187:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,187,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9029,1.2288,1.0,0.3093
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:188:capacite_appoint","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,188,capacite_appoint,inbound:maritime_hurricane|inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8219,1.4157,1.0,0.8011
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:188:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,188,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8219,1.4157,1.0,0.8011
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:188:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,188,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8219,1.4157,1.0,0.8011
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:188:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,188,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8219,1.4157,1.0,0.8011
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:188:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,188,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8219,1.4157,1.0,0.8011
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:189:capacite_appoint","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,189,capacite_appoint,inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8864,1.2613,1.0,0.6261
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:189:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,189,capacite_meteo_degradee,inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8864,1.2613,1.0,0.6261
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:189:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,189,congestion_logistique_inbound,inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8864,1.2613,1.0,0.6261
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:189:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,189,retard_approvisionnement,inbound:maritime_monsoon|inbound:maritime_storm,,be885471203ebdcd,0.8864,1.2613,1.0,0.6261
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:196:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,196,capacite_meteo_degradee,env:storm|inbound:maritime_storm,"saint_gobain@@saint_gobain@49.5967,3.3759:196:storm",be885471203ebdcd,0.9487,1.1105,1.0026,0.3947
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:196:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,196,congestion_logistique_inbound,env:storm|inbound:maritime_storm,"saint_gobain@@saint_gobain@49.5967,3.3759:196:storm",be885471203ebdcd,0.9487,1.1105,1.0026,0.3947
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:196:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,196,maintenance_corrective_meteo,env:storm|inbound:maritime_storm,"saint_gobain@@saint_gobain@49.5967,3.3759:196:storm",be885471203ebdcd,0.9487,1.1105,1.0026,0.3947
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:196:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,196,retard_approvisionnement,env:storm|inbound:maritime_storm,"saint_gobain@@saint_gobain@49.5967,3.3759:196:storm",be885471203ebdcd,0.9487,1.1105,1.0026,0.3947
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:197:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,197,capacite_meteo_degradee,inbound:maritime_storm,,be885471203ebdcd,0.9243,1.163,1.0,0.5823
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:197:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,197,congestion_logistique_inbound,inbound:maritime_storm,,be885471203ebdcd,0.9243,1.163,1.0,0.5823
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:197:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,197,retard_approvisionnement,inbound:maritime_storm,,be885471203ebdcd,0.9243,1.163,1.0,0.5823
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:198:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,198,capacite_meteo_degradee,inbound:maritime_storm,,be885471203ebdcd,0.9308,1.1565,1.0,0.3648
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:198:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,198,congestion_logistique_inbound,inbound:maritime_storm,,be885471203ebdcd,0.9308,1.1565,1.0,0.3648
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:198:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,198,retard_approvisionnement,inbound:maritime_storm,,be885471203ebdcd,0.9308,1.1565,1.0,0.3648
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:199:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,199,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9212,1.1894,1.0,0.2588
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:199:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,199,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9212,1.1894,1.0,0.2588
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:199:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,199,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9212,1.1894,1.0,0.2588
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:199:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,199,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9212,1.1894,1.0,0.2588
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:200:capacite_appoint","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,200,capacite_appoint,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8969,1.2478,1.0,0.3385
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:200:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,200,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8969,1.2478,1.0,0.3385
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:200:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,200,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8969,1.2478,1.0,0.3385
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:200:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,200,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8969,1.2478,1.0,0.3385
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:200:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,200,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8969,1.2478,1.0,0.3385
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:201:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,201,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9296,1.1709,1.0,0.2279
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:201:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,201,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9296,1.1709,1.0,0.2279
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:201:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,201,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9296,1.1709,1.0,0.2279
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:201:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,201,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9296,1.1709,1.0,0.2279
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:203:froid_transport_ou_site","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,203,froid_transport_ou_site,env:cold,"saint_gobain@@saint_gobain@49.5967,3.3759:203:cold",be885471203ebdcd,0.9994,1.0016,1.0002,0.0075
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:203:overtime_energetique","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,203,overtime_energetique,env:cold,"saint_gobain@@saint_gobain@49.5967,3.3759:203:cold",be885471203ebdcd,0.9994,1.0016,1.0002,0.0075
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:204:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,204,congestion_logistique_inbound,inbound:maritime_storm,,be885471203ebdcd,0.9803,1.0425,1.0,0.1518
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:205:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,205,capacite_meteo_degradee,inbound:maritime_storm,,be885471203ebdcd,0.9287,1.1536,1.0,0.5486
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:205:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,205,congestion_logistique_inbound,inbound:maritime_storm,,be885471203ebdcd,0.9287,1.1536,1.0,0.5486
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:205:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,205,retard_approvisionnement,inbound:maritime_storm,,be885471203ebdcd,0.9287,1.1536,1.0,0.5486
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:206:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,206,capacite_meteo_degradee,inbound:maritime_storm,,be885471203ebdcd,0.9358,1.1382,1.0,0.4936
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:206:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,206,congestion_logistique_inbound,inbound:maritime_storm,,be885471203ebdcd,0.9358,1.1382,1.0,0.4936
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:206:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,206,retard_approvisionnement,inbound:maritime_storm,,be885471203ebdcd,0.9358,1.1382,1.0,0.4936
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:210:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,210,retard_approvisionnement,inbound:maritime_risk,,be885471203ebdcd,0.9756,1.0586,1.0,0.0801
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:211:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,211,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9241,1.1824,1.0,0.2492
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:211:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,211,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9241,1.1824,1.0,0.2492
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:211:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,211,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9241,1.1824,1.0,0.2492
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:211:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,211,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.9241,1.1824,1.0,0.2492
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:212:capacite_appoint","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,212,capacite_appoint,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8874,1.2706,1.0,0.3697
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:212:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,212,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8874,1.2706,1.0,0.3697
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:212:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,212,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8874,1.2706,1.0,0.3697
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:212:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,212,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8874,1.2706,1.0,0.3697
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:212:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,212,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8874,1.2706,1.0,0.3697
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:213:capacite_appoint","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,213,capacite_appoint,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8547,1.3362,1.0,0.6007
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:213:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,213,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8547,1.3362,1.0,0.6007
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:213:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,213,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8547,1.3362,1.0,0.6007
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:213:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,213,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8547,1.3362,1.0,0.6007
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:213:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,213,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8547,1.3362,1.0,0.6007
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:214:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,214,capacite_meteo_degradee,inbound:maritime_storm,,be885471203ebdcd,0.9244,1.1628,1.0,0.5813
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:214:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,214,congestion_logistique_inbound,inbound:maritime_storm,,be885471203ebdcd,0.9244,1.1628,1.0,0.5813
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:214:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,214,retard_approvisionnement,inbound:maritime_storm,,be885471203ebdcd,0.9244,1.1628,1.0,0.5813
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:215:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,215,congestion_logistique_inbound,env:cold|inbound:maritime_storm,"saint_gobain@@saint_gobain@49.5967,3.3759:215:cold",be885471203ebdcd,0.9621,1.0816,1.0006,0.2915
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:215:froid_transport_ou_site","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,215,froid_transport_ou_site,env:cold|inbound:maritime_storm,"saint_gobain@@saint_gobain@49.5967,3.3759:215:cold",be885471203ebdcd,0.9621,1.0816,1.0006,0.2915
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:215:overtime_energetique","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,215,overtime_energetique,env:cold|inbound:maritime_storm,"saint_gobain@@saint_gobain@49.5967,3.3759:215:cold",be885471203ebdcd,0.9621,1.0816,1.0006,0.2915
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:215:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,215,retard_approvisionnement,env:cold|inbound:maritime_storm,"saint_gobain@@saint_gobain@49.5967,3.3759:215:cold",be885471203ebdcd,0.9621,1.0816,1.0006,0.2915
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:216:froid_transport_ou_site","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,216,froid_transport_ou_site,env:cold,"saint_gobain@@saint_gobain@49.5967,3.3759:216:cold",,0.9995,1.0009,1.0002,0.0078
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:216:overtime_energetique","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,216,overtime_energetique,env:cold,"saint_gobain@@saint_gobain@49.5967,3.3759:216:cold",,0.9995,1.0009,1.0002,0.0078
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:217:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,217,capacite_meteo_degradee,env:storm,"saint_gobain@@saint_gobain@49.5967,3.3759:217:storm",,0.9322,1.1288,1.0136,0.339
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:217:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,217,maintenance_corrective_meteo,env:storm,"saint_gobain@@saint_gobain@49.5967,3.3759:217:storm",,0.9322,1.1288,1.0136,0.339
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:217:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,217,retard_approvisionnement,env:storm,"saint_gobain@@saint_gobain@49.5967,3.3759:217:storm",,0.9322,1.1288,1.0136,0.339
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:221:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,221,congestion_logistique_inbound,inbound:maritime_storm,,be885471203ebdcd,0.9789,1.0454,1.0,0.1622
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:222:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,222,capacite_meteo_degradee,inbound:maritime_storm,,be885471203ebdcd,0.9107,1.1968,1.0,0.5894
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:222:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,222,congestion_logistique_inbound,inbound:maritime_storm,,be885471203ebdcd,0.9107,1.1968,1.0,0.5894
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:222:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,222,retard_approvisionnement,inbound:maritime_storm,,be885471203ebdcd,0.9107,1.1968,1.0,0.5894
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:223:capacite_appoint","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,223,capacite_appoint,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8665,1.3051,1.0,0.6377
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:223:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,223,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8665,1.3051,1.0,0.6377
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:223:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,223,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8665,1.3051,1.0,0.6377
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:223:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,223,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8665,1.3051,1.0,0.6377
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:223:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,223,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8665,1.3051,1.0,0.6377
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:224:capacite_appoint","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,224,capacite_appoint,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8817,1.2842,1.0,0.3867
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:224:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,224,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8817,1.2842,1.0,0.3867
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:224:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,224,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8817,1.2842,1.0,0.3867
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:224:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,224,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8817,1.2842,1.0,0.3867
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:224:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,224,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8817,1.2842,1.0,0.3867
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:225:capacite_appoint","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,225,capacite_appoint,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8833,1.2805,1.0,0.3832
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:225:capacite_meteo_degradee","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,225,capacite_meteo_degradee,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8833,1.2805,1.0,0.3832
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:225:congestion_logistique_inbound","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,225,congestion_logistique_inbound,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8833,1.2805,1.0,0.3832
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:225:maintenance_corrective_meteo","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,225,maintenance_corrective_meteo,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8833,1.2805,1.0,0.3832
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:225:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,225,retard_approvisionnement,inbound:maritime_hurricane|inbound:maritime_storm,,be885471203ebdcd,0.8833,1.2805,1.0,0.3832
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:226:retard_approvisionnement","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,226,retard_approvisionnement,inbound:maritime_risk,,be885471203ebdcd,0.978,1.053,1.0,0.0724
"ops:saint_gobain@@saint_gobain@49.5967,3.3759:227:froid_transport_ou_site","saint_gobain@@saint_gobain@49.5967,3.3759",Saint-Gobain,T3,FR,Europe,227,froid_transport_ou_site,env:cold,"saint_gobain@@saint_gobain@49.5967,3.3759:227:cold",,0.9982,1.0031,1.0008,0.0261
