path_id,record_index,edge,from_role,to_role,from_node_uid,to_node_uid,from_site_uid,to_site_uid,from_name,to_name,from_country_code,to_country_code,distance_km,scenario_distance_km,modes,transport_segment_used,transport_model_status,scenario_id,scenario_status,scenario_source,path_mass_kg,allocated_kg_km
R042-P001,42,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.117,57.4
R043-P001,43,T4->T3,T4,T3,"T4:alcoa@@alcoa@40.4406,-79.9959","T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","alcoa@@alcoa@40.4406,-79.9959","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",Alcoa,AMAG Austria Metall,US,AT,7635.5,7635.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.01,76.4
R043-P001,43,T3->T2,T3,T2,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","amag_austria_metall@@amag_austria_metall@48.2267,13.0357","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",AMAG Austria Metall,ESPACE - internal machining/forming process,AT,FR,1113.4,1113.4,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.01,11.1
R043-P001,43,T2->T1,T2,T1,"T2:espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","T1:espace@@espace@44.7776,-0.6475","espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364","espace@@espace@44.7776,-0.6475",ESPACE - internal machining/forming process,ESPACE,FR,FR,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.01,0.0
R043-P001,43,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.01,4.9
R044-P001,44,T4->T3,T4,T3,"T4:alcoa@@alcoa@40.4406,-79.9959","T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","alcoa@@alcoa@40.4406,-79.9959","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",Alcoa,AMAG Austria Metall,US,AT,7635.5,7635.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.404,3084.7
R044-P001,44,T3->T2,T3,T2,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","T2:groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@@groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@43.1576,-0.0191","amag_austria_metall@@amag_austria_metall@48.2267,13.0357","groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@@groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@43.1576,-0.0191",AMAG Austria Metall,Groupe Segnere / SEGNERE Ade - internal machining/forming process,AT,FR,1157.9,1157.9,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.404,467.8
R044-P001,44,T2->T1,T2,T1,"T2:groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@@groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@43.1576,-0.0191","T1:groupe_segnere_segnere_ade@@groupe_segnere_segnere_ade@43.1576,-0.0191","groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@@groupe_segnere_/_segnere_ade_-_internal_machining/forming_process__tier2_second_transformation@43.1576,-0.0191","groupe_segnere_segnere_ade@@groupe_segnere_segnere_ade@43.1576,-0.0191",Groupe Segnere / SEGNERE Ade - internal machining/forming process,Groupe Segnere / SEGNERE Ade,FR,FR,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.404,0.0
R044-P001,44,T1->OEM,T1,OEM,"T1:groupe_segnere_segnere_ade@@groupe_segnere_segnere_ade@43.1576,-0.0191","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","groupe_segnere_segnere_ade@@groupe_segnere_segnere_ade@43.1576,-0.0191","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",Groupe Segnere / SEGNERE Ade,Safran Seats / Safran internal group,FR,FR,646.9,646.9,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.404,261.3
R045-P001,45,T4->T3,T4,T3,"T4:saarstahl@@saarstahl@49.3594,7.1715","T3:aubert_duval@@aubert_duval@45.7772,3.087","saarstahl@@saarstahl@49.3594,7.1715","aubert_duval@@aubert_duval@45.7772,3.087",Saarstahl,Aubert & Duval,DE,FR,501.0,501.0,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.72,360.7
R045-P001,45,T3->T2,T3,T2,"T3:aubert_duval@@aubert_duval@45.7772,3.087","T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","aubert_duval@@aubert_duval@45.7772,3.087","schroth_safety_products@@schroth_safety_products@26.18,-80.19",Aubert & Duval,SCHROTH Safety Products,FR,US,7436.5,7436.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.72,5354.3
R045-P001,45,T2->T1,T2,T1,"T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","T1:espace@@espace@44.7776,-0.6475","schroth_safety_products@@schroth_safety_products@26.18,-80.19","espace@@espace@44.7776,-0.6475",SCHROTH Safety Products,ESPACE,US,FR,7201.2,7201.2,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.72,5184.9
R045-P001,45,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.72,352.9
R046-P001,46,T4->T3,T4,T3,"T4:saarstahl@@saarstahl@49.3594,7.1715","T3:aubert_duval@@aubert_duval@45.7772,3.087","saarstahl@@saarstahl@49.3594,7.1715","aubert_duval@@aubert_duval@45.7772,3.087",Saarstahl,Aubert & Duval,DE,FR,501.0,501.0,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.284,643.3
R046-P001,46,T3->T2,T3,T2,"T3:aubert_duval@@aubert_duval@45.7772,3.087","T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","aubert_duval@@aubert_duval@45.7772,3.087","schroth_safety_products@@schroth_safety_products@26.18,-80.19",Aubert & Duval,SCHROTH Safety Products,FR,US,7436.5,7436.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.284,9548.5
R046-P001,46,T2->T1,T2,T1,"T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","T1:espace@@espace@44.7776,-0.6475","schroth_safety_products@@schroth_safety_products@26.18,-80.19","espace@@espace@44.7776,-0.6475",SCHROTH Safety Products,ESPACE,US,FR,7201.2,7201.2,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.284,9246.3
R046-P001,46,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.284,629.4
R047-P001,47,T4->T3,T4,T3,"T4:saarstahl@@saarstahl@49.3594,7.1715","T3:aubert_duval@@aubert_duval@45.7772,3.087","saarstahl@@saarstahl@49.3594,7.1715","aubert_duval@@aubert_duval@45.7772,3.087",Saarstahl,Aubert & Duval,DE,FR,501.0,501.0,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.7096766,355.5
R047-P001,47,T3->T2,T3,T2,"T3:aubert_duval@@aubert_duval@45.7772,3.087","T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","aubert_duval@@aubert_duval@45.7772,3.087","schroth_safety_products@@schroth_safety_products@26.18,-80.19",Aubert & Duval,SCHROTH Safety Products,FR,US,7436.5,7436.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.7096766,5277.5
R047-P001,47,T2->T1,T2,T1,"T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","T1:espace@@espace@44.7776,-0.6475","schroth_safety_products@@schroth_safety_products@26.18,-80.19","espace@@espace@44.7776,-0.6475",SCHROTH Safety Products,ESPACE,US,FR,7201.2,7201.2,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.7096766,5110.5
R047-P001,47,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.7096766,347.9
R048-P001,48,T4->T3,T4,T3,"T4:saarstahl@@saarstahl@49.3594,7.1715","T3:aubert_duval@@aubert_duval@45.7772,3.087","saarstahl@@saarstahl@49.3594,7.1715","aubert_duval@@aubert_duval@45.7772,3.087",Saarstahl,Aubert & Duval,DE,FR,501.0,501.0,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.024,12.0
R048-P001,48,T3->T2,T3,T2,"T3:aubert_duval@@aubert_duval@45.7772,3.087","T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","aubert_duval@@aubert_duval@45.7772,3.087","schroth_safety_products@@schroth_safety_products@26.18,-80.19",Aubert & Duval,SCHROTH Safety Products,FR,US,7436.5,7436.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.024,178.5
R048-P001,48,T2->T1,T2,T1,"T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","T1:espace@@espace@44.7776,-0.6475","schroth_safety_products@@schroth_safety_products@26.18,-80.19","espace@@espace@44.7776,-0.6475",SCHROTH Safety Products,ESPACE,US,FR,7201.2,7201.2,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.024,172.8
R048-P001,48,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.024,11.8
R049-P001,49,T4->T3,T4,T3,"T4:saarstahl@@saarstahl@49.3594,7.1715","T3:aubert_duval@@aubert_duval@45.7772,3.087","saarstahl@@saarstahl@49.3594,7.1715","aubert_duval@@aubert_duval@45.7772,3.087",Saarstahl,Aubert & Duval,DE,FR,501.0,501.0,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0151984,7.6
R049-P001,49,T3->T2,T3,T2,"T3:aubert_duval@@aubert_duval@45.7772,3.087","T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","aubert_duval@@aubert_duval@45.7772,3.087","schroth_safety_products@@schroth_safety_products@26.18,-80.19",Aubert & Duval,SCHROTH Safety Products,FR,US,7436.5,7436.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0151984,113.0
R049-P001,49,T2->T1,T2,T1,"T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","T1:espace@@espace@44.7776,-0.6475","schroth_safety_products@@schroth_safety_products@26.18,-80.19","espace@@espace@44.7776,-0.6475",SCHROTH Safety Products,ESPACE,US,FR,7201.2,7201.2,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0151984,109.4
R049-P001,49,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0151984,7.5
R050-P001,50,T4->T3,T4,T3,"T4:arcelormittal_tier4_raw_material@@arcelormittal_tier4_raw_material@46.7897099,4.4493912","T3:thyssenkrupp_materials_france_tier3_first_transformation@@thyssenkrupp_materials_france_tier3_first_transformation@48.758488,1.925304","arcelormittal_tier4_raw_material@@arcelormittal_tier4_raw_material@46.7897099,4.4493912","thyssenkrupp_materials_france_tier3_first_transformation@@thyssenkrupp_materials_france_tier3_first_transformation@48.758488,1.925304",ArcelorMittal,thyssenkrupp Materials France,FR,FR,288.9,288.9,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.496,143.3
R050-P001,50,T3->T2,T3,T2,"T3:thyssenkrupp_materials_france_tier3_first_transformation@@thyssenkrupp_materials_france_tier3_first_transformation@48.758488,1.925304","T2:sumpar_internal_machining_forming_process_tier2_second_transformation@@sumpar_internal_machining_forming_process_tier2_second_transformation@49.3892868,1.2085766","thyssenkrupp_materials_france_tier3_first_transformation@@thyssenkrupp_materials_france_tier3_first_transformation@48.758488,1.925304","sumpar_internal_machining_forming_process_tier2_second_transformation@@sumpar_internal_machining_forming_process_tier2_second_transformation@49.3892868,1.2085766",thyssenkrupp Materials France,SUMPAR - internal machining/forming process,FR,FR,87.4,87.4,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.496,43.4
R050-P001,50,T2->T1,T2,T1,"T2:sumpar_internal_machining_forming_process_tier2_second_transformation@@sumpar_internal_machining_forming_process_tier2_second_transformation@49.3892868,1.2085766","T1:sumpar_tier1@@sumpar_tier1@49.3892868,1.2085766","sumpar_internal_machining_forming_process_tier2_second_transformation@@sumpar_internal_machining_forming_process_tier2_second_transformation@49.3892868,1.2085766","sumpar_tier1@@sumpar_tier1@49.3892868,1.2085766",SUMPAR - internal machining/forming process,SUMPAR,FR,FR,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.496,0.0
R050-P001,50,T1->OEM,T1,OEM,"T1:sumpar_tier1@@sumpar_tier1@49.3892868,1.2085766","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","sumpar_tier1@@sumpar_tier1@49.3892868,1.2085766","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",SUMPAR,Safran Seats / Safran internal group,FR,FR,83.8,83.8,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.496,41.6
R051-P001,51,T4->T3,T4,T3,"T4:saarstahl__tier4_raw_material@@saarstahl__tier4_raw_material@49.3593951,7.1714727","T3:aubert_&_duval__tier3_first_transformation@@aubert_&_duval__tier3_first_transformation@45.9235016,2.8415731","saarstahl__tier4_raw_material@@saarstahl__tier4_raw_material@49.3593951,7.1714727","aubert_&_duval__tier3_first_transformation@@aubert_&_duval__tier3_first_transformation@45.9235016,2.8415731",Saarstahl,Aubert & Duval,DE,FR,501.0,501.0,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.417,709.9
R051-P001,51,T3->T2,T3,T2,"T3:aubert_&_duval__tier3_first_transformation@@aubert_&_duval__tier3_first_transformation@45.9235016,2.8415731","T2:senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108","aubert_&_duval__tier3_first_transformation@@aubert_&_duval__tier3_first_transformation@45.9235016,2.8415731","senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",Aubert & Duval,Senior Aerospace Thailand - internal machining/forming process,FR,TH,9583.9,9583.9,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.417,13580.4
R051-P001,51,T2->T1,T2,T1,"T2:senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108","T1:senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108","senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108","senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",Senior Aerospace Thailand - internal machining/forming process,Senior Aerospace Thailand,TH,TH,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,1.417,0.0
R051-P001,51,T1->OEM,T1,OEM,"T1:senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",Senior Aerospace Thailand,Safran Seats / Safran internal group,TH,FR,9564.8,9564.8,ship|truck,transport_scenarios,lane_specific_scenario,baseline_geo_051_t1_oem_senior_aerospace_thailand_safran_seats_safran_internal_group,baseline_secondary_lane_inferred_from_geolocation,geolocation_distance_heuristic,1.417,13553.3
R052-P001,52,T4->T3,T4,T3,"T4:saarstahl@@saarstahl@49.3594,7.1715","T3:aubert_duval@@aubert_duval@45.7772,3.087","saarstahl@@saarstahl@49.3594,7.1715","aubert_duval@@aubert_duval@45.7772,3.087",Saarstahl,Aubert & Duval,DE,FR,501.0,501.0,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.58,290.6
R052-P001,52,T3->T2,T3,T2,"T3:aubert_duval@@aubert_duval@45.7772,3.087","T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","aubert_duval@@aubert_duval@45.7772,3.087","schroth_safety_products@@schroth_safety_products@26.18,-80.19",Aubert & Duval,SCHROTH Safety Products,FR,US,7436.5,7436.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.58,4313.2
R052-P001,52,T2->T1,T2,T1,"T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","T1:espace@@espace@44.7776,-0.6475","schroth_safety_products@@schroth_safety_products@26.18,-80.19","espace@@espace@44.7776,-0.6475",SCHROTH Safety Products,ESPACE,US,FR,7201.2,7201.2,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.58,4176.7
R052-P001,52,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.58,284.3
R053-P001,53,T4->T3,T4,T3,"T4:saarstahl@@saarstahl@49.3594,7.1715","T3:aubert_duval@@aubert_duval@45.7772,3.087","saarstahl@@saarstahl@49.3594,7.1715","aubert_duval@@aubert_duval@45.7772,3.087",Saarstahl,Aubert & Duval,DE,FR,501.0,501.0,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0430761,21.6
R053-P001,53,T3->T2,T3,T2,"T3:aubert_duval@@aubert_duval@45.7772,3.087","T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","aubert_duval@@aubert_duval@45.7772,3.087","schroth_safety_products@@schroth_safety_products@26.18,-80.19",Aubert & Duval,SCHROTH Safety Products,FR,US,7436.5,7436.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0430761,320.3
R053-P001,53,T2->T1,T2,T1,"T2:schroth_safety_products@@schroth_safety_products@26.18,-80.19","T1:espace@@espace@44.7776,-0.6475","schroth_safety_products@@schroth_safety_products@26.18,-80.19","espace@@espace@44.7776,-0.6475",SCHROTH Safety Products,ESPACE,US,FR,7201.2,7201.2,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0430761,310.2
R053-P001,53,T1->OEM,T1,OEM,"T1:espace@@espace@44.7776,-0.6475","OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","espace@@espace@44.7776,-0.6475","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",ESPACE,Safran Seats / Safran internal group,FR,FR,490.2,490.2,truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t1_oem,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,0.0430761,21.1
R054-P001,54,T4->T3,T4,T3,"T4:alcoa@@alcoa@40.4406,-79.9959","T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","alcoa@@alcoa@40.4406,-79.9959","amag_austria_metall@@amag_austria_metall@48.2267,13.0357",Alcoa,AMAG Austria Metall,US,AT,7635.5,7635.5,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t4_t3,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,12.7611,97437.4
R054-P001,54,T3->T2,T3,T2,"T3:amag_austria_metall@@amag_austria_metall@48.2267,13.0357","T2:senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@@senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@13.0914,101.0108","amag_austria_metall@@amag_austria_metall@48.2267,13.0357","senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@@senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@13.0914,101.0108",AMAG Austria Metall,Senior Aerospace Thailand - internal machining/forming process,AT,TH,8777.6,8777.6,ship|truck,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t3_t2,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,12.7611,112011.8
R054-P001,54,T2->T1,T2,T1,"T2:senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@@senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@13.0914,101.0108","T1:senior_aerospace_thailand_tier1@@senior_aerospace_thailand_tier1@13.0914,101.0108","senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@@senior_aerospace_thailand_internal_machining_forming_process_tier2_second_transformation@13.0914,101.0108","senior_aerospace_thailand_tier1@@senior_aerospace_thailand_tier1@13.0914,101.0108",Senior Aerospace Thailand - internal machining/forming process,Senior Aerospace Thailand,TH,TH,0.0,0.0,internal,transport_scenarios,lane_specific_scenario,baseline_primary_lane_t2_t1,baseline_primary_lane_inferred_requires_freight_validation,geography_inference_from_site_coordinates,12.7611,0.0
