path_id,record_index,month_index,system,component,family,path_mass_kg,oem_service_level,oem_backlog_kg,path_disruption_index,backup_output_kg,premium_output_kg,classical_kgCO2e,td_dlca_kgCO2e,sdd_kgCO2e,surimpact_kgCO2e
R057-P001,57,54,Ens. Tablette repas,acier,steel,0.1165,1.0,0.0,0.5505,0.0,0.0,0.472639,0.479144,0.537005,0.057861
R058-P001,58,54,Habillage sous fauteuil,acier,steel,0.0270916,1.0,0.0,0.5505,0.0,0.0,0.10991,0.111423,0.124878,0.013455
R059-P001,59,54,Manchette équipée,acier,steel,0.0191495,1.0,0.0,0.5505,0.0,0.0,0.077689,0.078759,0.088269,0.009511
R060-P001,60,54,Renfort tubulaire,acier,steel,0.003,1.0,0.0,0.5505,0.0,0.0,0.012171,0.012338,0.013828,0.00149
R061-P001,61,54,Stowage assemblé avec porte,acier,steel,0.0943581,1.0,0.0,0.5505,0.0,0.0,0.38281,0.388078,0.434942,0.046864
R062-P001,62,54,Structure ottoman horizontale,acier,steel,0.0666443,1.0,0.0,0.5505,0.0,0.0,0.270375,0.274096,0.307196,0.0331
R063-P001,63,54,Support écran,acier,steel,0.05736,1.0,0.0,0.5505,0.0,0.0,0.232709,0.235912,0.2644,0.028488
R064-P001,64,54,Support équipé,acier,steel,0.003,1.0,0.0,0.5505,0.0,0.0,0.012171,0.012338,0.013828,0.00149
R065-P001,65,54,Support manchette équipée,acier,steel,0.006,1.0,0.0,0.5505,0.0,0.0,0.024342,0.024677,0.027657,0.00298
R066-P001,66,54,Accoudoir allée,Alu,aluminium,3.0435071,1.0,0.0,0.5315,0.227228,0.0,32.219359,32.647474,36.344965,3.697492
R067-P001,67,54,Ens. Palette optimisée,Alu,aluminium,12.5475707,1.0,0.0,0.5315,0.936803,0.0,132.831852,134.596855,149.84063,15.243775
R068-P001,68,54,Ensemble porte,Alu,aluminium,6.872,1.0,0.0,0.5315,0.513064,0.0,72.748782,73.715432,82.064077,8.348646
R069-P001,69,54,Ens. Structure fauteuil,A5086 - Aluminium,aluminium,0.458,1.0,0.0,0.5315,0.022534,0.0,4.927085,4.992554,5.40497,0.412416
R070-P001,70,54,Manchette acc. Mobile,Alu,aluminium,0.106,1.0,0.0,0.5315,0.007914,0.0,1.122144,1.137054,1.265831,0.128777
R071-P001,71,54,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,general,3.365,1.0,0.0,0.5315,0.102866,0.0,18.70022,18.948699,20.23722,1.288521
R072-P001,72,54,Ens. Structure fauteuil,acier,steel,1.687,1.0,0.0,0.5505,0.0,0.0,6.84414,6.938332,7.776198,0.837865
R073-P001,73,54,SFCU (Seat Function Control Unit),Clavier,electronics_cots,0.2,1.0,0.0,1.0,0.00672,0.0,4.678836,4.795807,5.427959,0.632152
R074-P001,74,54,Commande actionnement ECU,Commande actionnement ECU,electronics_cots,0.75,1.0,0.0,0.5315,0.0,0.0,16.966653,17.192097,17.313065,0.120968
R075-P001,75,54,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,0.151,1.0,0.0,1.0,0.006415,0.0,0.75036,0.769119,0.95234,0.183221
R076-P001,76,54,Manchette acc. Mobile,cuir,textile_leather,0.039,1.0,0.0,0.8153,0.0,0.0,0.244296,0.249276,0.264803,0.015528
R077-P001,77,54,Manchette équipée,cuir,textile_leather,0.06,1.0,0.0,0.8153,0.0,0.0,0.37584,0.383501,0.40739,0.023889
R078-P001,78,54,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,1.928,1.0,0.0,1.0,0.064781,0.0,43.987254,45.086936,51.155404,6.068469
R079-P001,79,54,Accoudoir allée,Ertalon,polymer_plastic,0.01,1.0,0.0,0.7794,0.000622,0.0,0.050978,0.051972,0.062383,0.010411
R080-P001,80,54,Ens. Stowage latéral,Ertalon,polymer_plastic,0.003,1.0,0.0,0.7794,0.000187,0.0,0.015293,0.015591,0.018715,0.003123
R081-P001,81,54,Ens. Structure fauteuil,inox,steel,0.045,1.0,0.0,1.0,0.012931,0.0,0.19362,0.19846,0.292884,0.094424
R082-P001,82,54,Ensemble porte,Ertalon,polymer_plastic,0.002,1.0,0.0,0.7794,0.000124,0.0,0.010196,0.010394,0.012477,0.002082
R083-P001,83,54,Ens. Tablette repas,Ertalon,polymer_plastic,0.007,1.0,0.0,0.7794,0.000436,0.0,0.035685,0.03638,0.043668,0.007288
R084-P001,84,54,Stowage assemblé avec porte,Ertalon,polymer_plastic,0.02,1.0,0.0,0.7794,0.001245,0.0,0.101956,0.103943,0.124765,0.020822
R085-P001,85,54,Structure ottoman horizontale,Ertalon,polymer_plastic,0.0002725,1.0,0.0,0.7794,1.7e-05,0.0,0.001389,0.001416,0.0017,0.000284
R086-P001,86,54,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.005,1.0,0.0,0.5315,0.0,0.0,6.293266,6.376888,6.538984,0.162096
R087-P001,87,54,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.121,1.0,0.0,0.5315,0.0,0.0,0.757697,0.767765,0.787281,0.019516
R088-P001,88,54,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.871,1.0,0.0,0.5315,0.0,0.0,5.454164,5.526636,5.66712,0.140484
R089-P001,89,54,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.854,1.0,0.0,0.5315,0.0,0.0,5.347711,5.418768,5.55651,0.137742
R090-P001,90,54,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.091,1.0,0.0,0.5315,0.0,0.0,6.831794,6.922572,7.098539,0.175967
R091-P001,91,54,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.016,1.0,0.0,0.9033,0.00031,0.0,0.099319,0.101562,0.116751,0.015189
R092-P001,92,54,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,1.0,0.0,0.5315,0.0,0.0,0.241072,0.244276,0.250566,0.00629
R093-P001,93,54,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.039,1.0,0.0,0.5315,0.0,0.0,0.241072,0.244276,0.250566,0.00629
R094-P001,94,54,Accoudoir allée,inox,steel,0.018054,1.0,0.0,1.0,0.005188,0.0,0.07768,0.079622,0.117505,0.037883
R095-P001,95,54,Ens. Palette optimisée,inox,steel,0.023743,1.0,0.0,1.0,0.006823,0.0,0.102158,0.104712,0.154532,0.04982
R096-P001,96,54,Ensemble porte,inox,steel,0.0047592,1.0,0.0,1.0,0.001368,0.0,0.020477,0.020989,0.030975,0.009986
R097-P001,97,54,Ens. Structure fauteuil,GLO: moulage par injection plastique,polymer_plastic,0.081,1.0,0.0,1.0,0.014742,0.0,0.508064,0.520766,0.6755,0.154734
R098-P001,98,54,Ens. Tablette cocktail,inox,steel,0.012,1.0,0.0,1.0,0.003448,0.0,0.051632,0.052923,0.078102,0.02518
R099-P001,99,54,Ens. Tablette repas,inox,steel,0.014,1.0,0.0,1.0,0.004023,0.0,0.060237,0.061743,0.091119,0.029376
R100-P001,100,54,Ens. Têtière,inox,steel,0.001,1.0,0.0,1.0,0.000287,0.0,0.004303,0.00441,0.006509,0.002098
R101-P001,101,54,Stowage assemblé avec porte,inox,steel,0.00928,1.0,0.0,1.0,0.002667,0.0,0.039929,0.040927,0.060399,0.019472
R102-P001,102,54,Support écran,inox,steel,0.014,1.0,0.0,1.0,0.004023,0.0,0.060237,0.061743,0.091119,0.029376
R103-P001,103,54,Capot NFC,kydex,polymer_plastic,0.069,1.0,0.0,0.7794,0.004294,0.0,0.323063,0.329357,0.391467,0.06211
R104-P001,104,54,Coussin ottoman,kydex,polymer_plastic,0.037,1.0,0.0,0.7794,0.002303,0.0,0.173236,0.176612,0.209917,0.033305
R105-P001,105,54,Ens. Stowage latéral,kydex,polymer_plastic,1.161,1.0,0.0,0.7794,0.072256,0.0,5.435879,5.541797,6.586864,1.045067
R106-P001,106,54,Ensemble porte,kydex,polymer_plastic,1.384,1.0,0.0,0.7794,0.086135,0.0,6.47998,6.606242,7.852041,1.245799
R107-P001,107,54,Ens. Tablette cocktail,kydex,polymer_plastic,0.715,1.0,0.0,0.7794,0.044499,0.0,3.347678,3.412907,4.05651,0.643603
R108-P001,108,54,Ens. Tablette repas,kydex,polymer_plastic,0.059,1.0,0.0,0.7794,0.003672,0.0,0.276242,0.281624,0.334733,0.053108
R109-P001,109,54,Stowage assemblé avec porte,kydex,polymer_plastic,0.226,1.0,0.0,0.7794,0.014065,0.0,1.058147,1.078765,1.282197,0.203432
R110-P001,110,54,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,8.439,1.0,0.0,0.7802,0.525209,0.0,47.887745,48.821795,59.520204,10.698408
R111-P001,111,54,Ceinture de sécurité,nylon,textile_leather,0.18,1.0,0.0,0.7794,0.011202,0.0,1.426366,1.454159,1.692359,0.2382
R112-P001,112,54,Support clamps,nylon,textile_leather,1.284,1.0,0.0,0.7794,0.079911,0.0,10.174747,10.373002,12.072159,1.699157
R113-P001,113,54,Ens. Stowage latéral,nylon,textile_leather,0.016416667,1.0,0.0,0.7794,0.001022,0.0,0.13009,0.132625,0.154349,0.021725
R114-P001,114,54,Ens. Palette optimisée,nylon,textile_leather,0.0021875,1.0,0.0,0.7794,0.000136,0.0,0.017334,0.017672,0.020567,0.002895
R115-P001,115,54,Ensemble porte,nylon,textile_leather,0.0004003,1.0,0.0,0.7794,2.5e-05,0.0,0.003172,0.003234,0.003764,0.00053
R116-P001,116,54,Ens. Structure fixe,35NC6 (nickel-chrome),steel,0.029,1.0,0.0,0.8153,0.0,0.0,0.089857,0.091688,0.104015,0.012327
R117-P001,117,54,Ens. Tablette cocktail,nylon,textile_leather,0.002,1.0,0.0,0.7794,0.000124,0.0,0.015849,0.016157,0.018804,0.002647
R118-P001,118,54,Ens. Tablette repas,nylon,textile_leather,0.0002,1.0,0.0,0.7794,1.2e-05,0.0,0.001585,0.001616,0.00188,0.000265
R119-P001,119,54,Ens. Têtière,nylon,textile_leather,0.003,1.0,0.0,0.7794,0.000187,0.0,0.023773,0.024236,0.028206,0.00397
R120-P001,120,54,Stowage assemblé avec porte,nylon,textile_leather,0.000375,1.0,0.0,0.7794,2.3e-05,0.0,0.002972,0.003029,0.003526,0.000496
R121-P001,121,54,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3e-06,3e-06
R122-P001,122,54,Ens. Structure fixe,acier,steel,1.4326471,1.0,0.0,0.5505,0.0,0.0,5.812233,5.892224,6.603763,0.711539
R123-P001,123,54,Ens. Structure fixe,Alu,aluminium,3.5410117,1.0,0.0,0.5315,0.264372,0.0,37.486072,37.984168,42.286068,4.301899
R124-P001,124,54,Ens. Structure fixe,caoutchouc,polymer_plastic,0.01,1.0,0.0,0.8153,0.000973,0.0,0.042443,0.043308,0.055748,0.012441
R125-P001,125,54,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.0049932,1.0,0.0,0.5315,0.0,0.000174,0.022309,0.022605,0.026214,0.003609
R126-P001,126,54,Powerbox,powerbox,electronics_cots,1.5,1.0,0.0,1.0,0.0504,0.0,34.222449,35.07801,39.799329,4.721319
R128-P001,128,54,Ens. Coque,Résine BR623 - composite,adhesive_composite,0.488,1.0,0.0,0.7802,0.0,0.0,3.864256,3.939628,4.211279,0.271651
R129-P001,129,54,Ens. Tablette repas,Silicone50 shore,rubber_silicone,0.0007,1.0,0.0,0.5315,5.1e-05,0.0,0.003629,0.003677,0.004117,0.00044
R130-P001,130,54,Remote extender unit,télécommande,general,0.07,1.0,0.0,0.5315,0.004894,0.0,0.444833,0.450743,0.519598,0.068855
R131-P001,131,54,Coussin têtière,tissu,textile_leather,0.191,1.0,0.0,1.0,0.022355,0.0,1.557128,1.596056,1.985029,0.388973
R132-P001,132,54,Ens. Coussin assise,tissu,textile_leather,0.42,1.0,0.0,1.0,0.049157,0.0,3.424051,3.509652,4.364985,0.855333
R133-P001,133,54,Ens.coussin dossier version têtière,tissu,textile_leather,0.748,1.0,0.0,1.0,0.087546,0.0,6.098071,6.250523,7.77383,1.523307
R134-P001,134,54,Ens. Coussin dossier,tissu,textile_leather,0.743,1.0,0.0,1.0,0.086961,0.0,6.057308,6.208741,7.721866,1.513125
R135-P001,135,54,Ens. Tablette cocktail,tissu,textile_leather,0.002,1.0,0.0,1.0,0.000234,0.0,0.016305,0.016713,0.020786,0.004073
R136-P001,136,54,Ens. Têtière,tissu,textile_leather,0.002,1.0,0.0,1.0,0.000234,0.0,0.016305,0.016713,0.020786,0.004073
R137-P001,137,54,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,1e-06,1.0,0.0,0.5315,0.0,0.0,0.0,0.0,1e-06,1e-06
R138-P001,138,54,Ens. Structure fixe,inox,steel,0.027,1.0,0.0,1.0,0.007759,0.0,0.116172,0.119076,0.17573,0.056654
R139-P001,139,54,Ens. Structure fixe,nylon,textile_leather,0.0145416,1.0,0.0,0.7794,0.000905,0.0,0.115231,0.117477,0.13672,0.019243
R140-P001,140,54,Coussin têtière,velcro,textile_leather,0.007,1.0,0.0,1.0,0.000819,0.0,0.057089,0.058517,0.072865,0.014348
R141-P001,141,54,Ens.coussin dossier version têtière,velcro,textile_leather,0.005,1.0,0.0,1.0,0.000585,0.0,0.040778,0.041798,0.052046,0.010249
R142-P001,142,54,Ens. Coussin dossier,velcro,textile_leather,0.006,1.0,0.0,1.0,0.000702,0.0,0.048934,0.050157,0.062455,0.012298
R143-P001,143,54,Manchette équipée,velcro,textile_leather,0.006,1.0,0.0,1.0,0.000702,0.0,0.048934,0.050157,0.062455,0.012298
R144-P001,144,54,Coussin ottoman,velours,textile_leather,0.034,1.0,0.0,1.0,0.001142,0.0,0.229997,0.235747,0.281495,0.045748
R145-P001,145,54,Coussin têtière,velours,textile_leather,0.003,1.0,0.0,1.0,0.000101,0.0,0.020294,0.020801,0.024838,0.004037
R146-P001,146,54,Ens. Coussin assise,velours,textile_leather,0.025,1.0,0.0,1.0,0.00084,0.0,0.169115,0.173343,0.206981,0.033638
R147-P001,147,54,Ens.coussin dossier version têtière,velours,textile_leather,0.008,1.0,0.0,1.0,0.000269,0.0,0.054117,0.05547,0.066234,0.010764
R148-P001,148,54,Ens. Coussin dossier,velours,textile_leather,0.022,1.0,0.0,1.0,0.000739,0.0,0.148822,0.152542,0.182144,0.029602
R149-P001,149,54,Ens. Structure porte,velcro,textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R150-P001,150,54,Habillage sous fauteuil,velours,textile_leather,0.007,1.0,0.0,1.0,0.000235,0.0,0.047352,0.048536,0.057955,0.009419
R151-P001,151,54,Ens. Structure porte,Z10CNT18,steel,0.0478353,1.0,0.0,0.5315,0.0,0.0,0.177644,0.180005,0.205713,0.025708
R152-P001,152,54,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,textile_leather,0.039,1.0,0.0,1.0,0.006596,0.0,0.287642,0.294833,0.375934,0.081101
R153-P001,153,54,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,0.45,1.0,0.0,1.0,0.01512,0.0,10.266735,10.523403,11.939799,1.416396
R154-P001,154,54,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.024,1.0,0.0,0.5315,0.0,0.0,0.072125,0.073083,0.076954,0.003871
R155-P001,155,54,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.7096766,1.0,0.0,0.5315,0.0,0.0,2.132729,2.161067,2.275531,0.114464
R158-P001,158,54,Siége,"Tissu, mousse, polyéthylène",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R159-P001,159,54,Siége,Moulage plastique,polymer_plastic,1e-06,1.0,0.0,0.8694,0.0,0.0,0.0,0.0,2e-06,2e-06
R160-P001,160,54,Siége,"autre (silicium, cuirs synthétique)",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R161-P001,161,54,Siége,65% aluminium,aluminium,1e-06,1.0,0.0,0.8694,0.0,0.0,0.0,0.0,3e-06,3e-06
R162-P001,162,54,Siége,"16 % Tissu, mousse, polyéthylène",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3e-06,3e-06
R163-P001,163,54,Siége,11% Moulage plastique,polymer_plastic,1e-06,1.0,0.0,0.7802,0.0,0.0,0.0,0.0,1e-06,1e-06
R164-P001,164,54,Siége,"8% autre (silicium, cuirs synthétique)",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3e-06,3e-06
R165-P001,165,54,Siége,"16 % Tissu, mousse",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R165-P002,165,54,Siége,"16 % Tissu, mousse",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R166-P001,166,54,siege,titane fibre de carbone,titanium_carbon,1e-06,1.0,0.0,0.7802,0.0,0.0,0.0,0.0,7e-06,7e-06
R166-P002,166,54,siege,titane fibre de carbone,titanium_carbon,1e-06,1.0,0.0,0.7802,0.0,0.0,0.0,0.0,7e-06,7e-06
R167-P001,167,54,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,1.0,0.0,0.5315,0.008856,0.0,1.922477,1.948022,2.110107,0.162085
R168-P001,168,54,Siége,"Tissu, mousse, polyéthylène",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R169-P001,169,54,Siége,"Tissu, mousse, polyéthylène",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R170-P001,170,54,Siége,"autre (silicium, cuirs synthétique)",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R171-P001,171,54,Siége,"autre (silicium, cuirs synthétique)",textile_leather,1e-06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2e-06,2e-06
R172-P001,172,54,Siége,Moulage plastique,polymer_plastic,1e-06,1.0,0.0,0.8694,0.0,0.0,0.0,0.0,2e-06,2e-06
R173-P001,173,54,Siége,Moulage plastique,polymer_plastic,1e-06,1.0,0.0,0.8694,0.0,0.0,0.0,0.0,2e-06,2e-06
R001-P001,1,55,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,3.6360048,1.0,0.0,0.5783,0.10908,0.0,39.115515,39.681028,43.760792,4.079764
R002-P001,2,55,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,1.0,0.0,0.5783,0.0,0.0,0.068167,0.069153,0.078825,0.009672
R003-P001,3,55,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.0001731,1.0,0.0,0.8628,1.4e-05,0.0,0.000896,0.000916,0.001179,0.000263
R004-P001,4,55,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,1.0,0.0,0.5783,0.033764,0.0,2.922962,2.96522,3.359831,0.39461
R005-P001,5,55,Bumper version porte,alliage Cu,copper,0.006,1.0,0.0,0.5783,0.0,0.0,0.028841,0.029258,0.030266,0.001008
R006-P001,6,55,Ens. Stowage latéral,cuir,textile_leather,0.112,1.0,0.0,0.5783,0.0,0.0,0.701569,0.711712,0.735618,0.023906
R007-P001,7,55,lightning,lightning,electronics_cots,0.8,1.0,0.0,0.5783,0.05984,0.0,18.405761,18.671862,20.75395,2.082088
R008-P001,8,55,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,1.0,0.0,0.6787,0.186487,0.0,6.862777,6.979221,9.468146,2.488924
R009-P001,9,55,Stowage assemblé avec porte,Silicone,rubber_silicone,0.0007,1.0,0.0,0.5783,0.0,0.0,0.003677,0.00373,0.004064,0.000334
R010-P001,10,55,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,electronics_cots,1.5,1.0,0.0,1.0,0.0504,0.0,35.340445,36.223956,41.016384,4.792428
R011-P001,11,55,Coussin ottoman,tissu,textile_leather,0.339,1.0,0.0,0.9862,0.036893,0.0,2.763698,2.831837,3.48065,0.648813
R012-P001,12,55,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,textile_leather,0.039,1.0,0.0,0.9862,0.008016,0.0,0.287642,0.294734,0.400312,0.105578
R013-P001,13,55,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),steel,0.027,1.0,0.0,0.5783,0.0,0.0,0.082855,0.084053,0.088589,0.004536
R014-P001,14,55,Ens. Palette optimisée,35NC6 (nickel-chrome),steel,0.660743,1.0,0.0,0.5783,0.063497,0.0,1.991239,2.020027,2.390761,0.370734
R015-P001,15,55,Ens. Equipements latéraux,acier,steel,0.0996449,1.0,0.0,0.7573,0.005701,0.0,0.404258,0.411912,0.500863,0.088951
R016-P001,16,55,Stowage assemblé avec porte,35NC6 (nickel-chrome),steel,0.008,1.0,0.0,0.5783,0.000159,0.0,0.024398,0.024751,0.028073,0.003323
R017-P001,17,55,Accoudoir allée,A2017 - Aluminium,aluminium,2.43,1.0,0.0,0.5783,0.0729,0.0,25.953441,26.328663,27.905181,1.576518
R018-P001,18,55,Ens. Stowage latéral,A2017 - Aluminium,aluminium,0.1033805,1.0,0.0,0.5783,0.003101,0.0,1.111294,1.12736,1.254308,0.126948
R019-P001,19,55,Ens. Palette optimisée,A2017 - Aluminium,aluminium,12.333,1.0,0.0,0.5783,0.36999,0.0,131.721722,133.626088,141.627406,8.001317
R020-P001,20,55,Ens. Tablette cocktail,A2017 - Aluminium,aluminium,3.523,1.0,0.0,0.5783,0.10569,0.0,37.870658,38.418174,42.744295,4.326121
R021-P001,21,55,Ens. Tablette repas,A2017 - Aluminium,aluminium,2.125,1.0,0.0,0.5783,0.06375,0.0,22.70736,23.035651,24.414294,1.378643
R022-P001,22,55,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,1.0,0.0,0.5783,0.013275,0.0,4.728474,4.796836,5.083918,0.287082
R023-P001,23,55,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,1.0,0.0,0.5783,0.11868,0.0,42.273089,42.884252,45.450798,2.566546
R024-P001,24,55,Support écran,A2017 - Aluminium,aluminium,1.45,1.0,0.0,0.5783,0.0435,0.0,15.494434,15.718444,16.659165,0.940721
R025-P001,25,55,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,1.0,0.0,0.5783,0.0054,0.0,1.922477,1.950271,2.06705,0.116779
R026-P001,26,55,Ens. Tablette cocktail,A2024 - Aluminium,aluminium,0.084,1.0,0.0,0.5783,0.00252,0.0,0.902962,0.916017,1.019166,0.103149
R027-P001,27,55,Ens. Tablette repas,A2024 - Aluminium,aluminium,1.259,1.0,0.0,0.5783,0.03777,0.0,13.453443,13.647946,14.464751,0.816805
R028-P001,28,55,Ens. Têtière,A2024 - Aluminium,aluminium,0.029,1.0,0.0,0.5783,0.00087,0.0,0.309889,0.314369,0.333183,0.018814
R029-P001,29,55,Accoudoir allée,A5086 - Aluminium,aluminium,0.316,1.0,0.0,0.5783,0.00948,0.0,3.399474,3.448622,3.803188,0.354567
R030-P001,30,55,Bumper version porte,A5086 - Aluminium,aluminium,0.024,1.0,0.0,0.5783,0.00072,0.0,0.258188,0.261921,0.28885,0.026929
R031-P001,31,55,Ens. Stowage latéral,A5086 - Aluminium,aluminium,0.216,1.0,0.0,0.5783,0.00648,0.0,2.323691,2.357286,2.599648,0.242362
R032-P001,32,55,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",textile_leather,0.008,1.0,0.0,0.7768,0.000493,0.0,0.060537,0.061713,0.075863,0.014151
R033-P001,33,55,Ens. Structure fauteuil,4140 (acier),steel,0.002,1.0,0.0,1.0,0.000486,0.0,0.008605,0.00882,0.012346,0.003526
R034-P001,34,55,Habillage sous fauteuil,A5086 - Aluminium,aluminium,1.03,1.0,0.0,0.5783,0.0309,0.0,11.080563,11.24076,12.396468,1.155707
R035-P001,35,55,Manchette acc. Mobile,A5086 - Aluminium,aluminium,0.105,1.0,0.0,0.5783,0.00315,0.0,1.129572,1.145903,1.263718,0.117815
R036-P001,36,55,Manchette équipée,A5086 - Aluminium,aluminium,0.17,1.0,0.0,0.5783,0.0051,0.0,1.828831,1.855271,2.046019,0.190748
R037-P001,37,55,Renfort tubulaire,A5086 - Aluminium,aluminium,0.931,1.0,0.0,0.5783,0.02793,0.0,10.015538,10.160338,11.204963,1.044625
R038-P001,38,55,Stowage assemblé avec porte,A5086 - Aluminium,aluminium,2.457,1.0,0.0,0.5783,0.07371,0.0,26.431984,26.814124,29.570991,2.756867
R039-P001,39,55,Structure ottoman horizontale,A5086 - Aluminium,aluminium,1.928,1.0,0.0,0.5783,0.05784,0.0,20.741093,21.040957,23.204262,2.163305
R040-P001,40,55,Support écran,A5086 - Aluminium,aluminium,0.506,1.0,0.0,0.5783,0.01518,0.0,5.443461,5.52216,6.089915,0.567755
R041-P001,41,55,Support équipé,A5086 - Aluminium,aluminium,0.099,1.0,0.0,0.5783,0.00297,0.0,1.065025,1.080423,1.191505,0.111083
R042-P001,42,55,Support manchette équipée,A5086 - Aluminium,aluminium,0.117,1.0,0.0,0.5783,0.00351,0.0,1.258666,1.276863,1.408142,0.131279
R043-P001,43,55,Support NFC,A5086 - Aluminium,aluminium,0.01,1.0,0.0,0.5783,0.0003,0.0,0.107578,0.109134,0.120354,0.01122
R044-P001,44,55,Renfort tubulaire,A6060 - Aluminium,aluminium,0.404,1.0,0.0,0.5783,0.01212,0.0,4.355917,4.418892,4.908579,0.489686
R045-P001,45,55,Ceinture de sécurité,acier,steel,0.72,1.0,0.0,0.7573,0.041191,0.0,2.921032,2.976334,3.619062,0.642728
R046-P001,46,55,Support clamps,acier,steel,1.284,1.0,0.0,0.7573,0.073457,0.0,5.209174,5.307796,6.453994,1.146198
R047-P001,47,55,Accoudoir allée,acier,steel,0.7096766,1.0,0.0,0.7573,0.0406,0.0,2.87915,2.933659,3.567172,0.633512
R048-P001,48,55,Bumper version porte,acier,steel,0.024,1.0,0.0,0.7573,0.001373,0.0,0.097368,0.099211,0.120635,0.021424
R049-P001,49,55,Ens. Stowage latéral,acier,steel,0.0151984,1.0,0.0,0.7573,0.000869,0.0,0.06166,0.062827,0.076394,0.013567
R050-P001,50,55,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,steel,0.496,1.0,0.0,0.5783,0.0,0.0,1.490585,1.512135,1.59547,0.083335
R051-P001,51,55,Ens. Structure fauteuil,35NC6 (nickel-chrome),steel,1.417,1.0,0.0,1.0,0.372777,0.0,6.096865,6.249287,9.097548,2.848261
R052-P001,52,55,Ens. Palette optimisée,acier,steel,0.58,1.0,0.0,0.7573,0.033182,0.0,2.353053,2.397603,2.915355,0.517753
R053-P001,53,55,Ensemble porte,acier,steel,0.0430761,1.0,0.0,0.7573,0.002464,0.0,0.174759,0.178068,0.216521,0.038453
R054-P001,54,55,Ens. Structure fauteuil,A2017 - Aluminium,aluminium,12.7611,1.0,0.0,1.0,2.03483,0.0,150.625749,154.391393,204.047386,49.655993
R055-P001,55,55,Ens. Structure fauteuil,A2024 - Aluminium,aluminium,5.659,1.0,0.0,1.0,0.90236,0.0,66.796053,68.465955,90.486256,22.020301
