month_index,surimpact_matiere,surimpact_inbound,surimpact_transport_aval,surimpact_rebut,surimpact_total,surimpact_cumule
40,0.0,0.0,0.0,0.0,0.0,399.7978504022141
41,0.0,0.0,0.0,0.0,0.0,399.7978504022141
42,0.0,0.0,0.0,0.9520102482765053,0.9520102482765053,400.74986065049063
43,0.0,0.0,0.0,9.584487414679499,9.584487414679499,410.3343480651701
44,0.0,0.0,0.0,6.3238722702469765,6.3238722702469765,416.65822033541707
45,0.0,0.0,0.0,0.0,0.0,416.65822033541707
46,0.0,0.0,0.0,0.0,0.0,416.65822033541707
47,0.0,0.0,0.0,0.0,0.0,416.65822033541707
48,0.0,0.0,0.0,0.0,0.0,416.65822033541707
49,0.0,0.0,0.0,0.0,0.0,416.65822033541707
50,9.257417990708234,4.712867340724188,0.0,0.0,13.970285331432422,430.6285056668495
51,54.54311180167713,27.767402371762913,0.0,0.0,82.31051417344004,512.9390198402896
52,0.0,0.0,0.0,0.0,0.0,512.9390198402896
53,0.0,0.0,0.0,0.0,0.0,512.9390198402896
54,0.0,0.0,0.0,1.001940109856961,1.001940109856961,513.9409599501465
55,0.0,0.0,0.0,1.5396896360042707,1.5396896360042707,515.4806495861508
56,0.0,0.0,0.0,0.9294475194932431,0.9294475194932431,516.410097105644
57,0.0,0.0,0.0,0.0,0.0,516.410097105644
58,0.0,0.0,0.0,0.0,0.0,516.410097105644
59,18.20717734010077,9.269108464051289,0.0,19.756657735724005,47.23294353987606,563.64304064552
60,55.19784574965104,28.100721472549615,0.0,0.0,83.29856722220066,646.9416078677207
61,68.35526489492855,34.79904394650906,0.0,0.0,103.15430884143761,750.0959167091582
62,80.13140382744263,40.7941692212435,0.0,0.0,120.92557304868612,871.0214897578444
63,0.0,0.0,0.0,0.0,0.0,871.0214897578444
64,0.0,0.0,0.0,0.0,0.0,871.0214897578444
65,0.0,0.0,0.0,4.5319401788364635,4.5319401788364635,875.5534299366808
66,7.137922712439888,3.633851562696666,0.0,8.78821371555432,19.559987990690875,895.1134179273716
67,60.28039488457421,30.68820103214686,0.0,10.946927396380485,101.91552331310156,997.0289412404732
68,55.50627189266885,28.257738418085943,0.0,4.445655950462078,88.20966626121688,1085.23860750169
69,18.6850016371244,9.512364469808794,0.0,0.0,28.197366106933195,1113.4359736086233
70,74.92223886833119,38.14223069660494,0.0,0.0,113.06446956493613,1226.5004431735595
71,44.759643709472925,22.786727706640793,0.0,0.0,67.54637141611371,1294.0468145896732
72,25.414898829562674,12.938493949595552,0.0,0.0,38.35339277915823,1332.4002073688314
73,0.0,0.0,0.0,0.0,0.0,1332.4002073688314
74,0.0,0.0,0.0,0.0,0.0,1332.4002073688314
75,0.0,0.0,0.0,0.0,0.0,1332.4002073688314
76,0.0,0.0,0.0,0.0,0.0,1332.4002073688314
77,0.0,0.0,0.0,4.592400876455493,4.592400876455493,1336.9926082452869
78,61.51418340196358,31.31631155009055,0.0,10.429595185019691,103.26009013707382,1440.2526983823607
79,49.261437846796184,25.078550176550774,0.0,23.973722776591746,98.3137107999387,1538.5664091822994
80,17.257124059041985,8.78544497551228,0.0,11.006163694632958,37.04873272918722,1575.6151419114865
81,74.7456919776983,38.05235227955549,0.0,0.0,112.79804425725379,1688.4131861687404
82,42.02320640383789,21.39363235104473,0.0,0.0,63.41683875488262,1751.830024923623
83,32.86729198708923,16.7324395570636,0.0,0.0,49.59973154415283,1801.4297564677756
84,71.73754060078716,36.520929760400705,0.0,0.0,108.25847036118786,1909.6882268289635
85,0.0,0.0,0.0,0.0,0.0,1909.6882268289635
86,0.0,0.0,0.0,0.0,0.0,1909.6882268289635
87,0.0,0.0,0.0,0.0,0.0,1909.6882268289635
88,0.0,0.0,0.0,0.0,0.0,1909.6882268289635
89,0.0,0.0,0.0,0.0,0.0,1909.6882268289635
90,0.0,0.0,0.0,1.1572137546998447,1.1572137546998447,1910.8454405836633
91,0.0,0.0,0.0,1.7166190335559766,1.7166190335559766,1912.5620596172193
92,0.0,0.0,0.0,1.077493364171193,1.077493364171193,1913.6395529813906
93,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
94,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
95,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
96,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
97,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
98,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
99,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
100,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
101,0.0,0.0,0.0,0.0,0.0,1913.6395529813906
102,0.0,0.0,0.0,1.210492436530218,1.210492436530218,1914.850045417921
103,0.0,0.0,0.0,1.7767537132668905,1.7767537132668905,1916.626799131188
104,0.0,0.0,0.0,1.1283901324009302,1.1283901324009302,1917.7551892635888
105,0.0,0.0,0.0,0.0,0.0,1917.7551892635888
106,0.0,0.0,0.0,0.0,0.0,1917.7551892635888
107,24.758642362039268,12.604399747947248,0.0,53.63886917792373,91.00191128791025,2008.757100551499
108,56.34531919627591,28.684889772649587,0.0,25.0008896798646,110.03109864879009,2118.788199200289
109,64.24287405406864,32.705463154798586,0.0,0.0,96.94833720886723,2215.736536409156
110,70.35868703062437,35.8189679428633,0.0,0.0,106.17765497348768,2321.914191382644
111,0.0,0.0,0.0,0.0,0.0,2321.914191382644
112,0.0,0.0,0.0,0.0,0.0,2321.914191382644
113,0.0,0.0,0.0,0.0,0.0,2321.914191382644
114,0.0,0.0,0.0,1.2325561615049585,1.2325561615049585,2323.1467475441486
115,0.0,0.0,0.0,12.609983530712373,12.609983530712373,2335.756731074861
116,0.0,0.0,0.0,14.410998623249732,14.410998623249732,2350.1677296981106
117,0.0,0.0,0.0,3.7297674248168597,3.7297674248168597,2353.8974971229277
118,0.0,0.0,0.0,0.0,0.0,2353.8974971229277
119,0.0,0.0,0.0,0.0,0.0,2353.8974971229277
120,0.0,0.0,0.0,0.0,0.0,2353.8974971229277
121,0.0,0.0,0.0,0.0,0.0,2353.8974971229277
122,35.069567547758595,17.85359802431347,0.0,57.867209990277544,110.79037556234961,2464.6878726852774
123,45.39124470969841,23.108270034028294,0.0,63.98454359898341,132.4840583427101,2597.1719310279877
124,71.44631128239627,36.37266756194721,0.0,0.0,107.81897884434348,2704.990909872331
125,61.03069187057724,31.070170406839345,0.0,5.418549492340653,97.51941176975724,2802.5103216420885
126,0.0,0.0,0.0,9.411572463020043,9.411572463020043,2811.9218941051085
127,68.71662458019648,34.98300887719094,0.0,12.184672799352501,115.88430625673992,2927.8062003618484
128,0.0,0.0,0.0,4.208425456747026,4.208425456747026,2932.0146258185955
129,53.310019211491635,27.1396461440321,0.0,0.0,80.44966535552373,3012.4642911741194
130,59.484589399589254,30.28306369433633,0.0,0.0,89.76765309392559,3102.231944268045
131,74.74180197073719,38.0503719123753,0.0,0.0,112.79217388311248,3215.0241181511574
132,33.865975530646665,17.240860270147415,0.0,0.0,51.10683580079408,3266.1309539519516
133,0.0,0.0,0.0,0.0,0.0,3266.1309539519516
134,0.0,0.0,0.0,52.87080989742101,52.87080989742101,3319.0017638493728
135,65.02016349116172,33.10117414095504,0.0,66.71344470349133,164.8347823356081,3483.8365461849808
136,81.39662080663948,41.43827968338009,0.0,0.0,122.83490049001956,3606.6714466750004
137,67.11395187515774,34.16710277280757,0.0,5.643288552808295,106.9243432007736,3713.5957898757742
138,0.0,0.0,0.0,9.589937132425502,9.589937132425502,3723.1857270081996
139,69.03924291670023,35.14725093941103,0.0,12.400223430153744,116.58671728626501,3839.7724442944645
140,0.0,0.0,0.0,4.304783211684733,4.304783211684733,3844.0772275061495
141,44.86787964155337,22.841829635699924,0.0,0.0,67.7097092772533,3911.786936783403
142,66.51481917778653,33.862089763236774,0.0,0.0,100.37690894102332,4012.163845724426
143,79.17536833877477,40.30746024519442,0.0,0.0,119.4828285839692,4131.646674308396
144,31.075091276882688,15.82004646823118,0.0,0.0,46.89513774511387,4178.54181205351
145,0.0,0.0,0.0,0.0,0.0,4178.54181205351
146,0.0,0.0,0.0,0.0,0.0,4178.54181205351
147,0.0,0.0,0.0,0.0,0.0,4178.54181205351
148,0.0,0.0,0.0,0.0,0.0,4178.54181205351
149,0.0,0.0,0.0,0.0,0.0,4178.54181205351
150,0.0,0.0,0.0,1.4325319501158111,1.4325319501158111,4179.974344003625
151,0.0,0.0,0.0,14.237799526643824,14.237799526643824,4194.21214353027
152,0.0,0.0,0.0,16.010452328361698,16.010452328361698,4210.222595858631
153,0.0,0.0,0.0,3.7108643438909312,3.7108643438909312,4213.933460202522
154,0.0,0.0,0.0,0.0,0.0,4213.933460202522
155,29.60709171075723,15.07270123456735,0.0,56.46695303275477,101.14674597807935,4315.080206180602
156,52.50173322899229,26.72815509839606,0.0,63.12767001701084,142.3575583443992,4457.437764525001
157,76.55814840037465,38.97505736746347,0.0,0.0,115.53320576783813,4572.9709702928385
158,50.19567214156041,25.554160362976237,0.0,0.0,75.74983250453664,4648.720802797375
159,0.0,0.0,0.0,0.0,0.0,4648.720802797375
160,64.00730711595503,32.58553816812256,0.0,0.0,96.59284528407758,4745.313648081452
161,0.0,0.0,0.0,0.0,0.0,4745.313648081452
162,61.88534519716302,31.50526664582845,0.0,1.776957948299244,95.1675697912907,4840.4812178727425
163,60.24591044300598,30.670645316439398,0.0,17.621699868472266,108.53825562791764,4949.01947350066
164,60.056787261902855,30.57436442424145,0.0,19.931279767164725,110.56243145330903,5059.581904953969
165,9.229953063572793,4.698885196000695,0.0,4.055845935910879,17.98468419548437,5077.566589149453
166,52.88000811712999,26.92073140508435,0.0,0.0,79.80073952221434,5157.367328671667
167,56.93648361372129,28.985846203349034,0.0,60.20581171722175,146.12814153429207,5303.495470205959
168,13.978397079653064,7.1162748769143,0.0,58.34752237798893,79.44219433455629,5382.937664540515
169,74.63733596528601,37.997189218691084,0.0,0.0,112.6345251839771,5495.572189724492
170,87.66380526267665,44.628846315544436,0.0,0.0,132.29265157822107,5627.864841302713
171,100.3072803148483,51.06552452392276,0.0,0.0,151.37280483877106,5779.237646141484
172,11.637548665835993,5.924570229880146,0.0,0.0,17.56211889571614,5796.7997650372
173,50.84948323355303,25.887009646172444,0.0,0.0,76.73649287972547,5873.536257916925
174,0.0,0.0,0.0,14.745860082406926,14.745860082406926,5888.282117999332
175,59.89522176174751,30.492112896889658,0.0,26.78148114425008,117.16881580288725,6005.450933802219
176,60.229500227348126,30.662291024831745,0.0,22.8329682065699,113.72475945874977,6119.175693260969
177,75.01263825744286,38.188252203789105,0.0,4.948784722412872,118.14967518364483,6237.325368444614
178,49.58570674714548,25.243632525819507,0.0,0.0,74.82933927296499,6312.154707717578
179,0.0,0.0,0.0,52.127829503888556,52.127829503888556,6364.282537221467
180,14.823467932504741,7.546492765638753,0.0,59.07568803352624,81.44564873166973,6445.728185953136
181,74.98546293876927,38.17441749610072,0.0,0.0,113.15988043486999,6558.888066388005
182,112.66289853905374,57.35565743806367,0.0,68.32536606928848,238.3439220464059,6797.2319884344115
183,63.74728891467112,32.453165265650675,0.0,66.41414008656011,162.6145942668819,6959.846582701293
184,64.73527516474286,32.95614008386907,0.0,0.0,97.69141524861193,7057.537997949905
185,64.5260683077314,32.84963477484508,0.0,6.149699303155711,103.52540238573219,7161.063400335637
186,73.66716654189463,37.50328478496452,0.0,58.48693699663903,169.6573883234982,7330.720788659135
187,0.0,0.0,0.0,78.4205040186262,78.4205040186262,7409.141292677761
188,62.370442738405586,31.752225394097398,0.0,83.78628365162061,177.9089517841236,7587.050244461885
189,7.970583581100584,4.05775164128756,0.0,4.1647262022774,16.193061424665544,7603.243305886551
190,66.56832252543472,33.889327831130444,0.0,0.0,100.45765035656517,7703.700956243116
191,89.54231342510047,45.58517774368753,0.0,64.58566732874537,199.71315849753336,7903.414114740649
192,47.01780727191226,23.936338247518954,0.0,63.89834065361394,134.85248617304518,8038.266600913694
193,69.85970925055847,35.56494289119338,0.0,0.0,105.42465214175185,8143.6912530554455
194,56.49129697432295,28.75920573238262,0.0,60.36787644013755,145.6183791468431,8289.309632202288
195,113.1022875274283,57.57934637759983,0.0,73.29771546563975,243.9793493706679,8533.288981572956
196,31.02043719901502,15.792222574044029,0.0,5.669965137790029,52.48262491084908,8585.771606483804
197,80.32468053768736,40.89256463736809,0.0,11.049925250345694,132.26717042540113,8718.038776909205
198,87.98576095162241,44.79275102991683,0.0,101.96795360493886,234.74646558647808,8952.785242495684
199,25.857573489022002,13.16385559441121,0.0,78.99532759017137,118.01675667360459,9070.801999169289
200,52.828381548675225,26.89444878841649,0.0,81.94926876542145,161.6720991025132,9232.474098271803
201,18.218552354262158,9.274899380351634,0.0,4.345521479304086,31.83897321391788,9264.313071485722
202,70.45207411688136,35.86651045950323,0.0,0.0,106.3185845763846,9370.631656062105
203,68.38130204035781,34.81229922054578,0.0,61.52318296385582,164.7167842247594,9535.348440286865
204,107.3538029324551,54.65284512924988,0.0,72.31784818743294,234.32449624913795,9769.672936536002
205,25.89566734290412,13.183248829114824,0.0,0.0,39.07891617201894,9808.751852708021
206,61.057816955172825,31.08397954081527,0.0,60.922867439314786,153.0646639353029,9961.816516643325
207,126.63216547751335,64.46728424309774,0.0,75.15552238528188,266.254972105893,10228.071488749218
208,71.24149853681456,36.268399255105564,0.0,6.336827197034301,113.84672498895442,10341.918213738172
209,62.268341189110515,31.70024642354717,0.0,10.709898931992349,104.67848654465004,10446.596700282822
210,71.62125818120114,36.461731437702426,0.0,99.81004419801404,207.8930338169176,10654.48973409974
211,60.765893999422076,30.935364217887617,0.0,88.10325754190251,179.8045157592122,10834.294249858951
212,5.122779236667384,2.6079603386670485,0.0,71.44542989706022,79.17616947239466,10913.470419331346
213,68.6441505163059,34.946112990119374,0.0,5.039291826221763,108.62955533264704,11022.099974663994
214,74.3038566893133,37.827417950923135,0.0,0.0,112.13127464023644,11134.23124930423
215,68.31144652216688,34.77673641128497,0.0,61.41530002867651,164.50348296212837,11298.734732266359
216,82.29312060817233,41.894679582342285,0.0,68.76225594125836,192.95005613177298,11491.684788398132
217,48.6786060782585,24.781835821658852,0.0,21.107568843383536,94.56801074330089,11586.252799141434
218,63.02023342814732,32.083027927056804,0.0,61.111052068241484,156.21431342344562,11742.467112564878
219,97.31806183429353,49.543740570185804,0.0,71.00317357085764,217.86497597533696,11960.332088540215
220,102.58545737302825,52.22532375354167,0.0,6.867672107662982,161.67845323423288,12122.010541774449
221,61.5274230903359,31.32305175508006,0.0,10.891067029123228,103.7415418745392,12225.752083648988
222,71.64671590157013,36.47469173170843,0.0,101.34516717333736,209.46657480661594,12435.218658455604
223,60.86788707770086,30.987287966829566,0.0,88.40180143467492,180.25697647920535,12615.47563493481
224,4.45008401352851,2.265497315978145,0.0,71.49927221203484,78.21485354154149,12693.690488476352
225,69.41150767357101,35.336767542908895,0.0,5.0976373910834525,109.84591260756335,12803.536401083915
226,66.00195546561423,33.60099550976723,0.0,0.0,99.60295097538146,12903.139352059296
227,75.72025969437146,38.548495844407284,0.0,62.35500111499044,176.6237566537692,13079.763108713065
228,80.80612318786655,41.137662713822934,0.0,68.50794341274099,190.45172931443045,13270.214838027496
229,50.944080890731016,25.935168453463085,0.0,21.46157113525803,98.34082047945213,13368.555658506948
230,62.514509374144836,31.825568408655542,0.0,60.95209917688314,155.2921769596835,13523.847835466631
231,98.55614394062661,50.17403691522806,0.0,71.13089546262755,219.86107631848222,13743.708911785114
232,99.90794938622537,50.862228778442,0.0,6.8803735574905955,157.65055172215796,13901.359463507271
233,60.769616116710154,30.93725911396153,0.0,10.969947728677523,102.67682295934921,14004.03628646662
234,71.66843076261114,36.48574657005654,0.0,102.87638533291073,211.0305626655784,14215.0668491322
235,60.976999225919826,31.0428359695592,0.0,88.6912037944759,180.71103898995494,14395.777888122155
236,10.606912327690736,5.399882639551652,0.0,73.10353926637859,89.11033423362097,14484.888222355776
237,62.37352277517641,31.753793412817032,0.0,5.0556522766372956,99.18296846463073,14584.071190820407
238,74.04399911168838,37.69512682049591,0.0,0.0,111.7391259321843,14695.810316752591
239,68.16081447040432,34.7000510031149,0.0,61.19579438403963,164.05665985755886,14859.86697661015
240,84.52847521572244,43.03267829164049,0.0,68.98104560709208,196.542199114455,15056.409175724606
