month_index,classical_weekly_total,td_total,sdd_total,classical_cumulative,td_cumulative,sdd_cumulative
1,426.0931539164089,435.5450166648335,435.5450166648335,426.0931539164089,435.5450166648335,435.5450166648335
2,443.35260243148866,455.37826500180466,455.389799364706,869.4457563478975,890.9232816666381,890.9348160295394
3,453.8868062463261,463.99081721883744,464.01441034897147,1323.3325625942236,1354.9140988854756,1354.949226378511
4,410.4159862780449,416.50593919845664,416.53749884075916,1733.7485488722687,1771.4200380839322,1771.48672521927
5,451.1066229393802,457.40339326868843,457.4499813516705,2184.8551718116487,2228.823431352621,2228.9367065709407
6,441.0411049836202,447.08967742600515,545.6685928054007,2625.896276795269,2675.913108778626,2774.6052993763415
7,424.3830875140456,429.7332574549952,431.7873389070213,3050.2793643093146,3105.646366233621,3206.392638283363
8,405.45270993409963,409.66377727710545,411.0803260978583,3455.732074243414,3515.3101435107264,3617.472964381221
9,389.9443801427845,393.05369632878626,393.1336936665844,3845.6764543861987,3908.363839839513,4010.6066580478055
10,385.44750081766944,388.6176572045316,388.7067366100225,4231.123955203868,4296.981497044045,4399.313394657828
11,394.88756479742716,399.72526761899786,399.827019408753,4626.011520001295,4696.706764663043,4799.140414066581
12,411.79274482566063,418.1184316176753,418.2355078984193,5037.804264826956,5114.825196280718,5217.375921965
13,388.4307155626384,394.20300647894936,394.32234979223335,5426.234980389594,5509.028202759668,5611.698271757234
14,450.2628071802274,457.47210454019586,468.8465003378436,5876.497787569821,5966.500307299863,6080.544772095077
15,461.564072593712,467.4430609083659,555.8615136115872,6338.061860163533,6433.943368208229,6636.406285706664
16,463.2834980838902,467.17940760364604,467.35805028104494,6801.345358247423,6901.122775811875,7103.764335987708
17,459.00268702903315,461.9472951687292,462.1357047828768,7260.348045276456,7363.070070980604,7565.900040770585
18,448.8753738708417,451.7796041473534,453.4602676037268,7709.223419147298,7814.849675127957,8019.360308374312
19,431.9086196429921,434.16291180625865,436.3769659199786,8141.132038790291,8249.012586934216,8455.73727429429
20,413.06182350814976,414.55587638906553,416.1199670232791,8554.19386229844,8663.568463323281,8871.85724131757
21,397.64220050431015,398.38514836370365,398.5882847469801,8951.83606280275,9061.953611686986,9270.44552606455
22,393.3571525465419,394.5676887869355,394.77897394941107,9345.19321534929,9456.521300473922,9665.224500013961
23,402.76219156402215,405.7408861687607,405.9684161250667,9747.955406913314,9862.262186642682,10071.192916139027
24,419.63920788092355,424.1853460943104,424.4340572363396,10167.594614794238,10286.447532736993,10495.626973375367
25,391.27331323071246,395.3602138024415,395.5997478427171,10558.86792802495,10681.807746539434,10891.226721218085
26,458.1087518161155,463.6839298155612,475.34212762710746,11016.976679841066,11145.491676354995,11366.568848845192
27,469.44132891717044,473.7966864503319,561.4989539230723,11486.418008758235,11619.288362805328,11928.067802768264
28,471.20319052427175,473.61675828604604,473.9431517623632,11957.621199282506,12092.905121091373,12402.010954530628
