day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,558.5439,1168437.5776,46297.6996,269.8735,42.6193,1026.84,0.0,0.0
1,47.5,0.0,87.5,64.96,82.0,264.6474,1166527.3183,46234.2835,180.8992,73.8033,2414.706,0.0,0.0
2,52.5,0.0,140.0,0.0,93.2,291.7661,1164380.2681,46165.3472,214.6685,88.5503,3017.1,0.0,906.156
3,60.0,0.0,200.0,0.0,94.64,293.219,1162233.1921,46096.41,215.4972,88.7205,3017.1,0.0,2414.706
4,55.0,0.0,255.0,200.904,94.928,1365.3496,1160242.015,46027.4787,724.5527,99.4729,3017.1,1026.84,2896.416
5,50.0,0.0,305.0,104.2,94.9856,2731.2737,1158176.1329,45958.5444,1354.777,113.1384,3017.1,2414.706,1990.26
6,45.0,45.0,305.0,90.0,91.223,3336.9463,1156191.055,45894.808,1645.045,117.6398,3017.1,3017.1,367.8422
7,40.0,0.0,345.0,154.2,86.2446,3313.284,1154527.9202,45839.0164,1590.85,91.8349,1639.1929,3017.1,0.0
8,47.5,23.0,369.5,129.2,91.2489,3215.0961,1152725.0177,45779.3301,1470.7744,80.4489,119.4403,3017.1,0.0
9,52.5,0.0,422.0,98.2214,95.0,1725.2452,1152261.5937,45774.7375,777.3967,91.7654,200.0,3017.1,19.4403
10,60.0,75.0,407.0,343.8757,95.0,1747.7548,1151946.3144,45770.1509,793.0566,91.9905,200.0,3017.1,119.4403
11,55.0,68.0,394.0,116.113,95.0,1777.1874,1150002.9326,45709.3614,806.4632,96.3286,200.0,1639.1929,192.4981
12,50.0,45.6226,398.3774,296.2452,95.0,1892.1951,1146627.3002,45584.0891,862.2026,111.362,200.0,119.4403,173.0578
13,45.0,0.0,443.3774,131.2,91.226,1827.0822,1143421.1863,45468.2665,827.8564,122.3787,200.0,200.0,65.5098
14,40.0,23.113,460.2644,210.513,86.2452,619.6722,1141667.7633,45405.6187,303.436,113.4434,1165.3734,200.0,0.0
15,47.5,0.0,507.7644,183.4307,91.249,453.7149,1139886.3726,45345.5627,284.1135,105.8326,2453.2513,200.0,0.0
16,52.5,23.1245,537.1399,98.1955,95.0,334.0805,1137973.863,45283.0083,233.2523,95.2465,3017.1,200.0,904.203
17,60.0,73.1245,524.0154,287.896,95.0,341.6952,1136193.439,45222.0854,249.1766,89.2441,3017.1,200.0,2412.753
18,55.0,118.7356,460.2799,3126.3659,95.0,1307.5571,1137205.3856,45279.3732,688.553,98.9707,3020.4984,1165.3734,2903.9298
19,50.0,0.0,510.2799,314.5612,95.0,2814.9209,1135304.777,45213.0628,1419.6255,114.2474,3030.6484,2453.2513,1999.7267
20,45.0,50.0,505.2799,70.801,91.226,3303.1883,1133329.258,45149.3338,1627.6082,117.7086,3037.4,3017.1,379.9437
21,40.0,96.226,449.0539,295.5505,86.2452,3305.0364,1131719.4952,45093.5444,1590.9756,92.3479,1668.9625,3017.1,11.0051
22,47.5,70.6226,425.9313,345.1609,91.249,3266.6887,1130036.7368,45033.4906,1508.6388,81.3708,139.7404,3020.4984,16.9952
23,52.5,43.7471,434.6841,112.4847,95.0,1774.2663,1129508.3563,45028.8955,810.416,92.6616,220.3,3030.6484,33.0371
24,60.0,0.0,494.6841,59.3095,95.0,1735.4067,1129016.1589,45024.3092,779.6134,92.273,220.3,3037.4,122.8871
25,55.0,0.0,549.6841,347.5067,95.0,1812.349,1127366.779,44963.9099,825.8043,96.9522,213.5968,1668.9625,192.4981
26,50.0,0.0,599.6841,196.1801,95.0,1904.847,1123944.3523,44838.8254,865.4777,111.5574,203.4468,139.7404,173.0578
27,45.0,171.2375,473.4466,477.7808,91.226,1780.5291,1120980.4347,44730.2189,793.5457,121.9131,200.0,220.3,65.5098
28,40.0,23.1245,490.3221,199.283,86.2452,644.6722,1119211.0702,44667.5717,320.8285,113.6934,1165.3734,220.3,0.0
29,47.5,118.7356,419.0865,256.0015,74.5574,348.5435,1118691.4316,44651.003,178.8127,75.312,1425.795,213.5968,0.0
