rule_family,variant,component_set,horizon_weeks,week_offset,cost_per_pf_unit_eur,real_mean_eur,sim_mean_eur,bias_eur,mae_eur,mae_pct_real_mean,corr,first_real_eur,first_sim_eur
pf_driven,min_future_and_real_pf_stock,all_direct_priced,17,-2,0.5224472743199999,259678.40000000002,222777.56043989642,-36900.83956010354,58530.40971893488,0.22539575767154635,-0.48575564578907227,220644.25,267904.17045672983
pf_driven,gross_future_demand,all_direct_priced,16,-2,0.5224472743199999,259678.40000000002,222641.6594811905,-37036.74051880945,59292.51687039217,0.22833056915936084,-0.377539192004345,220644.25,247835.92575554998
pf_driven,min_future_and_real_pf_stock,all_direct_priced,16,-2,0.5224472743199999,259678.40000000002,215235.74781813964,-44442.652181860336,59473.92645384168,0.2290291624326154,-0.4438649125428734,220644.25,247835.92575554998
pf_driven,gross_future_demand,all_direct_priced,17,-2,0.5224472743199999,259678.40000000002,233709.61456409303,-25968.785435906964,59733.37509326408,0.23002827764367031,-0.38667602658367894,220644.25,267904.17045672983
pf_driven,lot_ceiled_future_demand,no_042342,20,-2,0.3890914543199999,259678.40000000002,215366.60948290056,-44311.790517099435,61024.89240960093,0.23500180380655813,-0.39437026365999384,220644.25,167776.23510278398
pf_driven,lot_ceiled_future_demand,all_direct_priced,15,-2,0.5224472743199999,259678.40000000002,240442.2921176252,-19236.107882374803,61031.20785739999,0.2350261240726991,-0.36274319910943625,220644.25,281599.08085847995
pf_driven,min_future_and_real_pf_stock,all_direct_priced,18,-2,0.5224472743199999,259678.40000000002,229458.65637215247,-30219.743627847507,61591.83386231578,0.2371850483610334,-0.5420067062716533,220644.25,250996.20931791165
pf_driven,lot_ceiled_future_demand,no_042342,19,-2,0.3890914543199999,259678.40000000002,208913.67736356272,-50764.72263643728,62029.02459149016,0.23886863363102265,-0.4117470148358929,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,all_direct_priced,16,-2,0.5224472743199999,259678.40000000002,245857.6590572114,-13820.74094278865,62522.26474879906,0.24076806060418987,-0.36645389006617074,220644.25,281599.08085847995
pf_driven,gross_future_demand,all_direct_priced,15,-2,0.5224472743199999,259678.40000000002,211233.58117564276,-48444.81882435724,63737.26110023345,0.2454469108721921,-0.33972471541192656,220644.25,230149.51817799502
pf_driven,min_future_and_real_pf_stock,all_direct_priced,15,-2,0.5224472743199999,259678.40000000002,206709.46105309576,-52968.938946904214,63819.8473896339,0.24576494382911282,-0.3760880061169404,220644.25,230149.51817799502
pf_driven,gross_future_demand,all_direct_priced,18,-2,0.5224472743199999,259678.40000000002,244391.6418642805,-15286.75813571947,63959.47416170637,0.24630263495811114,-0.3953134386770901,220644.25,250996.20931791165
pf_driven,min_future_and_real_pf_stock,all_direct_priced,17,-1,0.5224472743199999,259678.40000000002,219094.55687679315,-40583.843123206825,64107.26294617884,0.24687175732051195,-0.5304656765619894,220644.25,250996.20931791165
pf_driven,min_future_and_real_pf_stock,all_direct_priced,19,-2,0.5224472743199999,259678.40000000002,236342.24264207436,-23336.157357925607,64284.99601077964,0.247556192624337,-0.5687494421020299,220644.25,230621.81051398028
pf_driven,gross_future_demand,all_direct_priced,17,-1,0.5224472743199999,259678.40000000002,229239.23417899615,-30439.16582100385,64392.99398015386,0.24797208385508326,-0.43620492849538733,220644.25,250996.20931791165
pf_driven,gross_future_demand,all_direct_priced,16,-1,0.5224472743199999,259678.40000000002,218557.20687880862,-41121.19312119134,64496.047365404884,0.2483689339021069,-0.4288841840027104,220644.25,267904.17045672983
pf_driven,lot_ceiled_future_demand,no_042342,18,-2,0.3890914543199999,259678.40000000002,202460.74524422488,-57217.65475577512,64924.40116913385,0.2500184889044828,-0.39995036621373364,220644.25,209720.29387847995
pf_driven,min_future_and_real_pf_stock,all_direct_priced,16,-1,0.5224472743199999,259678.40000000002,211453.42063120447,-48224.97936879548,64933.2627899218,0.25005261427181386,-0.4938393890062358,220644.25,267904.17045672983
pf_driven,lot_ceiled_future_demand,no_042342,21,-2,0.3890914543199999,259678.40000000002,228272.47372157624,-31405.926278423747,65040.43729996092,0.2504653344288971,-0.4315817804366701,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,all_direct_priced,12,-2,0.5224472743199999,259678.40000000002,202534.7235405222,-57143.67645947786,65135.39116767416,0.2508309939050539,-0.1979493366130346,220644.25,225279.26468678398
pf_driven,lot_ceiled_future_demand,all_direct_priced,15,-1,0.5224472743199999,259678.40000000002,236109.9985659563,-23568.401434043728,65211.78522220429,0.2511251810786122,-0.4290957503401805,220644.25,281599.08085847995
pf_driven,min_future_and_real_pf_stock,all_direct_priced,18,-1,0.5224472743199999,259678.40000000002,226454.0366377461,-33224.36336225387,65346.5246389848,0.25164405140737467,-0.5599407077989577,220644.25,230621.81051398028
pf_driven,lot_ceiled_future_demand,all_direct_priced,14,-2,0.5224472743199999,259678.40000000002,227445.41146261845,-32232.98853738157,65527.5487649483,0.25234116031579173,-0.31795299620178474,220644.25,225279.26468678398
pf_driven,gross_future_demand,no_042342,21,-2,0.3890914543199999,259678.40000000002,207270.29722854646,-52408.10277145357,66232.29725981093,0.2550550883701183,-0.43859298384880624,220644.25,180966.82449568628
pf_driven,lot_ceiled_future_demand,all_direct_priced,16,-1,0.5224472743199999,259678.40000000002,241525.36550554246,-18153.034494457574,66619.14036186245,0.2565447891001425,-0.4361584670509864,220644.25,281599.08085847995
pf_driven,gross_future_demand,all_direct_priced,18,-1,0.5224472743199999,259678.40000000002,240246.41457800704,-19431.98542199293,66954.52161632165,0.2578363145195043,-0.4349231700600616,220644.25,230621.81051398028
pf_driven,lot_ceiled_future_demand,all_direct_priced,17,-2,0.5224472743199999,259678.40000000002,259937.61310013538,259.21310013534764,66964.46140282521,0.2578745918136634,-0.34609846635304553,220644.25,281599.08085847995
pf_driven,lot_ceiled_future_demand,038005_333362,21,-2,0.3531812343199999,259678.40000000002,207204.63822873012,-52473.76177126989,67285.91765701202,0.25911249321087937,-0.43158178043667,220644.25,190364.68529847995
pf_driven,lot_ceiled_future_demand,all_direct_priced,15,0,0.5224472743199999,259678.40000000002,231777.70501428738,-27900.69498571265,67417.07530340985,0.25961757043870354,-0.4435096712324481,220644.25,281599.08085847995
pf_driven,gross_future_demand,no_042342,22,-2,0.3890914543199999,259678.40000000002,215582.5253099363,-44095.8746900637,67590.55256299404,0.26028561699006936,-0.47733622425701133,220644.25,202768.3968641445
pf_driven,min_future_and_real_pf_stock,all_direct_priced,20,-2,0.5224472743199999,259678.40000000002,243590.55881975216,-16087.841180247806,67611.71555813626,0.2603671139306783,-0.5916581446919037,220644.25,224768.311252499
pf_driven,min_future_and_real_pf_stock,all_direct_priced,19,-1,0.5224472743199999,259678.40000000002,233840.22540201183,-25838.174597988163,67800.0797751222,0.261092488921382,-0.5862220875477241,220644.25,224768.311252499
pf_driven,lot_ceiled_future_demand,038005_333362,22,-2,0.3531812343199999,259678.40000000002,213794.18502752364,-45884.21497247636,67839.05049713355,0.2612425619425164,-0.4793788240175698,220644.25,190364.68529847995
pf_driven,lot_ceiled_future_demand,no_042342,20,-1,0.3890914543199999,259678.40000000002,212946.7599381489,-46731.640061851125,68137.93085550155,0.2623935254356987,-0.4878088962855539,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,no_042342,17,-2,0.3890914543199999,259678.40000000002,193587.96358013537,-66090.43641986465,68210.80087061418,0.26267414182548177,-0.3460984663530455,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,no_042342,19,-1,0.3890914543199999,259678.40000000002,205687.21130389383,-53991.1886961062,68253.5818129117,0.26283888768920205,-0.4511013892295735,220644.25,167776.23510278398
pf_driven,lot_ceiled_future_demand,all_direct_priced,14,-1,0.5224472743199999,259678.40000000002,224196.1912988668,-35482.20870113326,68366.34315946922,0.2632731222907613,-0.3808833097283507,220644.25,281599.08085847995
pf_driven,gross_future_demand,all_direct_priced,15,-1,0.5224472743199999,259678.40000000002,207489.25179590614,-52189.148204093835,68405.00731401179,0.26342201474597726,-0.4185171051125367,220644.25,247835.92575554998
pf_driven,lot_ceiled_future_demand,038005_333362,23,-2,0.3531812343199999,259678.40000000002,218187.21622671935,-41491.18377328067,68452.75190068738,0.2636058751928823,-0.5046082600155382,220644.25,228437.62235817596
pf_driven,gross_future_demand,no_042342,20,-2,0.3890914543199999,259678.40000000002,198697.08605417144,-60981.31394582858,68523.35653006747,0.2638777677699318,-0.4055182457301854,220644.25,167395.703660459
pf_driven,lot_ceiled_future_demand,no_042342,22,-2,0.3890914543199999,259678.40000000002,235532.02235583134,-24146.377644168664,68751.4158008566,0.2647560051234781,-0.47937882401756965,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,all_direct_priced,13,-2,0.5224472743199999,259678.40000000002,210116.23725594275,-49562.162744057256,68912.21675798461,0.26537523628451426,-0.2287331902773062,220644.25,225279.26468678398
pf_driven,min_future_and_real_pf_stock,all_direct_priced,15,-1,0.5224472743199999,259678.40000000002,203075.84302422943,-56602.55697577056,69008.6004631839,0.2657464019463455,-0.4606935464982169,220644.25,247835.92575554998
pf_driven,lot_ceiled_future_demand,038005_333362,20,-2,0.3531812343199999,259678.40000000002,195489.88836420825,-64188.51163579174,69252.93037056834,0.2666872961731447,-0.39437026365999367,220644.25,152291.74823878397
pf_driven,lot_ceiled_future_demand,all_direct_priced,16,0,0.5224472743199999,259678.40000000002,237193.07195387356,-22485.3280461265,69358.93618820522,0.26709551579263124,-0.4470132393107399,220644.25,281599.08085847995
pf_driven,gross_future_demand,all_direct_priced,16,0,0.5224472743199999,259678.40000000002,213573.60242319613,-46104.79757680388,69555.62884396026,0.26785296291089383,-0.47043818173274793,220644.25,250996.20931791165
pf_driven,gross_future_demand,all_direct_priced,17,0,0.5224472743199999,259678.40000000002,224580.78282220705,-35097.61717779297,69622.62846998332,0.2681109729187461,-0.46766349187612793,220644.25,230621.81051398028
pf_driven,gross_future_demand,all_direct_priced,19,-2,0.5224472743199999,259678.40000000002,255398.82226329143,-4279.577736708553,69718.88326870083,0.26848164217239795,-0.3944476849289142,220644.25,230621.81051398028
pf_driven,lot_ceiled_future_demand,all_direct_priced,17,-1,0.5224472743199999,259678.40000000002,255605.31954846645,-4073.0804515335776,69733.23122256428,0.26853689495377464,-0.38730569242310836,220644.25,281599.08085847995
pf_driven,lot_ceiled_future_demand,no_042342,18,-1,0.3890914543199999,259678.40000000002,199234.27918455598,-60444.12081544404,69790.23207963048,0.2687564005309278,-0.4310660088493066,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,all_direct_priced,12,-1,0.5224472743199999,259678.40000000002,199285.50337677047,-60392.89662322956,70152.62210065662,0.2701519344722419,-0.2962655759563261,220644.25,225279.26468678398
pf_driven,gross_future_demand,no_042342,23,-2,0.3890914543199999,259678.40000000002,223475.49238424047,-36202.90761575957,70943.92091683495,0.273199160641913,-0.5079970694650704,220644.25,211814.38408563018
pf_driven,min_future_and_real_pf_stock,all_direct_priced,14,-2,0.5224472743199999,259678.40000000002,196834.76414832906,-62843.635851670944,70957.45560931572,0.27325128162109635,-0.3280041865425944,220644.25,213683.02498597724
pf_driven,min_future_and_real_pf_stock,all_direct_priced,17,0,0.5224472743199999,259678.40000000002,216279.59802642587,-43398.801973574125,70966.10632454124,0.27328459480858336,-0.5424894701992378,220644.25,230621.81051398028
