rule_family,variant,component_set,horizon_weeks,week_offset,cost_per_pf_unit_eur,real_mean_eur,sim_mean_eur,bias_eur,mae_eur,mae_pct_real_mean,corr,first_real_eur,first_sim_eur
pf_driven,lot_ceiled_future_demand,all_direct_priced,14,0,0.5224472743199999,259678.40000000002,219863.89774719783,-39814.50225280219,71162.91628457938,0.27404249365591965,-0.3937422280243318,220644.25,281599.08085847995
pf_driven,gross_future_demand,all_direct_priced,14,-2,0.5224472743199999,259678.40000000002,199508.83953947926,-60169.56046052074,71287.40416269288,0.27452188615877515,-0.3131702393227554,220644.25,213683.02498597724
pf_driven,min_future_and_real_pf_stock,all_direct_priced,16,0,0.5224472743199999,259678.40000000002,208017.2115877381,-51661.18841226188,71457.9123158712,0.27517849892740864,-0.5258400248144077,220644.25,250996.20931791165
pf_driven,min_future_and_real_pf_stock,all_direct_priced,18,0,0.5224472743199999,259678.40000000002,223825.0163392707,-35853.38366072929,71635.80409865304,0.2758635454417966,-0.5682185709229953,220644.25,224768.311252499
pf_driven,lot_ceiled_future_demand,no_042342,21,-1,0.3890914543199999,259678.40000000002,225046.00766190735,-34632.39233809267,71679.30734704954,0.27603107284644984,-0.4931592154387402,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,no_042342,17,-1,0.3890914543199999,259678.40000000002,190361.49752046645,-69316.90247953357,72057.36049390525,0.2774869241873996,-0.38730569242310836,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,all_direct_priced,15,1,0.5224472743199999,259678.40000000002,226362.33807470123,-33316.0619252988,72102.4635440846,0.27766061229615013,-0.4629630356020937,220644.25,281599.08085847995
pf_driven,gross_future_demand,all_direct_priced,19,-1,0.5224472743199999,259678.40000000002,251645.410338632,-8032.989661367947,72112.77927056761,0.2777003373040176,-0.4426458274508162,220644.25,224768.311252499
pf_driven,gross_future_demand,all_direct_priced,18,0,0.5224472743199999,259678.40000000002,235979.77858283202,-23698.621417167982,72246.69942483996,0.2782160527207498,-0.4745533530289816,220644.25,224768.311252499
pf_driven,lot_ceiled_future_demand,all_direct_priced,17,0,0.5224472743199999,259678.40000000002,251273.02599679754,-8405.374003202494,72288.0226378769,0.27837518498988323,-0.42059679826343443,220644.25,281599.08085847995
pf_driven,lot_ceiled_future_demand,no_042342,19,0,0.3890914543199999,259678.40000000002,203267.36175914214,-56411.03824085789,72392.66333573539,0.27877814764622466,-0.49211080599870893,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,038005_333362,21,-1,0.3531812343199999,259678.40000000002,204275.95076259965,-55402.44923740035,72435.66731831663,0.27894375241959524,-0.49315921543874036,220644.25,190364.68529847995
pf_driven,gross_future_demand,038005_333362,23,-2,0.3531812343199999,259678.40000000002,202850.38225389464,-56828.01774610534,72519.13325157376,0.2792651728121159,-0.5079970694650705,220644.25,192265.5067015902
pf_driven,gross_future_demand,all_direct_priced,17,1,0.5224472743199999,259678.40000000002,220145.7480046305,-39532.65199536952,72544.5945215236,0.27936322205282993,-0.46816305230376987,220644.25,215395.6071511982
pf_driven,gross_future_demand,no_042342,20,-1,0.3890914543199999,259678.40000000002,195985.57505176708,-63692.824948232956,72598.22324755392,0.2795697418327975,-0.4745195858530006,220644.25,180966.82449568628
pf_driven,gross_future_demand,no_042342,21,-1,0.3890914543199999,259678.40000000002,204297.8031331569,-55380.59686684309,72693.47258917909,0.2799365391545045,-0.510385369567984,220644.25,202768.3968641445
pf_driven,lot_ceiled_future_demand,no_042342,23,-2,0.3890914543199999,259678.40000000002,240371.72144533473,-19306.678554665283,72735.20437238521,0.28009724479350306,-0.504608260015538,220644.25,251664.35265417595
pf_driven,gross_future_demand,038005_333362,22,-2,0.3531812343199999,259678.40000000002,195685.87678146863,-63992.5232185314,72748.0760334761,0.28014681249374646,-0.4773362242570114,220644.25,184054.39618488454
pf_driven,gross_future_demand,all_direct_priced,16,1,0.5224472743199999,259678.40000000002,208746.75224400547,-50931.6477559945,72760.82466800555,0.2801959064288964,-0.46134680504144626,220644.25,221249.10641267948
pf_driven,lot_ceiled_future_demand,all_direct_priced,16,1,0.5224472743199999,259678.40000000002,231777.70501428738,-27900.694985712646,72949.61386400368,0.2809229179785599,-0.457739867231002,220644.25,225279.26468678398
pf_driven,gross_future_demand,no_042342,19,-2,0.3890914543199999,259678.40000000002,190207.70912314643,-69470.69087685356,73102.22542693684,0.2815106124611706,-0.3944476849289142,220644.25,171755.0843146603
pf_driven,lot_ceiled_future_demand,038005_333362,19,-2,0.3531812343199999,259678.40000000002,189632.51343194736,-70045.88656805267,73316.95815300466,0.28233753039530685,-0.4117470148358929,220644.25,190364.68529847995
pf_driven,lot_ceiled_future_demand,038005_333362,22,-1,0.3531812343199999,259678.40000000002,210865.49756139325,-48812.90243860682,73382.84214925415,0.2825912442053484,-0.5357945291724583,220644.25,228437.62235817596
pf_driven,lot_ceiled_future_demand,038005_333362,20,-1,0.3531812343199999,259678.40000000002,193293.3727646104,-66385.02723538959,73511.2054506431,0.28308556064209844,-0.48780889628555374,220644.25,190364.68529847995
pf_driven,min_future_and_real_pf_stock,all_direct_priced,20,-1,0.5224472743199999,259678.40000000002,241241.54958368198,-18436.850416317986,73585.20863421042,0.2833705407696998,-0.6314896806206598,220644.25,242990.7497335063
pf_driven,gross_future_demand,038005_333362,24,-2,0.3531812343199999,259678.40000000002,209856.98175484562,-49821.4182451544,74012.0758391885,0.2850143710034739,-0.5294139451009724,220644.25,175242.52438860052
pf_driven,lot_ceiled_future_demand,pack_direct,26,-2,0.30912021999999995,259678.40000000002,210192.23820861537,-49486.16179138465,74047.251792,0.2851498306828754,-0.5777821666867281,220644.25,199938.95829599997
pf_driven,lot_ceiled_future_demand,all_direct_priced,14,1,0.5224472743199999,259678.40000000002,214448.53080761168,-45229.86919238834,74320.74874709846,0.2862030447934771,-0.4124014223933977,220644.25,281599.08085847995
pf_driven,lot_ceiled_future_demand,pack_direct,23,-2,0.30912021999999995,259678.40000000002,190967.33837246153,-68711.0616275385,74341.49052200002,0.28628291964984387,-0.504608260015538,220644.25,199938.95829599997
pf_driven,gross_future_demand,all_direct_priced,15,0,0.5224472743199999,259678.40000000002,202891.57512300863,-56786.824876991384,74370.33306485583,0.28639398989232767,-0.46143544776163864,220644.25,267904.17045672983
pf_driven,min_future_and_real_pf_stock,all_direct_priced,21,-2,0.5224472743199999,259678.40000000002,250669.04474362405,-9009.355256375897,74372.17172832295,0.28640107043297763,-0.6406003199960153,220644.25,242990.7497335063
pf_driven,gross_future_demand,no_042342,22,-1,0.3890914543199999,259678.40000000002,212190.77020746103,-47487.62979253895,74432.11279691638,0.2866318985210798,-0.5393823725059799,220644.25,211814.38408563018
pf_driven,lot_ceiled_future_demand,all_direct_priced,12,0,0.5224472743199999,259678.40000000002,196036.2832130188,-63642.11678698124,74474.88957210063,0.2867966283375923,-0.37389345455228334,220644.25,225279.26468678398
pf_driven,lot_ceiled_future_demand,no_042342,18,0,0.3890914543199999,259678.40000000002,196007.81312488706,-63670.58687511296,74501.9148348397,0.2869007003849365,-0.4549372039707861,220644.25,167776.23510278398
pf_driven,min_future_and_real_pf_stock,all_direct_priced,14,-1,0.5224472743199999,259678.40000000002,193724.27477164753,-65954.12522835247,74518.08339563065,0.2869629641727253,-0.40252142711447125,220644.25,230149.51817799502
pf_driven,lot_ceiled_future_demand,038005_333362,24,-2,0.3531812343199999,259678.40000000002,227705.45049164334,-31972.949508356665,74518.13777238246,0.2869631735730906,-0.495845416068428,220644.25,190364.68529847995
pf_driven,gross_future_demand,all_direct_priced,14,-1,0.5224472743199999,259678.40000000002,196081.17349035837,-63597.22650964161,74541.35409081241,0.28705257769153075,-0.3849024454597741,220644.25,230149.51817799502
pf_driven,lot_ceiled_future_demand,all_direct_priced,13,-1,0.5224472743199999,259678.40000000002,206867.01709219112,-52811.38290780895,74601.80558762922,0.28728537139642424,-0.3217169610483286,220644.25,225279.26468678398
pf_driven,lot_ceiled_future_demand,pack_direct,25,-2,0.30912021999999995,259678.40000000002,206347.2582413846,-53331.14175861542,74991.23316430769,0.28878502472407286,-0.5704544679278647,220644.25,166615.79857999997
pf_driven,gross_future_demand,038005_333362,21,-2,0.3531812343199999,259678.40000000002,188140.80494516913,-71537.59505483088,75115.33662232164,0.2892629368569802,-0.43859298384880624,220644.25,164264.94526346627
pf_driven,lot_ceiled_future_demand,pack_direct,24,-2,0.30912021999999995,259678.40000000002,199298.12830146152,-60380.2716985385,75185.09551884617,0.289531572586885,-0.4958454160684281,220644.25,166615.79857999997
pf_driven,lot_ceiled_future_demand,038005_333362,23,-1,0.3531812343199999,259678.40000000002,214526.3568940563,-45152.04310594374,75309.96822416646,0.2900124470274249,-0.5631288585105263,220644.25,190364.68529847995
pf_driven,lot_ceiled_future_demand,no_042342,22,-1,0.3890914543199999,259678.40000000002,232305.55629616242,-27372.843703837592,75325.1399374486,0.2900708720380617,-0.5357945291724582,220644.25,251664.35265417595
pf_driven,min_future_and_real_pf_stock,all_direct_priced,19,0,0.5224472743199999,259678.40000000002,231236.38592450597,-28442.014075494022,75439.36101692707,0.29051072795013777,-0.614316292357622,220644.25,242990.7497335063
pf_driven,lot_ceiled_future_demand,all_direct_priced,17,1,0.5224472743199999,259678.40000000002,245857.6590572114,-13820.74094278865,75526.68546091783,0.2908470071477559,-0.4584099490672727,220644.25,225279.26468678398
pf_driven,min_future_and_real_pf_stock,all_direct_priced,15,0,0.5224472743199999,259678.40000000002,199552.42287977276,-60125.97712022727,75539.01595459724,0.2908944908571419,-0.49195056193007497,220644.25,267904.17045672983
pf_driven,min_future_and_real_pf_stock,all_direct_priced,17,1,0.5224472743199999,259678.40000000002,213460.04094663693,-46218.35905336308,75597.394229064,0.29111930075456405,-0.5338584611651543,220644.25,215395.6071511982
pf_driven,gross_future_demand,all_direct_priced,15,1,0.5224472743199999,259678.40000000002,197739.57184499459,-61938.8281550054,75757.975058565,0.29173768422234964,-0.4611652793231518,220644.25,241623.50521661085
pf_driven,lot_ceiled_future_demand,all_direct_priced,15,2,0.5224472743199999,259678.40000000002,220946.97113511508,-38731.428864884954,75776.54911654523,0.2918092113804815,-0.4762776412414676,220644.25,225279.26468678398
pf_driven,min_future_and_real_pf_stock,all_direct_priced,16,1,0.5224472743199999,259678.40000000002,204946.2248446437,-54732.17515535629,75813.17208295039,0.29195024338932457,-0.5107278479387098,220644.25,221249.10641267948
pf_driven,lot_ceiled_future_demand,all_direct_priced,18,-2,0.5224472743199999,259678.40000000002,271851.4203672249,12173.020367224884,75932.65122390489,0.2924103476604326,-0.3999503662137336,220644.25,281599.08085847995
pf_driven,lot_ceiled_future_demand,no_042342,20,0,0.3890914543199999,259678.40000000002,209720.29387847998,-49958.106121520046,75996.21123221048,0.2926551119854808,-0.5526751441782044,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,all_direct_priced,14,2,0.5224472743199999,259678.40000000002,209033.16386802553,-50645.236131974496,76006.93810860092,0.2926964202975716,-0.4147748341061463,220644.25,225279.26468678398
pf_driven,gross_future_demand,038005_333362,25,-2,0.3531812343199999,259678.40000000002,217190.94630027714,-42487.45369972288,76180.00112859522,0.2933628716466029,-0.5467846628426458,220644.25,181835.35848965196
pf_driven,lot_ceiled_future_demand,no_042342,18,1,0.3890914543199999,259678.40000000002,192781.34706521814,-66897.05293478188,76334.61930895847,0.29395829344665736,-0.4997648230815938,220644.25,209720.29387847995
pf_driven,gross_future_demand,no_042342,24,-2,0.3890914543199999,259678.40000000002,231194.4981658237,-28483.901834176315,76557.2472317843,0.29481561512926874,-0.5294139451009724,220644.25,193060.56507886053
pf_driven,lot_ceiled_future_demand,all_direct_priced,16,2,0.5224472743199999,259678.40000000002,227445.41146261847,-32232.98853738157,76659.17436284307,0.2952081280647257,-0.48116109587376443,220644.25,225279.26468678398
pf_driven,lot_ceiled_future_demand,all_direct_priced,12,1,0.5224472743199999,259678.40000000002,191703.98966134986,-67974.41033865017,76751.28294350862,0.29556283057623817,-0.4410058952453542,220644.25,225279.26468678398
pf_driven,gross_future_demand,all_direct_priced,20,-2,0.5224472743199999,259678.40000000002,266797.81802391645,7119.418023916431,76914.42908291174,0.29619109283988093,-0.40551824573018547,220644.25,224768.311252499
pf_driven,min_future_and_real_pf_stock,no_042342,22,-2,0.3890914543199999,259678.40000000002,191527.37525257276,-68151.02474742723,76935.80636963807,0.29627341499962284,-0.6896841715673205,220644.25,202768.3968641445
pf_driven,lot_ceiled_future_demand,pack_direct,22,-2,0.30912021999999995,259678.40000000002,187122.35840523074,-72556.04159476927,77027.02834538464,0.2966247032690614,-0.4793788240175698,220644.25,166615.79857999997
pf_driven,lot_ceiled_future_demand,038005_333362,19,-1,0.3531812343199999,259678.40000000002,186703.82596581688,-72974.57403418311,77306.4414566754,0.2977007000069139,-0.45110138922957344,220644.25,152291.74823878397
pf_driven,gross_future_demand,no_042342,19,-1,0.3890914543199999,259678.40000000002,187412.36387739205,-72266.03612260797,77345.49387630787,0.29785108763881735,-0.44264582745081626,220644.25,167395.703660459
pf_driven,min_future_and_real_pf_stock,no_042342,23,-2,0.3890914543199999,259678.40000000002,196119.97882099904,-63558.42117900096,77389.70651872671,0.29802134686106624,-0.7172283497007941,220644.25,211814.38408563018
pf_driven,min_future_and_real_pf_stock,no_042342,21,-2,0.3890914543199999,259678.40000000002,186685.21775570136,-72993.18224429863,77416.42875120332,0.2981242519639805,-0.6406003199960154,220644.25,180966.82449568628
pf_driven,lot_ceiled_future_demand,no_042342,17,0,0.3890914543199999,259678.40000000002,187135.03146079753,-72543.36853920249,77586.76945004925,0.2987802198798562,-0.42059679826343443,220644.25,209720.29387847995
pf_driven,lot_ceiled_future_demand,all_direct_priced,11,-2,0.5224472743199999,259678.40000000002,189537.8428855154,-70140.55711448463,77615.44947304524,0.29889066427182714,-0.15286722380672033,220644.25,168959.44851508798
pf_driven,lot_ceiled_future_demand,all_direct_priced,18,-1,0.5224472743199999,259678.40000000002,267519.126815556,7840.726815555962,77843.69968544334,0.29976963692568703,-0.4310660088493066,220644.25,281599.08085847995
pf_driven,lot_ceiled_future_demand,no_042342,19,1,0.3890914543199999,259678.40000000002,199234.27918455598,-60444.12081544404,77909.56293548216,0.30002327084379043,-0.5476615244570625,220644.25,209720.29387847995
pf_driven,min_future_and_real_pf_stock,all_direct_priced,15,1,0.5224472743199999,259678.40000000002,195563.2719369033,-64115.12806309668,77934.27496665629,0.30011843482806533,-0.49321747759677054,220644.25,241623.50521661085
pf_driven,min_future_and_real_pf_stock,all_direct_priced,13,-2,0.5224472743199999,259678.40000000002,185872.9589419044,-73805.44105809559,77964.15100727478,0.30023348498479185,-0.2580982503404174,220644.25,196580.71346111206
pf_driven,gross_future_demand,pack_direct,26,-2,0.30912021999999995,259678.40000000002,196403.40766898915,-63274.9923310108,77984.8019889477,0.3003130102039588,-0.5802831849012609,220644.25,174213.04622693997
pf_driven,gross_future_demand,all_direct_priced,18,1,0.5224472743199999,259678.40000000002,231657.31105874552,-28021.088941254504,78015.90566739616,0.3004327878922396,-0.4973612093183704,220644.25,233618.0456322055
pf_driven,lot_ceiled_future_demand,038005_333362,18,-2,0.3531812343199999,259678.40000000002,183775.13849968644,-75903.26150031359,78041.99935162989,0.30053327250795553,-0.39995036621373364,220644.25,190364.68529847995
pf_driven,lot_ceiled_future_demand,no_042342,16,-2,0.3890914543199999,259678.40000000002,183101.94888621135,-76576.45111378864,78088.88031328216,0.30071380720646057,-0.3664538900661705,220644.25,209720.29387847995
pf_driven,gross_future_demand,no_042342,23,-1,0.3890914543199999,259678.40000000002,219909.77598904434,-39768.62401095569,78193.3213668548,0.30111600104920083,-0.5596881746719606,220644.25,193060.56507886053
pf_driven,gross_future_demand,pack_direct,25,-2,0.30912021999999995,259678.40000000002,190095.3577887984,-69583.04221120157,78215.43115438848,0.3012011440088528,-0.5467846628426459,220644.25,159150.54526699998
pf_driven,min_future_and_real_pf_stock,all_direct_priced,18,1,0.5224472743199999,259678.40000000002,221125.51156959252,-38552.88843040744,78343.44016831009,0.3016940961139243,-0.5788504129791069,220644.25,233618.0456322055
pf_driven,lot_ceiled_future_demand,pack_direct,27,-2,0.30912021999999995,259678.40000000002,217241.36814853843,-42437.03185146158,78352.33481115384,0.30172834864645587,-0.5619886401230095,220644.25,233262.11801199996
