day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,26.4,26.4,0.0,0.0,26.4,431.0192,37818.6235,1203.1613,36.2704,26.1708,544.104,0.0,0.0
1,26.4,26.4,0.0,46.7712,26.4,199.306,36717.3655,1168.64,59.8447,39.3701,1319.9212,0.0,0.0
2,70.4,70.4,0.0,0.0,50.0,248.1799,34500.6877,1096.9186,131.5995,84.5,3069.8392,0.0,0.0
3,70.4,70.4,0.0,130.5368,50.0,248.1799,32414.5468,1025.305,148.7994,93.0999,3499.8359,0.0,1319.9212
4,30.8,30.8,0.0,147.1117,38.368,752.5403,30981.979,977.5975,164.8543,93.4776,3499.8359,544.104,1996.56
5,30.8,30.8,0.0,179.3994,32.3136,1522.3603,29799.2158,936.4712,189.6238,98.6581,3499.8359,1319.9212,1704.7506
6,74.8,74.8,0.0,323.5114,50.0,3343.0191,27876.6494,873.798,247.8593,124.0483,3499.8359,3069.8392,384.8293
7,74.8,58.0,16.8,225.806,50.0,3801.8158,25844.3775,803.6869,208.0368,100.9924,2117.6417,3499.8359,17.1056
8,28.6,13.0,32.4,96.7578,37.5001,3340.2036,24777.6457,772.756,115.8125,55.5751,197.2915,3499.8359,0.0
9,28.6,13.0,48.0,241.3483,30.38,1345.0673,26099.3914,825.845,47.9684,40.029,62.7235,3499.8359,0.0
10,66.0,83.8,30.2,338.4298,50.0,1923.0979,26032.6613,825.6709,69.5523,78.2312,162.7235,3499.8359,0.0
11,66.0,75.928,20.272,152.4822,50.0,1918.5525,24410.2069,766.007,70.8233,88.8347,200.0,2117.6417,62.7235
12,66.0,47.6256,38.6464,5380.9093,50.0,1978.4023,26064.282,836.9404,73.5334,92.0658,200.0,197.2915,147.1071
13,66.0,20.44,84.2064,1622.4651,50.0,1999.6304,23831.3023,764.4778,73.7978,99.703,200.0,62.7235,184.3836
14,66.0,0.0,150.2064,361.1528,50.0,1724.1137,20732.9669,653.9058,78.6077,119.0226,553.2786,162.7235,121.6601
15,66.0,89.688,126.5184,2849.3567,50.0,473.2704,21321.2674,698.7011,103.4794,139.1693,2180.7769,200.0,36.0348
16,66.0,75.8346,116.6838,776.0107,50.0,423.1799,19900.1656,635.8623,155.9084,144.7881,3513.4511,200.0,353.2786
17,66.0,0.0,182.6838,206.505,50.0,333.8053,18074.7675,572.2226,152.6507,116.7475,3535.8707,200.0,1995.1515
18,66.0,25.0,223.6838,2512.4379,50.0,712.4933,18504.8928,574.1934,164.4104,102.4854,3499.8359,553.2786,3391.7909
19,66.0,67.0455,222.6383,1898.722,50.0,2338.8535,18280.3947,577.5925,217.1846,114.0962,3504.3138,2180.7769,3146.5573
20,66.0,0.0,288.6383,3069.0669,50.0,3654.8208,19309.994,635.3167,258.6284,127.4589,3514.4638,3513.4511,1504.6844
21,66.0,0.0,354.6383,297.6889,50.0,3812.8658,17432.5898,572.8767,250.8288,122.0872,3166.8573,3535.8707,112.5229
22,66.0,125.0,295.6383,1358.1937,50.0,3798.4912,16469.0304,544.385,185.2056,91.8168,1539.359,3499.8359,14.6279
23,66.0,50.0,311.6383,2450.4116,50.0,3350.1,17125.558,554.6007,116.7819,73.3695,206.6848,3504.3138,20.3
24,66.0,100.0,277.6383,724.7556,50.0,2035.6208,17331.0588,551.4984,74.1874,80.2059,184.2652,3514.4638,30.1967
25,66.0,50.0,293.6383,1110.1597,43.0174,1435.7921,18721.6416,577.0131,56.1243,83.6344,220.3,3166.8573,70.0467
26,66.0,0.0,359.6383,1541.5102,31.9826,689.0246,20498.9863,637.4493,32.4979,77.2698,215.8221,1539.359,113.9652
27,66.0,0.0,425.6383,180.1095,25.0,255.5341,20513.2024,640.5956,18.2889,82.2202,205.6721,206.6848,85.6253
28,66.0,50.0,441.6383,1749.4813,50.0,2092.7352,18406.1158,579.0737,75.6624,111.8975,186.0348,184.2652,35.6253
29,66.0,75.0,432.6383,3856.1688,50.0,2130.0805,18379.4062,578.5561,74.1142,97.7188,121.6601,220.3,0.0
