capacity_node::M-1430,capacity_node::M-1810,capacity_node::SDC-1450,case_dir,demand_item::item:268091,demand_item::item:268967,error,factor::capacity_scale,factor::demand_scale,factor::lead_time_scale,factor::production_stock_scale,factor::supplier_stock_scale,factor::transport_cost_scale,is_baseline,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,run_id,status
1.001437,1.125365,1.014723,,1.03595,1.07521,,1.0,1.0,1.257384,1.172383,1.358635,1.088405,False,1163314.8351,0.978725,0.002094,0.019181,429.1776,1144483.4553,0.726669,17301.0229,1417738.826,1570.1752,43104.3166,46637.017,46637.017,18349.5166,3744.2498,1387576.079,1414770.048,1177288.5748,2988.8461,2968.778,1140.9976,51693.2344,27193.969,0.0,run_0050,ok
1.094687,1.006459,1.040799,,0.910958,1.044616,,1.0,1.0,1.175828,0.960994,1.0416,1.151962,False,1195538.7672,0.977718,0.002042,0.020241,284.8072,1177782.1962,0.804183,19516.1813,1459611.4576,1454.4582,45300.8889,47560.6562,47560.6562,18595.3313,3940.6619,1427087.6983,1456631.094,1211410.262,2649.7049,2980.3636,1169.651,52833.1244,29543.3957,0.0,run_0051,ok
0.857821,0.904027,1.065289,,0.939891,1.012298,,1.0,1.0,0.96571,0.964838,0.961868,0.896426,False,1066862.5995,0.985,0.001852,0.013148,410.3091,1059167.2759,0.717406,11964.6222,1293939.1897,1451.9406,37703.6196,38080.6316,38080.6316,16359.9118,2755.9459,1274530.0692,1291543.1722,1078463.3584,2411.4229,2396.0175,1041.6315,39241.5977,17013.103,0.0,run_0052,ok
0.975002,1.169122,1.026384,,0.973568,0.892951,,1.0,1.0,1.09015,1.038068,1.013214,0.887792,False,1168589.7597,0.983879,0.001947,0.014174,256.3575,1150942.7165,0.815334,12870.07,1417759.3657,1388.2235,39714.7099,40341.97,40341.97,15540.0251,3022.9168,1394903.6262,1414998.4756,1182878.4667,2684.2993,2760.89,1131.866,47102.4026,20094.8494,0.0,run_0053,ok
1.089347,1.137583,1.208444,,0.732578,0.951628,,1.0,1.0,1.086291,0.995034,1.193794,1.21457,False,1366194.3578,0.981363,0.001515,0.017122,230.9067,1350799.8496,0.815662,13387.9454,1662499.5932,1252.6282,42659.38,43195.5158,43195.5158,15522.7287,3519.4899,1631514.8975,1659980.6053,1381137.0821,2490.4736,2518.9879,1021.7215,48031.7563,28465.7078,0.0,run_0054,ok
0.98009,0.77228,0.945974,,0.899241,0.898736,,1.0,1.0,1.004794,1.056049,1.073917,1.153837,False,1000113.5073,0.977908,0.002003,0.020089,286.1145,986097.2739,0.786042,11591.0876,1220246.4676,1337.2454,39351.3582,39935.1107,39935.1107,15495.0715,3245.1073,1193288.5931,1217801.9686,1012553.5377,2523.7944,2444.499,1051.1309,43669.3818,24513.3756,0.0,run_0055,ok
0.76967,0.966315,1.019983,,0.851568,1.039244,,1.0,1.0,1.080617,1.017349,0.899024,1.021894,False,1139039.1802,0.984232,0.001701,0.014066,455.2574,1129321.9635,0.676271,14819.3317,1382182.5154,1406.2914,34279.3465,34744.4005,34744.4005,14745.4677,2759.8551,1360388.7583,1379831.101,1149863.3732,2463.0063,2351.4144,951.034,39563.1171,19442.3427,0.0,run_0056,ok
0.895189,0.942554,1.092687,,0.795138,0.961225,,1.0,1.0,0.85206,1.015843,0.880466,1.107186,False,966273.9709,0.980928,0.001936,0.017136,315.0558,964830.7511,0.758817,17107.5419,1176211.3819,1306.295,36348.837,36835.7785,36835.7785,16483.6404,2950.654,1153779.2122,1173934.8093,976838.9813,2393.1812,2276.5726,991.2392,37451.8421,20155.5971,0.0,run_0057,ok
1.012068,1.295927,0.950984,,0.821421,0.759068,,1.0,1.0,0.994712,0.958831,1.240712,1.156038,False,1001457.3898,0.978903,0.001842,0.019255,190.5404,985639.6586,0.837905,13828.1062,1219604.7599,1175.4887,35385.9604,35921.9973,35921.9973,8778.8896,2901.7209,1193875.2089,1217358.4348,1010401.7789,2408.2373,2246.3251,984.9483,42167.5704,23483.2259,0.0,run_0058,ok
0.760567,0.865616,0.850731,,1.204764,0.889433,,1.0,1.0,1.070918,1.107997,1.126773,1.170862,False,951203.2631,0.978804,0.001963,0.019233,585.09,938022.9056,0.624355,12027.1416,1159378.8024,1557.559,33366.1556,33986.0683,33986.0683,14564.4654,2856.9945,1134804.2209,1157102.6901,960675.7293,2591.8278,2276.1123,972.469,39667.4676,22298.4691,0.0,run_0059,ok
1.034114,1.08699,0.843582,,1.095163,0.873787,,1.0,1.0,1.077332,1.087679,0.928717,1.076508,False,964273.8263,0.976269,0.002449,0.021282,341.122,945915.5476,0.767058,14561.2757,1177334.8381,1464.4066,40537.8492,41863.3139,41863.3139,14507.6779,3460.5469,1149394.9731,1174451.152,979133.3165,2824.3954,2883.6861,1123.2846,48498.0194,25056.179,0.0,run_0060,ok
1.213231,0.967204,1.073511,,0.936965,1.059007,,1.0,1.0,1.135365,0.850674,0.86107,1.307984,False,1236249.7049,0.975001,0.002023,0.022976,389.5299,1215220.8279,0.737603,14775.1892,1514138.6626,1484.5042,48292.1281,48700.6014,48700.6014,17749.9524,4358.4995,1476287.0509,1511076.0367,1255102.4703,2526.2506,3062.6259,1094.9743,54791.2834,34788.9858,0.0,run_0061,ok
1.03181,0.847614,1.246074,,1.09763,1.135844,,1.0,1.0,0.887176,0.900946,1.113861,1.127507,False,1148429.9682,0.98166,0.001749,0.016591,596.7343,1148351.8845,0.64077,19114.3049,1398380.9034,1661.1463,42486.0161,42844.2182,42844.2182,19161.9254,3352.5007,1372734.2703,1395934.9226,1161706.0726,2361.1568,2445.9808,1064.412,42219.6492,23200.6523,0.0,run_0062,ok
1.135451,1.121169,0.83783,,1.001794,0.947834,,1.0,1.0,1.119432,0.992502,1.021828,1.004183,False,981893.2709,0.976602,0.002492,0.020906,320.476,959856.1875,0.778988,14944.6078,1198312.0275,1450.0358,43809.2124,45222.7855,45222.7855,15387.3037,3554.3098,1170274.3543,1195325.8227,996395.117,2727.9753,2986.2048,1129.5599,51713.0812,25051.4684,0.0,run_0063,ok
1.221166,0.920488,1.114193,,0.979978,1.081101,,1.0,1.0,1.223307,1.090468,1.238242,1.104264,False,1283167.4711,0.978621,0.001975,0.019404,356.199,1261321.9731,0.767635,18059.9785,1564288.2049,1532.9275,48325.7532,50904.1032,50904.1032,18394.1785,4049.4633,1530845.4872,1561198.8306,1299741.2755,2882.6112,3089.3742,1176.7285,56460.5027,30353.3434,0.0,run_0064,ok
1.125448,0.824897,1.154033,,0.919798,1.136624,,1.0,1.0,1.0368,1.099137,1.024847,1.04792,False,1251725.1493,0.981403,0.001862,0.016735,377.8085,1244026.758,0.75298,18713.9164,1523197.4973,1529.4639,47534.7305,47994.0845,47994.0845,20464.5525,3685.1229,1494869.9147,1520360.7527,1267708.8549,2705.9889,2836.7446,1151.6553,49684.4367,25490.838,0.0,run_0065,ok
0.880918,0.895401,1.109238,,0.771875,1.136206,,1.0,1.0,0.956161,0.994676,1.1052,1.041573,False,1100133.3848,0.983423,0.00168,0.014897,457.9042,1095137.3863,0.677336,14520.6408,1336272.4051,1419.1352,38294.7408,38779.1,38779.1,16566.1379,2901.0977,1314120.702,1334027.0313,1110497.6498,2379.2334,2245.3738,961.231,39197.0679,19906.3292,0.0,run_0066,ok
0.824138,1.07553,0.996554,,0.742746,1.203311,,1.0,1.0,0.984483,0.966213,1.154274,1.230521,False,1020882.5627,0.98061,0.001664,0.017727,513.4547,1016038.377,0.645252,13523.4083,1242970.4291,1447.3799,35792.1225,36126.9137,36126.9137,15252.7459,2932.7877,1218868.75,1240902.4312,1029802.337,2286.7875,2067.9979,933.9252,36792.2582,22033.6812,0.0,run_0067,ok
0.899718,1.064462,0.93477,,1.10694,0.82942,,1.0,1.0,1.109539,1.023636,1.123651,1.127505,False,1072052.3893,0.979446,0.002061,0.018493,364.5914,1057357.8609,0.746841,18477.1718,1306266.3364,1440.1678,36736.0181,39299.3209,39299.3209,14693.4161,3324.4674,1279416.8101,1303573.7103,1082562.2144,2690.4917,2692.6262,1075.5763,44714.2522,24156.9002,0.0,run_0068,ok
1.068729,0.920828,0.912727,,1.08615,0.944013,,1.0,1.0,1.049467,1.006445,1.066836,1.044448,False,1013136.2463,0.977686,0.002264,0.02005,375.8443,998130.7787,0.751086,16949.4967,1236177.9846,1509.9337,42570.9386,43226.1615,43226.1615,16136.4364,3427.131,1208593.924,1233379.8137,1027473.1031,2647.3461,2798.1709,1134.0895,49116.4914,24785.8898,0.0,run_0069,ok
0.897356,0.995222,1.077346,,1.093104,0.882557,,1.0,1.0,0.909843,1.036143,0.86939,0.95202,False,1017683.3312,0.982802,0.00207,0.015128,399.1021,1014327.5657,0.728391,17673.8477,1236568.938,1469.3979,38177.4125,38408.3499,38408.3499,16134.1128,2942.6139,1215302.0866,1234009.4724,1030534.1571,2593.4553,2559.4657,1070.2958,40865.8819,18707.3858,0.0,run_0070,ok
0.879721,0.750465,1.010422,,0.886926,0.902354,,1.0,1.0,1.240764,0.900263,0.960614,1.062232,False,1147829.6029,0.981945,0.001775,0.01628,391.6325,1132872.9983,0.705711,16043.0125,1395949.8012,1330.777,37410.1428,40352.3244,40352.3244,16357.2434,3159.3896,1370745.6992,1393472.4046,1160747.6249,2343.7543,2477.3966,939.1445,43992.9605,22726.7054,0.0,run_0071,ok
0.997251,1.148638,1.023109,,0.850766,1.146127,,1.0,1.0,0.965623,1.086957,1.077322,1.321456,False,1036863.4693,0.975401,0.002063,0.022536,368.1072,1030483.9665,0.752148,16213.069,1268462.6736,1485.1892,43260.5962,43860.5327,43860.5327,18668.5842,3853.3353,1237259.5732,1265845.8783,1049363.7801,2627.2943,2616.7953,1117.082,44332.781,28586.3051,0.0,run_0072,ok
1.121061,0.968565,0.815476,,1.197002,0.993243,,1.0,1.0,1.017882,0.871678,0.91035,1.033547,False,885841.2537,0.974743,0.002666,0.022591,488.1169,872038.1211,0.700357,13627.9683,1084099.3731,1628.9947,45109.9052,45438.7123,45438.7123,16891.632,3585.6404,1056718.6267,1081209.059,903442.5526,2506.843,2890.3141,1140.8779,48976.8128,24490.4323,0.0,run_0073,ok
0.846018,1.094087,1.033799,,0.93386,1.266913,,1.0,1.0,1.064239,1.043926,0.889228,0.880207,False,1143049.4706,0.985178,0.001861,0.012961,600.4985,1131917.4241,0.633132,13294.2245,1385459.7392,1636.8249,37870.9065,38248.0339,38248.0339,16169.2709,2837.1385,1364925.0357,1382881.3324,1155844.7366,2594.3959,2578.4068,1036.3264,42352.1053,17956.2968,0.0,run_0074,ok
1.25764,0.934454,1.03882,,0.982294,1.141349,,1.0,1.0,1.122831,1.012906,1.062998,0.964567,False,1201666.6698,0.979203,0.002172,0.018625,307.7007,1180026.0115,0.805186,16541.673,1464494.4214,1579.4595,50672.4738,51291.3571,51291.3571,19609.0284,3842.2509,1434037.5812,1461313.7899,1220830.743,2788.2793,3180.6315,1271.7588,58164.3866,27276.2087,0.0,run_0075,ok
0.868138,0.87688,0.81624,,0.894896,1.052769,,1.0,1.0,1.058018,0.944149,1.355211,1.150243,False,909122.7115,0.976851,0.002041,0.021107,450.8751,898154.1818,0.688746,13279.5789,1110510.9873,1448.5758,37981.7511,38367.4684,38367.4684,16375.2241,3016.4218,1084804.2402,1108244.226,920130.3528,2410.3437,2266.7613,997.7007,42156.7975,23439.9857,0.0,run_0076,ok
1.068781,0.985877,1.062786,,0.904122,1.070331,,1.0,1.0,0.816358,0.970663,1.096917,1.036848,False,910666.1463,0.979243,0.002205,0.018552,340.0791,909158.5936,0.768417,18461.3999,1110388.2761,1468.4994,40439.9451,40823.5769,40823.5769,16913.1314,3111.081,1087339.6613,1107939.7448,922057.5045,2453.7137,2448.5313,1128.4204,40937.1588,20600.0835,0.0,run_0077,ok
1.013681,1.048155,1.171602,,1.190731,0.976632,,1.0,1.0,1.193167,1.074561,1.112732,1.174343,False,1332359.6884,0.980468,0.001857,0.017675,397.2301,1314361.0524,0.753576,19126.2197,1622828.789,1611.9762,42335.4912,46087.475,46087.475,17750.2662,3922.629,1591132.1334,1619815.5018,1346443.7664,2870.9968,3013.2872,1214.7462,50617.4953,28683.3685,0.0,run_0078,ok
0.927925,0.849612,1.063277,,1.087426,1.021535,,1.0,1.0,1.138738,0.975389,0.899553,0.89257,False,1207988.789,0.984835,0.001792,0.013373,534.3774,1194841.6925,0.659315,14495.3731,1465232.3975,1568.5397,40734.166,41145.5568,41145.5568,17858.2105,2996.9315,1443011.6038,1462606.0908,1221607.8864,2503.8114,2626.3067,1034.1624,45304.4695,19594.487,0.0,run_0079,ok
0.978864,0.940869,0.912288,,0.820331,0.784705,,1.0,1.0,1.087774,1.024445,1.052998,1.282707,False,1047345.5284,0.977156,0.001908,0.020936,218.4452,1032331.4005,0.817009,14093.7625,1278392.4372,1193.7455,36141.0096,37289.4566,37289.4566,11565.5092,3315.4664,1249188.8824,1275953.8823,1059104.9793,2506.2962,2438.5549,975.3003,43185.0706,26764.9999,0.0,run_0080,ok
1.057123,0.920254,0.785098,,1.205881,1.291227,,1.0,1.0,0.895565,1.047572,1.243843,1.30439,False,754008.8713,0.967018,0.002772,0.03021,742.699,752184.7504,0.600103,18525.2452,929399.303,1857.2241,44041.4727,44441.0988,44441.0988,19801.6973,3798.517,898746.2993,926823.0161,766944.6373,2627.3901,2576.2869,1114.525,44250.2579,28076.7168,0.0,run_0081,ok
1.043604,0.997507,0.828155,,0.880743,1.026796,,1.0,1.0,1.108794,1.187799,1.126642,1.043517,False,964946.3903,0.975418,0.002426,0.022156,378.6217,947786.5307,0.733127,19094.2114,1178692.7505,1418.7321,43632.8299,44918.6815,44918.6815,18765.2634,3511.9531,1149718.2198,1175832.976,978097.6133,2889.4103,2859.7745,1040.1104,51559.4275,26114.7562,0.0,run_0082,ok
0.92777,1.200676,1.116811,,0.943649,1.065184,,1.0,1.0,0.986537,1.153918,1.136755,0.999993,False,1147187.4715,0.98254,0.00192,0.01554,332.4547,1135092.356,0.777484,13027.221,1393664.3271,1494.0695,40733.0383,41382.9318,41382.9318,17510.7406,3201.4637,1369331.3009,1390988.5678,1159620.0996,2779.6669,2675.7593,1161.6148,44797.3172,21657.267,0.0,run_0083,ok
1.004411,1.253756,1.051764,,1.226742,0.969725,,1.0,1.0,1.04022,0.979798,0.974744,1.038279,False,1140578.7507,0.98099,0.002129,0.016881,382.6583,1125659.4492,0.765761,10739.5703,1388568.7843,1633.6223,42592.0721,42889.1033,42889.1033,17675.4091,3504.0056,1362171.5914,1385612.2754,1157283.4323,2756.046,2956.5089,1250.964,47243.644,23440.684,0.0,run_0084,ok
1.09215,0.891417,1.015148,,1.090619,1.040334,,1.0,1.0,1.038063,0.990205,0.912179,1.024739,False,1107350.4201,0.980089,0.002097,0.017814,500.1378,1094251.7989,0.684435,13153.9747,1348994.495,1584.8963,45418.9319,45723.8902,45723.8902,18619.8842,3542.2958,1322134.2777,1346165.5522,1123624.0216,2595.6248,2828.9428,1084.7585,48235.5742,24031.2745,0.0,run_0085,ok
0.907542,0.868843,1.01566,,1.230476,1.034664,,1.0,1.0,1.195841,0.910194,1.152581,1.032778,False,1155849.5776,0.981837,0.001827,0.016336,647.604,1141905.3024,0.615596,15802.6562,1406112.7656,1684.6979,39734.0902,40350.454,40350.454,17440.1299,3141.2053,1380573.1555,1403544.0076,1169136.1456,2447.5459,2568.758,1037.0939,46084.7695,22970.8521,0.0,run_0086,ok
1.126178,0.999512,1.074143,,0.988202,0.845409,,1.0,1.0,1.040843,1.185717,1.444348,0.90576,False,1177230.4067,0.98378,0.00178,0.014441,271.7482,1158006.816,0.800734,13355.6987,1427261.1794,1363.7482,39338.4987,40014.5171,40014.5171,10214.3752,2843.8709,1404110.5027,1424720.97,1187162.5297,2856.1703,2540.2094,1092.0,47296.5421,20610.4673,0.0,run_0087,ok
0.962765,1.181409,1.002483,,0.909455,1.015795,,1.0,1.0,1.028579,1.245564,1.242881,0.981138,False,1082344.9681,0.981494,0.002005,0.016501,331.6563,1071025.0853,0.768381,14546.4888,1315217.983,1431.9047,41197.2842,41924.7857,41924.7857,17710.5496,3149.0011,1290878.5918,1312580.8246,1094185.001,2881.2508,2637.1584,1100.2484,45621.4685,21702.2328,0.0,run_0088,ok
1.00233,1.120275,0.925635,,0.973294,1.19121,,1.0,1.0,1.16546,1.12252,0.957487,1.219352,False,1064993.5747,0.974639,0.002272,0.023088,506.0539,1048201.0553,0.685651,14900.1953,1303117.6068,1609.8499,44575.6237,45062.6184,45062.6184,19282.9255,3913.5553,1270069.4767,1300156.281,1081115.4623,2853.7026,2961.3258,1103.7959,51027.5432,30086.8043,0.0,run_0089,ok
0.949243,1.016002,1.013325,,0.863546,1.011806,,1.0,1.0,0.972788,1.023316,1.479046,1.085143,False,1036027.2762,0.980455,0.001842,0.017703,351.4146,1029593.4394,0.748052,16580.6131,1261493.4993,1394.7931,40325.1554,40626.2769,40626.2769,17470.9491,3043.3994,1236837.1999,1259169.695,1045084.9117,2524.9019,2323.8043,1043.3784,42401.3267,22332.4951,0.0,run_0090,ok
1.098998,0.788637,1.085633,,1.022374,0.90504,,1.0,1.0,1.014171,1.086985,0.912783,0.996503,False,1155939.5345,0.981283,0.001924,0.016793,423.1058,1139591.0994,0.704847,17371.4565,1405875.9884,1433.5142,41614.9151,42391.8985,42391.8985,14348.5451,3248.6471,1379562.9007,1403171.7669,1169374.3953,2656.7574,2704.2215,1010.4083,48760.4891,23608.8662,0.0,run_0091,ok
0.998595,0.78163,1.000688,,1.120374,1.24124,,1.0,1.0,1.089724,1.075397,1.004451,1.187252,False,1139445.089,0.978565,0.001904,0.019531,723.846,1128761.2866,0.587893,14555.2168,1390170.1811,1756.4504,44043.968,44450.8706,44450.8706,18920.2611,3652.9602,1360371.6565,1387523.4343,1154316.0359,2610.7984,2646.7468,1032.6044,46803.845,27151.7778,0.0,run_0092,ok
1.076482,0.971654,1.050722,,1.007889,0.986787,,1.0,1.0,1.052063,1.010252,1.27567,1.223161,False,1161141.9014,0.977175,0.001968,0.020857,366.9214,1145234.5637,0.752672,15952.3088,1418591.827,1483.5403,43342.6703,44072.3951,44072.3951,17058.52,3761.3197,1386213.1271,1415800.1571,1175608.5988,2680.841,2791.6698,1116.6188,50070.5195,29587.03,0.0,run_0093,ok
1.136653,1.136971,1.140882,,1.064812,1.048943,,1.0,1.0,0.924242,0.984,1.389011,1.043178,False,1106668.9122,0.980355,0.002039,0.017605,320.9118,1098948.3593,0.795871,14884.1601,1348209.3054,1572.1053,45792.737,46265.4884,46265.4884,18095.1608,3515.3123,1321724.3988,1345459.7286,1120848.1219,2664.8422,2749.5768,1251.1934,47003.8167,23735.3298,0.0,run_0094,ok
0.810976,1.042335,1.180699,,1.148438,0.780386,,1.0,1.0,0.994938,1.110027,1.16457,0.994934,False,1209768.303,0.985269,0.001679,0.013051,275.1553,1196276.5257,0.808196,12031.0945,1466723.4147,1434.5629,33839.875,34461.6936,34461.6936,14192.3273,2754.2436,1445117.5114,1464260.1153,1219401.042,2704.5532,2463.2994,1159.4076,40405.4701,19142.6039,0.0,run_0095,ok
0.982599,1.065309,1.168153,,1.043241,1.148555,,1.0,1.0,1.28035,0.899219,1.024173,1.153472,False,1322922.5117,0.980436,0.00184,0.017724,466.5374,1302245.2369,0.713807,12657.0552,1611941.4652,1630.1483,43626.0529,45317.0429,45317.0429,19036.4083,3820.1114,1580405.5653,1608975.1426,1340995.3938,2610.2529,2966.3226,1163.6109,51390.23,28569.5773,0.0,run_0096,ok
1.020477,1.106748,0.87492,,0.861872,1.0095,,1.0,1.0,0.867817,0.993608,0.965346,1.178809,False,807405.2162,0.973641,0.002536,0.023823,334.5924,806499.8727,0.759603,18751.8472,988956.1988,1391.8329,40787.7546,41324.3336,41324.3336,17684.7295,3425.5761,962887.975,986448.3718,819619.9577,2464.8856,2507.827,1057.2405,41074.1447,23560.3968,0.0,run_0097,ok
0.988109,0.913813,0.91438,,1.174737,0.860503,,1.0,1.0,0.888864,0.955187,1.10998,1.223936,False,857000.1497,0.97412,0.002354,0.023526,396.2077,850412.5527,0.738254,16227.0651,1049724.1035,1513.7097,38998.9902,39457.6263,39457.6263,14475.4806,3351.8457,1022557.0366,1047253.1028,868718.1356,2465.473,2471.0007,1117.5021,41789.5968,24696.0662,0.0,run_0098,ok
0.949403,1.027535,1.045067,,0.868629,0.981978,,1.0,1.0,0.830655,1.080095,1.301213,1.183463,False,905939.5837,0.976907,0.00211,0.020983,281.2687,902942.7025,0.795647,17224.1525,1106558.1928,1376.389,39154.3808,39616.8425,39616.8425,17266.6425,3194.0989,1081004.398,1104223.0678,915497.3865,2569.5062,2335.125,1095.1203,40427.023,23218.6698,0.0,run_0099,ok
0.906633,1.022414,1.023352,,0.963144,0.994919,,1.0,1.0,1.00614,0.941144,1.251246,0.973239,False,1074418.293,0.982998,0.001876,0.015126,353.0729,1065843.0482,0.757556,13958.3972,1305498.0499,1456.3094,39372.367,39847.5897,39847.5897,17216.6749,2949.9608,1283301.8186,1303048.6001,1085847.123,2467.0008,2449.4498,1103.2364,42037.9831,19746.7815,0.0,run_0100,ok
1.062185,1.085618,0.793957,,0.922276,1.020478,,1.0,1.0,1.266891,1.073581,1.406073,0.988222,False,930147.1903,0.975744,0.002507,0.021749,356.9599,911720.648,0.752956,18506.2715,1135010.6643,1444.9233,43308.7041,47323.4181,47323.4181,17249.43,3516.0753,1107480.0058,1132165.426,944083.8818,2807.2703,2845.2383,1087.9634,51428.7973,24685.4202,0.0,run_0101,ok
0.951829,1.044249,1.038773,,1.109723,1.034052,,1.0,1.0,1.057021,0.969173,1.304199,1.052458,False,1146046.5531,0.981284,0.001918,0.016798,430.514,1134813.3014,0.729989,15793.3453,1394957.7424,1594.4327,41418.6083,41987.6251,41987.6251,18152.9441,3296.1755,1368849.3046,1392281.9204,1159237.8063,2623.065,2675.822,1163.9187,46289.844,23432.6158,0.0,run_0102,ok
1.047693,0.935813,0.981688,,1.04132,1.168139,,1.0,1.0,1.080147,1.144278,1.130775,1.1412,False,1114776.446,0.97744,0.002118,0.020443,443.3579,1103050.9104,0.7302,17294.9104,1361022.758,1643.2851,45788.2249,46352.7845,46352.7845,19925.6748,3787.3222,1330317.5607,1358140.7532,1129803.7677,2843.3918,2882.0048,1199.9272,50196.645,27823.1925,0.0,run_0103,ok
0.854236,1.012065,1.228363,,1.086802,0.877807,,1.0,1.0,1.048875,0.971788,0.847078,1.146556,False,1324927.0856,0.983756,0.001614,0.01463,384.7045,1311507.6965,0.736716,13304.8887,1609817.551,1461.1779,37056.2003,37355.0429,37355.0429,15995.4308,3204.3143,1583667.4049,1607218.9431,1338142.5553,2554.0161,2598.6078,1076.4734,42932.2911,23551.5382,0.0,run_0104,ok
1.113366,1.086413,0.946919,,1.12236,0.994504,,1.0,1.0,1.034723,0.960303,1.239595,1.255906,False,1037133.2157,0.973985,0.002303,0.023711,331.4523,1022540.6499,0.789476,15005.0237,1270899.5246,1574.4176,44540.3784,45223.263,45223.263,16926.6735,3980.8261,1237837.593,1267972.1805,1052401.0899,2683.893,2927.344,1242.9653,49803.3435,30134.5876,0.0,run_0105,ok
1.239913,1.223244,1.112452,,1.141335,1.077197,,1.0,1.0,0.907317,1.229113,0.883798,1.30563,False,1062531.1402,0.972225,0.002469,0.025306,284.1722,1052923.5117,0.827778,17602.1697,1303579.5719,1650.0332,49628.5092,49755.3486,49755.3486,17899.4647,4492.6587,1267373.2181,1300361.4408,1080043.1778,3101.7107,3218.1311,1365.8609,52199.178,32988.2227,0.0,run_0106,ok
1.057145,1.026542,1.121213,,0.986114,1.057326,,1.0,1.0,0.991252,1.036345,0.757797,1.175865,False,1158221.1205,0.978533,0.00204,0.019428,334.2407,1145680.7246,0.780077,11901.1378,1413424.3747,1519.8085,45294.509,45389.4681,45389.4681,19058.2655,3831.0207,1383081.7586,1410541.3368,1176709.8532,2692.5636,2883.0379,1185.5678,48165.5104,27459.5782,0.0,run_0107,ok
1.176493,0.899615,0.806673,,1.155647,1.019025,,1.0,1.0,1.205363,0.850025,0.936891,0.914024,False,946176.71,0.976715,0.002612,0.020674,468.7763,921791.4063,0.710169,12699.2558,1154948.302,1617.4123,46513.7181,48303.6414,48303.6414,17142.898,3542.0566,1128054.9385,1151931.7904,964664.5722,2530.473,3016.5116,1148.636,53838.4603,23876.8519,0.0,run_0108,ok
0.934063,0.997779,0.832267,,0.858619,1.201649,,1.0,1.0,1.137452,1.002081,0.969306,1.252531,False,961114.7325,0.974132,0.002257,0.023611,488.8481,949693.4106,0.680976,16276.6497,1176875.023,1532.3243,41446.3195,41944.8196,41944.8196,17819.0284,3653.2507,1146432.0969,1174219.1272,974266.9922,2542.839,2655.8959,1043.4762,45715.0231,27787.0303,0.0,run_0109,ok
0.974669,1.084613,0.866776,,1.084977,1.201386,,1.0,1.0,1.169957,1.077678,1.032515,0.927592,False,1000765.9206,0.979141,0.002413,0.018446,472.1265,984261.162,0.722357,16190.5428,1218919.7292,1700.4825,43538.7388,43994.3587,43994.3587,18841.6649,3324.1986,1193494.4651,1215978.2499,1015360.0678,2829.5735,2941.4793,1228.356,50352.4008,22483.7848,0.0,run_0110,ok
0.958255,0.982505,1.20566,,1.206586,0.776739,,1.0,1.0,1.003745,1.002036,1.048047,0.909007,False,1253811.9653,0.98579,0.001697,0.012513,402.3359,1236622.2822,0.727248,13368.4441,1519356.9732,1475.098,36110.0546,36808.5846,36808.5846,11937.9384,2813.678,1497766.9595,1516778.7514,1264675.859,2595.8179,2578.2218,1072.762,43735.9766,19011.7919,0.0,run_0111,ok
0.967703,0.884839,0.848286,,1.236847,0.954089,,1.0,1.0,1.15275,1.0386,1.145419,0.90919,False,980753.722,0.980013,0.002265,0.017722,599.0035,963113.2722,0.632402,16055.3375,1193391.7064,1629.5086,40465.4738,42341.7873,42341.7873,17385.9856,3093.547,1169539.3469,1190689.0679,993491.0126,2663.4447,2702.6385,1030.5051,48094.8968,21149.721,0.0,run_0112,ok
1.1041,0.909386,0.850553,,1.030716,0.762003,,1.0,1.0,1.14902,1.068172,1.132723,1.038243,False,997544.8998,0.980299,0.002038,0.017662,386.4623,981994.7917,0.710154,13383.6239,1212123.3074,1333.3348,37275.2931,38039.6415,38039.6415,7604.585,2994.0898,1188243.7362,1209652.5358,1006199.3494,2608.5514,2470.7716,946.8725,42796.943,21408.7995,0.0,run_0113,ok
0.943189,0.862972,1.166193,,0.897158,1.14685,,1.0,1.0,1.044435,0.94393,1.193508,0.890737,False,1261425.0564,0.985842,0.001607,0.012551,467.5704,1253010.8989,0.692435,16270.7082,1529125.1686,1520.2309,41338.8503,41834.6945,41834.6945,17857.8193,2896.6315,1507475.9273,1526667.4729,1274272.0146,2440.1774,2457.6958,1052.6606,44362.3533,19191.5456,0.0,run_0114,ok
1.052999,0.768121,0.751719,,0.912409,0.877227,,1.0,1.0,0.816839,0.914014,0.886347,1.215656,False,657991.948,0.968406,0.002893,0.028701,352.0038,655365.6209,0.735543,15333.8884,809801.1574,1331.0418,40023.575,40365.1849,40365.1849,13913.8269,3343.2224,784216.4147,807458.2893,669699.5935,2274.2126,2342.8681,979.038,39108.3045,23241.8746,0.0,run_0115,ok
