day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
216,47.5,47.5,0.0,18118.927,276.7996,465.0705,5145798.8053,11445.1552,14715.1995,6540.0887,32700.4434,1570.4271,13.1142,0.0,0.0,0.0,134.2825,134.2825,0.0,0.0
217,47.5,47.5,0.0,18036.3973,276.7996,462.2636,5161880.9713,11486.5233,14768.3871,6563.7276,32818.638,1567.3373,13.0862,0.0,0.0,0.0,134.2825,131.4756,0.0,0.0
218,47.5,47.5,0.0,18995.7842,276.7996,455.428,5178922.5242,11528.6632,14822.567,6587.8076,32939.0378,1559.8127,13.0178,0.0,0.0,0.0,131.4756,124.64,0.0,0.0
219,47.5,47.5,0.0,256.9825,276.7996,455.428,5177225.2754,11528.4559,14822.3004,6587.6891,32938.4453,1559.8127,13.0178,0.0,0.0,0.0,124.64,124.64,0.0,0.0
220,47.5,47.5,0.0,108.7687,276.7996,455.428,5175379.8127,11528.1694,14821.932,6587.5254,32937.6268,1559.8127,13.0178,0.0,0.0,0.0,124.64,124.64,0.0,0.0
221,47.5,47.5,0.0,782.1968,276.7996,464.6698,5174207.7782,11528.4187,14822.2526,6587.6678,32938.339,1569.9861,13.1102,0.0,0.0,0.0,124.64,133.8819,0.0,0.0
222,47.5,47.5,0.0,876.9092,276.7996,429.4455,5173130.4561,11528.774,14822.7094,6587.8709,32939.3543,1424.4074,10.419,0.0,0.0,0.0,133.8819,98.6575,0.0,0.0
223,47.5,47.5,0.0,667.1842,276.7996,417.5705,5171843.4089,11528.9095,14822.8836,6587.9483,32939.7413,1375.7341,9.5206,0.0,0.0,0.0,99.0288,86.7825,0.0,0.0
224,47.5,47.5,0.0,510.8646,276.7996,417.5705,5170400.0421,11528.9371,14822.9191,6587.964,32939.8202,1375.7341,9.5206,0.0,0.0,0.0,91.8175,86.7825,0.0,0.0
225,47.5,47.5,0.0,275.6258,276.7996,417.5705,5168721.4365,11528.733,14822.6567,6587.8474,32939.2371,1375.7341,9.5206,0.0,0.0,0.0,91.8175,86.7825,0.0,0.0
226,47.5,47.5,0.0,452.3483,276.7996,417.5705,5167219.5535,11528.7108,14822.6282,6587.8348,32939.1738,1375.7341,9.5206,0.0,0.0,0.0,91.8175,86.7825,0.0,0.0
227,47.5,47.5,0.0,250.3304,276.7996,435.8375,5165515.6525,11528.5249,14822.3891,6587.7285,32938.6425,1426.4581,14.5114,0.0,0.0,0.0,91.8175,105.0495,0.0,0.0
228,47.5,47.5,0.0,246.9813,276.7996,441.3205,5163808.4024,11528.3529,14822.168,6587.6302,32938.1511,1441.6831,16.0094,0.0,0.0,0.0,110.0845,110.5325,0.0,0.0
229,47.5,47.5,0.0,604.368,276.7996,441.3205,5162458.539,11528.3086,14822.111,6587.6049,32938.0245,1441.6831,16.0094,0.0,0.0,0.0,115.5675,110.5325,0.0,0.0
230,47.5,47.5,0.0,464.9161,276.7996,454.3075,5160969.2238,11528.2676,14822.0584,6587.5815,32937.9075,1479.2312,18.8126,0.0,0.0,0.0,115.5675,175.4676,0.0,0.0
231,47.5,47.5,0.0,509.7806,276.7996,634.3075,5159524.773,11528.2854,14822.0812,6587.5917,32937.9583,2148.9752,20.6126,0.0,0.0,0.0,180.5026,355.4676,0.0,0.0
232,47.5,47.5,0.0,194.3046,276.7996,451.3465,5157764.8463,11528.0881,14821.8276,6587.4789,32937.3947,1470.6702,18.1735,0.0,0.0,0.0,360.5026,160.6624,0.0,0.0
233,47.5,47.5,0.0,437.8858,276.7996,441.3205,5156248.5007,11528.0537,14821.7833,6587.4592,32937.2962,1441.6831,16.0094,0.0,0.0,0.0,165.6974,110.5325,0.0,0.0
234,47.5,47.5,0.0,449.1603,276.7996,436.8034,5154743.4296,11528.0862,14821.8252,6587.4779,32937.3893,1429.1402,14.7753,0.0,0.0,0.0,115.5675,106.0155,0.0,0.0
235,47.5,47.5,0.0,1150.2391,276.7996,417.5705,5153939.4374,11528.6378,14822.5343,6587.793,32938.965,1375.7341,9.5206,0.0,0.0,0.0,111.0505,86.7825,0.0,0.0
236,47.5,47.5,0.0,204.1396,276.7996,433.1955,5152189.3456,11528.4293,14822.2663,6587.6739,32938.3696,1439.7779,10.7027,0.0,0.0,0.0,91.8175,102.4075,0.0,0.0
237,47.5,47.5,0.0,238.1616,276.7996,465.0705,5150473.2759,11528.2684,14822.0594,6587.5819,32937.9097,1570.4271,13.1142,0.0,0.0,0.0,107.4425,134.2825,0.0,0.0
238,47.5,47.5,0.0,428.4697,276.7996,465.0705,5148947.5142,11528.2254,14822.0041,6587.5574,32937.787,1570.4271,13.1142,0.0,0.0,0.0,139.3175,134.2825,0.0,0.0
239,47.5,47.5,0.0,208.3373,276.7996,462.2636,5147201.6201,11528.0018,14821.7166,6587.4296,32937.148,1567.3373,13.0862,0.0,0.0,0.0,139.3175,131.4756,0.0,0.0
240,47.5,47.5,0.0,452.7121,276.7996,455.428,5145700.1009,11527.9915,14821.7034,6587.4237,32937.1187,1559.8127,13.0178,0.0,0.0,0.0,136.5106,124.64,0.0,0.0
241,47.5,47.5,0.0,393.1714,276.7996,455.428,5144139.0409,11527.9532,14821.6541,6587.4018,32937.0092,1559.8127,13.0178,0.0,0.0,0.0,129.675,124.64,0.0,0.0
242,47.5,47.5,0.0,518.6122,276.7996,455.428,5142703.4218,11527.9462,14821.6451,6587.3978,32936.9892,1559.8127,13.0178,0.0,0.0,0.0,129.675,124.64,0.0,0.0
243,47.5,47.5,0.0,836.4118,276.7996,464.6698,5141585.6022,11528.2787,14822.0726,6587.5878,32937.9392,1569.9861,13.1102,0.0,0.0,0.0,129.675,133.8819,0.0,0.0
244,47.5,47.5,0.0,481.1385,276.7996,429.4455,5140112.8807,11528.2806,14822.075,6587.5889,32937.9445,1424.4074,10.419,0.0,0.0,0.0,138.9169,99.0288,0.0,0.0
245,47.5,47.5,0.0,1090.9905,276.7996,417.5705,5139254.6748,11528.8598,14822.8198,6587.9199,32939.5995,1375.7341,9.5206,0.0,0.0,0.0,103.6925,91.8175,0.0,0.0
246,47.5,47.5,0.0,178.1755,276.7996,417.5705,5137483.654,11528.6053,14822.4925,6587.7744,32938.8722,1375.7341,9.5206,0.0,0.0,0.0,91.8175,91.8175,0.0,0.0
247,47.5,47.5,0.0,466.841,276.7996,417.5705,5136001.2986,11528.619,14822.5102,6587.7823,32938.9115,1375.7341,9.5206,0.0,0.0,0.0,91.8175,91.8175,0.0,0.0
248,47.5,47.5,0.0,227.3305,276.7996,417.5705,5134279.4328,11528.3968,14822.2245,6587.6553,32938.2766,1375.7341,9.5206,0.0,0.0,0.0,91.8175,91.8175,0.0,0.0
249,47.5,47.5,0.0,1016.2173,276.7996,435.8375,5133346.4538,11528.8622,14822.8229,6587.9213,32939.6064,1426.4581,14.5114,0.0,0.0,0.0,91.8175,110.0845,0.0,0.0
250,47.5,47.5,0.0,126.7,276.7996,441.3205,5131523.9574,11528.6149,14822.5049,6587.7799,32938.8997,1441.6831,16.0094,0.0,0.0,0.0,110.0845,115.5675,0.0,0.0
251,47.5,47.5,0.0,474.0977,276.7996,441.3205,5130048.8588,11528.6336,14822.5289,6587.7906,32938.953,1441.6831,16.0094,0.0,0.0,0.0,115.5675,115.5675,0.0,0.0
252,47.5,47.5,0.0,738.4711,276.7996,634.3075,5128838.1335,11528.7744,14822.7099,6587.8711,32939.3553,2148.9752,20.6126,0.0,0.0,0.0,115.5675,360.5026,0.0,0.0
253,47.5,47.5,0.0,385.698,276.7996,454.3075,5127274.6351,11528.6777,14822.5856,6587.8158,32939.079,1479.2312,18.8126,0.0,0.0,0.0,360.5026,180.5026,0.0,0.0
254,47.5,47.5,0.0,408.6138,276.7996,451.3465,5125734.0526,11528.6671,14822.5719,6587.8098,32939.0488,1470.6702,18.1735,0.0,0.0,0.0,180.5026,165.6974,0.0,0.0
255,47.5,47.5,0.0,519.4476,276.7996,441.3205,5124304.3039,11528.7429,14822.6694,6587.8531,32939.2654,1441.6831,16.0094,0.0,0.0,0.0,165.6974,115.5675,0.0,0.0
256,47.5,47.5,0.0,571.8111,276.7996,436.8034,5122926.9187,11528.8038,14822.7477,6587.8879,32939.4393,1429.1402,14.7753,0.0,0.0,0.0,115.5675,111.0505,0.0,0.0
257,47.5,47.5,0.0,433.6589,276.7996,417.5705,5121411.3812,11528.7932,14822.7341,6587.8818,32939.4092,1375.7341,9.5206,0.0,0.0,0.0,111.0505,91.8175,0.0,0.0
258,47.5,47.5,0.0,135.8049,276.7996,433.1955,5119597.9898,11528.5338,14822.4005,6587.7336,32938.6679,1439.7779,10.7027,0.0,0.0,0.0,91.8175,107.4425,0.0,0.0
259,47.5,47.5,0.0,238.0666,276.7996,465.0705,5117886.86,11528.3772,14822.1992,6587.6441,32938.2204,1570.4271,13.1142,0.0,0.0,0.0,107.4425,139.3175,0.0,0.0
260,47.5,47.5,0.0,301.1516,276.7996,465.0705,5116238.8153,11528.1908,14821.9596,6587.5376,32937.6881,1570.4271,13.1142,0.0,0.0,0.0,139.3175,139.3175,0.0,0.0
261,47.5,47.5,0.0,245.0353,276.7996,462.2636,5114534.6543,11528.0113,14821.7288,6587.435,32937.1751,1567.3373,13.0862,0.0,0.0,0.0,139.3175,136.5106,0.0,0.0
262,47.5,47.5,0.0,396.2388,276.7996,455.428,5112981.6967,11527.985,14821.695,6587.42,32937.1,1559.8127,13.0178,0.0,0.0,0.0,136.5106,129.675,0.0,0.0
263,47.5,47.5,0.0,413.3278,276.7996,455.428,5111445.8282,11527.9533,14821.6542,6587.4019,32937.0094,1559.8127,13.0178,0.0,0.0,0.0,129.675,129.675,0.0,0.0
264,47.5,47.5,0.0,426.8116,276.7996,455.428,5109923.4435,11527.8177,14821.4799,6587.3244,32936.622,1559.8127,13.0178,0.0,0.0,0.0,129.675,129.675,0.0,0.0
265,47.5,47.5,0.0,886.7847,276.7996,464.6698,5108861.0318,11528.1584,14821.918,6587.5191,32937.5956,1569.9861,13.1102,0.0,0.0,0.0,129.675,138.9169,0.0,0.0
266,47.5,47.5,0.0,590.6101,276.7996,429.4455,5107502.4455,11528.2538,14822.0406,6587.5736,32937.8679,1424.4074,10.419,0.0,0.0,0.0,138.9169,103.6925,0.0,0.0
267,47.5,47.5,0.0,524.774,276.7996,417.5705,5106078.0231,11528.3334,14822.1429,6587.6191,32938.0953,1375.7341,9.5206,0.0,0.0,0.0,103.6925,91.8175,0.0,0.0
268,47.5,47.5,0.0,579.9785,276.7996,417.5705,5104708.8053,11528.4198,14822.254,6587.6684,32938.3422,1375.7341,9.5206,0.0,0.0,0.0,91.8175,91.8175,0.0,0.0
269,47.5,47.5,0.0,214.5995,276.7996,417.5705,5102974.2084,11528.2626,14822.0519,6587.5786,32937.8931,1375.7341,9.5206,0.0,0.0,0.0,91.8175,91.8175,0.0,0.0
270,47.5,47.5,0.0,945.9857,276.7996,417.5705,5101970.9977,11528.607,14822.4948,6587.7754,32938.8772,1375.7341,9.5206,0.0,0.0,0.0,91.8175,91.8175,0.0,0.0
271,47.5,47.5,0.0,544.9432,276.7996,435.8375,5100566.7445,11528.6831,14822.5925,6587.8189,32939.0945,1426.4581,14.5114,0.0,0.0,0.0,91.8175,110.0845,0.0,0.0
272,47.5,47.5,0.0,150.7407,276.7996,441.3205,5098768.2889,11528.4001,14822.2288,6587.6572,32938.2861,1441.6831,16.0094,0.0,0.0,0.0,110.0845,115.5675,0.0,0.0
273,47.5,47.5,0.0,299.3624,276.7996,621.3205,5097118.455,11528.2938,14822.092,6587.5965,32937.9823,2111.4271,17.8094,0.0,0.0,0.0,115.5675,295.5675,0.0,0.0
274,47.5,47.5,0.0,156.1234,276.7996,454.3075,5095325.382,11528.0697,14821.8038,6587.4684,32937.3419,1479.2312,18.8126,0.0,0.0,0.0,295.5675,180.5026,0.0,0.0
