capacity_node::M-1430,capacity_node::M-1810,capacity_node::SDC-1450,case_id,case_input,case_output_dir,demand_item::item:268091,demand_item::item:268967,edge_src_lead_time::SDC-1450,edge_src_lead_time::SDC-VD0500655A,edge_src_lead_time::SDC-VD0505677A,edge_src_lead_time::SDC-VD0508918A,edge_src_lead_time::SDC-VD0514881A,edge_src_lead_time::SDC-VD0518684A,edge_src_lead_time::SDC-VD0519670A,edge_src_lead_time::SDC-VD0520115A,edge_src_lead_time::SDC-VD0520132A,edge_src_lead_time::SDC-VD0525412A,edge_src_lead_time::SDC-VD0901566A,edge_src_lead_time::SDC-VD0910216A,edge_src_lead_time::SDC-VD0914320A,edge_src_lead_time::SDC-VD0914360C,edge_src_lead_time::SDC-VD0914690A,edge_src_lead_time::SDC-VD0949099A,edge_src_lead_time::SDC-VD0951020A,edge_src_lead_time::SDC-VD0960508A,edge_src_lead_time::SDC-VD0964290A,edge_src_lead_time::SDC-VD0972460A,edge_src_lead_time::SDC-VD0975221A,edge_src_lead_time::SDC-VD0989480A,edge_src_lead_time::SDC-VD0990780A,edge_src_lead_time::SDC-VD0993480A,edge_src_lead_time::SDC-VD1091642A,edge_src_lead_time::SDC-VD1095770A,edge_src_lead_time::SDC-VD1096202A,edge_src_reliability::SDC-1450,edge_src_reliability::SDC-VD0500655A,edge_src_reliability::SDC-VD0505677A,edge_src_reliability::SDC-VD0508918A,edge_src_reliability::SDC-VD0514881A,edge_src_reliability::SDC-VD0518684A,edge_src_reliability::SDC-VD0519670A,edge_src_reliability::SDC-VD0520115A,edge_src_reliability::SDC-VD0520132A,edge_src_reliability::SDC-VD0525412A,edge_src_reliability::SDC-VD0901566A,edge_src_reliability::SDC-VD0910216A,edge_src_reliability::SDC-VD0914320A,edge_src_reliability::SDC-VD0914360C,edge_src_reliability::SDC-VD0914690A,edge_src_reliability::SDC-VD0949099A,edge_src_reliability::SDC-VD0951020A,edge_src_reliability::SDC-VD0960508A,edge_src_reliability::SDC-VD0964290A,edge_src_reliability::SDC-VD0972460A,edge_src_reliability::SDC-VD0975221A,edge_src_reliability::SDC-VD0989480A,edge_src_reliability::SDC-VD0990780A,edge_src_reliability::SDC-VD0993480A,edge_src_reliability::SDC-VD1091642A,edge_src_reliability::SDC-VD1095770A,edge_src_reliability::SDC-VD1096202A,error,factor::capacity_scale,factor::demand_scale,factor::lead_time_scale,factor::production_stock_scale,factor::safety_stock_days_scale,factor::supplier_capacity_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,level,parameter,status,supplier_capacity_node::SDC-1450,supplier_capacity_node::SDC-VD0500655A,supplier_capacity_node::SDC-VD0505677A,supplier_capacity_node::SDC-VD0508918A,supplier_capacity_node::SDC-VD0514881A,supplier_capacity_node::SDC-VD0518684A,supplier_capacity_node::SDC-VD0519670A,supplier_capacity_node::SDC-VD0520115A,supplier_capacity_node::SDC-VD0520132A,supplier_capacity_node::SDC-VD0525412A,supplier_capacity_node::SDC-VD0901566A,supplier_capacity_node::SDC-VD0910216A,supplier_capacity_node::SDC-VD0914320A,supplier_capacity_node::SDC-VD0914360C,supplier_capacity_node::SDC-VD0914690A,supplier_capacity_node::SDC-VD0949099A,supplier_capacity_node::SDC-VD0951020A,supplier_capacity_node::SDC-VD0960508A,supplier_capacity_node::SDC-VD0964290A,supplier_capacity_node::SDC-VD0972460A,supplier_capacity_node::SDC-VD0975221A,supplier_capacity_node::SDC-VD0989480A,supplier_capacity_node::SDC-VD0990780A,supplier_capacity_node::SDC-VD0993480A,supplier_capacity_node::SDC-VD1091642A,supplier_capacity_node::SDC-VD1095770A,supplier_capacity_node::SDC-VD1096202A,supplier_node::SDC-1450,supplier_node::SDC-VD0500655A,supplier_node::SDC-VD0505677A,supplier_node::SDC-VD0508918A,supplier_node::SDC-VD0514881A,supplier_node::SDC-VD0518684A,supplier_node::SDC-VD0519670A,supplier_node::SDC-VD0520115A,supplier_node::SDC-VD0520132A,supplier_node::SDC-VD0525412A,supplier_node::SDC-VD0901566A,supplier_node::SDC-VD0910216A,supplier_node::SDC-VD0914320A,supplier_node::SDC-VD0914360C,supplier_node::SDC-VD0914690A,supplier_node::SDC-VD0949099A,supplier_node::SDC-VD0951020A,supplier_node::SDC-VD0960508A,supplier_node::SDC-VD0964290A,supplier_node::SDC-VD0972460A,supplier_node::SDC-VD0975221A,supplier_node::SDC-VD0989480A,supplier_node::SDC-VD0990780A,supplier_node::SDC-VD0993480A,supplier_node::SDC-VD1091642A,supplier_node::SDC-VD1095770A,supplier_node::SDC-VD1096202A,value
,,,supplier_capacity_node_SDC-VD0989480A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0989480A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0989480A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040856.4183,0.329708,0.188405,0.000483,0.057494,0.42391,648.153,5037334.4926,0.96275,4382366.6515,9721400.0351,17400.0,35463.7005,0.0,561541.7657,4743967.2755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205224.4816,9157784.233,1831556.8466,9716709.2664,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121002.9049,high,supplier_capacity_node_scale::SDC-VD0989480A,ok,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD0990780A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0990780A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0990780A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040058.106,0.329708,0.188404,0.000483,0.057495,0.42391,648.153,5036513.6926,0.96275,4382366.6515,9721259.2184,17400.0,35463.7005,0.0,560720.9658,4743146.4755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205175.1957,9157643.4163,1831528.6833,9716568.4497,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120939.5373,low,supplier_capacity_node_scale::SDC-VD0990780A,ok,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD0990780A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0990780A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0990780A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040856.4183,0.329708,0.188405,0.000483,0.057494,0.423911,648.153,5037334.4926,0.96275,4382366.6515,9721460.3931,17400.0,35463.7005,0.0,561541.7657,4743967.2755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205245.6069,9157844.591,1831568.9182,9716769.6244,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121030.066,high,supplier_capacity_node_scale::SDC-VD0990780A,ok,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD0993480A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0993480A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0993480A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040001.3029,0.329786,0.188449,0.000482,0.057274,0.42401,645.17,5036202.5229,0.962921,4381825.1707,9719100.2651,17400.0,35051.8329,0.0,560242.6157,4743031.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205218.8699,9157768.1996,1831553.6399,9714418.1213,0.0,70844.543,4682.1438,16754.83,168160.6485,14116.5625,556649.9217,0.0,4120995.6898,low,supplier_capacity_node_scale::SDC-VD0993480A,ok,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD0993480A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0993480A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD0993480A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040998.752,0.329673,0.188384,0.000483,0.057595,0.423865,645.17,5037353.9541,0.962921,4383019.2532,9722516.865,17400.0,35284.3329,0.0,561476.3657,4744081.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205248.8254,9157853.787,1831570.7574,9717821.9587,0.0,70844.3903,4694.9063,16754.83,169436.8985,0.0,559968.1717,0.0,4121034.2041,high,supplier_capacity_node_scale::SDC-VD0993480A,ok,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD1091642A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1091642A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1091642A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4039658.9498,0.329707,0.188404,0.000483,0.057497,0.423909,648.153,5036103.2926,0.96275,4382366.6515,9720888.8014,17400.0,35463.7005,0.0,560310.5658,4742736.0755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205045.5498,9157272.9994,1831454.5999,9716198.0328,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120772.8497,low,supplier_capacity_node_scale::SDC-VD1091642A,ok,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD1091642A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1091642A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1091642A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4041255.5745,0.329709,0.188405,0.000482,0.057492,0.423912,648.153,5037744.8926,0.96275,4382366.6515,9721830.81,17400.0,35463.7005,0.0,561952.1657,4744377.6755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205375.2528,9158215.0079,1831643.0016,9717140.0413,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121196.7536,high,supplier_capacity_node_scale::SDC-VD1091642A,ok,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD1095770A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1095770A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1095770A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040076.578,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036533.2355,0.96275,4382366.6515,9721327.3379,17400.0,35463.7005,0.0,560740.5086,4743166.0183,794048.5399,0.0,0.0,0.0,0.0,0.0,3205199.0376,9157711.5359,1831542.3072,9716636.5693,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120970.1911,low,supplier_capacity_node_scale::SDC-VD1095770A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD1095770A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1095770A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1095770A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040837.9463,0.329708,0.188405,0.000483,0.057494,0.42391,648.153,5037314.9498,0.96275,4382366.6515,9721392.2735,17400.0,35463.7005,0.0,561522.2229,4743947.7326,794048.5399,0.0,0.0,0.0,0.0,0.0,3205221.765,9157776.4714,1831555.2943,9716701.5049,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120999.4121,high,supplier_capacity_node_scale::SDC-VD1095770A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD1096202A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1096202A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1096202A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040058.106,0.329706,0.188403,0.000483,0.0575,0.423908,648.153,5036513.6926,0.96275,4382366.6515,9720385.0664,17400.0,35463.7005,0.0,560720.9658,4743146.4755,794048.5399,0.0,0.0,0.0,0.0,0.0,3204869.2425,9156769.2643,1831353.8529,9715694.2977,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120546.1689,low,supplier_capacity_node_scale::SDC-VD1096202A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD1096202A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1096202A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_capacity_node_SDC-VD1096202A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040856.4183,0.32971,0.188406,0.000482,0.057489,0.423913,648.153,5037334.4926,0.96275,4382366.6515,9722334.5451,17400.0,35463.7005,0.0,561541.7657,4743967.2755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205551.56,9158718.743,1831743.7486,9717643.7764,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121423.4343,high,supplier_capacity_node_scale::SDC-VD1096202A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-1450_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-1450_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-1450_low\simulation_output,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4037846.8187,0.328524,0.187728,0.00049,0.060871,0.422387,648.153,5034523.0086,0.96275,4380271.8624,9754080.795,17400.0,35464.3329,0.0,561131.3657,4732269.2293,794048.5399,0.0,0.0,0.0,0.0,0.0,3204445.1973,9155557.7065,1831111.5413,9749302.4463,0.0,79524.7008,4778.3487,16751.847,177781.1447,0.0,593744.7398,0.0,4120000.9679,low,edge_src_lead_time_scale::SDC-1450,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
,,,supplier_lead_time_node_SDC-1450_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-1450_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-1450_high\simulation_output,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040557.9555,0.330369,0.188782,0.000478,0.05561,0.424761,645.17,5037095.4878,0.962921,4382717.6305,9702421.0004,17400.0,34814.7329,0.0,560481.7657,4749521.0345,794048.5399,0.0,0.0,0.0,0.0,0.0,3205382.6264,9158236.0753,1831647.2151,9697784.3137,0.0,66017.0312,4636.6867,16754.83,163614.9395,0.0,539548.2384,0.0,4121206.2339,high,edge_src_lead_time_scale::SDC-1450,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-VD0500655A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0500655A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0500655A_low\simulation_output,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4039932.0918,0.329708,0.188405,0.000483,0.057494,0.42391,648.153,5036793.4917,0.96275,4382431.7423,9721408.28,17400.0,35463.7005,0.0,560935.9372,4743361.183,794048.5399,0.0,0.0,0.0,0.0,0.0,3205226.9625,9157791.3213,1831558.2643,9716717.2577,0.0,70812.8972,4691.0223,16751.847,169056.6643,0.0,558925.9363,0.0,4121006.0946,low,edge_src_lead_time_scale::SDC-VD0500655A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
,,,supplier_lead_time_node_SDC-VD0500655A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0500655A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0500655A_high\simulation_output,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040376.2864,0.329703,0.188402,0.000483,0.057509,0.423904,648.153,5036786.987,0.96275,4382462.4265,9721522.6545,17400.0,35464.3329,0.0,561130.7334,4743556.9161,794048.5399,0.0,0.0,0.0,0.0,0.0,3205216.0716,9157760.2044,1831552.0409,9716831.2373,0.0,70831.7457,4691.4173,16751.847,169091.8579,0.0,559071.0328,0.0,4120992.092,high,edge_src_lead_time_scale::SDC-VD0500655A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-VD0505677A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0505677A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0505677A_low\simulation_output,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4041168.5744,0.329711,0.188406,0.000482,0.057487,0.423914,648.153,5037640.243,0.96275,4382360.9269,9722664.3523,17400.0,35463.7005,0.0,561853.2407,4744272.2545,794048.5399,0.0,0.0,0.0,0.0,0.0,3205666.9926,9159048.5503,1831809.7101,9717973.5837,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121571.8476,low,edge_src_lead_time_scale::SDC-VD0505677A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
,,,supplier_lead_time_node_SDC-VD0505677A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0505677A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0505677A_high\simulation_output,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040457.7706,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036924.4428,0.96275,4382367.0016,9721360.7383,17400.0,35463.7005,0.0,561131.3657,4743558.0935,794048.5399,0.0,0.0,0.0,0.0,0.0,3205210.7277,9157744.9362,1831548.9872,9716669.9696,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120985.2213,high,edge_src_lead_time_scale::SDC-VD0505677A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-VD0508918A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0508918A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0508918A_low\simulation_output,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4039675.268,0.329707,0.188404,0.000483,0.057499,0.423909,648.153,5035908.3476,0.96275,4381350.9065,9720687.2908,17400.0,35463.7005,0.0,561131.3657,4742475.6755,794048.5399,0.0,0.0,0.0,0.0,0.0,3204975.021,9157071.4887,1831414.2977,9715996.5221,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120682.1699,low,edge_src_lead_time_scale::SDC-VD0508918A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
,,,supplier_lead_time_node_SDC-VD0508918A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0508918A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0508918A_high\simulation_output,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040522.4714,0.329708,0.188405,0.000483,0.057494,0.42391,648.153,5036963.8426,0.96275,4382406.4015,9721415.8857,17400.0,35463.7005,0.0,561131.3657,4743747.6755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205230.0293,9157800.0836,1831560.0167,9716725.117,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121010.0376,high,edge_src_lead_time_scale::SDC-VD0508918A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-VD0514881A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0514881A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0514881A_low\simulation_output,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040455.9492,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036922.4303,0.96275,4382364.6558,9721352.5532,17400.0,35463.7005,0.0,561131.6991,4743555.0164,794048.5399,0.0,0.0,0.0,0.0,0.0,3205207.8629,9157736.7511,1831547.3502,9716661.7845,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120981.538,low,edge_src_lead_time_scale::SDC-VD0514881A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
,,,supplier_lead_time_node_SDC-VD0514881A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0514881A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_structural\cases\supplier_lead_time_node_SDC-VD0514881A_high\simulation_output,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040457.3949,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036924.17,0.96275,4382366.7288,9721360.5392,17400.0,35463.7005,0.0,561131.3657,4743557.2652,794048.5399,0.0,0.0,0.0,0.0,0.0,3205210.658,9157744.7372,1831548.9474,9716669.7706,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120985.1317,high,edge_src_lead_time_scale::SDC-VD0514881A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
