case_id,delta::kpi::avg_inventory,delta::kpi::cost_share_holding,delta::kpi::cost_share_inventory_risk,delta::kpi::cost_share_purchase,delta::kpi::cost_share_transport,delta::kpi::cost_share_warehouse_operating,delta::kpi::ending_backlog,delta::kpi::ending_inventory,delta::kpi::fill_rate,delta::kpi::total_arrived,delta::kpi::total_cost,delta::kpi::total_demand,delta::kpi::total_estimated_source_ordered_qty,delta::kpi::total_estimated_source_rejected_qty,delta::kpi::total_estimated_source_replenished_qty,delta::kpi::total_explicit_initialization_pipeline_qty,delta::kpi::total_explicit_initialization_stock_qty,delta::kpi::total_external_procured_arrived_qty,delta::kpi::total_external_procured_ordered_qty,delta::kpi::total_external_procured_qty,delta::kpi::total_external_procured_rejected_qty,delta::kpi::total_external_procurement_cost,delta::kpi::total_holding_cost,delta::kpi::total_inventory_cost_legacy_raw_holding,delta::kpi::total_inventory_risk_cost,delta::kpi::total_logistics_cost,delta::kpi::total_opening_stock_bootstrap_qty,delta::kpi::total_produced,delta::kpi::total_purchase_cost,delta::kpi::total_served,delta::kpi::total_shipped,delta::kpi::total_supplier_capacity_binding_qty,delta::kpi::total_transport_cost,delta::kpi::total_unreliable_loss_qty,delta::kpi::total_warehouse_operating_cost,delta_pct::kpi::avg_inventory,delta_pct::kpi::cost_share_holding,delta_pct::kpi::cost_share_inventory_risk,delta_pct::kpi::cost_share_purchase,delta_pct::kpi::cost_share_transport,delta_pct::kpi::cost_share_warehouse_operating,delta_pct::kpi::ending_backlog,delta_pct::kpi::ending_inventory,delta_pct::kpi::fill_rate,delta_pct::kpi::total_arrived,delta_pct::kpi::total_cost,delta_pct::kpi::total_demand,delta_pct::kpi::total_estimated_source_ordered_qty,delta_pct::kpi::total_estimated_source_rejected_qty,delta_pct::kpi::total_estimated_source_replenished_qty,delta_pct::kpi::total_explicit_initialization_pipeline_qty,delta_pct::kpi::total_explicit_initialization_stock_qty,delta_pct::kpi::total_external_procured_arrived_qty,delta_pct::kpi::total_external_procured_ordered_qty,delta_pct::kpi::total_external_procured_qty,delta_pct::kpi::total_external_procured_rejected_qty,delta_pct::kpi::total_external_procurement_cost,delta_pct::kpi::total_holding_cost,delta_pct::kpi::total_inventory_cost_legacy_raw_holding,delta_pct::kpi::total_inventory_risk_cost,delta_pct::kpi::total_logistics_cost,delta_pct::kpi::total_opening_stock_bootstrap_qty,delta_pct::kpi::total_produced,delta_pct::kpi::total_purchase_cost,delta_pct::kpi::total_served,delta_pct::kpi::total_shipped,delta_pct::kpi::total_supplier_capacity_binding_qty,delta_pct::kpi::total_transport_cost,delta_pct::kpi::total_unreliable_loss_qty,delta_pct::kpi::total_warehouse_operating_cost,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,level,parameter,value
baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,4040457.2621,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036924.0926,0.96275,4382366.6515,9721359.8057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205210.4013,9157744.0036,1831548.8007,9716669.0371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120984.8016,base,baseline,1.0
baseline_repeat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,4040457.2621,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036924.0926,0.96275,4382366.6515,9721359.8057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205210.4013,9157744.0036,1831548.8007,9716669.0371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120984.8016,repeat,baseline,1.0
lead_time_scale_low,-1173871.6653,-0.001375000000000015,-0.0007859999999999812,0.00011299999999999998,0.003815000000000006,-0.0017679999999999918,2207.7551000000003,-1964249.8935000002,-0.12688299999999997,-2126413.7205,-2736713.6104000006,0.0,726.2618000000002,0.0,-15194.133099999977,-2111548.8658000003,0.0,0.0,0.0,0.0,0.0,0.0,-911920.8147999998,-2605488.0420999993,-521097.6084,-2736184.3268,0.0,-14411.451400000005,-529.2836000000007,-2207.755100000002,-32848.91870000001,0.0,-130696.28469999996,0.0,-1172469.6189000001,-29.05294102009356,-0.4170356800562968,-0.4171863804039071,23.395445134575567,6.635359596486662,-0.4170696610129489,340.6225227685439,-38.99701201345835,-13.179226175019473,-48.52204047719671,-28.151551481464164,0.0,2.047901910292752,nan,-2.707767561887332,-44.514041282100784,0.0,nan,nan,nan,nan,nan,-28.451199784891944,-28.451199783219057,-28.45119978243777,-28.15969460679121,nan,-20.351450247484234,-11.28351545629432,-13.179174212849496,-19.43074537389713,nan,-23.383508858953885,nan,-28.451199782265174,2866585.5968,0.328333,0.187619,0.000596,0.06131,0.422142,2855.9081,3072674.1991,0.835867,2255952.931,6984646.1953,17400.0,36189.9623,0.0,545937.2326,2632008.0097,794048.5399,0.0,0.0,0.0,0.0,0.0,2293289.5865,6552255.9615,1310451.1923,6980484.7103,0.0,56401.4451,4161.485,14544.0919,136207.4817,0.0,428228.7487,0.0,2948515.1827,low,lead_time_scale,0.5
lead_time_scale_high,159412.8030000003,0.0005769999999999942,0.0003290000000000237,-1.299999999999999e-05,-0.0016369999999999996,0.0007419999999999649,-408.26700000000005,379079.05539999995,0.02346300000000001,401904.9662000006,344105.48969999887,0.0,-897.7692000000025,0.0,2547.788200000068,406912.4503999995,0.0,0.0,0.0,0.0,0.0,0.0,119261.88689999981,340748.24840000086,68149.64969999995,344062.7346000001,0.0,-1359.4440000000031,42.7550999999994,408.2669999999998,74.28279999998631,0.0,3314.4862999999896,0.0,153336.7117999997,3.945414903786078,0.17500333628543868,0.174623815716156,-2.6915113871635596,-2.8472041047047565,0.17503715411289306,-62.98929419442633,7.526002942091665,2.4370812775902375,9.170957114289747,3.539684741410732,0.0,-2.5315158523854624,nan,0.4540448735781779,8.578213797786676,0.0,nan,nan,nan,nan,nan,3.720875448664101,3.7208754499585197,3.720875451091111,3.540953523129236,nan,-1.9197689505611497,0.9114732285024548,2.4371461845371427,0.04393965553757662,nan,0.5930108873166083,nan,3.7208754504618824,4199870.0651,0.330285,0.188734,0.00047,0.055858,0.424652,239.886,5416003.148,0.986213,4784271.6177,10065465.2954,17400.0,34565.9313,0.0,563679.1539,5150469.3259,794048.5399,0.0,0.0,0.0,0.0,0.0,3324472.2882,9498492.252,1899698.4504,10060731.7717,0.0,69453.4525,4733.5237,17160.114,169130.6832,0.0,562239.5197,0.0,4274321.5134,high,lead_time_scale,1.8
transport_cost_scale_low,0.0,0.01589600000000002,0.009083000000000008,2.300000000000007e-05,-0.045441999999999996,0.02043800000000001,0.0,0.0,0.0,0.0,-447140.0267000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-447140.02680000104,0.0,0.0,0.0,0.0,0.0,0.0,-447140.02669999993,0.0,0.0,0.0,4.821235760127149,4.820997319604048,4.761904761904777,-79.03643795112617,4.8213064093793525,0.0,0.0,0.0,0.0,-4.599562567757507,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,-4.601783029685786,nan,0.0,0.0,0.0,0.0,nan,-79.9999999964217,nan,0.0,4040457.2621,0.345604,0.197488,0.000506,0.012053,0.444348,648.153,5036924.0926,0.96275,4382366.6515,9274219.779,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205210.4013,9157744.0036,1831548.8007,9269529.0103,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,111785.0067,0.0,4120984.8016,low,transport_cost_scale,0.2
transport_cost_scale_high,0.0,-0.017925999999999997,-0.010243999999999975,-2.699999999999995e-05,0.051242,-0.023046999999999984,0.0,0.0,0.0,0.0,558925.0333999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558925.0333999991,0.0,0.0,0.0,0.0,0.0,0.0,558925.0334,0.0,0.0,0.0,-5.436932073228432,-5.437223003635772,-5.590062111801233,89.1242716757979,-5.436767238328886,0.0,0.0,0.0,0.0,5.749453209954026,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,5.752228786078051,nan,0.0,0.0,0.0,0.0,nan,100.0,nan,0.0,4040457.2621,0.311782,0.178161,0.000456,0.108737,0.400863,648.153,5036924.0926,0.96275,4382366.6515,10280284.8391,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205210.4013,9157744.0036,1831548.8007,10275594.0705,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,1117850.0668,0.0,4120984.8016,high,transport_cost_scale,2.0
supplier_stock_scale_low,-5197.589999999851,0.0009259999999999824,0.0005290000000000017,-9.199999999999996e-05,-0.0025540000000000007,0.0011899999999999689,20.880999999999972,-8273.426099999808,-0.0011999999999999789,-6046.155799999833,-34151.59899999946,0.0,-7354.458599999998,0.0,-6694.208600000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2293.3333999998868,-6552.380999999121,-1310.4761999999173,-33249.470900001004,0.0,-222.50040000000445,-902.1281000000004,-20.881000000001222,-7622.26860000001,0.0,-26697.08970000001,0.0,-2948.5713999997824,-0.12863865802402868,0.2808545743506322,0.28077811098431665,-19.04761904761904,-4.442125402208889,0.28071996414332495,3.221615883903951,-0.16425552475874544,-0.12464294988314503,-0.13796553964580646,-0.35130475244805864,0.0,-20.737989821451368,nan,-1.1929842117538954,0.0,0.0,nan,nan,nan,nan,nan,-0.0715501671612489,-0.07155016560217577,-0.07155016560296215,-0.3421900115466371,nan,-0.31420886730710756,-19.231988975111676,-0.12464894169580953,-4.508713412781271,nan,-4.77650634783681,nan,-0.07155016438922511,4035259.6721,0.330634,0.188934,0.000391,0.054941,0.4251,669.034,5028650.6665,0.96155,4376320.4957,9687208.2067,17400.0,28109.2419,0.0,554437.1571,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3202917.0679,9151191.6226,1830238.3245,9683419.5662,0.0,70590.3961,3788.6405,16730.966,161434.1318,0.0,532227.9437,0.0,4118036.2302,low,supplier_stock_scale,0.2
supplier_stock_scale_high,5207.18339999998,-0.0008900000000000019,-0.0005089999999999817,8.599999999999998e-05,0.002457000000000001,-0.0011440000000000339,-21.477600000000052,8000.301199999638,0.0012339999999999574,5853.414900000207,33299.868300000206,0.0,6963.229400000004,0.0,6266.979400000069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295.913100000005,6559.751800000668,1311.9503999999724,32443.25,0.0,228.83710000000428,856.6183000000001,21.477599999998347,7238.0124999999825,0.0,25883.498300000094,0.0,2951.8883000002243,0.12887609154646973,-0.2699358220000734,-0.27016268145748873,17.805383022774322,4.273415079572138,-0.26986860418485853,-3.3136620520155042,0.1588330705986474,0.12817450012983198,0.1335674389087617,0.34254331663020265,0.0,19.634807709928648,nan,1.1168471026712505,0.0,0.0,nan,nan,nan,nan,nan,0.0716306517372091,0.07163065267408615,0.07163065485880353,0.33389271442843016,nan,0.323157378543334,18.261789762982552,0.12821034002995815,4.2814187944817865,nan,4.630942747822198,nan,0.0716306524317715,4045664.4455,0.328818,0.187896,0.000569,0.059952,0.422766,626.6754,5044924.3938,0.963984,4388220.0664,9754659.674,17400.0,42426.9299,0.0,567398.3451,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3207506.3144,9164303.7554,1832860.7511,9749112.2871,0.0,71041.7336,5547.3869,16773.3246,176294.4129,0.0,584808.5317,0.0,4123936.6899,high,supplier_stock_scale,1.8
supplier_capacity_scale_low,-400638.70809999993,0.0036149999999999793,0.0020660000000000123,-5.099999999999999e-05,-0.010279999999999997,0.004649000000000014,497.01700000000005,-388015.0371000003,-0.028564000000000034,-39640.5354999993,-1052188.0855999999,0.0,1766.9686000000002,0.0,-419878.24809999997,-421803.40220000036,0.0,0.0,0.0,0.0,0.0,0.0,-315572.6274000001,-901636.0780999996,-180327.2156,-1051245.6098999996,0.0,-5295.601800000004,-942.4758000000002,-497.01700000000164,-40353.85640000002,113511.6586,-149609.53169999993,0.0,-405736.2350999997,-9.915677412505799,1.0964247152025366,1.0965738701202263,-10.559006211180124,-17.87981563614227,1.096695053195257,76.68204883723443,-7.7034124391521575,-2.9669176837185183,-0.9045463023143239,-10.823466126447272,0.0,4.982471019909499,nan,-74.82708573530022,-8.89213333518932,0.0,nan,nan,nan,nan,nan,-9.845613482097997,-9.845613480192911,-9.845613479208454,-10.818991630631377,nan,-7.47830135715463,-20.092140123902087,-2.9669385113175974,-23.87005538064208,nan,-26.767369997709594,nan,-9.845613479148719,3639818.554,0.333323,0.190471,0.000432,0.047215,0.428559,1145.17,4648909.0555,0.934186,4342726.116,8669171.7201,17400.0,37230.6691,0.0,141253.1176,4321753.4733,794048.5399,0.0,0.0,0.0,0.0,0.0,2889637.7739,8256107.9255,1651221.5851,8665423.4272,0.0,65517.2947,3748.2928,16254.83,128702.544,113511.6586,409315.5017,0.0,3715248.5665,low,supplier_capacity_scale,0.2
supplier_capacity_scale_high,402365.17169999983,-0.0026820000000000177,-0.0015329999999999788,2.2000000000000047e-05,0.007640000000000001,-0.0034480000000000066,-500.0,386159.6018000003,0.028734999999999955,37857.183500000276,1045012.3043999989,0.0,-4265.397099999998,0.0,417513.6228,421803.40220000036,0.0,0.0,0.0,0.0,0.0,0.0,315674.26670000004,901926.4765000008,180385.29529999988,1044264.502799999,0.0,5325.8845,747.8015999999998,500.0,37872.871999999974,0.0,142338.02650000004,0.0,405866.9144000001,9.958406823758192,-0.8134470501170786,-0.8136726732305293,4.554865424430652,13.28811200973998,-0.8133801986270686,-77.14227967779212,7.66657576530341,2.9846793040768587,0.8638524913711291,10.74965154347305,0.0,-12.02750147294978,nan,74.40568257651401,8.89213333518932,0.0,nan,nan,nan,nan,nan,9.848784546935384,9.848784549398243,9.848784549505773,10.74714491985688,nan,7.521065742593935,15.941984432998884,2.9847455029884165,22.402507039301643,nan,25.46638958612084,nan,9.848784548839385,4442822.4338,0.327026,0.186872,0.000505,0.065135,0.420462,148.153,5423083.6944,0.991485,4420223.835,10766372.1101,17400.0,31198.3034,0.0,978644.9885,5165360.2777,794048.5399,0.0,0.0,0.0,0.0,0.0,3520884.668,10059670.4801,2011934.096,10760933.5399,0.0,76138.781,5438.5702,17251.847,206929.2724,0.0,701263.0599,0.0,4526851.716,high,supplier_capacity_scale,1.8
