ending_backlog__baseline,ending_backlog__high,ending_backlog__low,ending_backlog__normalized_sensitivity,ending_backlog__slope_dy_dx,fill_rate__baseline,fill_rate__high,fill_rate__low,fill_rate__normalized_sensitivity,fill_rate__slope_dy_dx,parameter,total_cost__baseline,total_cost__high,total_cost__low,total_cost__normalized_sensitivity,total_cost__slope_dy_dx
648.153,648.153,16575.7489,-30.717276437816373,-19909.494874999997,0.96275,0.96275,0.047371,1.188495196052973,1.1442237499999999,supplier_reliability_scale,9721359.8057,9721359.8057,9414591.1764,0.03944517992227411,383460.7866250002
648.153,0.0,6153.238,-5.9334350840002275,-3845.77375,0.96275,1.0,0.646366,0.22957283822383798,0.22102125,capacity_node_scale::M-1430,9721359.8057,9751124.1356,9468490.0999,0.018170942732612997,176646.2723125005
648.153,7199.204,0.0,6.942037605318497,4499.5025,0.96275,0.704466,1.0,-0.19185536224357305,-0.18470874999999998,demand_item_scale::item:268967,9721359.8057,9728032.572,9287038.3108,0.028352146074090753,275621.4132500009
648.153,239.886,2855.9081,-3.1047062843305393,-2012.3246923076924,0.96275,0.986213,0.835867,0.12012544194315161,0.11565076923076921,lead_time_scale,9721359.8057,10065465.2954,6984646.1953,0.24377874017596074,2369860.8462307686
648.153,319.886,2821.8741,-2.9693702424724266,-1924.6062307692307,0.96275,0.981616,0.837823,0.114889639054791,0.11061000000000004,edge_src_lead_time_scale::SDC-VD0914690A,9721359.8057,9743769.6003,9553904.88,0.015023596262790111,146049.78484615253
648.153,645.17,3486.17,-2.7395152070575928,-1775.625,0.96275,0.962921,0.799645,0.10599584523500387,0.10204749999999999,capacity_node_scale::M-1810,9721359.8057,9724608.7688,9690568.7221,0.0021884828473301603,21275.029187499313
648.153,648.153,1168.4374,-1.0033981174198066,-650.3555,0.96275,0.96275,0.932848,0.038823682160477775,0.03737749999999998,edge_src_reliability_scale::SDC-VD0914690A,9721359.8057,9721359.8057,9577507.951,0.018496879240038927,179814.8183750012
648.153,148.153,1145.17,-0.9614020532189158,-623.135625,0.96275,0.991485,0.934186,0.037197481173721104,0.03581187499999999,supplier_capacity_scale,9721359.8057,10766372.1101,8669171.7201,0.134831985437002,1310750.2437499992
648.153,151.136,1145.17,-0.9585256104654303,-621.27125,0.96275,0.991314,0.934186,0.037086471046481474,0.03570500000000004,supplier_capacity_node_scale::SDC-VD0914690A,9721359.8057,9857729.7678,9584547.7804,0.017563257151009763,170738.7421249994
648.153,621.3061,669.034,-0.04602298762792116,-29.829937499999986,0.96275,0.964293,0.96155,0.0017807063100492987,0.0017143749999999625,supplier_node_scale::SDC-VD0914690A,9721359.8057,9728582.4528,9714433.1853,0.0009096764613439048,8843.292187500047
648.153,626.6754,669.034,-0.04084548709949659,-26.474125000000015,0.96275,0.963984,0.96155,0.0015801090625811064,0.0015212499999999601,supplier_stock_scale,9721359.8057,9754659.674,9687208.2067,0.004336550431739133,42157.16706249979
648.153,1459.0167,648.153,0.7818984290746165,506.7898124999999,0.96275,0.940106,0.937916,0.0014217086471046644,0.0013687500000000158,demand_item_scale::item:268091,9721359.8057,9775128.8354,9637922.8724,0.008821165823398395,85753.7268749997
