day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
16,3.661885,11118.64086,172.389995,130.549995,1.63318,39.593543,1.485923,1277.375929,0.263526,0.197645,1.633532,0.281624,0.091238,0.00754,0.009613,0.310548,0.011211,0.421772,180.154794,180.154794,2.329382,84.354488,618.8
17,3.661885,12339.958306,147.389995,127.149995,1.43493,34.293543,1.459523,1484.723215,0.222926,0.257926,1.780404,0.280592,0.10181,0.006525,0.008598,0.272993,0.011211,0.421772,155.154794,155.154794,2.054382,84.354488,618.8
18,3.233295,13879.161888,122.897993,187.269994,1.240709,34.401239,1.427584,1949.944184,0.303301,0.257926,1.587554,0.229842,0.099618,0.00551,0.008464,0.309785,0.009181,0.420741,130.154794,160.7696,1.779382,74.204488,618.8
19,2.839591,14030.113404,100.399592,164.771593,1.24881,43.877896,1.635757,1732.728471,0.262701,0.227476,1.394704,0.229842,0.110579,0.005451,0.007449,0.345146,0.010846,0.369991,105.154794,185.7696,1.779382,73.188838,618.8
20,2.918343,13199.525476,94.779912,179.391913,1.46291,54.901625,1.471759,1648.3686,0.292755,0.197645,1.398623,0.180124,0.098646,0.004457,0.009316,0.308354,0.010887,0.365944,130.662791,161.277597,1.757452,63.245085,539.249976
21,2.538612,11890.107937,73.079976,207.691977,1.489079,55.601239,1.49816,1438.861837,0.296818,0.200692,1.22507,0.280003,0.087685,0.005573,0.009418,0.274557,0.012811,0.418809,108.164391,138.779197,1.76891,94.504488,626.925195
22,2.485409,12808.795954,84.15199,209.15199,1.500657,50.610761,1.50984,1211.589899,0.304126,0.203126,1.620029,0.386642,0.10181,0.005756,0.008586,0.313915,0.015088,0.427944,87.66471,118.279517,2.057113,86.181617,633.417039
23,3.233295,11300.245954,134.15199,258.643993,1.500657,50.301239,1.50984,1197.493887,0.268886,0.201664,1.645486,0.342591,0.091238,0.007544,0.007705,0.281317,0.015356,0.383893,96.579581,146.579581,2.04391,77.371443,629.518608
24,3.661885,9791.695954,133.643993,233.643993,1.683301,45.001239,1.50984,1438.861837,0.271257,0.172993,1.463898,0.393341,0.091949,0.007502,0.006749,0.354099,0.013445,0.381779,80.154794,123.039594,2.33497,67.814209,553.060729
25,3.583133,11300.245954,108.643993,208.643993,1.485051,39.701239,1.30984,1197.493887,0.230657,0.201046,1.656748,0.476569,0.103882,0.008517,0.005734,0.351906,0.017505,0.381779,161.277597,105.154794,2.05997,57.664209,618.8
26,4.374794,9791.695954,161.761996,206.142393,1.637294,39.701239,1.49816,1197.493887,0.225298,0.197026,1.652829,0.527319,0.091702,0.008517,0.007603,0.314351,0.015475,0.331029,136.277597,80.154794,2.05997,57.071443,618.8
27,3.937315,10153.446232,186.761996,209.260397,1.835544,39.701239,1.49816,1438.861837,0.224473,0.166576,1.652829,0.476569,0.079522,0.007502,0.007502,0.276796,0.016936,0.331029,143.392797,104.646796,1.78497,57.071443,618.8
28,3.508725,8675.549813,162.269994,205.268074,1.641322,43.845344,1.302224,1202.398459,0.295993,0.166576,1.815119,0.471491,0.079522,0.006487,0.007442,0.276796,0.016936,0.422866,184.768394,96.022393,1.50997,46.921443,537.6
29,3.552501,11843.60133,162.269994,182.769674,1.46291,39.075683,1.122237,1112.991938,0.295993,0.218948,1.622269,0.420741,0.10317,0.005472,0.006427,0.307591,0.016668,0.463449,159.768394,71.022393,1.735466,36.771443,618.8
