policy_name,policy_label,week,demand,capacity,grid_factor,main_inbound,backup_inbound,main_order_requested,main_order,main_order_shortfall,backup_order_requested,backup_order,backup_order_shortfall,main_supply_availability,backup_supply_availability,raw_stock_end,raw_stock_main_end,raw_stock_backup_end,fg_stock_end,fg_stock_main_end,fg_stock_backup_end,backlog_start,backlog_end,planned_input_units,main_consumed_raw_units,backup_consumed_raw_units,good_output_units,good_output_main_units,good_output_backup_units,scrap_units,scrap_main_units,scrap_backup_units,capacity_utilization,outbound_shipments,shipped_main_units,shipped_backup_units,outbound_mode,air_trigger_reason,carbon_aware_active,same_week_served_units,same_week_service_level,base_capacity,base_grid_factor,base_main_supply_availability,base_backup_supply_availability,climate_event,operational_feedback_event,combined_event_context,backup_raw_share_end,classical_reconstructed_weekly_total,classical_weekly_total
dynamic_shift,Decalage temporel + regime degrade,1,3,52.0,1.1,0.0,0.0,140.0,140.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.5769230769230769,3.0,3.0,0.0,truck,none,False,3.0,1.0,52.0,1.1,1.0,1.0,aucun,aucun,aucun,0.0,821.99685,821.99685
dynamic_shift,Decalage temporel + regime degrade,2,3,52.0,1.05,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,truck,none,False,3.0,1.0,52.0,1.05,1.0,1.0,aucun,aucun,aucun,0.0,8.56335,8.56335
dynamic_shift,Decalage temporel + regime degrade,3,3,52.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,35.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.19230769230769232,3.0,3.0,0.0,truck,none,False,3.0,1.0,52.0,1.0,1.0,1.0,aucun,aucun,aucun,0.0,280.06784999999996,280.06784999999996
dynamic_shift,Decalage temporel + regime degrade,4,3,52.0,0.96,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,110.0,110.0,0.0,72.0,62.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.5769230769230769,3.0,3.0,0.0,truck,none,False,3.0,1.0,52.0,0.95,1.0,1.0,aucun,stress fournisseur backup,stress fournisseur backup,0.0,827.15685,827.15685
dynamic_shift,Decalage temporel + regime degrade,5,3,52.0,0.9,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,137.0,137.0,0.0,72.0,62.0,10.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.057692307692307696,3.0,3.0,0.0,truck,none,False,3.0,1.0,52.0,0.9,1.0,1.0,aucun,aucun,aucun,0.0,96.03869999999998,96.03869999999998
dynamic_shift,Decalage temporel + regime degrade,6,3,52.0,0.85,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,134.0,134.0,0.0,72.0,62.0,10.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.057692307692307696,3.0,3.0,0.0,truck,none,False,3.0,1.0,52.0,0.85,1.0,1.0,aucun,aucun,aucun,0.0,95.94869999999997,95.94869999999997
dynamic_shift,Decalage temporel + regime degrade,7,3,52.0,0.8,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0,131.0,0.0,72.0,62.0,10.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.057692307692307696,3.0,3.0,0.0,truck,none,False,3.0,1.0,52.0,0.8,1.0,1.0,aucun,aucun,aucun,0.0,95.85869999999997,95.85869999999997
dynamic_shift,Decalage temporel + regime degrade,8,3,52.0,0.75,30.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,158.0,158.0,0.0,72.0,62.0,10.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.057692307692307696,3.0,3.0,0.0,truck,none,False,3.0,1.0,52.0,0.75,1.0,1.0,aucun,aucun,aucun,0.0,96.66869999999997,96.66869999999997
dynamic_shift,Decalage temporel + regime degrade,9,20,4.0,0.12,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,157.0,157.0,0.0,55.6,45.6,10.0,0.0,0.0,4.0,4.0,0.0,3.6,3.6,0.0,0.4,0.4,0.0,1.0,20.0,20.0,0.0,truck,none,False,20.0,1.0,4.0,0.12,1.0,1.0,aucun,aucun,aucun,0.0,147.52542,147.52542
dynamic_shift,Decalage temporel + regime degrade,10,20,3.52,0.1,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,156.48000000000002,156.48000000000002,0.0,38.768,38.768,0.0,0.0,0.0,3.52,3.52,0.0,3.168,3.168,0.0,0.35200000000000004,0.35200000000000004,0.0,1.0,20.0,10.0,10.0,truck,none,False,20.0,1.0,4.0,0.1,1.0,1.0,aucun,maintenance corrective,maintenance corrective,0.0,134.7890496,134.7890496
