policy_name,policy_label,same_week_service_pct,fill_rate_pct,final_backlog_units,peak_backlog_units,total_cost,classical_total_kgCO2e,time_dependent_dlca_total_kgCO2e,dynamic_total_kgCO2e,sddlca_total_kgCO2e,hidden_carbon_vs_td_dlca,hidden_carbon_vs_dynamic,hidden_carbon_vs_classical
baseline,Reference,93.25,100.0,0.0,36.44,57053.41,19673.48,19457.82,19457.82,23169.8,3711.98,3711.98,3496.33
