policy_name,policy_label,same_week_service_pct,fill_rate_pct,final_backlog_units,peak_backlog_units,total_cost,classical_total_kgCO2e,dynamic_total_kgCO2e,sddlca_total_kgCO2e,hidden_carbon_vs_dynamic,hidden_carbon_vs_classical
dynamic_shift,Decalage production-demande,65.77,65.77,71.2,71.2,16926.64,3331.18,3396.59,3607.4,210.82,276.22
