day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,7.305906,25192.785,417.5,417.5,3.310775,88.51,3.34,4030.844765,0.671524,0.503643,3.189739,0.839405,0.201457,0.016788,0.016788,0.62116,0.033576,0.839405,413.5,413.5,4.5485,167.881,1343.048
1,6.927924,23889.3978,395.9,395.9,3.139487,83.9308,3.1672,3822.302856,0.635146,0.47636,3.016945,0.793933,0.190544,0.015879,0.015879,0.58751,0.031757,0.793933,391.1,391.1,4.3021,158.7866,1348.2448
2,6.516343,22470.15396,372.38,372.38,2.952973,78.94456,2.97904,3595.223889,0.601887,0.451415,2.858963,0.752359,0.180566,0.015047,0.015047,0.556745,0.030094,0.752359,370.62,370.62,4.07682,150.47172,1281.72576
3,6.078864,20961.60396,347.38,347.38,2.754723,77.88456,2.77904,3353.855939,0.566653,0.424989,2.6916,0.708316,0.169996,0.014166,0.014166,0.524154,0.030152,0.708316,348.924,348.924,3.838164,141.663144,1350.531392
4,5.641384,19453.05396,322.38,345.9,2.556473,72.58456,2.57904,3112.487989,0.528425,0.396319,2.695154,0.660531,0.158527,0.013211,0.013211,0.522442,0.02824,0.660531,349.3848,349.3848,3.579233,132.106229,1274.07607
5,5.203905,17944.50396,297.38,320.9,2.516823,67.28456,2.37904,3051.120039,0.487825,0.390813,2.502304,0.609781,0.146347,0.013105,0.012196,0.484887,0.02621,0.609781,324.3848,346.7848,3.304233,121.956229,1263.344678
6,5.144408,16615.95396,272.38,295.9,2.318573,61.98456,2.35184,2809.752089,0.480484,0.360363,2.309454,0.559031,0.134167,0.01209,0.011181,0.447332,0.02418,0.649326,299.3848,321.7848,3.493169,111.806229,1258.6
7,5.144408,15107.40396,272.38,270.9,2.291611,61.26376,2.15184,2568.384139,0.439884,0.386429,2.116604,0.508281,0.121987,0.01209,0.01114,0.440542,0.02215,0.598576,296.7848,296.7848,3.218169,111.400229,1339.8
8,4.715818,13629.507619,247.887999,266.407999,2.09739,66.357696,1.955904,2331.920773,0.437512,0.384649,1.923754,0.457531,0.130699,0.011075,0.010125,0.402987,0.02012,0.59561,317.02,292.2648,2.943169,109.565109,1258.6
9,4.322114,12271.909151,250.389598,243.909598,2.117228,61.588035,1.775917,2114.705063,0.432146,0.354199,1.730904,0.406781,0.118519,0.011034,0.009991,0.365432,0.01809,0.54486,312.5,267.2648,2.914569,99.415109,1258.6
10,4.75085,11034.917457,251.489918,223.409918,2.351165,62.542103,1.611919,1929.880793,0.392371,0.324368,2.089198,0.449387,0.117156,0.011752,0.008997,0.32864,0.017764,0.495141,338.007997,266.311997,2.909157,98.565756,1341.449976
11,4.371119,12742.599918,254.789982,201.709982,2.179085,63.241716,1.79832,1942.010299,0.355834,0.323391,1.915645,0.49323,0.117663,0.010839,0.00993,0.327435,0.019997,0.44947,315.509597,243.813597,2.661674,89.431405,1347.925195
12,3.959188,14339.25001,291.129995,178.169995,1.992412,58.251239,1.61,2163.453597,0.398695,0.359322,1.924874,0.451616,0.107676,0.011022,0.010112,0.334196,0.018333,0.49737,295.009917,245.009917,2.436178,100.067111,1281.342234
13,4.352892,15160.92721,266.129995,178.169995,1.992412,58.251239,1.41,2404.821547,0.363454,0.332892,1.95033,0.458315,0.097104,0.012171,0.009231,0.301598,0.016571,0.554819,273.309981,266.194781,2.472479,91.256937,1350.518608
14,3.915413,14679.21721,241.129995,153.169995,1.794162,57.7209,1.21,2163.453597,0.364201,0.334051,1.942296,0.410529,0.097328,0.012209,0.010246,0.266236,0.016689,0.557783,249.769994,242.654794,2.213539,101.406617,1344.542122
15,4.318104,16187.76721,239.649995,178.169995,1.595912,62.066832,1.21,1922.085647,0.364201,0.386423,2.100278,0.359779,0.097328,0.012209,0.010141,0.295529,0.016571,0.507033,224.769994,217.654794,1.938539,91.256617,1263.342122
16,4.239352,15988.634749,214.649995,168.049995,1.397662,61.959136,1.01,1890.22446,0.364201,0.355973,1.907428,0.450113,0.085148,0.011194,0.009126,0.257974,0.01649,0.456283,224.769994,217.654794,2.169952,91.05037,1258.6
