day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,6.649687,22929.96,380.0,380.0,3.0134,80.56,3.04,3668.79284,0.610624,0.457968,2.900464,0.76328,0.183187,0.015266,0.015266,0.564827,0.030531,0.76328,376.0,376.0,4.136,152.656,622.048
1,6.271705,21626.5728,358.4,358.4,2.842112,75.9808,2.8672,3460.250931,0.574246,0.430685,2.72767,0.717808,0.172274,0.014356,0.014356,0.531178,0.028712,0.717808,353.6,353.6,3.8896,143.5616,627.2448
2,5.860124,20207.32896,334.88,334.88,2.655598,70.99456,2.67904,3233.171964,0.540987,0.40574,2.569688,0.676234,0.162296,0.013525,0.013525,0.500413,0.027049,0.676234,333.12,333.12,3.66432,135.24672,560.72576
3,5.422645,18698.77896,309.88,309.88,2.457348,69.93456,2.47904,2991.804014,0.505753,0.379314,2.402325,0.632191,0.151726,0.012644,0.013553,0.467821,0.025288,0.632191,311.424,311.424,3.425664,126.438144,629.531392
4,5.396746,17190.22896,284.88,284.88,2.259098,64.63456,2.27904,2750.436064,0.467525,0.350644,2.405879,0.584406,0.140257,0.012598,0.012598,0.432461,0.023376,0.584406,311.8848,311.8848,3.166733,116.881229,623.544678
5,4.959266,15681.67896,259.88,259.88,2.219448,64.3208,2.07904,2702.162474,0.426925,0.320194,2.213029,0.579128,0.128077,0.011583,0.011583,0.394906,0.021346,0.579128,310.424,286.8848,2.891733,106.731229,618.8
6,4.899769,15379.96896,234.88,234.88,2.207712,63.6,1.87904,2460.794524,0.386325,0.289744,2.020179,0.528378,0.115897,0.011399,0.011448,0.357351,0.020979,0.577098,285.424,261.8848,2.616733,104.896109,537.6
7,4.46229,13871.41896,209.88,231.48,2.18075,58.3,1.67904,2669.336433,0.345725,0.288526,1.827329,0.519203,0.103717,0.010384,0.011408,0.319796,0.020768,0.570391,260.424,257.3648,2.341733,113.584509,618.8
8,4.471179,12393.522619,233.907999,251.987999,1.986528,53.107696,1.483104,2432.873067,0.338384,0.258076,1.807273,0.516237,0.113576,0.009369,0.010393,0.313006,0.0205,0.561215,255.904,232.3648,2.066733,103.434509,618.8
9,4.077476,11035.924151,236.409598,229.489598,1.808116,48.338035,1.303117,2215.657357,0.333019,0.227626,1.614423,0.465487,0.101396,0.009328,0.010209,0.275451,0.01847,0.561215,253.304,229.0608,1.791733,93.284509,537.6
10,4.068732,12610.869657,215.909918,208.989918,2.042054,43.992103,1.539119,2486.185644,0.329621,0.222739,1.425492,0.415768,0.111621,0.01132,0.009215,0.238659,0.016481,0.511497,228.811997,226.968797,2.011601,83.340756,539.249976
11,3.689001,14318.552118,194.209982,212.289982,1.869973,44.691716,1.921456,2276.678882,0.333684,0.249045,1.409922,0.420847,0.10066,0.010406,0.008301,0.204862,0.014654,0.516575,206.313597,204.470397,2.314118,93.164981,547.375171
12,3.277071,12898.10221,215.669995,213.749995,2.079801,39.701239,1.905936,2285.870309,0.381592,0.224076,1.251787,0.423275,0.090673,0.010455,0.007469,0.277863,0.016931,0.522745,210.813917,183.970717,2.363622,94.399026,633.417039
13,3.670774,11389.55221,213.168395,188.749995,1.881551,39.701239,1.705936,2261.718069,0.386952,0.228096,1.084394,0.379224,0.092281,0.010589,0.007603,0.245265,0.015169,0.478694,210.809981,211.762783,2.363579,95.738852,629.518608
14,3.233295,9881.00221,188.168395,163.749995,1.683301,34.401239,1.505936,2020.350119,0.425926,0.229874,0.902806,0.382188,0.116865,0.009633,0.006647,0.245264,0.015288,0.52733,211.761996,236.761996,2.104639,106.481617,553.060729
15,3.670774,9850.348552,187.660397,138.749995,1.485051,38.639475,1.494096,2218.268749,0.385326,0.199424,1.080469,0.382188,0.115598,0.008618,0.006647,0.243762,0.017276,0.52733,211.761996,259.260397,1.829639,96.331617,548.318608
