node,item,suppliers,stockout_days,nearout_days,min_stock,avg_stock,avg_cons_per_day,cover_days,total_consumed,total_arrivals,total_shipments,criticality_score
M-1430,item:042342,1,0,0,9651.21609,13884.0403357,1433.2641312666667,9.687007462769468,42997.923938,32979.33743199999,42997.923938,0.2687143127481424
M-1430,item:773474,1,0,0,1301.15084,2146.983436066667,229.32221346666668,9.362300335456789,6879.6664040000005,4343.082283,6879.6664040000005,0.1853007304514994
M-1810,item:693710,1,0,0,537.6,594.1295900333333,77.14814299999998,7.701152185002477,2314.4442899999995,2233.24429,2314.4442899999995,0.17836815012653126
M-1430,item:344135,1,0,0,134.941932,208.69397103333333,23.752347166666663,8.786246242064372,712.5704149999999,497.048341,712.5704149999999,0.17209406575864783
M-1430,item:333362,1,0,0,136.471529,218.43140663333332,23.752347166666663,9.196203015248676,712.5704149999999,449.041943,712.5704149999999,0.17127236545324231
M-1810,item:049371,1,0,0,0.204862,0.30289906666666666,0.03568110000000001,8.48906190298692,1.0704330000000002,0.7133130000000001,1.0704330000000002,0.17107938856944982
M-1810,item:426331,1,0,0,1.26357,2.288828533333333,0.26127750000000005,8.760144035875008,7.838325000000002,5.9496269999999996,7.838325000000002,0.1705097304126705
M-1430,item:734545,1,0,0,0.89816,1.7070681666666667,0.19001870000000004,8.983685114500133,5.700561000000001,4.162719,5.700561000000001,0.1700459408517879
M-1810,item:338929,1,0,0,141.770314,236.54319089999998,23.75250713333333,9.958662029746097,712.575214,542.33529,712.575214,0.16990763481995205
M-1810,item:338928,1,0,0,180.268074,238.83588633333332,23.75250713333333,10.055186384857894,712.575214,492.843288,712.575214,0.16974828803618772
M-1430,item:730384,1,0,0,27.447557,47.065346100000006,5.035497566666668,9.346712112732824,151.06492700000004,99.542823,151.06492700000004,0.169681142750281
M-1810,item:039668,1,0,0,0.003716,0.008877566666666666,0.0009642666666666663,9.206547289823012,0.02892799999999999,0.016404000000000002,0.02892799999999999,0.1695953323874871
M-1810,item:693055,1,0,0,56.953514,96.1055761,9.643517899999997,9.965821300544278,289.3055369999999,212.28814200000002,289.3055369999999,0.16891132404103823
M-1430,item:708073,1,0,0,0.894329,1.8121029,0.1883560666666666,9.620624023790405,5.650681999999998,3.3928499999999997,5.650681999999998,0.1688444269559888
M-1430,item:038005,1,0,0,2.760839,4.0251324,0.41564629999999986,9.684032794229136,12.469388999999996,9.091550999999999,12.469388999999996,0.16874852320156097
M-1810,item:016332,1,0,0,0.065412,0.11326750000000001,0.011572200000000005,9.787896856258962,0.34716600000000014,0.217699,0.34716600000000014,0.16854010219341328
M-1810,item:001757,1,0,0,0.298767,0.38810873333333334,0.03857406666666665,10.061390122206461,1.1572219999999995,0.8063899999999999,1.1572219999999995,0.16808360140948106
M-1810,item:029313,1,0,0,0.005636,0.009855599999999999,0.0009642666666666663,10.22082411504425,0.02892799999999999,0.022059,0.02892799999999999,0.1678240700380212
M-1810,item:099439,1,0,0,0.286388,0.4961642333333333,0.04821760000000001,10.290106378860274,1.4465280000000005,1.148727,1.4465280000000005,0.16771798911799882
M-1810,item:001848,2,0,0,0.162874,0.27170046666666664,0.028930633333333327,9.39144551507687,0.8679189999999998,0.6333559999999999,0.8679189999999998,0.09424861897079466
M-1810,item:055703,2,0,0,0.011146,0.018543133333333333,0.0019287333333333325,9.61415091078774,0.057861999999999976,0.039914,0.057861999999999976,0.09384290415877317
M-1810,item:001893,3,0,0,0.887619,1.5826014666666666,0.1832268333333333,8.637389174256683,5.496804999999999,4.376425,5.496804999999999,0.05076529230615075
M-1810,item:002612,4,0,0,0.278658,0.46306816666666667,0.04821760000000001,9.60371662352889,1.4465280000000005,1.043492,1.4465280000000005,0.048864675464679735
