capacity_node::M-1430,capacity_node::M-1810,capacity_node::SDC-1450,demand_item::item:268091,demand_item::item:268967,error,factor::capacity_scale,factor::demand_scale,factor::external_procurement_cost_multiplier_scale,factor::external_procurement_daily_cap_days_scale,factor::external_procurement_lead_days_scale,factor::external_procurement_transport_cost_scale,factor::fg_target_days_scale,factor::holding_cost_scale,factor::lead_time_scale,factor::production_gap_gain_scale,factor::production_smoothing_scale,factor::production_stock_scale,factor::purchase_cost_floor_scale,factor::review_period_scale,factor::safety_stock_days_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,is_baseline,is_corner_case,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,run_id,status
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,1400485.6023,0.994096,0.000659,0.005245,981.0075,1377279.7907,0.450416,4729.7289,1679246.3978,1785.0,12568.4251,14510.8651,14510.8651,94323.3426,1050.7629,1669332.052,1678139.8472,1415682.3521,2176.1107,1106.5507,803.9925,19306.5893,8807.7952,0.0,full_run_0244,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,995602.4221,0.987329,0.001221,0.01145,694.8803,978657.7007,0.450416,3568.5456,1200524.0989,1264.375,22962.8678,26520.6663,26520.6663,87.4322,1827.0256,1185312.354,1199058.8421,1002722.4994,1796.4016,1465.2568,569.4947,28422.1663,13746.4881,0.0,full_run_0245,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,1408535.6972,0.990998,0.000867,0.008134,694.2237,1391559.703,0.450935,3572.9041,1692625.7769,1264.375,23003.2681,26569.1239,26569.1239,0.0,1830.8373,1677389.3153,1691157.646,1415682.3521,1797.8897,1468.1309,570.1513,28467.6298,13768.3306,0.0,full_run_0246,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,990206.9938,0.985969,0.001436,0.012595,1043.5531,967905.8323,0.415376,4448.0981,1196765.2864,1785.0,25000.8589,29128.5439,29128.5439,24744.9941,2079.8799,1179973.0452,1195046.8845,1002722.4994,2083.8183,1718.4019,741.4469,31437.6475,15073.8392,0.0,full_run_0247,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,0.7,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,1401164.4852,0.987382,0.001273,0.011345,981.0075,1377279.7907,0.450416,4729.7289,1691489.1884,1785.0,32934.9133,37989.3816,37989.3816,123.4337,2727.9315,1670145.8194,1689335.5721,1415682.3521,2176.1107,2153.6163,803.9925,39673.0775,19189.7527,0.0,full_run_0248,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,995071.7429,0.994464,0.00066,0.004876,750.0179,978843.9514,0.406807,3639.5072,1191279.7727,1264.375,7370.6434,10105.1784,10105.1784,74712.9197,707.6207,1184684.6851,1190493.381,1002722.4994,1796.4016,786.3917,514.3571,12769.7906,5808.6959,0.0,full_run_0249,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,1408092.8671,0.995174,0.00055,0.004276,749.3614,1391745.2398,0.407327,3643.8658,1684998.6251,1264.375,10045.6059,13906.1259,13906.1259,63088.1863,967.197,1676867.0289,1684072.4653,1415682.3521,1797.8897,926.1598,515.0136,15450.5301,7205.4363,0.0,full_run_0250,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,989623.3017,0.993993,0.000739,0.005268,1043.5531,967828.5983,0.415376,4279.5688,1186404.7386,1785.0,7714.605,10466.395,10466.395,107390.6521,755.5623,1179277.8809,1185527.4802,1002722.4994,2083.8183,877.2584,741.4469,14060.0982,6249.5993,0.0,full_run_0251,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,0.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,1400426.3999,0.994684,0.000637,0.00468,1066.0645,1377267.7081,0.402765,4547.6697,1678171.793,1785.0,10625.9851,14510.8651,14510.8651,106891.7677,1050.7629,1669250.4342,1677103.527,1415682.3521,2176.1107,1068.266,718.9355,17279.2298,7853.0928,0.0,full_run_0252,ok
1.0,1.0,1.0,1.0,1.0,,0.85,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,995504.8321,0.988285,0.001221,0.010494,750.0179,978843.9514,0.406807,3639.5072,1199253.2084,1264.375,20363.3184,28566.9234,28566.9234,17613.1497,1968.4198,1185204.3921,1197789.0449,1002722.4994,1796.4016,1464.1635,514.3571,25762.4656,12584.6528,0.0,full_run_0253,ok
1.0,1.0,1.0,1.0,1.0,,1.2,0.85,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,1408538.0601,0.990786,0.000942,0.008273,749.3614,1391745.2398,0.407327,3643.8658,1693001.2368,1264.375,23401.3972,28784.4781,28784.4781,2732.8318,2065.859,1677401.2606,1691407.0551,1415682.3521,1797.8897,1594.1817,515.0136,28806.3214,14005.7945,0.0,full_run_0254,ok
1.0,1.0,1.0,1.0,1.0,,0.85,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,990062.1218,0.987656,0.001371,0.010973,1043.5531,967828.9837,0.415376,4279.9542,1194550.3614,1785.0,20878.8217,29128.5439,29128.5439,49745.853,2079.8799,1179804.465,1192912.3664,1002722.4994,2083.8183,1637.995,741.4469,27224.3149,13107.9014,0.0,full_run_0255,ok
1.0,1.0,1.0,1.0,1.0,,1.2,1.2,1.0,1.5,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.3,1.0,False,True,1401048.7576,0.988316,0.001287,0.010397,1066.0645,1377285.3345,0.402765,4565.2961,1689740.4541,1785.0,29279.0905,40932.1729,40932.1729,25231.1435,2945.3837,1669997.2635,1687565.2619,1415682.3521,2176.1107,2175.1922,718.9355,35932.3353,17567.9984,0.0,full_run_0256,ok
1.113044,1.066902,0.947477,1.207158,0.648369,,1.058765,1.082257,0.99321,1.206144,1.331593,1.269278,0.593764,0.784645,0.700022,0.876981,1.082762,1.137006,0.956157,2.0,1.917218,0.905758,0.880903,0.972503,False,False,755791.949,0.976013,0.003285,0.020702,611.9815,743461.2283,0.590255,8674.2816,723085.2929,1493.5668,31093.2802,40008.9406,40008.9406,7068.3451,3449.0151,705740.4787,720710.0029,765149.3421,2422.6776,2375.29,881.5854,30946.032,14969.5242,3219.8622,full_run_0257,ok
0.928232,0.819844,0.904701,0.72844,0.886432,,1.134317,0.880695,1.258756,1.171348,1.855889,1.380277,1.291331,1.108169,1.439775,1.632789,0.996032,0.719905,1.412542,5.0,1.382743,0.95484,0.74553,1.001469,False,False,1215089.5301,0.994532,0.000788,0.00468,766.7394,1207774.9459,0.275135,2017.5074,1611503.9228,1057.7685,15939.8045,19546.2996,19546.2996,3527.7255,1948.3526,1602691.7353,1610233.6616,1218941.6515,1261.7335,1270.2613,291.029,14384.0398,7541.9262,680.3058,full_run_0258,ok
0.903048,0.776013,0.938289,1.234074,1.18251,,0.894194,0.845638,1.241076,1.862676,1.460769,1.359686,1.390389,0.910044,0.933451,0.833527,1.269238,0.930221,1.061028,6.0,0.979993,0.943034,0.986971,1.156457,False,False,846071.2183,0.98721,0.00138,0.01141,980.1586,833221.8516,0.355114,8646.3278,929290.3205,1519.8942,15066.3873,19884.6384,19884.6384,12999.65,2032.872,917404.662,928007.7881,855552.9037,1574.291,1282.5324,539.7356,18529.6928,10603.1261,1119.326,full_run_0259,ok
0.792092,0.840488,1.041041,1.030199,0.780907,,1.05096,0.937119,0.992464,1.571142,1.157689,1.943422,0.97771,0.966346,0.890505,0.900385,1.124591,0.89666,1.195381,5.0,1.120232,0.912431,1.441423,1.424419,False,False,1043801.7542,0.987363,0.000961,0.011676,768.6765,1033057.039,0.391055,7604.8407,1218555.7975,1262.3088,16051.7261,20289.1948,20289.1948,413.2689,2871.2204,1203156.596,1217384.8571,1046850.9379,1537.0273,1170.9403,493.6323,19280.1097,14228.2611,1850.3754,full_run_0260,ok
1.000176,0.879325,1.174593,1.26364,0.907929,,1.008865,1.158716,1.157291,0.600793,1.197808,1.754971,1.562063,0.968408,1.011184,1.224656,1.106061,1.455962,1.237902,5.0,2.198167,0.775694,0.998049,0.830967,False,False,1278267.0389,0.99628,0.000641,0.003079,1476.9653,1263452.4567,0.21079,6038.923,1480171.2566,1871.4474,8739.6621,10682.6258,10682.6258,46772.1456,1081.9465,1474664.9708,1479223.1148,1286594.1081,2384.2087,948.1418,394.4821,11653.7606,4558.144,3369.8964,full_run_0261,ok
0.995767,0.811617,1.092415,1.345492,0.7756,,1.093244,1.209593,0.850302,1.449544,1.058661,1.60177,0.426844,1.40433,0.945511,0.959022,0.612516,0.776441,1.473312,4.0,1.295444,0.924629,1.162292,1.158449,False,False,1205751.0523,0.990101,0.000984,0.008915,1286.0585,1193340.9698,0.326039,12664.069,2041589.0951,1908.2082,27418.4088,31726.7111,31726.7111,908.7828,3459.8826,2021378.6842,2039580.4525,1215926.655,1847.776,2008.6426,622.1497,31265.2896,18201.7683,2548.5856,full_run_0262,ok
0.903521,0.899096,0.813043,0.948871,1.06958,,1.148468,1.143941,0.917236,0.99427,1.296974,0.996027,1.577657,1.54882,0.82662,0.861591,0.950128,0.864044,1.244926,2.0,1.151996,0.926095,1.115745,1.067696,False,False,819991.7899,0.985207,0.001636,0.013157,815.8279,815033.7884,0.524939,12126.7468,1538745.2333,1717.3105,40489.5278,41448.1636,41448.1636,62913.73,3251.1335,1515983.0603,1536228.5463,835758.8924,2102.6671,2516.687,901.4826,39174.3913,20245.4859,3126.2272,full_run_0263,ok
1.057524,1.246612,0.833099,1.010267,1.150835,,0.90698,1.078611,1.139981,0.723632,0.811337,1.134351,2.0493,1.258964,0.902616,1.132081,1.059445,0.688225,1.388414,2.0,1.478863,0.837223,1.417928,1.374006,False,False,730005.3215,0.980407,0.002187,0.017406,1034.7535,719026.4369,0.403144,7187.7822,1118411.0376,1733.6726,30174.5181,32569.3142,32569.3142,111454.397,3573.8951,1096498.0851,1115965.6015,745046.5672,2092.6262,2445.4361,698.9191,28912.1546,19467.5164,5621.2428,full_run_0264,ok
0.995661,0.896149,0.968677,1.239065,0.844688,,0.984166,0.990776,1.799239,1.964062,1.798632,1.690609,2.008356,1.107228,0.968403,1.038985,1.420267,0.80839,0.829206,2.0,1.150529,0.869849,0.902028,1.326693,False,False,978420.5738,0.977872,0.002633,0.019496,858.9892,962717.6569,0.440579,11968.7605,1322757.4629,1535.496,37363.0781,39218.5196,39218.5196,8490.5176,6097.7179,1293487.2776,1319275.2201,990486.8317,2163.9055,3482.2428,676.5069,37906.9958,25787.9425,5671.8274,full_run_0265,ok
1.13718,0.868339,1.215977,1.067426,1.027012,,0.986184,0.810966,1.427609,1.129669,1.328072,0.849313,1.317067,0.983039,0.989345,1.258839,0.817203,1.17142,1.634061,6.0,1.151843,0.995216,0.915189,1.510931,False,False,1285807.2234,0.991338,0.00096,0.007702,847.6006,1281944.8926,0.329044,7408.2829,1517631.0004,1263.2728,16430.5427,16430.5427,16430.5427,126.0992,1775.7831,1504485.5433,1516174.0378,1288152.4641,1558.5836,1456.9626,415.6721,16133.4525,11688.4945,77.5535,full_run_0266,ok
0.938562,1.08866,0.814271,1.115631,0.928632,,0.8469,0.829705,1.005159,0.742341,1.577273,1.113728,1.405035,1.092361,0.872635,1.022822,1.141987,0.842931,1.560295,2.0,1.912127,0.934891,1.218812,1.132367,False,False,643659.7744,0.981126,0.002376,0.016498,524.5544,633464.1384,0.584182,8502.9637,853697.6706,1261.5006,21103.8567,26868.7251,26868.7251,76718.8495,2540.7761,837584.7614,851669.4468,653816.4646,2009.72,2028.2238,736.9461,25724.2879,14084.6854,1791.5272,full_run_0267,ok
1.195154,0.855475,0.844143,0.928293,1.110802,,0.918486,1.010539,0.755236,1.848407,1.481142,1.512389,1.090749,1.199889,1.569548,0.820212,1.384181,0.826462,1.215429,5.0,2.041488,0.974851,0.718219,1.554088,False,False,933509.2803,0.984296,0.001126,0.014577,918.0922,915914.7937,0.400942,3378.4174,1353226.484,1532.5601,26709.9093,33204.7872,33204.7872,23590.4686,4026.24,1331975.6838,1351702.2676,946957.5847,1670.0755,1524.2164,614.4679,24172.4611,19726.5838,623.596,full_run_0268,ok
0.977459,0.74172,0.816378,1.158758,1.050841,,0.891435,0.849925,1.313158,0.271455,1.671361,1.020481,1.953932,1.042085,1.082249,1.399935,0.744937,1.124242,1.002177,2.0,1.426617,0.917602,1.158925,0.971172,False,False,841464.5207,0.993211,0.000968,0.005821,754.1938,822871.6682,0.46004,5598.9708,1051255.71,1396.7576,8835.7307,11105.0818,11105.0818,198079.942,885.396,1044118.3552,1050238.1574,852576.5127,2748.1745,1017.5527,642.5638,13638.1989,6119.8022,1224.6707,full_run_0269,ok
1.187655,1.143888,1.234556,1.086839,0.83588,,0.863269,1.219085,1.611896,0.584737,1.687811,1.12153,1.698617,0.938161,1.359911,1.419383,1.47578,1.043114,0.986958,2.0,0.800726,0.977358,1.385246,1.10464,False,False,1225704.7412,0.988053,0.001612,0.010335,864.4189,1204618.3754,0.504153,6525.5919,1388184.7451,1743.3187,21663.1198,27477.7154,27477.7154,156894.1859,2775.8691,1371600.4911,1385946.7983,1240039.4899,2972.3652,2237.9468,878.8998,27094.8495,14346.3072,627.6938,full_run_0270,ok
0.765266,0.886449,0.943078,1.196529,0.886242,,1.188406,1.169818,1.162381,0.765955,1.758218,1.049604,0.979806,1.337265,1.33326,1.329755,0.76507,0.907545,1.447242,5.0,1.710722,0.965912,1.276576,0.781807,False,False,1304044.2117,0.997391,0.000498,0.002112,1230.3404,1290163.2723,0.321049,3830.4041,2084349.5098,1812.1194,9669.6837,11938.1113,11938.1113,42972.024,930.4759,2078910.6835,2083311.8614,1311515.4271,1852.7224,1037.6484,581.779,12421.8927,4401.1779,438.381,full_run_0271,ok
1.023931,0.914126,1.071049,1.031108,0.972385,,1.24175,1.205112,1.055426,0.991057,1.597578,1.284508,2.194651,0.967724,1.459051,0.840689,1.602606,0.947034,0.889137,6.0,1.291315,0.831438,1.189378,0.974525,False,False,1566077.8201,0.995446,0.000562,0.003992,1281.011,1548396.8011,0.286637,6480.2681,1814702.7862,1795.7349,13089.5759,17152.7531,17152.7531,33458.0248,1407.1144,1806439.4966,1813683.6096,1579619.6849,1805.9455,1019.1766,514.7239,15564.8288,7244.1131,3155.5434,full_run_0272,ok
1.196392,1.058996,1.167731,0.814064,0.989051,,1.056511,0.718846,1.118592,0.86736,1.167776,1.043105,1.047461,1.210985,1.388683,0.951714,1.402427,1.1408,1.015324,2.0,1.084831,0.945432,1.259822,1.100765,False,False,1434369.9896,0.991794,0.000913,0.007293,396.9552,1420265.1892,0.588229,3945.1153,2085553.8654,964.0205,27079.1867,33961.0929,33961.0929,12093.6962,2732.7856,2068440.5244,2083649.8513,1441349.1636,2081.6961,1904.014,567.0653,27591.5252,15209.3269,1592.5147,full_run_0273,ok
1.088351,1.057313,0.901085,0.947373,1.214151,,0.978172,1.071891,1.20633,0.694323,0.791197,1.30922,1.174407,1.368997,0.946958,0.872701,1.059807,0.878757,1.376328,4.0,1.349762,0.913514,0.516244,1.105921,False,False,898650.52,0.991911,0.001068,0.007022,988.5911,881166.7255,0.426308,9621.9709,1478320.1365,1723.2079,15723.7473,18122.0434,18122.0434,100280.1235,1992.1757,1466361.3228,1476741.6271,918702.6666,1927.7776,1578.5094,734.6168,19542.9275,10380.3043,1850.2066,full_run_0274,ok
1.005437,0.795075,0.911792,0.851633,1.362467,,0.814495,0.904493,0.903885,1.330475,1.669421,1.135529,1.522,1.169038,0.698844,1.074846,0.898233,1.225899,0.742776,4.0,1.141872,0.855736,1.061178,0.957114,False,False,562787.7323,0.986518,0.00138,0.012102,997.259,553696.4193,0.330457,6248.1431,792414.0689,1489.462,17983.6205,24948.4564,24948.4564,51738.1551,1658.1999,781730.8517,791320.5824,572123.8529,1969.0157,1093.4865,492.203,20043.3325,9589.7308,3378.9993,full_run_0275,ok
1.006459,1.040799,0.922323,1.096203,1.175371,,1.030151,1.193928,1.018648,1.320721,1.244621,1.010764,1.559635,1.105885,1.028928,1.082344,1.380229,1.422194,1.49924,5.0,2.103295,0.93769,1.212021,1.272532,False,False,1057898.2305,0.988676,0.001264,0.01006,1348.1297,1038998.1375,0.331657,9729.8795,1407707.5816,2017.1213,18540.5274,22950.4705,22950.4705,36303.8917,2163.9843,1391766.8681,1405928.7617,1070647.4433,2472.6315,1778.82,668.9916,23390.7283,14161.8936,1554.3264,full_run_0276,ok
0.961665,0.732578,0.951628,1.246089,1.175219,,0.857821,0.82756,1.264679,0.977822,1.965692,1.370858,0.684479,1.038322,0.93807,1.015082,1.110301,1.020496,0.961257,4.0,0.939805,0.951542,0.955863,0.970856,False,False,817228.0046,0.990302,0.00123,0.008468,816.0017,803492.1983,0.452462,8677.1862,1020823.5811,1490.3096,13596.5943,18752.599,18752.599,64299.9517,1720.0391,1010923.9692,1019568.1572,828307.2565,1902.8677,1255.4239,674.308,18097.6683,8644.188,921.6375,full_run_0277,ok
1.019983,0.769845,1.046416,0.698529,0.976626,,1.014175,1.13727,0.923103,0.687508,1.235947,1.299239,1.166915,1.183751,1.303468,0.637354,0.967423,1.144694,1.075983,2.0,1.382076,0.862324,1.022685,1.44142,False,False,1216139.6565,0.987407,0.001006,0.011587,765.8794,1193614.5849,0.459476,6711.7069,1739118.9364,1416.9208,27993.9373,32556.7656,32556.7656,166446.6049,3445.5594,1717218.7662,1737369.1703,1234375.6714,2131.5216,1749.7661,651.0414,27809.9577,20150.4041,4440.0524,full_run_0278,ok
1.204764,0.889433,0.760567,1.104133,1.167442,,0.942554,0.86881,1.325602,1.987119,1.103533,1.466711,1.772375,0.772343,1.031686,0.90494,0.730736,0.825315,1.163359,3.0,1.632748,0.957944,0.996405,0.81652,False,False,811732.4032,0.976753,0.003806,0.019441,685.5402,794682.6384,0.53296,5456.4088,764052.122,1467.8405,37421.2634,43518.8732,43518.8732,928.0089,4085.6979,746290.3528,761144.0711,825406.0298,1948.3862,2908.0508,782.3004,35088.094,14853.7183,1540.45,full_run_0279,ok
0.816959,1.064014,1.04097,0.977883,1.141889,,1.067414,0.878886,1.352352,0.392294,1.063293,1.766815,1.608914,1.461975,0.824696,0.772849,1.366495,0.830125,0.888872,2.0,1.643104,0.93686,1.126597,1.177517,False,False,954409.0455,0.992788,0.000765,0.006446,637.2418,945450.177,0.540108,9205.2973,1678057.9217,1385.6345,14060.2384,16300.1159,16300.1159,160261.6731,2075.1246,1665956.4662,1676773.6469,967750.9841,1792.7883,1284.2747,748.3927,18818.4484,10817.1807,1268.2758,full_run_0280,ok
1.081101,1.221166,0.920488,1.13708,0.995949,,1.246074,0.846285,1.311713,0.589841,2.157017,1.52811,1.091916,1.314993,1.230525,1.083201,0.970957,0.746023,1.40459,3.0,1.672535,0.906945,1.155351,1.315673,False,False,1353746.5528,0.993076,0.000884,0.00604,751.6567,1335832.2218,0.44014,3749.1885,2133784.7636,1342.5806,15688.9259,23443.3309,23443.3309,68922.4061,3133.3645,2119011.1229,2131898.2451,1365268.903,1850.696,1886.5185,590.9239,19425.4017,12887.1222,1993.0985,full_run_0281,ok
1.153227,1.06808,0.922999,1.198379,0.950031,,0.919798,1.168258,0.966303,0.403293,1.831314,0.987623,1.889376,1.141283,1.073601,0.898135,1.053875,1.133275,1.060751,5.0,1.81655,0.820591,1.033839,1.071879,False,False,996252.4852,0.996409,0.000492,0.003099,1297.4452,976814.77,0.304966,4052.9205,1358069.6174,1866.736,6571.3068,7952.4259,7952.4259,75023.0259,594.6385,1353193.1897,1357401.373,1009401.7849,2089.946,668.2444,569.2908,9409.9448,4208.1833,2057.3328,full_run_0282,ok
1.068729,0.920828,0.912727,1.161874,0.945087,,1.091361,0.746171,1.219102,1.132129,1.242933,1.135798,1.692373,1.192036,1.423471,0.745936,0.879523,0.994256,1.01863,4.0,1.512792,0.917995,1.260442,0.852038,False,False,1185049.8336,0.992989,0.000984,0.006027,722.8183,1175375.1527,0.381831,6957.1685,1692271.8491,1169.2889,25188.0112,29440.9505,29440.9505,8995.6221,2202.424,1680408.0239,1690607.2365,1189294.4478,1623.2805,1664.6126,446.4706,24244.9868,10199.2127,2165.8181,full_run_0283,ok
1.016459,1.066623,0.850766,0.914248,1.392449,,0.882557,0.859178,0.774282,0.772342,0.923605,1.221781,2.228545,0.864748,0.877549,1.09688,0.928893,1.155174,0.953098,3.0,0.922154,0.954117,1.105233,0.879666,False,False,709131.3261,0.986072,0.001528,0.0124,707.1788,694418.0819,0.520235,6488.3055,739675.5199,1474.0108,18580.1575,20812.5603,20812.5603,97844.37,1396.2746,729373.3056,738545.2668,721734.399,2270.2913,1130.253,766.8321,21234.0967,9171.9612,1021.1369,full_run_0284,ok
1.094087,1.033799,1.105921,1.447685,0.806501,,0.981575,1.208086,1.246138,0.477844,0.886261,1.048678,1.217365,0.841429,1.047304,1.369884,1.010529,0.984457,1.228959,2.0,0.881973,0.982834,1.134438,1.337833,False,False,1199417.3561,0.984084,0.001635,0.014281,1070.4397,1181772.8985,0.471497,11282.3586,1223827.4078,2025.4176,20437.989,23753.8603,23753.8603,122221.2281,2448.5101,1204349.2081,1221826.1587,1213745.4344,2835.4715,2001.2491,954.9779,27827.2184,17476.9506,486.0251,full_run_0285,ok
0.928969,0.904122,1.070331,1.002734,1.072466,,1.25764,0.917702,0.8711,0.675565,0.91691,0.732304,1.595169,0.938698,1.064784,1.566534,0.867508,1.235582,1.253353,4.0,1.020793,0.937227,1.038705,1.055278,False,False,1526117.1448,0.993486,0.000714,0.005801,954.7327,1513304.8576,0.325948,6763.3536,1718407.0348,1416.4088,15784.0823,18321.1265,18321.1265,32109.9199,1133.4523,1707213.1381,1717180.8876,1532611.3746,2266.2258,1226.1471,461.6761,20029.2364,9967.7495,1341.5056,full_run_0286,ok
1.063277,1.067518,1.198421,0.922335,0.811583,,1.040212,1.111619,1.428725,0.688803,1.058763,1.251648,1.30224,1.294027,1.027653,1.194641,1.491371,1.174292,0.85351,6.0,1.466911,0.906351,1.518695,1.189132,False,False,1388358.8124,0.996664,0.000341,0.002995,1021.4896,1378798.5939,0.287438,5211.795,2146958.061,1433.5455,10187.3364,10187.3364,10187.3364,21547.3848,933.1122,2139795.4688,2146225.287,1390028.871,1713.1095,732.7739,412.0559,11481.7376,6429.8183,1186.3541,full_run_0287,ok
0.880743,1.026796,1.043604,1.103994,1.305662,,0.940869,1.026011,1.437105,0.822973,0.700578,1.170332,1.78116,1.584805,1.048889,1.135325,1.573765,0.964773,1.262978,2.0,0.961661,0.9862,0.660964,0.847375,False,False,1071995.6197,0.991816,0.001411,0.006774,828.2035,1064084.3248,0.549595,14549.4739,2045454.3689,1838.7981,29565.7059,31787.1136,31787.1136,72604.0486,3172.233,2028713.5381,2042568.6599,1087390.9277,2457.3105,2885.709,1010.5945,33695.9607,13855.1218,471.5111,full_run_0288,ok
1.013062,0.972735,0.883752,1.426881,1.107504,,1.139975,1.022751,1.119902,0.882286,2.200925,1.205629,2.0845,1.057419,0.791042,1.359669,1.115968,1.09388,1.023324,4.0,1.047031,0.878734,0.965457,1.006619,False,False,866952.1952,0.990461,0.001379,0.00816,1278.5346,852958.4571,0.336802,8569.8601,1101985.8961,1927.8333,17278.3811,23865.9354,23865.9354,75831.563,2077.6791,1091474.0811,1100466.4056,878526.287,2401.9323,1519.4905,649.2988,18427.7204,8992.3245,2543.0403,full_run_0289,ok
0.845409,1.126178,0.999512,1.302057,1.007711,,1.015148,0.975633,0.890661,1.100839,1.341015,1.899672,0.791148,0.954186,1.217725,1.632885,1.162212,0.819028,0.928615,3.0,2.022684,0.950373,1.30039,1.150245,False,False,1169397.9084,0.986972,0.001138,0.011889,923.0412,1154567.5566,0.449269,5936.0616,1348210.4815,1676.0301,24828.7598,27925.0612,27925.0612,34930.1078,3238.8769,1330646.5316,1346675.7584,1179539.6749,2319.411,1534.7231,752.9889,26995.5834,16029.2268,1409.6674,full_run_0290,ok
1.027326,1.285944,0.996876,0.919096,0.927842,,0.909455,1.118307,1.200037,0.972992,2.055866,1.517003,1.255395,0.973106,1.057159,1.445739,1.423952,1.400613,1.370123,3.0,1.311087,0.980235,1.385407,0.971707,False,False,1023572.4406,0.988172,0.001728,0.0101,761.0577,1006268.7565,0.504576,4968.0971,1199230.1206,1536.1738,20799.6762,26694.6035,26694.6035,72697.7899,2811.9249,1185045.2119,1197157.6024,1032715.3601,2933.5483,2072.5182,775.116,24497.6978,12112.3906,493.9601,full_run_0291,ok
0.998595,0.78163,1.000688,1.215987,1.407092,,0.98629,0.876649,1.106637,1.271584,1.747821,1.338786,1.338605,0.808558,1.073833,0.889635,1.31685,1.022208,1.326017,2.0,1.038357,0.950265,1.117354,1.005329,False,False,1115916.9334,0.976168,0.003033,0.020799,782.3618,1100780.4564,0.54255,8428.9766,1103465.0156,1710.2677,44415.7045,51719.2939,51719.2939,60381.05,5002.2378,1077166.8992,1100118.2161,1131338.498,2254.0308,3346.7994,927.9059,44621.814,22951.3169,2335.4179,full_run_0292,ok
1.074987,1.091895,1.148438,0.969869,0.937636,,0.986787,1.061253,1.561872,1.206089,1.833139,1.572384,0.841016,1.002357,1.320393,1.057215,1.621036,1.013148,1.279981,3.0,1.564959,0.944036,1.037057,1.339352,False,False,1311024.9686,0.985043,0.001941,0.013016,887.4374,1292015.0701,0.410578,4231.0521,1590423.7119,1505.6069,29152.7399,37441.4338,37441.4338,51381.2215,5405.0197,1566635.279,1587336.7713,1323797.6205,2262.8643,3086.9406,618.1695,29662.8024,20701.4922,1758.4595,full_run_0293,ok
