day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
12,50.0,40.3173,274.5513,408.6298,305.7334,499.4976,2553390.6354,101072.4638,238.5101,38.6028,0.0,0.0,0.0,116.1075,94.1379,0.0,0.0
13,45.0,71.769,247.7823,213.399,303.2807,409.798,2551691.8138,101012.2672,188.4538,37.4222,0.0,0.0,0.0,106.9531,86.4942,0.0,0.0
14,40.0,50.4575,237.3248,713.2668,293.8687,371.1525,2550730.8214,100958.5705,173.6213,35.9905,0.0,0.0,0.0,96.9452,78.1988,0.0,0.0
15,47.5,72.7649,212.0599,347.5045,288.9419,360.644,2549184.4823,100898.3831,153.1878,35.362,0.0,0.0,0.0,86.7161,69.7731,0.0,0.0
16,52.5,0.0,264.5599,134.6217,289.9306,439.6756,2547230.3505,100832.7005,195.4721,36.2761,0.0,0.0,0.0,96.8586,78.238,0.0,0.0
17,60.0,25.6435,298.9164,659.9139,299.9341,672.7625,2545449.9507,100756.9592,307.6163,39.7232,0.0,0.0,0.0,107.0498,257.8832,0.0,0.0
18,55.0,19.0058,334.9106,594.7062,308.18,443.613,2543799.997,100684.5638,194.5682,38.3257,0.0,0.0,0.0,283.0483,98.753,0.0,0.0
19,50.0,66.2178,318.6928,552.7838,311.2903,463.2476,2542215.2319,100618.0285,219.4754,38.8483,0.0,0.0,0.0,104.4114,94.3788,0.0,0.0
20,45.0,96.3063,267.3865,501.068,307.3018,398.4225,2540795.6477,100558.8805,186.0605,37.7483,0.0,0.0,0.0,96.1929,86.7652,0.0,0.0
21,40.0,19.0058,288.3807,147.9238,296.7784,364.8885,2539310.4309,100505.1793,174.1415,36.2462,0.0,0.0,0.0,87.2078,78.4572,0.0,0.0
22,47.5,72.8201,263.0606,970.335,291.0473,481.9962,2538360.0802,100445.6504,217.4769,48.8133,0.0,0.0,0.0,78.0216,167.308,0.0,0.0
23,52.5,25.6435,289.9171,830.5322,291.4541,532.8833,2537093.1154,100379.2628,236.878,51.1834,0.0,0.0,0.0,178.8901,190.7194,0.0,0.0
24,60.0,63.8674,286.0496,733.3227,301.0365,616.2612,2535362.2008,100303.8257,275.1621,54.6483,0.0,0.0,0.0,201.7873,212.2354,0.0,0.0
25,55.0,42.6125,298.4371,191.7581,308.9777,574.2272,2533293.3029,100232.5958,248.3301,57.2019,0.0,0.0,0.0,226.5822,241.6296,0.0,0.0
26,50.0,40.3173,308.1198,359.7297,311.8676,510.8506,2531629.3249,100167.6143,217.1248,56.0921,0.0,0.0,0.0,238.0675,231.3339,0.0,0.0
27,45.0,23.6159,329.5039,160.4208,307.7195,566.8307,2529893.016,100108.9616,270.626,54.8265,0.0,0.0,0.0,223.8989,213.0085,0.0,0.0
28,40.0,0.0,369.5039,135.3308,297.0806,424.3971,2528425.0748,100055.6212,196.6272,44.7099,0.0,0.0,0.0,204.5434,151.0086,0.0,0.0
29,47.5,50.4575,366.5464,215.7829,291.2661,444.8174,2526700.6724,99995.7839,212.4779,36.458,0.0,0.0,0.0,142.1792,86.5012,0.0,0.0
30,47.5,118.4353,295.611,983.7079,287.6124,368.1769,2525723.6155,99934.7117,155.893,35.295,0.0,0.0,0.0,95.8221,96.6697,0.0,0.0
31,47.5,68.4223,274.6887,199.535,286.3283,392.0011,2523988.7098,99874.6636,171.322,35.3934,0.0,0.0,0.0,98.6722,106.8668,0.0,0.0
32,47.5,0.0,322.1887,535.7415,286.0162,456.2724,2522603.9898,99814.306,215.1228,36.0021,0.0,0.0,0.0,100.0829,121.2415,0.0,0.0
33,47.5,21.3116,348.3771,167.9576,286.0092,437.5554,2520844.198,99756.0066,202.3759,35.8142,0.0,0.0,0.0,101.6333,116.0871,0.0,0.0
34,47.5,83.8628,312.0144,383.5096,286.0743,535.1972,2519297.598,99695.5007,232.9628,36.7977,0.0,0.0,0.0,101.0981,277.9861,0.0,0.0
35,47.5,43.7483,315.766,616.4943,286.1427,391.9318,2517992.39,99635.0927,171.708,35.3725,0.0,0.0,0.0,271.1458,96.9889,0.0,0.0
36,47.5,21.8649,341.4011,494.8039,286.1985,434.693,2516532.6579,99574.3521,202.0251,35.8063,0.0,0.0,0.0,99.11,86.762,0.0,0.0
37,47.5,43.7714,345.1297,339.3939,286.2407,413.8266,2514927.483,99513.7117,186.9443,35.6022,0.0,0.0,0.0,98.0574,96.8585,0.0,0.0
38,47.5,65.6621,326.9676,425.0579,286.2717,414.8421,2513388.4324,99452.3856,187.0864,35.6158,0.0,0.0,0.0,99.116,100.2368,0.0,0.0
39,47.5,0.0,374.4676,136.4024,286.2943,385.4017,2511650.5639,99392.0902,170.8216,35.3238,0.0,0.0,0.0,100.1737,93.7226,0.0,0.0
40,47.5,43.7758,378.1918,376.174,286.3107,360.6629,2510131.3412,99331.3425,155.2031,35.0782,0.0,0.0,0.0,92.3064,90.5869,0.0,0.0
41,47.5,21.8878,403.804,437.6361,286.3226,426.327,2508626.5753,99271.1238,200.8864,35.7362,0.0,0.0,0.0,89.3369,90.0819,0.0,0.0
42,47.5,21.888,429.416,500.3468,286.3312,426.3271,2507183.8524,99210.7186,200.8871,35.7371,0.0,0.0,0.0,89.337,89.406,0.0,0.0
43,47.5,65.664,411.252,1101.3145,286.3374,448.2152,2506274.7696,99150.2238,216.115,35.9567,0.0,0.0,0.0,89.3371,88.6483,0.0,0.0
44,47.5,109.44,349.312,358.9611,286.3419,514.4472,2504602.9281,99089.8162,236.6692,48.6269,0.0,0.0,0.0,89.3371,181.0062,0.0,0.0
45,47.5,0.0,396.812,69.9945,286.3452,505.7773,2502774.9856,99029.3295,226.8092,50.3416,0.0,0.0,0.0,181.1288,195.3974,0.0,0.0
46,47.5,43.776,400.536,154.6566,286.3475,473.4569,2501034.5424,98969.2601,201.006,51.5797,0.0,0.0,0.0,194.8976,208.3412,0.0,0.0
47,47.5,109.44,338.596,769.6515,286.3492,510.854,2499820.3766,98908.8337,222.5311,54.0671,0.0,0.0,0.0,206.8305,224.2414,0.0,0.0
48,47.5,0.0,386.096,214.9891,286.3505,548.9198,2498114.8375,98850.1604,250.6675,53.6698,0.0,0.0,0.0,222.9859,217.7411,0.0,0.0
49,47.5,65.664,367.932,739.87,286.3514,517.0778,2496890.6483,98795.4979,231.3982,51.9952,0.0,0.0,0.0,217.0378,206.7045,0.0,0.0
50,47.5,43.776,371.656,563.6873,286.352,509.804,2495465.8267,98735.8079,240.0277,44.4097,0.0,0.0,0.0,206.669,152.7893,0.0,0.0
51,47.5,65.664,353.492,339.9849,286.3525,555.0841,2493864.4033,98680.926,247.9366,37.027,0.0,0.0,0.0,153.4921,268.9441,0.0,0.0
52,47.5,43.776,357.216,278.5308,286.3528,370.0519,2492246.3085,98619.6701,156.4981,35.1767,0.0,0.0,0.0,269.0589,99.0966,0.0,0.0
53,47.5,0.0,404.716,159.5758,286.3531,436.731,2490484.6487,98558.7519,202.3203,35.8435,0.0,0.0,0.0,99.117,100.1678,0.0,0.0
54,47.5,21.888,430.328,251.0569,286.3532,416.2641,2488815.3844,98498.4469,187.2884,35.6389,0.0,0.0,0.0,100.1745,101.6503,0.0,0.0
55,47.5,0.0,477.828,782.1458,286.3534,393.8483,2487721.898,98439.3983,171.9883,35.4147,0.0,0.0,0.0,101.6547,101.1015,0.0,0.0
56,47.5,109.44,415.888,416.3589,286.3535,371.0427,2486175.9857,98377.9471,156.6345,35.1867,0.0,0.0,0.0,101.1049,100.1465,0.0,0.0
57,47.5,21.888,441.5,283.1626,286.3535,501.3752,2484447.6298,98318.361,247.8625,36.49,0.0,0.0,0.0,100.1491,99.1102,0.0,0.0
58,47.5,65.664,423.336,438.5765,286.3536,412.8121,2482922.1124,98257.3506,186.8134,35.6044,0.0,0.0,0.0,99.1121,98.0575,0.0,0.0
59,47.5,109.44,361.396,210.6542,286.3536,391.9399,2481147.6971,98195.9221,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.116,0.0,0.0
60,47.5,21.888,387.008,499.0981,286.3536,436.731,2479703.6781,98135.4642,202.3203,35.8436,0.0,0.0,0.0,99.117,100.1737,0.0,0.0
61,47.5,0.0,434.508,1078.4623,286.3537,385.4023,2478906.5115,98076.1013,170.8261,35.3303,0.0,0.0,0.0,100.1745,92.3064,0.0,0.0
62,47.5,65.664,416.344,654.021,286.3537,382.5513,2477619.2398,98015.8329,170.4338,35.3018,0.0,0.0,0.0,92.307,89.3369,0.0,0.0
63,47.5,0.0,463.844,304.4827,286.3537,426.3273,2476002.4938,97954.6309,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.337,0.0,0.0
64,47.5,87.552,423.792,288.4959,286.3537,404.4393,2474305.0091,97893.1971,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3371,0.0,0.0
65,47.5,21.888,449.404,411.461,286.3537,382.5513,2472818.9537,97833.3495,170.4338,35.3018,0.0,0.0,0.0,89.3373,89.3371,0.0,0.0
66,47.5,43.776,453.128,828.113,286.3537,514.4473,2471682.0622,97779.0963,236.6701,48.6282,0.0,0.0,0.0,89.3373,181.1288,0.0,0.0
67,47.5,21.888,478.74,171.3234,286.3537,527.6653,2469910.2692,97720.8553,242.0373,50.5615,0.0,0.0,0.0,181.1289,194.8976,0.0,0.0
68,47.5,65.664,460.576,729.4243,286.3537,659.5049,2468698.4012,97660.5205,292.5847,53.4408,0.0,0.0,0.0,194.8977,377.8305,0.0,0.0
69,47.5,43.776,464.3,434.2517,286.3537,488.9661,2467236.0485,97602.0873,207.3039,53.8487,0.0,0.0,0.0,377.8306,222.9859,0.0,0.0
70,47.5,43.776,468.024,260.8946,286.3537,570.8079,2465509.1387,97542.1442,265.8952,53.8891,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
71,47.5,43.776,471.748,125.6712,286.3537,517.0778,2463692.6055,97481.6982,231.3984,51.9954,0.0,0.0,0.0,217.0378,206.669,0.0,0.0
72,47.5,0.0,519.248,461.9755,286.3537,487.916,2462233.3526,97420.2557,224.8004,44.191,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
73,47.5,65.664,501.084,620.6655,286.3537,412.8121,2460889.9258,97360.3723,186.8134,35.6044,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
74,47.5,87.552,461.032,1214.158,286.3537,391.9399,2460140.9035,97300.2257,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
75,47.5,21.888,486.644,237.8943,286.3537,392.955,2458481.2814,97246.4715,171.8654,35.4058,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
76,47.5,21.888,512.256,465.7035,286.3537,460.0401,2456981.0686,97186.8483,217.7434,36.0767,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
77,47.5,87.552,472.204,268.5313,286.3537,393.8483,2455286.4195,97128.6105,171.9883,35.4148,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
78,47.5,65.664,454.04,549.3375,286.3537,414.8187,2453871.6646,97068.4569,187.0895,35.6245,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
79,47.5,21.888,479.652,162.3553,286.3537,391.9352,2452136.5036,97008.5986,171.7251,35.3957,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
80,47.5,21.888,505.264,244.9399,286.3537,478.4761,2450392.7272,96948.3957,232.4959,36.2611,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
81,47.5,131.328,421.436,161.7523,286.3537,391.9399,2448547.5231,96887.2181,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
82,47.5,0.0,468.936,687.5162,286.3537,392.955,2447359.4109,96827.0429,171.8654,35.4058,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
83,47.5,21.888,494.548,834.3468,286.3537,385.4023,2446296.2414,96769.6583,170.8261,35.3303,0.0,0.0,0.0,100.1745,92.307,0.0,0.0
84,47.5,0.0,542.048,263.9398,286.3537,426.3273,2444638.9528,96709.4171,200.8888,35.7396,0.0,0.0,0.0,92.307,89.3373,0.0,0.0
85,47.5,87.552,501.996,451.9194,286.3537,568.5993,2443104.8919,96648.44,262.0121,37.1623,0.0,0.0,0.0,89.3373,260.3373,0.0,0.0
86,47.5,0.0,549.496,646.5476,286.3537,426.3273,2441830.2112,96588.6752,200.8888,35.7396,0.0,0.0,0.0,260.3373,89.3373,0.0,0.0
87,47.5,65.664,531.332,160.7577,286.3537,404.4393,2440026.8765,96529.1725,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
88,47.5,87.552,491.28,498.7751,286.3537,470.6713,2438562.4712,96467.8991,206.2151,48.1904,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
89,47.5,21.888,516.892,211.7601,286.3537,527.6653,2436831.115,96407.4032,242.0373,50.5615,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
90,47.5,21.888,542.504,408.1366,286.3537,539.1209,2435296.1353,96345.9736,246.6889,52.237,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
91,47.5,65.664,524.34,441.0616,286.3537,510.8541,2433795.9046,96286.3497,222.5314,54.0676,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
92,47.5,65.664,506.176,199.8585,286.3537,505.1439,2432054.4707,96226.2405,220.2128,53.2324,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
93,47.5,21.888,531.788,431.506,286.3537,538.9658,2430542.8604,96166.1614,246.6259,52.2143,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
94,47.5,65.664,513.624,145.6234,286.3537,444.14,2428747.1915,96106.9653,194.3454,43.7532,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
95,47.5,21.888,539.236,441.228,286.3537,434.7001,2427245.3031,96047.275,202.0409,35.8233,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
96,47.5,0.0,586.736,977.5092,286.3537,391.9399,2426347.184,95989.855,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
97,47.5,43.776,590.46,1114.7292,286.3537,436.731,2425496.9089,95928.7409,202.3203,35.8436,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
98,47.5,43.776,594.184,155.8002,286.3537,394.3761,2423733.3048,95867.4103,172.0609,35.4201,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
99,47.5,65.664,576.02,157.6373,286.3537,437.6243,2421904.0498,95806.455,202.4433,35.8525,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
100,47.5,109.44,514.08,288.9407,270.8937,225.0325,2421484.2222,95783.9499,88.2892,32.0026,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
101,47.5,21.888,539.692,542.8538,231.5074,155.6167,2422036.9075,95782.4828,56.1809,26.9819,0.0,0.0,0.0,96.1967,99.1121,0.0,0.0
102,47.5,0.0,587.192,834.3284,186.4571,325.9955,2422654.2668,95781.5797,128.2068,23.7628,0.0,0.0,0.0,92.7507,269.0589,0.0,0.0
103,47.5,43.776,590.916,453.2512,147.6572,162.5118,2423005.1833,95781.1015,55.0644,17.8774,0.0,0.0,0.0,262.9482,99.117,0.0,0.0
104,47.5,0.0,638.416,149.6579,115.6598,114.3321,2423115.8159,95781.9048,18.7236,13.895,0.0,0.0,0.0,91.9748,100.1745,0.0,0.0
105,47.5,51.416,634.5,229.4936,90.8784,147.8265,2423187.5508,95782.4771,44.494,11.5187,0.0,0.0,0.0,92.7342,92.307,0.0,0.0
106,47.5,68.1712,613.8288,366.4667,72.4964,122.9233,2423384.2571,95782.3275,27.4641,9.2586,0.0,0.0,0.0,84.636,89.3373,0.0,0.0
107,47.5,21.888,639.4408,231.9556,59.0708,122.8033,2423479.5549,95782.0308,26.4342,7.7886,0.0,0.0,0.0,81.4951,89.3373,0.0,0.0
108,47.5,0.0,686.9408,169.9401,49.3215,100.8281,2423547.9539,95782.948,10.4588,6.5023,0.0,0.0,0.0,81.3701,89.3373,0.0,0.0
109,47.5,21.888,712.5528,337.9595,42.2573,122.6529,2423732.7491,95781.69,25.1444,5.9477,0.0,0.0,0.0,81.2793,89.3373,0.0,0.0
110,47.5,21.888,738.1648,475.6387,37.143,210.7272,2424050.2025,95781.5416,60.5334,18.2763,0.0,0.0,0.0,81.2135,181.1289,0.0,0.0
111,47.5,21.888,763.7768,162.8059,33.4416,245.8001,2424028.3892,95780.6671,80.8441,20.0232,0.0,0.0,0.0,172.9575,194.8977,0.0,0.0
112,47.5,0.0,811.2768,153.3181,30.763,213.4558,2424061.9464,95781.2899,54.8352,20.9677,0.0,0.0,0.0,186.6918,206.8306,0.0,0.0
113,47.5,0.0,858.7768,149.9943,28.8246,272.7236,2424044.6769,95780.2501,91.439,23.4616,0.0,0.0,0.0,198.5998,222.9859,0.0,0.0
114,47.5,0.0,906.2768,119.414,27.4221,223.2249,2424041.0501,95779.9283,58.5578,22.0351,0.0,0.0,0.0,214.7371,217.0378,0.0,0.0
115,47.5,87.552,866.2248,236.5954,26.4071,235.1497,2424043.2563,95779.5058,69.6656,20.6869,0.0,0.0,0.0,208.7759,206.6691,0.0,0.0
116,47.5,21.888,891.8368,175.8473,25.6727,184.0933,2424049.6574,95779.2247,47.7837,12.5832,0.0,0.0,0.0,198.3977,153.4921,0.0,0.0
117,47.5,21.888,917.4488,239.6961,25.1413,130.8727,2424119.2567,95781.3979,24.9835,4.1573,0.0,0.0,0.0,145.2139,97.9301,0.0,0.0
118,47.5,0.0,964.9488,244.2958,24.7567,131.885,2424214.8972,95782.1515,25.0938,4.1254,0.0,0.0,0.0,89.7757,98.9191,0.0,0.0
119,47.5,21.888,990.5608,164.6918,24.4785,318.9457,2424185.9951,95780.6015,116.7904,5.9656,0.0,0.0,0.0,90.8303,270.9992,0.0,0.0
120,47.5,43.776,994.2848,164.6275,24.2771,112.4289,2424180.5203,95780.331,10.1647,3.8784,0.0,0.0,0.0,262.8851,101.4568,0.0,0.0
121,47.5,21.888,1019.8968,56.94,24.1314,111.8998,2424089.103,95779.6544,10.0809,3.8571,0.0,0.0,0.0,93.3635,100.907,0.0,0.0
122,47.5,0.0,1067.3968,399.9968,26.7465,162.4143,2424111.3136,95779.5618,39.8803,4.6541,0.0,0.0,0.0,92.8123,96.1276,0.0,0.0
123,47.5,0.0,1114.8968,158.5913,29.4217,175.6981,2424074.0659,95778.2305,55.9059,5.0739,0.0,0.0,0.0,92.5511,92.7507,0.0,0.0
124,47.5,21.888,1140.5088,100.2337,29.3665,111.5297,2424022.5346,95778.9256,11.8244,4.4262,0.0,0.0,0.0,90.8688,91.9255,0.0,0.0
125,47.5,0.0,1188.0088,228.2607,28.2322,131.9161,2424098.6076,95779.0922,25.3604,4.5059,0.0,0.0,0.0,89.8151,91.9748,0.0,0.0
126,47.5,90.0592,1145.4496,233.2956,27.1089,154.8092,2424065.4555,95777.5447,40.6414,4.612,0.0,0.0,0.0,90.8626,92.7342,0.0,0.0
127,47.5,0.0,1192.9496,20.5515,26.2124,103.4724,2423954.1077,95776.4602,9.0784,4.0005,0.0,0.0,0.0,91.9096,84.636,0.0,0.0
128,47.5,0.0,1240.4496,242.9284,25.5407,144.3915,2424018.706,95776.2754,39.0895,4.3362,0.0,0.0,0.0,84.0338,81.4951,0.0,0.0
129,47.5,43.776,1244.1736,211.8375,25.0482,100.6111,2424053.4289,95776.5334,8.5968,3.8445,0.0,0.0,0.0,81.0578,81.3701,0.0,0.0
130,47.5,0.0,1291.6736,96.2109,24.69,166.2719,2423947.4589,95775.7249,54.2517,4.462,0.0,0.0,0.0,81.0532,81.2793,0.0,0.0
131,47.5,43.776,1295.3976,309.8759,24.4304,122.4936,2424056.6572,95776.8959,23.7769,3.9958,0.0,0.0,0.0,81.0499,81.2135,0.0,0.0
132,47.5,65.664,1277.2336,169.5227,24.2424,210.6119,2424003.3821,95778.2131,59.5438,16.8638,0.0,0.0,0.0,81.0475,172.9575,0.0,0.0
133,47.5,21.888,1302.8456,167.6851,24.1063,201.9407,2424014.6772,95779.036,49.673,18.5633,0.0,0.0,0.0,172.8374,186.6918,0.0,0.0
134,47.5,0.0,1350.3456,291.0263,26.7283,264.8283,2423923.6902,95777.5394,84.2508,21.0457,0.0,0.0,0.0,186.6049,198.5998,0.0,0.0
135,47.5,0.0,1397.8456,202.1103,29.4086,272.7288,2423950.8611,95775.7029,91.4838,23.5255,0.0,0.0,0.0,199.2324,214.7371,0.0,0.0
136,47.5,65.664,1379.6816,181.6785,29.357,411.7974,2423912.0608,95774.3122,152.0288,24.1325,0.0,0.0,0.0,214.7425,379.7759,0.0,0.0
137,47.5,24.3952,1402.7863,59.761,28.2253,213.278,2423816.9029,95773.7948,54.5776,20.6671,0.0,0.0,0.0,379.7939,198.3977,0.0,0.0
138,47.5,21.888,1428.3983,186.5524,27.1039,162.2181,2423849.9359,95771.9504,32.666,12.5211,0.0,0.0,0.0,198.4146,145.2139,0.0,0.0
139,47.5,0.0,1475.8983,88.3079,26.2088,130.8822,2423782.9514,95772.6406,25.0654,4.2742,0.0,0.0,0.0,145.2272,89.7984,0.0,0.0
140,47.5,0.0,1523.3983,246.3016,25.5381,153.78,2423850.4758,95772.1004,40.3812,4.4298,0.0,0.0,0.0,89.7857,90.8303,0.0,0.0
141,47.5,65.664,1505.2343,202.7273,25.0463,132.9028,2423831.0765,95771.1855,25.2557,4.1672,0.0,0.0,0.0,90.8375,91.8851,0.0,0.0
142,47.5,0.0,1552.7343,66.0912,24.6887,112.4326,2423763.1522,95771.4474,10.1963,3.9234,0.0,0.0,0.0,91.8904,93.3635,0.0,0.0
143,47.5,21.888,1578.3463,132.7965,24.4294,133.7905,2423716.9893,95769.5841,25.3312,4.1086,0.0,0.0,0.0,93.3673,92.8123,0.0,0.0
144,47.5,0.0,1625.8463,233.4393,24.2417,132.8713,2423793.8447,95768.8919,25.1906,4.0789,0.0,0.0,0.0,92.8151,92.5284,0.0,0.0
145,47.5,21.888,1651.4583,156.5643,24.1058,109.9865,2423793.9811,95769.2684,9.8157,3.8352,0.0,0.0,0.0,91.8576,90.8688,0.0,0.0
146,47.5,21.888,1677.0703,105.2856,24.0075,130.8626,2423719.9418,95769.313,24.8965,4.0332,0.0,0.0,0.0,90.8193,89.8151,0.0,0.0
147,47.5,0.0,1724.5703,98.7589,23.9363,109.9897,2423683.9833,95768.2525,9.8033,3.8167,0.0,0.0,0.0,89.7652,90.8626,0.0,0.0
148,47.5,21.888,1750.1823,453.9861,26.6053,206.2134,2423688.3132,95767.866,70.3278,5.0767,0.0,0.0,0.0,90.8226,91.9096,0.0,0.0
149,47.5,65.664,1732.0183,219.3337,29.3195,147.2762,2423666.9318,95767.1735,39.7717,4.7785,0.0,0.0,0.0,92.5751,84.0338,0.0,0.0
150,47.5,0.0,1779.5183,126.2075,29.2926,103.1562,2423661.0437,95766.6504,10.6666,4.3343,0.0,0.0,0.0,84.0627,81.0578,0.0,0.0
151,47.5,43.776,1783.2423,99.4586,28.1787,144.4151,2423540.5669,95764.7876,39.2919,4.6251,0.0,0.0,0.0,81.0927,81.0759,0.0,0.0
152,47.5,46.2832,1784.4591,243.9795,27.0702,100.6292,2423606.5896,95763.8081,8.7519,4.0659,0.0,0.0,0.0,81.0824,81.0499,0.0,0.0
153,47.5,0.0,1831.9591,127.229,26.1844,286.6692,2423578.4729,95762.9715,100.2622,5.8294,0.0,0.0,0.0,81.072,252.0475,0.0,0.0
154,47.5,0.0,1879.4591,223.2572,25.5204,254.3993,2423600.1307,95764.1524,90.0968,17.4415,0.0,0.0,0.0,252.0638,172.8374,0.0,0.0
155,47.5,0.0,1926.9591,79.5623,25.0335,201.949,2423546.0145,95762.3217,49.7442,18.6648,0.0,0.0,0.0,172.8493,186.6049,0.0,0.0
156,47.5,87.552,1886.9071,188.5221,24.6794,213.4014,2423513.6302,95760.9994,54.3686,20.3016,0.0,0.0,0.0,186.6135,199.2097,0.0,0.0
157,47.5,0.0,1934.4071,86.1986,24.4227,228.9082,2423465.5999,95759.4366,60.6464,22.5419,0.0,0.0,0.0,198.5431,214.7425,0.0,0.0
158,47.5,0.0,1981.9071,260.8917,24.2368,310.7484,2423500.8799,95760.8892,119.2234,22.5618,0.0,0.0,0.0,214.6961,208.7939,0.0,0.0
159,47.5,0.0,2029.4071,76.9179,24.1023,213.2411,2423443.2433,95761.6623,54.2613,20.2157,0.0,0.0,0.0,208.7462,198.4146,0.0,0.0
160,47.5,0.0,2076.9071,149.1492,24.0049,184.0784,2423434.932,95761.705,47.6558,12.4006,0.0,0.0,0.0,198.3762,145.2272,0.0,0.0
161,47.5,87.552,2036.8551,335.9033,23.9345,108.9739,2423548.5453,95762.1204,9.6634,3.8063,0.0,0.0,0.0,145.1984,89.7857,0.0,0.0
162,47.5,21.888,2062.4671,122.0838,23.8835,109.9892,2423513.9469,95761.1164,9.7993,3.8109,0.0,0.0,0.0,89.7645,90.8375,0.0,0.0
163,47.5,0.0,2109.9671,104.8152,23.8466,176.6681,2423415.527,95760.6436,55.6186,4.4736,0.0,0.0,0.0,90.8221,91.8904,0.0,0.0
164,47.5,0.0,2157.4671,162.4325,23.8199,134.3129,2423420.2949,95759.9745,25.3571,4.0472,0.0,0.0,0.0,91.8792,93.3673,0.0,0.0
165,47.5,87.552,2117.4151,261.7821,23.8006,133.7849,2423436.8616,95760.6048,25.283,4.0398,0.0,0.0,0.0,93.3592,92.8378,0.0,0.0
