day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,558.5439,1206570.9648,47758.2556,431.7976,42.6193,1026.84,0.0,0.0
1,47.5,0.0,87.5,64.96,82.0,0.0,1204925.3529,47700.6285,0.0,0.0,0.0,0.0,0.0
2,52.5,0.0,140.0,0.0,78.0,0.0,1203366.6289,47648.0092,0.0,0.0,0.0,0.0,0.0
3,60.0,0.0,200.0,20.0,67.6,0.0,1201942.2474,47599.4003,0.0,0.0,0.0,0.0,0.0
4,55.0,0.0,255.0,0.0,48.0,0.0,1201988.2987,47607.3992,0.0,0.0,0.0,1026.84,0.0
5,50.0,0.0,305.0,0.0,30.48,0.0,1201448.234,47589.0565,0.0,0.0,0.0,0.0,0.0
6,45.0,0.0,350.0,20.0,16.88,0.0,1201276.1749,47582.3391,0.0,0.0,0.0,0.0,0.0
7,40.0,0.0,390.0,0.0,8.352,2086.0608,1199198.3915,47519.457,1530.4488,169.7245,3017.1,0.0,2208.5172
8,47.5,20.0,417.5,20.0,75.6704,0.0,1197793.1707,47471.8473,0.0,0.0,0.0,0.0,0.0
9,52.5,0.0,470.0,281.2768,78.0,0.0,1196515.7234,47419.2392,0.0,0.0,0.0,0.0,0.0
10,60.0,0.0,530.0,180.0,68.8659,0.0,1195190.2718,47368.6335,0.0,0.0,0.0,0.0,0.0
11,55.0,0.0,585.0,0.0,49.2659,0.0,1197165.5128,47454.2388,0.0,0.0,0.0,3017.1,0.0
12,50.0,0.0,635.0,86.6,31.4927,0.0,1196663.1919,47434.2929,0.0,0.0,0.0,0.0,0.0
13,45.0,20.0,660.0,20.0,17.6396,0.0,1196434.4907,47426.3731,0.0,0.0,0.0,0.0,0.0
14,40.0,0.0,700.0,86.6,8.205,4149.525,1192379.6974,47286.109,3124.4785,197.4553,3064.78,0.0,4339.7966
15,47.5,0.0,747.5,0.0,75.641,0.0,1190974.4475,47238.4994,0.0,0.0,0.0,0.0,0.0
16,52.5,0.0,800.0,277.1194,78.0,0.0,1189692.8428,47185.8911,0.0,0.0,0.0,0.0,0.0
17,60.0,173.2,686.8,258.52,68.8718,0.0,1188272.717,47135.2783,0.0,0.0,0.0,0.0,0.0
18,55.0,0.0,741.8,243.4355,49.2718,0.0,1190539.0793,47222.7972,0.0,0.0,0.0,3064.78,0.0
19,50.0,0.0,791.8,0.1543,31.4974,0.0,1189950.3174,47202.8575,0.0,0.0,0.0,0.0,0.0
20,45.0,0.0,836.8,0.0,17.6431,0.0,1189721.6197,47194.9377,0.0,0.0,0.0,0.0,0.0
21,40.0,0.0,876.8,0.0,8.2076,3901.0381,1185828.7159,47064.5104,2960.8797,206.8295,3217.1,0.0,6612.3561
22,47.5,0.0,924.3,0.0,75.6415,0.0,1184423.4665,47016.9008,0.0,0.0,0.0,0.0,0.0
23,52.5,0.0,976.8,366.6794,78.0,0.0,1183231.4218,46964.4621,0.0,0.0,0.0,0.0,0.0
24,60.0,85.32,951.48,350.64,68.8717,0.0,1181991.2959,46921.0492,0.0,0.0,0.0,0.0,0.0
25,55.0,0.0,1006.48,0.0,49.2717,0.0,1184166.5426,47014.6545,0.0,0.0,0.0,3217.1,0.0
26,50.0,0.0,1056.48,0.0,31.4974,0.0,1183577.6263,46994.7086,0.0,0.0,0.0,0.0,0.0
27,45.0,0.0,1101.48,0.0244,17.643,0.0,1183348.9529,46986.7898,0.0,0.0,0.0,0.0,0.0
28,40.0,85.32,1056.16,3102.5786,8.2075,4053.3582,1182320.9874,46970.9601,3066.4802,231.2148,3217.1,0.0,8884.9155
29,47.5,85.32,1018.34,85.32,75.6415,0.0,1180915.7381,46923.3504,0.0,0.0,0.0,0.0,0.0
