day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,16713.0545,40.0,5733.7242,125052.3051,206.7973,265.8822,118.1699,590.8494,68033.0914,10122.1845,0.0,0.0,0.0,24887.2914,0.0,2153093.7086,1193.6345
1,47.5,0.0,87.5,17141.6259,781.4133,797.0239,140691.1199,234.8256,301.9186,134.186,670.9302,1907.8909,201.8666,0.0,0.0,0.0,25046.3453,0.0,2129758.0211,731.1627
2,52.5,70.0,70.0,16944.195,829.7012,679.3594,155776.1696,262.6921,337.7469,150.1098,750.5488,2153.6676,198.4848,0.0,0.0,0.0,24923.5826,0.0,2105344.0227,487.9084
3,60.0,130.0,0.0,16800.4849,737.226,689.5884,170231.5424,290.2202,373.1402,165.8401,829.2005,2194.9505,188.3935,0.0,0.0,0.0,24923.8361,0.0,2080745.509,296.6749
4,55.0,55.0,0.0,16710.5966,634.7898,631.3663,184719.7229,317.6816,408.4477,181.5323,907.6616,2066.7339,140.9151,0.0,0.0,0.0,24924.0179,0.0,2056108.5589,156.7857
5,50.0,50.0,0.0,16555.6945,548.1262,509.0566,199268.4332,345.065,443.655,197.18,985.9,1599.4072,13.9611,0.0,0.0,0.0,24835.7229,0.0,2031504.6945,59.1429
6,45.0,45.0,0.0,16687.0166,476.7435,395.9841,214186.4077,372.5858,479.0389,212.9062,1064.531,1130.9716,9.1611,0.0,0.0,0.0,24543.2977,0.0,2007143.6174,9.0
7,40.0,40.0,0.0,20327.3113,416.9902,370.9413,233338.0071,403.4669,518.7432,230.5525,1152.7627,1260.1853,8.3505,0.0,0.0,0.0,24535.2011,428.5714,1982735.0403,0.0
8,47.5,47.5,0.0,16700.1505,375.711,396.9362,248593.1093,431.2421,554.4541,246.424,1232.1202,1347.1647,9.1735,0.0,0.0,0.0,24526.9633,428.5714,1958285.3203,0.0
9,52.5,52.5,0.0,16627.5643,350.2148,458.5895,263488.9057,458.8794,589.9878,262.2168,1311.084,1597.0921,10.3528,0.0,0.0,0.0,24535.2434,428.5714,1933826.6003,0.0
10,60.0,60.0,0.0,16746.4589,340.8028,528.3071,278144.3733,486.504,625.5051,278.0023,1390.0114,1854.6379,11.8376,0.0,0.0,0.0,24543.5178,428.5714,1909367.8804,0.0
11,55.0,55.0,0.0,17254.5768,334.6485,441.9958,293494.4474,514.6326,661.6704,294.0757,1470.3787,1422.7238,10.682,0.0,0.0,0.0,24555.1003,428.5714,1884909.1604,0.0
12,50.0,50.0,0.0,16782.7192,327.3465,411.6775,308496.2972,542.3544,697.3128,309.9168,1549.5839,1338.2313,9.8702,0.0,0.0,0.0,24550.7984,348.0558,1860450.4404,0.0
13,45.0,45.0,0.0,16637.0982,316.0073,398.1104,323285.8387,569.7713,732.5631,325.5836,1627.9181,1354.1272,9.1827,0.0,0.0,0.0,24543.3196,83.0137,1835991.7205,0.0
14,40.0,40.0,0.0,16881.1094,300.4131,334.1598,338558.9575,597.4556,768.1572,341.4032,1707.016,1091.0398,7.9827,0.0,0.0,0.0,24535.2054,75.0667,1811533.0005,0.0
15,47.5,47.5,0.0,17002.5065,291.2818,401.6833,353666.4,624.9872,803.555,357.1355,1785.6777,1373.5832,9.221,0.0,0.0,0.0,24526.9642,66.9813,1787074.2805,0.0
16,52.5,52.5,0.0,16599.722,289.1011,432.1269,368146.7853,652.2828,838.6493,372.733,1863.6651,1449.8116,10.0881,0.0,0.0,0.0,24535.2436,75.1083,1762615.5606,0.0
17,60.0,60.0,0.0,16947.588,296.575,479.5593,382662.9554,679.7915,874.0177,388.4523,1942.2615,1583.3273,11.3502,0.0,0.0,0.0,24543.5178,83.2297,1738156.8406,0.0
18,55.0,55.0,0.0,17079.8171,302.6434,460.118,397454.4552,707.446,909.5734,404.2549,2021.2743,1523.5849,10.8632,0.0,0.0,0.0,24555.1003,94.5979,1713698.1206,0.0
19,50.0,50.0,0.0,16242.3961,304.1869,434.802,411612.2247,734.4759,944.3262,419.7005,2098.5026,1466.9332,10.1014,0.0,0.0,0.0,24550.7984,90.3756,1689239.4007,0.0
20,45.0,45.0,0.0,16377.9678,299.2488,2257.1734,426152.6731,761.6879,979.313,435.2502,2176.2511,8222.2117,27.7733,0.0,0.0,0.0,24543.3196,1968.7226,1664780.6807,0.0
