source_id,entity,url,source_type,note
SRC_CHEMCHINA_WEF_001,ChemChina,https://www.weforum.org/organizations/china-national-chemical-corporation-chemchina/,institutional_profile,"ChemChina is a large Chinese chemical corporation; good enough to validate chemical upstream role, not site traceability."
SRC_ORBIA_001,Orbia / Mexichem,https://www.orbia.com/this-is-orbia/who-we-are/,official_company,Orbia is the current group name for Mexichem; validates chemicals/materials role.
SRC_SABIC_001,SABIC,https://www.sabic.com/en/about,official_company,"SABIC is a petrochemical/materials producer; valid only for polymer/chemical records, not steel records."
SRC_SOLVAY_001,Solvay,https://www.solvay.com/en/solutions-market/aerospace,official_company,"Solvay serves aerospace materials/chemicals; valid for chemical/composite records, not stainless steel records."
SRC_BILLERUD_001,Billerud,https://www.billerud.com/about-us,official_company,Billerud is a paper and packaging materials company; validates paper upstream role.
SRC_GASCOGNE_001,Gascogne Papier,https://www.gascognepapier.com/en/,official_company,Gascogne Papier is a paper producer; validates paper upstream role.
SRC_KLABIN_001,Klabin,https://klabin.com.br/en/about-klabin,official_company,Klabin is a Brazilian paper/pulp/packaging producer.
SRC_HALCYON_001,Halcyon Agri,https://www.halcyonagri.com/our-business/processing/,official_company,Halcyon Agri operates natural-rubber processing; validates Hevecam/PT Remco/SDCI rubber upstream roles.
SRC_SOCFIN_001,Socfin,https://www.socfin.com/en/activities/rubber,official_company,Socfin has rubber plantation/processing activities; validates LAC/Okomu/SRC rubber upstream roles.
SRC_SHANDONG_LOYAL_001,Shandong Loyal Chemical,https://www.loyalchem.com/,official_company,Chemical/PVC additives supplier; source quality to be checked before stress-test use.
SRC_HUDDERSFIELD_001,Huddersfield Textiles,https://www.huddersfieldtextiles.com/,official_company,UK textile/cloth supplier; validates textile transformation role.
SRC_SOMANI_001,Somani,https://www.somani.pt/en/,official_company,Portuguese textile company; validates textile role.
SRC_MASTROTTO_001,Gruppo Mastrotto,https://www.mastrotto.com/en/,official_company,Leather group/tannery; validates leather transformation role.
SRC_SAINTGOBAIN_001,Saint-Gobain,https://www.saint-gobain.com/en,official_company,Materials group; aerospace/silicone-specific use still needs product traceability.
SRC_HENKEL_001,Henkel,https://www.henkel-adhesives.com/us/en/industries/aerospace.html,official_company,Henkel aerospace adhesives validate adhesive/film/composite tier role.
SRC_SHINETSU_001,Shin-Etsu Silicones,https://www.shinetsusilicone-global.com/,official_company,Corrects Toschiba-Shinetsu to Shin-Etsu for silicone materials.
SRC_DAIO_001,Daio Paper,https://www.daio-paper.co.jp/en/company/,official_company,Japanese paper producer; validates paper role.
SRC_FORMICA_001,Formica,https://www.formica.com/en-us/about-us,official_company,Laminate/surface materials company.
SRC_KRONOTEX_001,Kronotex,https://www.kronotex.com/en/company/,official_company,Wood-based laminate/panel producer; not aerospace-specific.
SRC_SMURFIT_001,Smurfit Kappa,https://www.smurfitkappa.com/about,official_company,Paper/packaging group; should usually be packaging/auxiliary unless paper material is deliberate.
SRC_ULTRAFABRICS_001,Ultrafabrics,https://www.ultrafabricsinc.com/,official_company,Synthetic high-performance fabrics; plausible for leather-like upholstery.
SRC_SEKISUI_KYDEX_001,SEKISUI KYDEX,https://sekisuikydex.com/markets/aviation-aerospace/,official_company,KYDEX thermoplastic sheet for aviation/aerospace.
SRC_KVADRAT_001,Kvadrat,https://www.kvadrat.dk/en/about,official_company,"Textile company; validate textile role, not necessarily qualified aerospace site."
SRC_PLASTIFORM_001,Plastiform,https://www.plastiform.fr/,official_company,Plastics/thermoforming supplier; validates T2 plastic transformation.
SRC_LELIEVRE_001,Lelièvre Paris,https://www.lelievreparis.com/en/,official_company,Upholstery textile/fabric supplier.
SRC_MAISON_FICHET_001,Maison Fichet,https://www.fichet.fr/,official_company,Leather supplier/distributor; plausible leather source but not aerospace qualified by this source.
SRC_SILICONE_ENGINEERING_001,Silicone Engineering,https://silicone.co.uk/,official_company,Silicone rubber material producer.
SRC_3M_001,3M Aerospace,https://www.3m.com/3M/en_US/aerospace-us/,official_company,Aerospace adhesives/materials; use only with product traceability.
SRC_DIODES_001,Diodes Incorporated,https://www.diodes.com/about/company-profile/,official_company,Semiconductor company; COTS electronics upstream.
SRC_INFINEON_001,Infineon,https://www.infineon.com/cms/en/about-infineon/company/,official_company,Semiconductor company; COTS electronics upstream.
SRC_ROHM_001,ROHM,https://www.rohm.com/company,official_company,Semiconductor company; COTS electronics upstream.
SRC_INTEL_001,Intel,https://www.intel.com/content/www/us/en/company-overview/company-overview.html,official_company,Semiconductor company; too generic without exact electronic BOM.
SRC_NVIDIA_001,NVIDIA,https://www.nvidia.com/en-us/about-nvidia/,official_company,Semiconductor/computing company; too generic without exact electronic BOM.
SRC_TSMC_001,TSMC,https://www.tsmc.com/english/aboutTSMC,official_company,Semiconductor foundry; too generic without exact electronic BOM.
SRC_MONDI_001,Mondi,https://www.mondigroup.com/about-mondi/,official_company,Paper/packaging group; normally packaging/auxiliary unless paper material is deliberate.
SRC_GLATFELTER_001,Glatfelter,https://www.glatfelter.com/about-us/,official_company,Engineered materials/nonwovens; plausible paper/nonwoven supplier.
SRC_HEXCEL_001,Hexcel,https://www.hexcel.com/About/,official_company,Advanced composites/carbon fiber supplier for aerospace.
SRC_SIKA_001,Sika,https://industry.sika.com/en/home/transportation/aerospace.html,official_company,Aerospace adhesives/sealants; product traceability still needed.
SRC_AUBERON_001,Auberon Technologies,https://auberon-technologies.com/,official_company,Professional display/optoelectronic systems supplier; plausible display/IFE T2.
SRC_INNOPTEC_001,Innoptec,https://www.innoptec.com/,official_company,Optical/display technology supplier; plausible display/IFE T2.
SRC_THALES_001,Thales Aerospace,https://www.thalesgroup.com/en/markets/aerospace,official_company,Aerospace/avionics group; plausible T1/T2 for IFE/electronics.
SRC_ADHETEC_001,Adhetec,https://www.adhetec.com/aerospace/,official_company,Aerospace adhesive films/decoration supplier.
SRC_HONEYWELL_001,Honeywell Aerospace,https://aerospace.honeywell.com/,official_company,Aerospace systems/electronics group; exact component needed.
SRC_LIEBHERR_001,Liebherr Aerospace,https://www.liebherr.com/en/int/products/aerospace-and-transportation-systems/aerospace-and-transportation-systems.html,official_company,Aerospace systems supplier.
SRC_SCHOTT_001,SCHOTT Aviation,https://www.schott.com/en-us/markets/aviation,official_company,Aviation lighting/glass systems supplier.
SRC_TE_001,TE Connectivity Aerospace,https://www.te.com/en/industries/aerospace.html,official_company,Tyco Electronics should normalize to TE Connectivity for aerospace connectors.
SRC_MADEL_EC_001,Madelec Aero,https://madelec-aero.com/,official_company,French aerospace electrical/electronic supplier; exact product needed.
SRC_KEMKO_001,Kemko Aerospace,https://kemkoaerospace.net/,official_company,Aerospace hardware/systems supplier; exact product needed.
