record_index,system,component,supplier,role_hint,action,detail
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,resolve_multiple_primary,kept Saarstahl as baseline primary; 1 suppliers retained as alternatives
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 2 suppliers retained as alternatives
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Nucor Corp,tier4_raw_material,clean_supplier,source/site normalization
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,clean_supplier,source/site normalization
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,FRANKLIN,tier2_second_transformation,clean_supplier,source/site normalization
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,ACH,tier1,clean_supplier,source/site normalization
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,MGR FOAMTEX,tier2_second_transformation,clean_supplier,name_normalized:MGR FOAMTEX->MGR Foamtex Ltd
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,resolve_multiple_primary,kept Saarstahl as baseline primary; 1 suppliers retained as alternatives
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 2 suppliers retained as alternatives
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Nucor Corp,tier4_raw_material,clean_supplier,source/site normalization
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,clean_supplier,source/site normalization
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,FRANKLIN,tier2_second_transformation,clean_supplier,source/site normalization
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,ACH,tier1,clean_supplier,source/site normalization
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,MGR FOAMTEX,tier2_second_transformation,clean_supplier,name_normalized:MGR FOAMTEX->MGR Foamtex Ltd
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,resolve_multiple_primary,kept Saarstahl as baseline primary; 1 suppliers retained as alternatives
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 2 suppliers retained as alternatives
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Nucor Corp,tier4_raw_material,clean_supplier,source/site normalization
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,clean_supplier,source/site normalization
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,FRANKLIN,tier2_second_transformation,clean_supplier,source/site normalization
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,ACH,tier1,clean_supplier,source/site normalization
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,MGR FOAMTEX,tier2_second_transformation,clean_supplier,name_normalized:MGR FOAMTEX->MGR Foamtex Ltd
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,resolve_multiple_primary,kept Saarstahl as baseline primary; 1 suppliers retained as alternatives
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 2 suppliers retained as alternatives
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,to_first_transformation: ['Bateau'] -> ['ship']
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Nucor Corp,tier4_raw_material,clean_supplier,source/site normalization
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,clean_supplier,source/site normalization
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,FRANKLIN,tier2_second_transformation,clean_supplier,source/site normalization
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,ACH,tier1,clean_supplier,source/site normalization
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,MGR FOAMTEX,tier2_second_transformation,clean_supplier,name_normalized:MGR FOAMTEX->MGR Foamtex Ltd
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,resolve_multiple_primary,kept Saarstahl as baseline primary; 1 suppliers retained as alternatives
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 2 suppliers retained as alternatives
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Nucor Corp,tier4_raw_material,clean_supplier,source/site normalization
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,clean_supplier,source/site normalization
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,FRANKLIN,tier2_second_transformation,clean_supplier,source/site normalization
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,ACH,tier1,clean_supplier,source/site normalization
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,MGR FOAMTEX,tier2_second_transformation,clean_supplier,name_normalized:MGR FOAMTEX->MGR Foamtex Ltd
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Saarstahl,tier4_raw_material,resolve_multiple_primary,kept Saarstahl as baseline primary; 1 suppliers retained as alternatives
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,ESPACE,tier1,resolve_multiple_primary,kept ESPACE as baseline primary; 2 suppliers retained as alternatives
94,Accoudoir allée,inox,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
94,Accoudoir allée,inox,,,normalize_transport,to_first_transformation: ['Camion'] -> ['truck']
94,Accoudoir allée,inox,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
94,Accoudoir allée,inox,Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
94,Accoudoir allée,inox,Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
94,Accoudoir allée,inox,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
94,Accoudoir allée,inox,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
94,Accoudoir allée,inox,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
94,Accoudoir allée,inox,Nucor Corp,tier4_raw_material,clean_supplier,source/site normalization
94,Accoudoir allée,inox,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
94,Accoudoir allée,inox,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
94,Accoudoir allée,inox,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
94,Accoudoir allée,inox,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
94,Accoudoir allée,inox,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
94,Accoudoir allée,inox,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
94,Accoudoir allée,inox,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
94,Accoudoir allée,inox,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
94,Accoudoir allée,inox,Figeac Aéro,tier1,clean_supplier,name_normalized:Figeac Aéro->Figeac Aero
94,Accoudoir allée,inox,Jamco Niigata,tier1,clean_supplier,name_normalized:Jamco Niigata->JAMCO Aircraft Interiors - Niigata
94,Accoudoir allée,inox,Jamco Miyazaki,tier1,clean_supplier,name_normalized:Jamco Miyazaki->JAMCO Aircraft Interiors - Miyazaki
94,Accoudoir allée,inox,Jamco Philippines (Clark),tier1,clean_supplier,name_normalized:Jamco Philippines (Clark)->JAMCO Philippines Inc.
94,Accoudoir allée,inox,Jamco Niigata,tier1,clean_supplier,name_normalized:Jamco Niigata->JAMCO Aircraft Interiors - Niigata
94,Accoudoir allée,inox,Jamco Miyazaki,tier1,clean_supplier,name_normalized:Jamco Miyazaki->JAMCO Aircraft Interiors - Miyazaki
94,Accoudoir allée,inox,Jamco Philippines (Clark),tier1,clean_supplier,name_normalized:Jamco Philippines (Clark)->JAMCO Philippines Inc.
94,Accoudoir allée,inox,SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
94,Accoudoir allée,inox,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
94,Accoudoir allée,inox,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
94,Accoudoir allée,inox,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
94,Accoudoir allée,inox,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
94,Accoudoir allée,inox,JAMCO Aircraft Interiors - Niigata,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
94,Accoudoir allée,inox,JAMCO Aircraft Interiors - Miyazaki,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
94,Accoudoir allée,inox,JAMCO Philippines Inc.,tier1,dedupe_supplier,merged duplicate supplier/site/role entry
94,Accoudoir allée,inox,Safran Seats / Safran internal group,oem,dedupe_oem,merged duplicate supplier/site/role entry
94,Accoudoir allée,inox,Saarstahl,tier4_raw_material,resolve_multiple_primary,kept Saarstahl as baseline primary; 1 suppliers retained as alternatives
94,Accoudoir allée,inox,Senior Aerospace Thailand,tier1,resolve_multiple_primary,kept Senior Aerospace Thailand as baseline primary; 3 suppliers retained as alternatives
95,Ens. Palette optimisée,inox,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
95,Ens. Palette optimisée,inox,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
95,Ens. Palette optimisée,inox,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
95,Ens. Palette optimisée,inox,Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
95,Ens. Palette optimisée,inox,Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
95,Ens. Palette optimisée,inox,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
95,Ens. Palette optimisée,inox,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
95,Ens. Palette optimisée,inox,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
95,Ens. Palette optimisée,inox,Nucor Corp,tier4_raw_material,clean_supplier,source/site normalization
95,Ens. Palette optimisée,inox,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
95,Ens. Palette optimisée,inox,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
95,Ens. Palette optimisée,inox,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
95,Ens. Palette optimisée,inox,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
95,Ens. Palette optimisée,inox,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
95,Ens. Palette optimisée,inox,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
95,Ens. Palette optimisée,inox,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
95,Ens. Palette optimisée,inox,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
95,Ens. Palette optimisée,inox,Figeac Aéro,tier1,clean_supplier,name_normalized:Figeac Aéro->Figeac Aero
95,Ens. Palette optimisée,inox,Jamco Niigata,tier1,clean_supplier,name_normalized:Jamco Niigata->JAMCO Aircraft Interiors - Niigata
95,Ens. Palette optimisée,inox,Jamco Miyazaki,tier1,clean_supplier,name_normalized:Jamco Miyazaki->JAMCO Aircraft Interiors - Miyazaki
95,Ens. Palette optimisée,inox,Jamco Philippines (Clark),tier1,clean_supplier,name_normalized:Jamco Philippines (Clark)->JAMCO Philippines Inc.
95,Ens. Palette optimisée,inox,Jamco Niigata,tier1,clean_supplier,name_normalized:Jamco Niigata->JAMCO Aircraft Interiors - Niigata
95,Ens. Palette optimisée,inox,Jamco Miyazaki,tier1,clean_supplier,name_normalized:Jamco Miyazaki->JAMCO Aircraft Interiors - Miyazaki
95,Ens. Palette optimisée,inox,Jamco Philippines (Clark),tier1,clean_supplier,name_normalized:Jamco Philippines (Clark)->JAMCO Philippines Inc.
95,Ens. Palette optimisée,inox,SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
95,Ens. Palette optimisée,inox,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
