case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,level,parameter_group,parameter_key,parameter_label,realism_focus,status
capacity_node_M-1810_1_3,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_1_3/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/capacity_node_M-1810_1_3/simulation_output,8270587.0818,0.995564,0.000718,0.003718,843.2095,8041672.4633,0.95154,157399.3277,19260796.9628,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19175351.4135,19246966.9754,8540858.0301,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.3,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
supplier_stock_node_SDC-1450_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_0_6/simulation_output,8251922.7137,0.995568,0.000718,0.003714,768.9766,8022421.7258,0.955806,156767.8375,19254818.3683,17400.0,48405.0469,0.0,46839.8241,0.0,0.0,0.0,0.0,0.0,19169488.9483,19240996.0234,8523925.9898,94475.1549,13822.3448,16631.0234,159638.4939,0.0,71507.0751,0.0,0.6,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_stock_node_SDC-1450_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_0_8/simulation_output,8252721.2525,0.995564,0.000718,0.003718,819.4595,8023443.1957,0.952905,157150.0908,19255588.6064,17400.0,48994.8842,0.0,47405.1541,0.0,0.0,0.0,0.0,0.0,19170175.5503,19241761.9796,8523853.9898,94459.6994,13826.6268,16580.5405,160235.7729,0.0,71586.4293,0.0,0.8,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_stock_node_SDC-1450_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_stock_node_SDC-1450_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_1_2/simulation_output,8254271.8115,0.995557,0.000719,0.003725,745.2266,8025382.0165,0.957171,157921.0556,19257088.5495,17400.0,50091.2457,0.0,48432.9727,0.0,0.0,0.0,0.0,0.0,19171525.2564,19243249.2896,8523709.9898,94476.9301,13839.2599,16654.7734,161310.5791,0.0,71724.0332,0.0,1.2,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_stock_node_SDC-1450_1_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_1_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-1450_1_4/simulation_output,8254908.4566,0.995557,0.000719,0.003724,745.2266,8026018.0165,0.957171,157921.0556,19257636.0643,17400.0,50091.2457,0.0,48432.9727,0.0,0.0,0.0,0.0,0.0,19172072.7712,19243796.8044,8523637.9898,94476.9301,13839.2599,16654.7734,161310.5791,0.0,71724.0332,0.0,1.4,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,ok
supplier_capacity_node_SDC-1450_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_0_6/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.6,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_capacity_node_SDC-1450_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_0_8/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.8,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_capacity_node_SDC-1450_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_capacity_node_SDC-1450_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_1_2/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.2,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_capacity_node_SDC-1450_1_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_1_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-1450_1_4/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.4,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,supplier_capacity,ok
supplier_lead_time_node_SDC-1450_0_7,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_0_7/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_0_7/simulation_output,8227995.6806,0.995558,0.000719,0.003723,843.2095,7998519.3361,0.95154,157579.164,19234382.6555,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19148937.1062,19220552.668,8497525.0666,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
supplier_lead_time_node_SDC-1450_0_85,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_0_85/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_0_85/simulation_output,8240741.6581,0.99556,0.000719,0.003721,843.2095,8011548.1508,0.95154,157479.5171,19245344.1962,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19159898.6469,19231514.2087,8510653.5282,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
supplier_lead_time_node_SDC-1450_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
supplier_lead_time_node_SDC-1450_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_1_2/simulation_output,8265604.6278,0.995565,0.000718,0.003717,843.2095,8037075.6385,0.95154,157318.4816,19266726.3501,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19181280.8008,19252896.3627,8536342.0514,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
supplier_lead_time_node_SDC-1450_1_5,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_1_5/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-1450_1_5/simulation_output,8272700.195,0.995567,0.000718,0.003716,843.2095,8044698.023,0.95154,157217.0917,19272828.5379,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19187382.9886,19258998.5504,8544065.8258,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,ok
supplier_reliability_node_SDC-1450_0_85,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-1450_0_85/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-1450_0_85/simulation_output,8253031.2912,0.99543,0.000796,0.003774,768.9766,8023997.8739,0.955806,157400.9966,19258410.3719,17400.0,54687.6833,0.0,52967.9629,0.0,0.0,0.0,0.0,0.0,19170400.6535,19243078.7344,8523781.9898,108189.4193,15331.6375,16631.0234,160529.2496,0.0,72678.0809,19158.0528,0.85,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,supplier_reliability,ok
supplier_reliability_node_SDC-1450_0_9,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-1450_0_9/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-1450_0_9/simulation_output,8253231.671,0.99548,0.000767,0.003753,792.7266,8024371.7252,0.954441,157612.9036,19257610.4557,17400.0,52792.6806,0.0,51108.4351,0.0,0.0,0.0,0.0,0.0,19170558.2014,19242833.6504,8523781.9898,103113.3052,14776.8053,16607.2734,160580.3691,0.0,72275.449,12078.4777,0.9,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,supplier_reliability,ok
supplier_reliability_node_SDC-1450_0_95,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-1450_0_95/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-1450_0_95/simulation_output,8253370.8559,0.995524,0.000741,0.003734,843.2095,8024428.0382,0.95154,157300.0821,19256926.2359,17400.0,51096.1031,0.0,49442.2633,0.0,0.0,0.0,0.0,0.0,19170740.4766,19242649.9306,8523781.9898,98534.5369,14276.3053,16556.7905,160624.2135,0.0,71909.4539,5727.4473,0.95,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,supplier_reliability,ok
supplier_reliability_node_SDC-1450_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-1450_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_reliability_node_SDC-1450_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,supplier_reliability,ok
supplier_stock_node_SDC-VD0914690A_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_0_6/simulation_output,8253021.28,0.9956,0.000716,0.003684,791.0507,8024611.9348,0.954537,156137.5582,19255611.4505,17400.0,48267.7673,0.0,46714.6053,0.0,0.0,0.0,0.0,0.0,19170886.9732,19241818.2876,8523781.9898,94241.7883,13793.1629,16608.9493,159278.0691,0.0,70931.3144,0.0,0.6,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_stock_node_SDC-VD0914690A_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_0_8/simulation_output,8253266.2895,0.995583,0.000717,0.0037,852.7551,8024618.8326,0.950991,156711.8249,19255943.991,17400.0,48918.9337,0.0,47329.4347,0.0,0.0,0.0,0.0,0.0,19170884.1179,19242132.7719,8523781.9898,94343.4708,13811.2191,16547.2449,159969.2368,0.0,71248.6539,0.0,0.8,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_stock_node_SDC-VD0914690A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_stock_node_SDC-VD0914690A_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_1_2/simulation_output,8253755.7935,0.995543,0.000719,0.003738,833.664,8024574.0133,0.952088,158086.8304,19256707.7408,17400.0,50221.2664,0.0,48559.0138,0.0,0.0,0.0,0.0,0.0,19170876.5152,19242858.9849,8523781.9898,94546.8284,13848.7558,16566.336,161494.072,0.0,71982.4697,0.0,1.2,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_stock_node_SDC-VD0914690A_1_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_1_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_stock_node_SDC-VD0914690A_1_4/simulation_output,8254000.2066,0.99552,0.00072,0.00376,752.8684,8024528.1892,0.956732,158893.4587,19257139.1423,17400.0,50872.4327,0.0,49173.7667,0.0,0.0,0.0,0.0,0.0,19170871.9601,19243270.906,8523781.9898,94648.5039,13868.2363,16647.1316,162327.7395,0.0,72398.946,0.0,1.4,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_capacity_node_SDC-VD0914690A_0_6,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_0_6/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_0_6/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914690A_0_8,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_0_8/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_0_8/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,0.8,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914690A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914690A_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_1_2/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.2,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914690A_1_4,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_1_4/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_capacity_node_SDC-VD0914690A_1_4/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.4,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,supplier_capacity,ok
supplier_lead_time_node_SDC-VD0914690A_0_7,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_0_7/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_0_7/simulation_output,8142250.2481,0.996534,0.00056,0.002906,3198.5786,8029709.0266,0.816174,130566.1376,19238494.8332,17400.0,50040.8471,0.0,48416.4295,0.0,0.0,0.0,0.0,0.0,19171811.8799,19227715.2034,8378961.1898,69096.4398,10779.6298,14201.4214,133521.9397,0.0,55903.3235,0.0,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914690A_0_85,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_0_85/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_0_85/simulation_output,8192693.6459,0.99605,0.000639,0.003311,1963.0106,8027074.6951,0.887183,143876.3793,19247338.0907,17400.0,49714.977,0.0,48090.5621,0.0,0.0,0.0,0.0,0.0,19171312.0238,19235035.8809,8451371.5898,81754.7584,12302.2098,15436.9894,147042.668,0.0,63723.8571,0.0,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914690A_1_0,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_1_0/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_1_0/simulation_output,8253511.0415,0.995563,0.000718,0.003719,843.2095,8024596.4229,0.95154,157399.3277,19256325.8659,17400.0,49570.1,0.0,47944.2243,0.0,0.0,0.0,0.0,0.0,19170880.3166,19242495.8784,8523781.9898,94445.1496,13829.9875,16556.7905,160731.6544,0.0,71615.5618,0.0,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914690A_1_2,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_1_2/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_1_2/simulation_output,8287855.1544,0.995318,0.000755,0.003927,191.875,8020175.066,0.988973,162294.0397,19260878.3729,17400.0,49584.0463,0.0,47801.4043,0.0,0.0,0.0,0.0,0.0,19170695.1552,19246328.4265,8559987.1898,100370.422,14549.9464,17208.125,167775.6736,0.0,75633.2713,0.0,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914690A_1_5,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_1_5/input_case.json,/workspaces/lca-simu/etudecas/simulation/sensibility/reference_baseline_threshold_compact/cases/supplier_lead_time_node_SDC-VD0914690A_1_5/simulation_output,8287822.7536,0.995318,0.000755,0.003927,215.625,8020169.409,0.987608,162270.2897,19260877.3997,17400.0,49583.9948,0.0,47801.4043,0.0,0.0,0.0,0.0,0.0,19170695.2545,19246328.084,8559987.1898,100364.662,14549.3157,17184.375,167775.6221,0.0,75632.8295,0.0,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,ok
