day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,25712.3915,40.0,331.2827,852100.0145,1404.9325,1806.3417,802.8186,4014.0928,1823.2166,53.8067,0.0,0.0,0.0,0.0,24368.8441,0.0,0.0
1,47.5,43.75,43.75,25872.3915,38.0,178.1697,900676.776,1498.1838,1926.2363,856.105,4280.5251,790.6744,2.5492,0.0,0.0,0.0,0.0,24368.8441,0.0,0.0
2,52.5,26.25,70.0,25387.5915,49.6,137.3215,948386.727,1591.0169,2045.5932,909.1525,4545.7626,636.2944,2.375,0.0,0.0,0.0,0.0,24368.8441,0.0,0.0
3,60.0,130.0,0.0,25597.5915,57.92,170.6787,995853.7273,1683.8904,2165.002,962.2231,4811.1155,800.479,2.8766,0.0,0.0,0.0,0.0,24368.8441,0.0,0.0
4,55.0,55.0,0.0,25495.1415,55.584,75.8322,1043476.8032,1776.702,2284.3311,1015.2583,5076.2914,278.6292,1.881,0.0,0.0,0.0,0.0,24368.8441,0.0,0.0
5,50.0,50.0,0.0,25589.1435,51.1168,66.3451,1091377.9519,1869.6388,2403.8214,1068.3651,5341.8253,237.3542,1.6959,0.0,0.0,0.0,0.0,24368.8441,0.0,0.0
6,45.0,45.0,0.0,25460.3415,46.2234,56.4298,1139350.9785,1962.5365,2523.2612,1121.4494,5607.2471,194.7961,1.4979,0.0,0.0,0.0,0.0,24368.8441,0.0,0.0
7,40.0,40.0,0.0,25376.5515,41.2447,46.4289,1187015.6453,2055.0522,2642.21,1174.3156,5871.5778,151.9814,1.2973,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
8,47.5,47.5,0.0,25424.1175,46.2489,188.5784,1234388.257,2147.5028,2761.0751,1227.1445,6135.7223,712.6263,2.8199,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
9,52.5,52.5,0.0,25426.8839,51.2498,222.2083,1281535.163,2239.8911,2879.86,1279.9378,6399.6889,674.5524,3.2572,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
10,60.0,60.0,0.0,25629.127,58.25,265.6103,1328567.67,2332.4079,2998.8102,1332.8045,6664.0226,839.3181,3.8978,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
11,55.0,55.0,0.0,25509.0639,55.65,166.2764,1375683.1475,2424.8691,3117.6888,1385.6395,6928.1974,314.9849,2.8522,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
12,50.0,50.0,0.0,25612.717,51.13,149.3955,1423095.7468,2517.4255,3236.69,1438.5289,7192.6444,270.6142,2.5868,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
13,45.0,45.0,0.0,25541.5666,46.226,131.5053,1470646.2513,2609.9619,3355.6652,1491.4068,7457.0339,224.8381,2.3031,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
14,40.0,40.0,0.0,25378.3384,41.2452,113.4133,1518245.7005,2702.4287,3474.5511,1544.245,7721.2248,178.7809,2.0157,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
15,47.5,47.5,0.0,25426.6354,46.249,221.5659,1565587.8386,2794.85,3593.3786,1597.0571,7985.2857,725.8264,3.2042,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
16,52.5,52.5,0.0,25527.4697,51.2498,222.2105,1612835.3275,2887.3554,3712.3141,1649.9174,8249.5869,674.5587,3.3175,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
17,60.0,60.0,0.0,25597.2197,58.25,265.6104,1659835.9269,2979.833,3831.2138,1702.7617,8513.8084,839.3185,3.9012,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
18,55.0,55.0,0.0,25664.2937,55.65,166.2764,1707106.6343,3072.399,3950.2273,1755.6566,8778.2828,314.9849,2.8522,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
19,50.0,50.0,0.0,24407.7936,51.13,149.3955,1753314.3102,3163.9858,4067.9817,1807.9919,9039.9594,270.6142,2.5868,0.0,0.0,0.0,0.0,23940.2727,0.0,0.0
20,45.0,45.0,0.0,24492.5366,46.226,131.5053,1797856.8115,3255.5229,4185.6722,1860.2988,9301.4939,224.8381,2.3031,0.0,0.0,0.0,0.0,21981.2995,0.0,0.0
21,40.0,40.0,0.0,24740.378,41.2452,113.4133,1820878.0276,3297.037,4239.0476,1884.0211,9420.1057,178.7809,2.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,47.5,47.5,0.0,24517.5853,46.249,221.5659,1843370.843,3338.3692,4292.189,1907.6396,9538.1978,725.8264,3.2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,52.5,52.5,0.0,24584.0605,51.2498,222.2105,1865734.65,3379.7391,4345.3789,1931.2795,9656.3976,674.5587,3.3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,60.0,60.0,0.0,24548.9954,58.25,265.6104,1887746.7524,3421.0468,4398.4888,1954.8839,9774.4195,839.3185,3.9012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,55.0,55.0,0.0,24511.6397,55.65,166.2764,1909924.5331,3462.329,4451.5659,1978.4737,9892.3686,314.9849,2.8522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,50.0,50.0,0.0,24721.8431,51.13,149.3955,1932505.9859,3503.8113,4504.9003,2002.1779,10010.8895,270.6142,2.5868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,45.0,45.0,0.0,24577.5437,46.226,131.5053,1955152.1948,3545.2128,4558.1307,2025.8359,10129.1794,224.8381,2.3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,40.0,40.0,0.0,24420.1243,41.2452,113.4133,1977853.1573,3586.5461,4611.2735,2049.4549,10247.2744,178.7809,2.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,47.5,47.5,0.0,24615.7436,46.249,221.5659,2000444.1309,3627.9612,4664.5216,2073.1207,10365.6035,725.8264,3.2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,47.5,47.5,0.0,24466.4388,47.2498,171.6964,2022897.6781,3669.2482,4717.6048,2096.7132,10483.5662,437.2951,2.7269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,47.5,47.5,0.0,24535.5042,47.45,172.2225,2045412.1664,3710.6308,4770.811,2120.3605,10601.8023,438.0277,2.7364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,47.5,47.5,0.0,24579.4028,47.49,172.3278,2067968.9284,3752.0298,4824.0383,2144.017,10720.0852,438.1742,2.7383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,47.5,47.5,0.0,24551.2276,47.498,172.3488,2090497.1902,3793.4076,4877.2384,2167.6615,10838.3075,438.2035,2.7387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,47.5,47.5,0.0,24636.5172,47.4996,172.353,2113110.6766,3834.8727,4930.5506,2191.3558,10956.7792,438.2093,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,47.5,47.5,0.0,24454.3714,47.4999,172.3539,2135542.0042,3876.1484,4983.6194,2214.942,11074.7098,438.2105,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,47.5,47.5,0.0,24530.5653,47.5,172.354,2158049.5231,3917.5261,5036.8193,2238.5863,11192.9317,438.2107,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,47.5,47.5,0.0,24655.237,47.5,172.3541,2180681.7132,3958.9674,5090.101,2262.2671,11311.3355,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,47.5,47.5,0.0,24579.946,47.5,172.3541,2203238.6122,4000.3663,5143.3281,2285.9236,11429.6181,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,47.5,47.5,0.0,18543.4984,47.5,172.3541,2219759.0636,4041.7611,5196.55,2309.5778,11547.889,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,47.5,47.5,0.0,18519.3707,47.5,172.3541,2236255.3873,4083.1362,5249.7466,2333.2207,11666.1035,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,47.5,47.5,0.0,18495.4982,47.5,172.3541,2252727.8384,4124.472,5302.8926,2356.8412,11784.2058,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
