day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,6.649687,22929.96,380.0,380.0,3.0134,80.56,3.04,3668.79284,0.740544,0.555408,3.517584,0.92568,0.222163,0.018514,0.018514,0.685003,0.037027,0.92568,456.0,456.0,5.016,185.136,622.048
1,6.271705,21626.5728,358.4,358.4,2.842112,75.9808,2.8672,3460.250931,0.704166,0.528125,3.34479,0.880208,0.21125,0.017604,0.017604,0.651354,0.035208,0.880208,433.6,433.6,4.7696,176.0416,627.2448
2,5.860124,20207.32896,334.88,334.88,2.655598,70.99456,2.67904,3233.171964,0.670907,0.50318,3.186808,0.838634,0.201272,0.016773,0.016773,0.620589,0.033545,0.838634,413.12,413.12,4.54432,167.72672,560.72576
3,5.422645,18698.77896,309.88,309.88,2.457348,69.93456,2.47904,2991.804014,0.635673,0.476754,3.019445,0.794591,0.190702,0.015892,0.015892,0.587997,0.033603,0.794591,391.424,391.424,4.305664,158.918144,629.531392
4,4.985165,17190.22896,284.88,308.4,2.259098,64.63456,2.27904,2750.436064,0.597445,0.448084,3.022999,0.746806,0.179233,0.014936,0.014936,0.586286,0.031691,0.746806,391.8848,391.8848,4.046733,149.361229,553.07607
5,4.547686,15681.67896,259.88,283.4,2.219448,59.33456,2.07904,2689.068114,0.55602,0.44196,2.826232,0.695025,0.166806,0.01481,0.013901,0.547968,0.02962,0.695025,366.37696,388.77696,3.766147,139.005046,540.695214
6,4.488189,14353.12896,234.88,258.4,2.021198,54.03456,2.05184,2447.700164,0.544617,0.408463,2.614085,0.639197,0.153407,0.013693,0.012784,0.506655,0.027387,0.729491,338.875392,361.275392,3.927565,127.839409,527.825443
7,4.488189,12844.57896,234.88,233.4,1.994236,53.31376,1.85184,2206.332214,0.496709,0.429047,2.386519,0.579311,0.139035,0.013531,0.012561,0.493105,0.024991,0.669606,331.775078,331.775078,3.603062,125.606282,604.182981
8,4.059599,11366.682619,210.387999,228.907999,1.800015,58.407696,1.655904,1969.868848,0.488977,0.423248,2.168213,0.521862,0.146138,0.012382,0.011412,0.450592,0.022693,0.659941,348.710216,323.955016,3.291761,122.431336,512.264378
9,3.665895,10009.084151,212.889598,206.409598,1.819853,53.638035,1.475917,1752.653138,0.48124,0.39102,1.9641,0.468148,0.133247,0.012282,0.011218,0.410844,0.020545,0.606227,342.730203,297.495003,3.247101,111.688571,522.139276
10,4.094631,8772.092457,213.989918,185.909918,2.05379,54.592103,1.311919,1567.828868,0.441465,0.361188,2.326311,0.515832,0.131885,0.013,0.010224,0.374052,0.020219,0.556509,371.247609,296.542201,3.241689,110.839218,620.449976
11,3.7149,10479.774918,217.289982,164.209982,1.88171,55.291716,1.49832,1579.958374,0.404928,0.360211,2.152759,0.559675,0.132392,0.012087,0.011291,0.372847,0.023086,0.510837,348.749208,274.0438,2.994207,101.704868,626.925195
12,3.302969,12076.42501,253.629995,140.669995,1.695037,50.301239,1.31,1801.401672,0.447789,0.399808,2.161987,0.518061,0.122404,0.012371,0.011494,0.384565,0.021421,0.558737,328.249528,275.24012,2.76871,112.546757,560.342234
13,3.696673,12898.10221,228.629995,140.669995,1.695037,50.301239,1.11,2042.769622,0.412548,0.373377,2.206741,0.527724,0.111832,0.013762,0.010613,0.351967,0.019659,0.632021,306.549592,293.923416,2.821071,103.736583,629.518608
14,3.259193,12416.39221,203.629995,115.669995,1.496787,49.7709,0.91,1801.401672,0.413295,0.374537,2.198706,0.479938,0.112056,0.013801,0.01173,0.316605,0.019981,0.640063,283.009605,270.383429,2.562131,115.71339,623.542122
15,3.661885,13924.94221,202.149995,140.669995,1.298537,54.116832,0.91,1560.033722,0.414841,0.430309,2.378227,0.428157,0.114001,0.013914,0.011604,0.345135,0.019821,0.588282,257.501607,244.875431,2.281543,105.357143,540.692146
16,3.583133,13725.809749,177.149995,130.549995,1.100287,54.009136,0.71,1528.172535,0.416138,0.396812,2.166079,0.520112,0.100602,0.012798,0.010487,0.303822,0.019536,0.532454,259.500321,244.8754,2.485439,104.135247,527.824829
17,3.962864,12217.259749,152.149995,127.149995,1.449522,48.709136,1.469933,1769.540485,0.36823,0.360881,1.938514,0.460226,0.08623,0.0116,0.009289,0.384883,0.019052,0.472568,230.000002,215.37508,2.160936,103.323754,604.182961
18,3.534274,15204.253674,127.657993,102.657993,1.45355,43.516832,1.662317,1533.077107,0.443598,0.326412,1.909139,0.402777,0.098162,0.011568,0.00814,0.34237,0.018903,0.4669,201.699938,276.575336,1.849635,91.833928,512.264353
19,3.14057,13846.65519,105.159592,80.159592,1.461652,38.747171,2.04409,1315.861395,0.400627,0.330115,1.863161,0.349063,0.097698,0.01233,0.007066,0.410098,0.022577,0.413186,202.741524,353.040307,2.163664,100.156798,522.139271
