day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,40.0,544.7939,1067786.2175,42324.7376,260.2526,40.6763,1026.84,0.0,0.0,13.75
1,47.5,0.0,87.5,64.96,82.0,247.8974,1065892.7082,42261.9915,169.1793,71.4364,2414.706,0.0,0.0,30.5
2,52.5,0.0,140.0,20.0,93.2,293.0161,1063764.408,42193.8053,215.4631,86.1007,3017.1,0.0,906.156,49.25
3,60.0,0.0,200.0,178.904,94.64,297.469,1061791.9861,42125.6242,218.3789,86.3009,3017.1,0.0,2414.706,68.0
4,55.0,0.0,255.0,149.2,94.928,1369.5996,1059744.8549,42057.44,727.4345,97.0533,3017.1,1026.84,2896.416,86.75
5,50.0,43.0,262.0,174.2,94.9856,2210.5052,1058226.7413,42010.4165,1114.395,105.4686,3017.1,2414.706,1990.26,634.5185
6,45.0,43.0,264.0,199.2,91.223,2218.6708,1057471.1389,41992.6143,1127.897,104.2428,3017.1,3017.1,367.8422,1782.794
7,40.0,0.0,304.0,205.002,86.2446,2126.2345,1057045.8556,41982.3888,1025.8928,78.9616,1639.1929,3017.1,0.0,2921.8435
8,47.5,75.0,276.5,141.9822,91.2489,2074.4033,1056344.4282,41967.3295,935.9394,69.8626,119.4403,3017.1,0.0,4037.5364
9,52.5,25.0,304.0,223.2923,95.0,2133.6327,1055572.6876,41947.4045,974.569,96.6699,200.0,3017.1,19.4403,3654.1489
10,60.0,25.0,339.0,112.6827,95.0,2173.0024,1054650.9677,41927.4815,1001.9585,97.0636,200.0,3017.1,119.4403,3270.7614
11,55.0,50.0,344.0,282.3971,95.0,2130.7264,1052538.3312,41851.6342,965.4505,99.8003,200.0,1639.1929,192.4981,2894.1094
12,50.0,91.8485,302.1515,167.8928,95.0,2200.0999,1048680.2156,41712.4715,989.3497,111.3408,200.0,119.4403,173.0578,2540.582
13,45.0,68.7471,278.4044,1224.9116,91.226,2249.1642,1046076.9842,41620.7642,1016.6337,119.6583,200.0,200.0,65.5098,2116.6246
14,40.0,23.1245,295.2799,360.5799,86.2452,2261.2786,1042832.0102,41495.4625,1071.3766,122.9182,1165.3734,200.0,0.0,525.0182
15,47.5,25.0,317.7799,2190.2349,91.249,621.0021,1042865.1366,41510.6639,349.9182,100.5642,2453.2513,200.0,0.0,336.482
16,52.5,25.0,345.2799,167.1952,95.0,311.6613,1041042.1703,41449.013,215.3751,93.9497,3017.1,200.0,904.203,358.9011
17,60.0,75.0,330.2799,165.283,95.0,374.3733,1039104.5799,41388.4552,268.3662,87.9791,3017.1,200.0,2412.753,368.0948
18,55.0,50.0,335.2799,240.3447,95.0,1315.6797,1037291.1182,41325.9574,691.812,96.5899,3020.4984,1165.3734,2903.9298,380.5948
19,50.0,0.0,385.2799,207.5834,95.0,2181.6197,1035916.833,41281.0367,1098.1873,105.4523,3030.6484,2453.2513,1999.7267,920.1603
20,45.0,110.6072,319.6726,204.0234,91.226,2190.5402,1035126.5772,41262.92,1111.3588,104.3678,3037.4,3017.1,379.9437,2060.2988
21,40.0,0.0,359.6726,2160.0734,86.2452,2179.6027,1036602.9971,41327.578,1064.341,80.0907,1668.9625,3017.1,11.0051,3181.9854
22,47.5,25.0,382.1726,212.6023,90.5019,2159.8289,1035943.6603,41311.8259,993.6387,70.5048,138.2461,3020.4984,16.6919,4291.2733
23,52.5,48.113,386.5596,2031.5858,90.509,2108.3249,1037315.9034,41378.6188,957.0189,96.3221,220.3,3030.6484,22.2576,3636.8913
24,60.0,25.0,421.5596,2148.8096,79.3219,2143.0038,1039597.5529,41473.5351,980.2198,95.4213,220.3,3037.4,80.7513,2307.4537
25,55.0,23.113,453.4466,2111.9848,79.3219,2122.4634,1040496.3675,41513.138,958.553,98.2351,213.2935,1668.9625,119.3093,984.7519
26,50.0,43.7471,459.6995,232.588,74.6594,1243.8348,1039175.2246,41463.9427,548.3866,92.0988,177.2968,138.2461,86.5289,380.8187
27,45.0,174.226,330.4735,2211.1345,68.1128,349.9747,1041018.8475,41540.5068,133.2474,67.5627,100.0,220.3,32.7544,430.3954
28,40.0,0.0,370.4735,186.0182,65.6226,233.6884,1041139.525,41547.5453,82.4772,47.0732,73.9995,220.3,0.0,468.3187
29,47.5,89.1528,328.8207,90.0918,68.1245,209.9159,1041080.1758,41551.3931,58.8487,27.9205,20.2485,213.2935,0.0,512.0687
