day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,5.249753,18102.6,300.0,300.0,2.379,63.6,2.4,2896.4154,0.610624,0.457968,2.900464,0.76328,0.183187,0.015266,0.015266,0.564827,0.030531,0.76328,376.0,376.0,4.136,152.656,622.048
1,4.899769,16895.76,280.0,280.0,2.2204,59.36,2.24,2703.32104,0.574246,0.430685,2.72767,0.717808,0.172274,0.014356,0.014356,0.531178,0.028712,0.717808,353.6,353.6,3.8896,143.5616,627.2448
2,4.549786,15688.92,260.0,260.0,2.0618,55.12,2.08,2510.22668,0.540987,0.40574,2.569688,0.676234,0.162296,0.013525,0.013525,0.500413,0.027049,0.676234,333.12,333.12,3.66432,135.24672,560.72576
3,4.199802,14482.08,240.0,240.0,1.9032,55.12,1.92,2317.13232,0.505753,0.379314,2.402325,0.632191,0.151726,0.012644,0.012644,0.467821,0.027107,0.632191,311.424,311.424,3.425664,126.438144,629.531392
4,3.849819,13275.24,220.0,240.0,1.7446,50.88,1.76,2124.03796,0.467525,0.350644,2.405879,0.584406,0.140257,0.011688,0.011688,0.46611,0.025195,0.584406,311.8848,311.8848,3.166733,116.881229,553.07607
5,3.499835,12068.4,200.0,220.0,1.7446,46.64,1.6,2110.9436,0.426925,0.345138,2.213029,0.533656,0.128077,0.011583,0.010673,0.428555,0.023165,0.533656,286.8848,309.2848,2.891733,106.731229,542.344678
6,3.499835,11041.56,180.0,200.0,1.586,42.4,1.6,1917.84924,0.419584,0.314688,2.020179,0.482906,0.115897,0.010568,0.009658,0.391,0.021135,0.573201,261.8848,284.2848,3.080669,96.581229,537.6
7,3.499835,9834.72,180.0,180.0,1.586,42.4,1.44,1724.75488,0.378984,0.340754,1.827329,0.432156,0.103717,0.010568,0.009618,0.38421,0.019105,0.522451,259.2848,259.2848,2.805669,96.175229,618.8
8,3.149852,8627.88,160.0,180.0,1.4274,46.64,1.28,1531.66052,0.376612,0.338974,1.634479,0.381406,0.112429,0.009553,0.008603,0.346655,0.017075,0.519485,279.52,254.7648,2.530669,94.340109,537.6
9,2.799868,7421.04,160.0,160.0,1.4274,42.4,1.12,1338.56616,0.371246,0.308524,1.441629,0.330656,0.100249,0.009512,0.008468,0.3091,0.015045,0.468735,275.0,229.7648,2.502069,84.190109,537.6
10,3.149852,6214.2,160.0,140.0,1.586,42.4,0.96,1158.56616,0.331471,0.278693,1.799923,0.373262,0.098886,0.01023,0.007474,0.272308,0.014719,0.419016,300.507997,228.811997,2.496657,93.490756,620.449976
11,2.799868,7421.04,160.0,120.0,1.4274,42.4,1.12,1171.66052,0.294934,0.277716,1.62637,0.417105,0.111573,0.009316,0.008407,0.271103,0.014922,0.373345,278.009597,206.313597,2.249174,84.356405,626.925195
12,2.449885,8627.88,200.0,100.0,1.2688,38.16,1.12,1364.75488,0.29802,0.313647,1.635599,0.375491,0.101586,0.010514,0.00859,0.240308,0.013258,0.421245,257.509917,207.509917,2.023678,94.992111,560.342234
13,2.449885,9654.72,180.0,100.0,1.2688,42.4,0.96,1171.66052,0.262779,0.317667,1.661055,0.38219,0.091014,0.010648,0.007709,0.245265,0.013526,0.427944,235.809981,228.694781,1.784979,86.181937,629.518608
14,2.099901,10861.56,160.0,80.0,1.1102,38.16,0.8,1171.66052,0.263526,0.288995,1.653021,0.384122,0.091238,0.009692,0.008724,0.209904,0.013644,0.430908,212.269994,205.154794,1.801039,96.331617,553.060729
15,2.449885,13275.24,160.0,100.0,0.9516,38.16,0.96,1364.75488,0.263526,0.285948,1.618153,0.425737,0.091238,0.008677,0.008618,0.208401,0.013526,0.421772,187.269994,180.154794,1.795451,86.181617,618.8
16,2.099901,12068.4,140.0,120.0,0.793,33.92,0.96,1364.75488,0.222926,0.285948,1.425303,0.423707,0.079058,0.008495,0.007603,0.170846,0.013445,0.420741,187.269994,180.154794,2.026864,76.031617,537.6
17,2.449885,10861.56,120.0,120.0,0.9516,29.68,1.28,1557.84924,0.217567,0.285948,1.232453,0.372957,0.066878,0.008495,0.006588,0.208401,0.011415,0.369991,212.269994,155.154794,1.751864,76.031617,618.8
18,2.099901,9654.72,100.0,120.0,0.9516,25.44,1.28,1364.75488,0.331234,0.255498,1.588778,0.322207,0.054698,0.00748,0.006588,0.208401,0.009385,0.319241,187.269994,130.154794,1.751864,75.438852,618.8
19,1.749918,8627.88,80.0,100.0,0.9516,21.2,1.6,1171.66052,0.290634,0.255498,1.395928,0.271457,0.064685,0.00742,0.006568,0.310157,0.009385,0.319241,212.269994,105.154794,2.301864,92.365649,537.6
