day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
73,47.5,65.664,501.084,627.9916,286.3537,369.0361,9478932.8813,375080.0963,156.3584,35.1667,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
74,47.5,21.888,526.696,396.9433,286.3537,413.8279,9477409.5082,375018.8473,186.9532,35.6146,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
75,47.5,43.776,530.42,364.7024,286.3537,458.619,9475786.4063,374957.391,217.5478,36.0625,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
76,47.5,65.664,512.256,763.3566,286.3537,438.1521,9474562.8706,374896.5896,202.5159,35.8578,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
77,47.5,43.776,515.98,398.3504,286.3537,415.7363,9473019.0167,374835.2208,187.2158,35.6337,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
78,47.5,21.888,541.592,212.3626,286.3537,436.7067,9471288.2629,374775.123,202.317,35.8434,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
79,47.5,109.44,479.652,315.8433,286.3537,435.7112,9469573.4379,374716.0781,202.18,35.8334,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
80,47.5,21.888,505.264,74.7796,286.3537,412.8121,9467727.9012,374654.8873,186.8134,35.6044,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
81,47.5,21.888,530.876,644.4264,286.3537,391.9399,9466474.8113,374595.9862,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
82,47.5,43.776,534.6,653.5221,286.3537,414.843,9465186.1291,374535.6614,187.0929,35.6247,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
83,47.5,43.776,538.324,322.4134,286.3537,363.5143,9463611.9382,374476.1616,155.5986,35.1114,0.0,0.0,0.0,100.1745,92.307,0.0,0.0
84,47.5,43.776,542.048,822.8542,286.3537,590.4873,9462469.7881,374415.1579,277.2396,37.3812,0.0,0.0,0.0,92.307,260.3373,0.0,0.0
85,47.5,21.888,567.66,392.044,286.3537,382.5513,9460964.3157,374354.8729,170.4338,35.3018,0.0,0.0,0.0,260.3373,89.3373,0.0,0.0
86,47.5,65.664,549.496,322.5489,286.3537,382.5513,9459345.5723,374302.7538,170.4338,35.3018,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
87,47.5,0.0,596.996,698.5073,286.3537,426.3273,9458122.8512,374241.985,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
88,47.5,43.776,600.72,424.3506,286.3537,492.5593,9456604.9975,374181.6561,221.4426,48.4093,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
89,47.5,87.552,560.668,564.9588,286.3537,549.5533,9455138.3759,374123.3766,257.2648,50.7803,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
90,47.5,0.0,608.168,107.9455,286.3537,517.2329,9453347.8931,374064.3879,231.4614,52.0181,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
91,47.5,43.776,611.892,320.7362,286.3537,532.7421,9451726.4249,374005.58,237.7589,54.2865,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
92,47.5,65.664,593.728,571.9417,286.3537,505.1439,9450357.0743,373945.111,220.2128,53.2324,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
93,47.5,0.0,641.228,277.3516,286.3537,517.0778,9448735.9975,373886.3586,231.3984,51.9954,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
94,47.5,87.552,601.176,241.3678,286.3537,487.916,9446968.585,373825.2102,224.8004,44.191,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
95,47.5,65.664,583.012,603.7586,286.3537,369.0361,9445653.8513,373763.8434,156.3584,35.1667,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
96,47.5,0.0,630.512,388.2576,286.3537,435.7159,9444120.8805,373702.4584,202.1807,35.8335,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
97,47.5,65.664,612.348,676.3326,286.3537,392.955,9442855.9208,373642.748,171.8654,35.4058,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
98,47.5,65.664,594.184,425.5948,286.3537,416.2641,9441317.4233,373581.5934,187.2884,35.6389,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
99,47.5,0.0,641.684,167.4038,286.3537,393.8483,9439609.1988,373522.8125,171.9883,35.4148,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
100,47.5,0.0,689.184,445.8913,286.3537,458.5947,9438111.0617,373463.2724,217.5445,36.0622,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
101,47.5,65.664,671.02,213.3344,286.3537,479.4872,9436291.9038,373402.6853,232.635,36.2712,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
102,47.5,43.776,674.744,445.0496,286.3537,369.0361,9434840.3491,373341.4534,156.3584,35.1667,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
103,47.5,109.44,612.804,826.0545,286.3537,391.9399,9433681.3353,373280.2351,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
104,47.5,65.664,594.64,296.0359,286.3537,458.619,9431967.6788,373220.8222,217.5478,36.0625,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
105,47.5,21.888,620.252,421.7678,286.3537,527.6743,9430514.7302,373159.5923,231.9495,36.753,0.0,0.0,0.0,100.1745,263.307,0.0,0.0
106,47.5,0.0,667.752,238.6492,286.3537,360.6633,9428900.5511,373098.493,155.2064,35.0829,0.0,0.0,0.0,263.307,89.3373,0.0,0.0
107,47.5,65.664,649.588,312.2889,286.3537,470.1033,9427180.3477,373039.233,231.3438,36.1773,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
108,47.5,43.776,653.312,167.9629,286.3537,404.4393,9425406.1062,372980.8939,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
109,47.5,87.552,613.26,858.2006,286.3537,382.5513,9424301.1265,372924.4598,170.4338,35.3018,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
110,47.5,43.776,616.984,826.1036,286.3537,514.4473,9423162.2258,372863.255,236.6701,48.6282,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
111,47.5,21.888,642.596,497.7258,286.3537,483.8893,9421762.4353,372804.5662,211.5823,50.1237,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
112,47.5,21.888,668.208,611.3883,286.3537,517.2329,9420453.5073,372743.4316,231.4614,52.0181,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
113,47.5,87.552,628.156,597.827,286.3537,554.6301,9419042.554,372684.2963,252.9864,54.5054,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
114,47.5,0.0,675.656,529.3135,286.3537,527.0319,9417673.4391,372623.1271,235.4403,53.4513,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
115,47.5,87.552,635.604,255.1376,286.3537,473.3018,9415988.1964,372562.183,200.9435,51.5577,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
116,47.5,43.776,639.328,155.4316,286.3537,487.916,9414178.6236,372502.4308,224.8004,44.191,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
117,47.5,0.0,686.828,498.1501,286.3537,412.8121,9412778.3454,372443.7224,186.8134,35.6044,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
118,47.5,65.664,668.664,409.3864,286.3537,391.9399,9411246.4395,372382.4969,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
119,47.5,43.776,672.388,616.2068,286.3537,392.955,9409943.242,372321.1758,171.8654,35.4058,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
120,47.5,21.888,698.0,648.1942,286.3537,416.2641,9408671.1198,372261.062,187.2884,35.6389,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
121,47.5,0.0,745.5,437.2506,286.3537,459.5123,9407164.3421,372201.1762,217.6707,36.0714,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
122,47.5,65.664,727.336,431.97,286.3537,392.9307,9405655.0197,372140.0376,171.862,35.4056,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
123,47.5,21.888,752.948,719.3943,286.3537,435.7112,9404431.2978,372082.3112,202.18,35.8334,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
124,47.5,65.664,734.784,383.8574,286.3537,412.8121,9402851.0628,372028.6499,186.8134,35.6044,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
125,47.5,43.776,738.508,408.2277,286.3537,457.6039,9401271.4861,371968.5199,217.4081,36.0523,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
126,47.5,131.328,654.68,275.4061,286.3537,557.115,9399539.9359,371908.3336,248.2162,37.0474,0.0,0.0,0.0,99.117,271.1745,0.0,0.0
127,47.5,65.664,636.516,1169.9932,286.3537,363.5143,9398791.4368,371847.2062,155.5986,35.1114,0.0,0.0,0.0,271.1745,92.307,0.0,0.0
128,47.5,0.0,684.016,151.0316,286.3537,426.3273,9397021.2401,371785.9465,200.8888,35.7396,0.0,0.0,0.0,92.307,89.3373,0.0,0.0
129,47.5,43.776,687.74,467.7691,286.3537,426.3273,9395524.0048,371726.4424,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
130,47.5,65.664,669.576,165.2137,286.3537,404.4393,9393725.1261,371667.1179,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
131,47.5,21.888,695.188,519.1469,286.3537,426.3273,9392301.1567,371606.8755,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
132,47.5,43.776,698.912,66.4071,286.3537,448.7833,9390470.9594,371545.5489,190.9877,47.9715,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
133,47.5,21.888,724.524,420.6283,286.3537,505.7773,9388971.2714,371485.0993,226.8098,50.3426,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
134,47.5,0.0,772.024,156.2802,286.3537,495.3449,9387251.9233,371425.0424,216.2339,51.7992,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
135,47.5,0.0,819.524,664.5634,286.3537,510.8541,9386040.8583,371364.7398,222.5314,54.0676,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
136,47.5,109.44,757.584,284.7765,286.3537,548.9199,9384294.9665,371304.0375,250.6678,53.6702,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
137,47.5,21.888,783.196,565.8982,286.3537,538.9658,9382917.7484,371249.3341,246.6259,52.2143,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
138,47.5,65.664,765.032,386.6755,286.3537,466.028,9381340.3315,371189.7052,209.5729,43.9721,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
139,47.5,65.664,746.868,573.156,286.3537,412.8121,9379949.3951,371131.3706,186.8134,35.6044,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
140,47.5,21.888,772.48,399.4636,286.3537,391.9399,9378451.3424,371071.3824,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
141,47.5,21.888,798.092,222.4089,286.3537,436.731,9376730.6349,371011.2952,202.3203,35.8436,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
142,47.5,65.664,779.928,964.6871,286.3537,394.3761,9375754.0297,370953.9155,172.0609,35.4201,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
143,47.5,65.664,761.764,495.9392,286.3537,437.6243,9374263.0766,370893.8171,202.4433,35.8525,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
144,47.5,21.888,787.376,379.2255,286.3537,458.5947,9372676.3858,370833.4442,217.5445,36.0622,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
145,47.5,21.888,812.988,186.6609,286.3537,370.0472,9370988.3303,370774.7303,156.4976,35.1768,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
146,47.5,21.888,838.6,295.5098,286.3537,434.7001,9369340.7237,370714.5819,202.0409,35.8233,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
147,47.5,43.776,842.324,665.6394,286.3537,577.9879,9368064.1589,370654.3686,263.304,37.2562,0.0,0.0,0.0,98.0589,270.117,0.0,0.0
148,47.5,87.552,802.272,422.6281,286.3537,414.843,9366500.8067,370594.8866,187.0929,35.6247,0.0,0.0,0.0,270.117,100.1745,0.0,0.0
149,47.5,87.552,762.22,329.3449,286.3537,385.4023,9364866.9712,370535.9988,170.8261,35.3303,0.0,0.0,0.0,100.1745,92.307,0.0,0.0
150,47.5,65.664,744.056,284.1641,286.3537,426.3273,9363164.243,370477.0647,200.8888,35.7396,0.0,0.0,0.0,92.307,89.3373,0.0,0.0
151,47.5,0.0,791.556,580.9396,286.3537,426.3273,9361823.9543,370417.2856,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
152,47.5,21.888,817.168,348.9412,286.3537,360.6633,9360298.1791,370356.1674,155.2064,35.0829,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
153,47.5,65.664,799.004,225.1012,286.3537,404.4393,9358559.188,370295.7045,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
154,47.5,21.888,824.616,419.1854,286.3537,492.5593,9357058.057,370236.0445,221.4426,48.4093,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
155,47.5,43.776,828.34,631.2625,286.3537,505.7773,9355747.1152,370174.8294,226.8098,50.3426,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
156,47.5,43.776,832.064,932.8811,286.3537,517.2329,9354737.7919,370115.6927,231.4614,52.0181,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
157,47.5,87.552,792.012,194.3839,286.3537,510.8541,9352968.9954,370054.4889,222.5314,54.0676,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
158,47.5,21.888,817.624,628.6649,286.3537,527.0319,9351677.344,369993.6704,235.4403,53.4513,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
159,47.5,21.888,843.236,500.1265,286.3537,517.0778,9350257.1542,369934.1656,231.3984,51.9954,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
160,47.5,21.888,868.848,419.5286,286.3537,444.14,9348779.1665,369875.0562,194.3454,43.7532,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
161,47.5,21.888,894.46,224.1115,286.3537,390.9241,9347105.7617,369817.293,171.5859,35.3855,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
162,47.5,43.776,898.184,993.4626,286.3537,479.4919,9346088.6199,369758.3426,232.6356,36.2712,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
163,47.5,21.888,923.796,326.1915,286.3537,414.843,9344494.4951,369703.7104,187.0929,35.6247,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
164,47.5,109.44,861.856,263.5332,286.3537,416.2641,9342750.16,369642.2833,187.2884,35.6389,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
165,47.5,21.888,887.468,604.0568,286.3537,393.8483,9341456.7005,369584.4342,171.9883,35.4148,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
166,47.5,43.776,891.192,705.0308,286.3537,458.5947,9340173.9269,369533.1336,217.5445,36.0622,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
167,47.5,65.664,873.028,168.9632,286.3537,391.9352,9338401.5978,369471.7886,171.7251,35.3957,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
