day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,10.587001,36506.91,605.0,605.0,4.79765,128.26,4.84,5841.10439,0.976024,0.732018,4.636114,1.22003,0.292807,0.024401,0.024401,0.902822,0.048801,1.22003,601.0,601.0,6.611,244.006,622.048
1,10.209019,35203.5228,583.4,583.4,4.626362,123.6808,4.6672,5632.562481,0.939646,0.704735,4.46332,1.174558,0.281894,0.023491,0.023491,0.869173,0.046982,1.174558,578.6,578.6,6.3646,234.9116,627.2448
2,9.797439,33784.27896,559.88,559.88,4.439848,118.69456,4.47904,5405.483514,0.906387,0.67979,4.305338,1.132984,0.271916,0.02266,0.02266,0.838408,0.045319,1.132984,558.12,558.12,6.13932,226.59672,560.72576
3,9.359959,32275.72896,534.88,534.88,4.241598,113.39456,4.27904,5164.115564,0.871153,0.653364,4.137975,1.088941,0.261346,0.021779,0.021779,0.805816,0.043558,1.088941,536.424,536.424,5.900664,217.788144,563.012352
4,8.92248,30767.17896,509.88,509.88,4.043348,112.33456,4.07904,4922.747614,0.832925,0.624694,3.956393,1.041156,0.249877,0.020823,0.020823,0.770456,0.043465,1.041156,512.8848,512.8848,5.641733,208.231229,553.07607
5,8.485,29258.62896,484.88,508.4,3.845098,107.03456,3.87904,4681.379664,0.792325,0.594244,3.763543,0.990406,0.237697,0.019808,0.019808,0.732901,0.041435,0.990406,487.8848,487.8848,5.366733,198.081229,618.8
6,8.047521,27750.07896,459.88,483.4,3.646848,101.73456,3.67904,4440.011714,0.751725,0.563794,3.755829,0.939656,0.225517,0.018793,0.018793,0.728995,0.039405,0.939656,486.8848,486.8848,5.091733,187.931229,618.8
7,7.610042,26241.52896,434.88,458.4,3.448598,96.43456,3.47904,4198.643764,0.711125,0.558288,3.562979,0.888906,0.213337,0.018688,0.017778,0.69144,0.037375,0.888906,461.8848,484.2848,5.042013,177.781229,537.6
8,7.559434,24763.632619,410.387999,433.907999,3.611227,91.242256,3.283104,4142.180398,0.703784,0.527838,3.370129,0.838156,0.201157,0.017673,0.016763,0.653885,0.035345,0.838156,436.8848,459.2848,5.005669,167.631229,537.6
9,7.60321,23586.034151,387.889598,411.409598,3.432815,86.472595,3.275917,3924.964688,0.701412,0.526059,3.177279,0.787406,0.188977,0.016658,0.016763,0.61633,0.033315,0.877701,411.8848,434.2848,4.730669,157.481229,537.6
10,7.244482,22349.042457,367.389918,415.909918,3.44154,82.126663,3.111919,3727.046058,0.661637,0.552743,2.988348,0.737687,0.177045,0.015663,0.015769,0.610303,0.031326,0.827982,455.027997,409.792797,4.461257,147.537476,539.249976
11,6.864751,21039.624918,345.689982,394.209982,3.26946,87.405476,2.93832,3517.539296,0.6251,0.52534,2.814795,0.692016,0.176062,0.01475,0.01583,0.576506,0.0295,0.830095,432.529597,407.774397,4.213774,156.462005,547.375171
12,6.846525,19619.17501,322.149995,390.669995,3.281037,92.701239,2.75,3290.267357,0.627043,0.500371,2.656661,0.701151,0.176987,0.013917,0.015878,0.545711,0.027835,0.83923,432.509917,387.274717,4.263278,148.139135,480.79221
