day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,40.0,571.6383,1072406.7321,6592.5157,235.3681,22.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,47.5,0.0,87.5,0.0,84.6189,450.7293,1070248.0264,6591.1133,177.3602,27.717,0.0,0.0,0.0,338.5439,0.0,0.0,0.0
2,52.5,0.0,140.0,179.664,133.0306,530.2902,1068081.5906,6590.0099,223.7601,35.0222,0.0,0.0,0.0,182.6708,0.0,0.0,0.0
3,60.0,0.0,200.0,104.2,173.5804,513.6527,1065896.5157,6588.8595,215.0439,39.2921,0.0,0.0,0.0,198.9222,0.0,0.0,0.0
4,55.0,20.0,235.0,149.2,205.2479,538.9358,1063742.542,6587.7799,234.8657,43.0095,0.0,0.0,0.0,199.2847,0.0,0.0,0.0
5,50.0,43.0,242.0,315.0585,228.8054,541.1464,1061752.5631,6587.0849,238.0642,45.6088,0.0,0.0,0.0,199.5678,0.0,0.0,0.0
6,45.0,48.0,239.0,260.4213,242.2553,504.3485,1059900.0863,6586.4101,225.077,45.5676,0.0,0.0,0.0,199.7784,0.0,0.0,0.0
7,40.0,50.0,229.0,343.1653,246.1433,403.7194,1058426.8506,6586.1678,177.8076,39.4322,0.0,0.0,0.0,184.9735,0.0,0.0,0.0
8,47.5,50.0,226.5,166.9923,251.7624,412.1616,1056644.6134,6585.4497,185.8128,31.8096,0.0,0.0,0.0,138.3689,64.96,0.0,0.0
9,52.5,25.0,254.0,71.2259,259.1858,437.6439,1054637.1173,6584.4842,194.4392,32.8883,0.0,0.0,0.0,92.6518,74.704,0.0,0.0
10,60.0,50.0,264.0,168.8555,266.3568,435.2292,1052718.2683,6583.727,193.2647,33.6487,0.0,0.0,0.0,100.05,81.2,0.0,0.0
11,55.0,0.0,319.0,106.2,272.7932,416.5396,1050811.8321,6582.9986,180.7161,34.1659,0.0,0.0,0.0,100.1142,81.2,0.0,0.0
12,50.0,91.8601,277.1399,348.0072,277.7954,485.3315,1048991.5088,6582.4727,228.9272,35.4011,0.0,0.0,0.0,100.1717,81.2,0.0,0.0
13,45.0,23.113,299.027,289.5022,277.7364,387.2145,1047426.4948,6582.2626,170.3472,34.4017,0.0,0.0,0.0,100.2164,81.2,0.0,0.0
14,40.0,68.7471,270.2799,175.0722,271.8264,348.401,1045922.2611,6581.8193,155.7088,33.3514,0.0,0.0,0.0,92.839,75.0709,0.0,0.0
15,47.5,50.0,267.7799,355.0041,270.3492,407.9504,1044352.6897,6581.1772,184.1933,33.801,0.0,0.0,0.0,83.0504,66.9822,0.0,0.0
16,52.5,20.6226,299.6573,477.2449,272.6361,464.6512,1042742.3171,6581.1464,214.1763,34.6299,0.0,0.0,0.0,92.818,75.1084,0.0,0.0
17,60.0,25.0,334.6573,313.1337,276.0896,437.8066,1040999.8147,6580.8034,195.744,34.7392,0.0,0.0,0.0,100.1703,81.2,0.0,0.0
18,55.0,71.2375,318.4197,71.6731,279.836,388.2042,1039022.9295,6579.9078,163.3963,34.6531,0.0,0.0,0.0,100.2012,81.2,0.0,0.0
19,50.0,48.113,320.3067,1272.2351,282.8917,427.1025,1038233.8608,6581.7553,194.4413,35.3764,0.0,0.0,0.0,96.8363,81.2,0.0,0.0
20,45.0,45.6226,319.6841,175.0393,281.4241,400.9881,1036521.7554,6581.1988,185.4266,34.9429,0.0,0.0,0.0,90.112,81.2,0.0,0.0
21,40.0,25.0,334.6841,225.9789,274.4948,620.0521,1035023.3473,6580.7674,308.0494,36.3599,0.0,0.0,0.0,83.4881,255.2492,0.0,0.0
22,47.5,0.0,382.1841,368.6375,272.2801,487.3025,1033533.5815,6580.7054,219.2506,46.8131,0.0,0.0,0.0,254.7015,160.5929,0.0,0.0
23,52.5,98.1245,336.5596,690.3028,274.0333,548.9839,1032083.8015,6581.0534,249.2574,49.4346,0.0,0.0,0.0,171.5667,183.093,0.0,0.0
24,60.0,118.7356,277.824,410.4378,277.1007,516.5782,1030384.8203,6580.7569,224.3766,50.6468,0.0,0.0,0.0,191.3708,198.9222,0.0,0.0
25,55.0,68.7356,264.0884,421.8762,280.5676,539.7337,1028727.9204,6580.6195,240.7303,51.2577,0.0,0.0,0.0,200.2102,199.2847,0.0,0.0
26,50.0,0.0,314.0884,792.3642,283.4211,514.7592,1027538.3296,6581.5846,223.5567,51.3201,0.0,0.0,0.0,200.2412,199.5678,0.0,0.0
27,45.0,73.1245,285.9639,346.7209,281.8071,563.017,1025927.3162,6581.2707,266.2724,51.6143,0.0,0.0,0.0,200.2667,199.7616,0.0,0.0
28,40.0,73.1245,252.8394,606.137,274.772,466.8903,1024844.0804,6581.8261,213.5258,48.7349,0.0,0.0,0.0,193.6415,184.9514,0.0,0.0
29,47.5,0.0,300.3394,297.9814,272.4807,439.9922,1023308.9659,6581.6952,192.6261,42.6919,0.0,0.0,0.0,176.5397,138.3912,0.0,0.0
30,47.5,75.0,272.8394,655.9953,271.4283,413.6694,1021997.4395,6582.1672,185.7935,33.9793,0.0,0.0,0.0,147.3694,92.6685,0.0,0.0
31,47.5,23.113,297.2264,402.8582,272.0004,372.2058,1020526.2786,6582.2788,156.0717,33.6279,0.0,0.0,0.0,94.5807,100.05,0.0,0.0
32,47.5,68.7471,275.9793,500.0935,273.0164,439.8788,1019038.5575,6582.248,203.1252,34.4159,0.0,0.0,0.0,95.6978,100.1142,0.0,0.0
33,47.5,0.0,323.4793,1054.1983,273.9645,419.4369,1018194.8154,6583.3597,188.951,34.3152,0.0,0.0,0.0,95.777,100.1717,0.0,0.0
34,47.5,0.0,370.9793,344.388,274.7188,396.3553,1016665.0579,6583.3061,172.9424,34.167,0.0,0.0,0.0,95.7995,100.1996,0.0,0.0
35,47.5,67.4721,351.0072,174.0115,275.2854,395.4726,1014891.5006,6582.7086,172.795,34.2201,0.0,0.0,0.0,95.8091,92.8168,0.0,0.0
36,47.5,46.7379,351.7693,399.6425,275.7014,489.5545,1013260.8923,6582.4471,238.8413,35.2065,0.0,0.0,0.0,95.0486,83.0727,0.0,0.0
37,47.5,71.219,328.0503,237.0128,276.0042,419.3593,1011523.4302,6581.8763,189.4609,34.5376,0.0,0.0,0.0,94.0413,92.8347,0.0,0.0
38,47.5,23.6249,351.9254,222.9186,276.2239,396.3726,1009845.5414,6581.4579,173.0595,34.3318,0.0,0.0,0.0,95.0598,95.704,0.0,0.0
39,47.5,23.75,375.6754,577.2402,276.3829,396.3742,1008522.3611,6581.9223,173.0719,34.3492,0.0,0.0,0.0,95.8232,96.0599,0.0,0.0
40,47.5,23.75,399.4255,827.4365,276.4981,392.9768,1007449.5887,6582.8628,172.6131,34.3278,0.0,0.0,0.0,95.8246,92.76,0.0,0.0
41,47.5,94.9938,351.9317,214.9082,276.5814,433.726,1005645.6495,6582.0853,204.7362,34.7444,0.0,0.0,0.0,92.4273,86.0319,0.0,0.0
42,47.5,23.7498,375.6819,732.3838,263.5736,471.2827,1005503.4324,6583.3701,217.524,33.6693,0.0,0.0,0.0,85.6764,265.5342,0.0,0.0
43,47.5,95.0,328.1819,498.3001,227.7016,174.6228,1005907.9274,6584.3672,73.891,26.7556,0.0,0.0,0.0,262.4697,84.8814,0.0,0.0
44,47.5,71.25,304.4319,415.8643,181.8733,214.8331,1006256.8412,6585.2596,73.1109,34.1513,0.0,0.0,0.0,79.6228,173.615,0.0,0.0
45,47.5,47.5,304.4319,157.1881,141.083,227.6864,1006331.2457,6585.5426,75.349,31.6184,0.0,0.0,0.0,167.3331,187.3108,0.0,0.0
46,47.5,47.5,304.4319,337.2336,109.4583,246.8977,1006543.9819,6586.1068,83.9326,29.5514,0.0,0.0,0.0,180.1864,196.1502,0.0,0.0
47,47.5,0.0,351.9319,111.8854,85.9917,236.0059,1006566.5358,6586.2705,74.701,26.8752,0.0,0.0,0.0,188.7157,196.1812,0.0,0.0
48,47.5,34.4319,364.9999,496.4874,68.8501,235.8527,1006922.4334,6587.109,73.386,24.9983,0.0,0.0,0.0,188.5059,196.1899,0.0,0.0
49,47.5,23.75,388.7499,111.7197,56.4017,211.9914,1006915.2678,6587.2057,55.9082,23.3978,0.0,0.0,0.0,188.3527,195.6883,0.0,0.0
50,47.5,47.5,388.7499,247.3443,47.3817,251.0965,1006962.9639,6587.3246,84.8859,21.6691,0.0,0.0,0.0,188.2414,186.7198,0.0,0.0
51,47.5,0.0,436.2499,388.8183,43.8344,221.8884,1006972.5406,6587.4158,67.9246,15.4562,0.0,0.0,0.0,179.8465,149.4055,0.0,0.0
52,47.5,71.25,412.4999,219.6552,41.885,158.6002,1006964.1144,6587.4587,44.4055,6.2664,0.0,0.0,0.0,142.6054,94.9879,0.0,0.0
53,47.5,0.0,459.9999,6.6622,38.4647,111.831,1006858.116,6587.3217,11.2022,5.4245,0.0,0.0,0.0,87.3502,95.7793,0.0,0.0
54,47.5,0.0,507.4999,245.9547,34.8377,135.5486,1006964.112,6587.6333,27.4468,5.2649,0.0,0.0,0.0,88.081,95.7933,0.0,0.0
55,47.5,47.5,507.4999,198.714,31.8948,138.5053,1006969.5034,6587.6735,29.2963,4.9725,0.0,0.0,0.0,88.0486,95.8028,0.0,0.0
56,47.5,0.0,554.9999,337.4868,29.6772,111.7525,1007185.7298,6588.2415,10.5281,4.4624,0.0,0.0,0.0,88.0223,95.8097,0.0,0.0
57,47.5,23.75,578.7499,96.7369,28.0483,158.4718,1007088.3614,6588.0715,43.3434,4.7514,0.0,0.0,0.0,88.0025,95.0487,0.0,0.0
58,47.5,23.75,602.4999,189.0303,26.8628,109.9501,1007129.6259,6588.2843,10.0676,4.1365,0.0,0.0,0.0,87.2218,94.0413,0.0,0.0
59,47.5,50.483,599.5169,144.5236,26.0032,158.4582,1007051.3092,6588.164,43.1872,4.5275,0.0,0.0,0.0,86.2001,95.0598,0.0,0.0
60,47.5,0.0,647.0169,154.1601,25.3806,159.2141,1007032.5025,6588.1795,43.2442,4.4669,0.0,0.0,0.0,87.2082,95.8232,0.0,0.0
61,47.5,0.0,694.5169,307.3055,24.93,111.71,1007213.9001,6588.7217,10.1639,3.9426,0.0,0.0,0.0,87.9641,95.8246,0.0,0.0
62,47.5,95.0,647.0169,266.7665,24.6039,132.0587,1007235.6894,6588.7261,26.1941,4.1104,0.0,0.0,0.0,87.96,92.4273,0.0,0.0
63,47.5,0.0,694.5169,203.1421,24.3679,329.055,1007264.7687,6588.9112,125.4879,6.0545,0.0,0.0,0.0,84.5587,265.5719,0.0,0.0
64,47.5,71.25,670.7669,213.0756,24.1971,101.5535,1007276.6762,6589.0085,8.711,3.7608,0.0,0.0,0.0,257.805,82.3842,0.0,0.0
65,47.5,0.0,718.2669,24.8431,24.0735,101.5524,1007168.7184,6588.8154,8.7016,3.7473,0.0,0.0,0.0,77.8035,79.6228,0.0,0.0
66,47.5,0.0,765.7669,64.6178,23.9841,237.1716,1007052.5377,6588.6285,77.5218,17.1011,0.0,0.0,0.0,77.8024,167.3331,0.0,0.0
67,47.5,0.0,813.2669,328.6991,23.9194,226.639,1007223.7601,6588.9791,66.3611,18.7898,0.0,0.0,0.0,165.9216,180.1864,0.0,0.0
68,47.5,47.5,813.2669,174.1536,23.8726,235.4506,1007192.6084,6588.957,69.9357,20.0736,0.0,0.0,0.0,179.139,188.7157,0.0,0.0
69,47.5,23.75,837.0169,49.2212,23.8387,235.4503,1007060.0311,6588.7562,69.9331,20.0699,0.0,0.0,0.0,187.9506,188.5059,0.0,0.0
70,47.5,23.75,860.7669,156.4283,23.8142,235.4501,1007034.4836,6588.7453,69.9312,20.0672,0.0,0.0,0.0,187.9503,188.3527,0.0,0.0
71,47.5,0.0,908.2669,150.5766,23.7964,235.4499,1007026.7058,6588.7477,69.9298,20.0652,0.0,0.0,0.0,187.9501,188.2414,0.0,0.0
72,47.5,47.5,908.2669,247.4852,23.7836,203.3855,1007092.0171,6588.9055,50.0299,18.6103,0.0,0.0,0.0,187.9499,179.8703,0.0,0.0
