day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,40.0,571.6383,8058234.9304,49633.3553,235.3681,22.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,47.5,0.0,87.5,20.0,84.6189,470.7293,8056076.2247,49631.953,191.2742,27.917,0.0,0.0,0.0,338.5439,0.0,0.0,0.0
2,52.5,0.0,140.0,182.664,134.2306,545.0393,8053852.4855,49630.8107,230.3967,35.665,0.0,0.0,0.0,182.6708,0.0,0.0,0.0
3,60.0,63.0,137.0,169.1488,182.979,594.3405,8051277.0131,49629.4008,246.3727,43.6265,0.0,0.0,0.0,203.6785,0.0,0.0,0.0
4,55.0,0.0,192.0,495.4729,220.0099,626.6366,8049196.2349,49628.9457,279.4629,47.2146,0.0,0.0,0.0,231.9551,0.0,0.0,0.0
5,50.0,54.72,187.28,296.6181,244.2703,559.2784,8047129.2889,49628.1588,248.2775,47.8247,0.0,0.0,0.0,222.0357,0.0,0.0,0.0
6,45.0,48.6,183.68,440.6452,255.8584,482.2941,8045491.972,49627.9898,210.6927,46.8353,0.0,0.0,0.0,204.3839,0.0,0.0,0.0
7,40.0,56.944,166.736,183.1459,256.8794,397.5098,8043868.6226,49627.3194,182.7554,35.6764,0.0,0.0,0.0,185.0951,0.0,0.0,0.0
8,47.5,27.824,186.412,589.8436,259.7778,408.4591,8042543.0589,49627.6767,183.802,32.6495,0.0,0.0,0.0,106.0297,64.96,0.0,0.0
9,52.5,51.1296,187.7824,546.3416,266.3039,421.8302,8040958.7331,49627.3786,180.7323,33.5128,0.0,0.0,0.0,92.7235,74.704,0.0,0.0
10,60.0,23.113,224.6694,165.4964,280.0785,522.6777,8038670.1504,49626.3735,233.9005,36.0501,0.0,0.0,0.0,102.5566,83.1488,0.0,0.0
11,55.0,66.8601,212.8094,179.4127,290.7064,464.7931,8036532.8641,49625.5274,201.0509,36.6259,0.0,0.0,0.0,116.3627,94.5818,0.0,0.0
12,50.0,43.7471,219.0623,364.8211,295.5492,536.5615,8034708.9883,49625.0774,262.9199,37.8593,0.0,0.0,0.0,111.3756,90.3724,0.0,0.0
13,45.0,29.125,234.9373,55.6043,292.9985,567.9159,8032920.5012,49624.3378,255.6291,37.8784,0.0,0.0,0.0,102.5839,263.2127,0.0,0.0
14,40.0,136.0248,138.9125,446.0885,283.7638,323.5077,8031656.9349,49624.3948,139.2321,34.4085,0.0,0.0,0.0,272.9754,75.2758,0.0,0.0
