Product code;First delivery date;CA_Livré;CA_Perdu;Nb_Rep_CA_Perdu
268091;2025-01-01;0.00000000000000000000;0.00000000000000000000;0
268091;2025-01-02;16809.43999999999869032763;0.00000000000000000000;0
268091;2025-01-03;8080.89999999999963620212;1453.34999999999990905053;1
268091;2025-01-06;14199.31999999999970896170;0.00000000000000000000;0
268091;2025-01-07;18140.20000000000072759576;136.75000000000000000000;1
268091;2025-01-08;26032.65714999999909196049;0.00000000000000000000;0
268091;2025-01-09;64426.57327999999688472599;0.00000000000000000000;0
268091;2025-01-10;38487.70782999999937601388;0.00000000000000000000;0
268091;2025-01-13;59887.11084000000118976459;1367.51999999999998181011;1
268091;2025-01-14;59654.19294000000081723556;0.00000000000000000000;0
268091;2025-01-15;66537.48170000000391155481;6206.56999999999970896170;1
268091;2025-01-16;625.24513999999999214197;0.00000000000000000000;0
268091;2025-01-17;101842.07944000000134110451;615.37999999999999545253;1
268091;2025-01-20;98622.95093000000633765012;0.00000000000000000000;0
268091;2025-01-21;72445.14405000000260770321;0.00000000000000000000;0
268091;2025-01-22;85131.23441000000457279384;10038.60000000000036379788;1
268091;2025-01-23;96851.63525000000663567334;3132.00000000000000000000;1
268091;2025-01-24;69718.84587000000465195626;1318.78999999999996362021;1
268091;2025-01-27;134516.72078999999212101102;0.00000000000000000000;0
268091;2025-01-28;68135.72281000000657513738;825.84000000000003183231;1
268091;2025-01-29;55437.23891000000003259629;2119.98999999999978172127;1
268091;2025-01-30;71583.77603999999701045454;2945.46999999999979991117;1
268091;2025-01-31;79079.22302000000490806997;0.00000000000000000000;0
268091;2025-02-03;58743.83258000000205356628;0.00000000000000000000;0
268091;2025-02-04;96133.45157000000472180545;0.00000000000000000000;0
268091;2025-02-05;105103.30653000000165775418;280.61000000000001364242;1
268091;2025-02-06;197544.25482000000192783773;36774.52977999999711755663;1
268091;2025-02-07;55994.15062000000034458935;9222.85000000000036379788;1
268091;2025-02-10;44629.92743000000336905941;12168.15500000000065483619;1
268091;2025-02-11;62768.42917999999917810783;16128.37500000000000000000;1
268091;2025-02-12;40729.36647000000084517524;13240.50000000000000000000;1
268091;2025-02-13;78263.63522999999986495823;8232.63999999999941792339;1
268091;2025-02-14;85135.00478000000293832272;8863.45538999999916995876;1
268091;2025-02-17;71926.57196000000112690032;19780.31366999999954714440;1
268091;2025-02-18;91146.38423999999940861017;28077.13000000000101863407;1
268091;2025-02-19;96380.39710000000195577741;3933.19846000000006824848;1
268091;2025-02-20;93674.19120000000111758709;408.81999999999999317879;1
268091;2025-02-21;218152.89494999998714774847;17979.22999999999956344254;1
268091;2025-02-24;156394.85003000000142492354;1785.29999999999995452526;1
268091;2025-02-25;31518.67866000000140047632;13719.63999999999941792339;1
268091;2025-02-26;113455.41271000000415369868;25803.99000000000160071068;1
268091;2025-02-27;107315.02588000000105239451;19526.90999999999985448085;1
268091;2025-02-28;111385.16425000000162981451;1366.72835000000009131327;1
268091;2025-03-03;80735.52494000000297091901;70.15000000000000568434;1
268091;2025-03-04;91923.85047999999369494617;3191.22227000000020780135;1
268091;2025-03-05;87794.17809000000124797225;315.60000000000002273737;1
268091;2025-03-06;84651.07726999999431427568;3009.46644999999989522621;1
268091;2025-03-07;171893.96340000000782310963;1454.80999999999994543032;1
268091;2025-03-10;52627.11735999999655177817;0.00000000000000000000;0
268091;2025-03-11;169870.39770999999018386006;123.34000000000000341061;1
268091;2025-03-12;66758.38482000000658445060;589.99897999999996045517;1
268091;2025-03-13;75538.22010999999474734068;911.67999999999994997779;1
268091;2025-03-14;143179.41234999999869614840;210.46000000000000795808;1
268091;2025-03-17;123314.10141000000294297934;2637.46999999999979991117;1
268091;2025-03-18;58764.45442000000184634700;550.54999999999995452526;1
268091;2025-03-19;112520.93680999999924097210;487.54000000000002046363;1
268091;2025-03-20;119711.30912999999418389052;417.91037999999997509804;1
268091;2025-03-21;67282.05439999999362044036;0.00000000000000000000;0
268091;2025-03-24;93805.47767999999632593244;2317.19977000000017142156;1
268091;2025-03-25;62612.83221999999659601599;0.00000000000000000000;0
268091;2025-03-26;144386.44425000000046566129;44162.23541000000113854185;1
268091;2025-03-27;101707.06826000000000931323;4074.77669000000014420948;1
268091;2025-03-28;73845.19698999999673105776;1770.32898000000000138243;1
268091;2025-03-31;116940.58309000000008381903;22464.64917000000059488229;1
268091;2025-04-01;79205.34475000000384170562;3296.60870999999997366103;1
268091;2025-04-02;45511.37468000000080792233;2824.89242000000012922101;1
268091;2025-04-03;46074.60166999999637482688;2006.66687999999999192369;1
268091;2025-04-04;125506.24491999999736435711;0.00000000000000000000;0
268091;2025-04-07;54584.21914999999717110768;789.15999999999996816769;1
268091;2025-04-08;37924.33840000000054715201;532.96000000000003637979;1
268091;2025-04-09;70752.54980999999679625034;7036.74326000000019121217;1
268091;2025-04-10;74003.33474999999452847987;0.00000000000000000000;0
268091;2025-04-11;59027.79129999999713618308;0.00000000000000000000;0
268091;2025-04-14;181710.22938000000431202352;710.61000000000001364242;1
268091;2025-04-15;82100.67501999999512918293;820.50999999999999090505;1
268091;2025-04-16;70466.17939999999362044036;1522.81999999999993633537;1
268091;2025-04-17;117680.06438999999954830855;527.25999999999999090505;1
268091;2025-04-18;94441.27357000000483822078;341.87999999999999545253;1
268091;2025-04-21;1412.84501000000000203727;0.00000000000000000000;0
268091;2025-04-22;95207.01913000000058673322;1016.27529000000004089088;1
268091;2025-04-23;86233.19124000000010710210;134.46721999999999752617;1
