node_id,item_id,node_type,graph_initial_qty,graph_uom,graph_initial_source,graph_policy_source,graph_safety_time_days,graph_safety_stock_qty,graph_safety_stock_uom,source_stock_qty,source_stock_uom,source_stock_rows,source_stock_row_count,source_type,source_division,source_safety_time_workdays,source_explicit_safety_stock_qty,source_policy_uom,source_policy_rows,source_policy_row_count,source_type_policy,source_policy_division,source_fixed_lot_qty,source_min_lot_qty,source_max_lot_qty,scope,uom,safety_time_days,planned_avg_daily_demand_qty,observed_avg_daily_flow_qty,stock_equiv_safety_time_qty,explicit_safety_stock_qty,effective_reference_stock_qty,soft_simulated_target_qty,max_mrp_demand_signal_qty,max_mrp_safety_floor_qty,max_soft_simulated_target_qty,safety_reference_basis,soft_safety_factor,served_avg_daily_qty,trace_days,target_positive_days,mean_target_stock_qty,max_target_stock_qty,mean_target_display_qty,max_target_display_qty,mean_target_with_backlog_qty,max_target_with_backlog_qty,mean_safety_floor_qty,max_safety_floor_qty,mean_soft_safety_target_qty,max_soft_safety_target_qty,mean_coverage_target_qty,max_coverage_target_qty,mean_inventory_position_qty,min_inventory_position_qty,max_inventory_position_qty,days_under_target,days_under_safety_floor,trace_planned_order_count,trace_planned_receipt_qty,share_days_under_target,share_days_under_safety_floor,day0_target_stock_qty,day0_target_stock_display_qty,day0_inventory_position_qty,final_inventory_position_qty,stock_series_sources,mean_physical_stock_qty,min_physical_stock_qty,max_physical_stock_qty,day0_physical_stock_qty,final_physical_stock_qty,mrp_order_count,mrp_order_planned_receipt_qty,mrp_order_release_qty,first_arrival_day,last_arrival_day,order_types,source_open_order_count,source_open_order_qty,source_open_order_first_usable_day,source_open_order_last_usable_day,source_open_order_types,product_scopes,mean_stock_value_eur,mean_useful_stock_value_eur,mean_immobilized_stock_value_eur,max_immobilized_stock_value_eur,has_source_stock,has_source_policy,has_graph_policy,has_positive_target,has_orders,target_minus_source_initial_qty,mean_stock_minus_mean_target_qty,target_semantics,alerts
SDC-VD0508918A,item:730384,supplier_dc,180.0,M,simulation_prep_assumption,,0.0,0.0,M,,,,,,,,,,,,,,,,,supply_pair,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062319.1190868218,43710.666667,2593513.266667,0.0,0.0,93.0,3906644.0000299998,0.0,0.0,0.0,0.0,43710.666667,2056824.0,supplier_stock,1942444.015525178,180.0,2223513.266667,180.0,2056824.0,93.0,3906644.0000299998,3906644.0000299998,56.0,1694.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,1942444.015525178,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0514881A,item:016332,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5477.938923441096,321.6708,5553.49536,0.0,0.0,102.0,14173.49536,0.0,0.0,0.0,0.0,321.6708,5553.49536,supplier_stock,5097.3902808986295,180.0,5553.49536,180.0,5553.49536,102.0,14173.49536,14173.49536,49.0,1746.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,5097.3902808986295,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0518684A,item:001893,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43593.712081095895,927.707,44294.713,0.0,0.0,60.0,44114.712999999996,0.0,0.0,0.0,0.0,927.707,44294.713,supplier_stock,42240.05513424658,180.0,44294.713,180.0,44294.713,60.0,44114.712999999996,44114.712999999996,56.0,114.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,42240.05513424658,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0519670A,item:001848,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3875.014249589041,0.0,4000.0,0.0,0.0,114.0,19820.0,0.0,0.0,0.0,0.0,357.0885,4000.0,supplier_stock,3646.9484961643834,-0.0,4000.0,180.0,4000.0,114.0,19820.0,19820.0,21.0,1616.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,3646.9484961643834,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0519670A,item:029313,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.697233879452,191.8059,520.64019,0.0,0.0,81.0,940.64019,0.0,0.0,0.0,0.0,191.8059,520.64019,supplier_stock,484.8337540767123,180.0,520.64019,180.0,520.64019,81.0,940.64019,940.64019,56.0,1283.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,484.8337540767123,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0520115A,item:708073,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42387.833216438354,1808.293333,42742.7,0.0,0.0,71.0,97562.69998,0.0,0.0,0.0,0.0,1808.293333,42742.7,supplier_stock,40890.98083287671,180.0,42742.7,180.0,42742.7,71.0,97562.69998,97562.69998,28.0,1663.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,40890.98083287671,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0520132A,item:038005,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548843.8327781644,4325.958622,639042.644328,0.0,0.0,156.0,638862.644399,0.0,0.0,0.0,0.0,4325.958622,509042.644328,supplier_stock,494934.3274485688,180.0,619042.644328,180.0,509042.644328,156.0,638862.644399,638862.644399,154.0,308.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,494934.3274485688,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0520132A,item:049371,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53650.15256460986,650.419708,70742.956154,0.0,0.0,171.0,78909.01279200001,0.0,0.0,0.0,0.0,650.419708,47089.01274,supplier_stock,47363.660843499725,84.197077,65153.852263,180.0,45489.01274,171.0,78909.012791,78909.012791,147.0,1906.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,47363.660843499725,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0525412A,item:333362,supplier_dc,180.0,UN,simulation_prep_assumption,,0.0,0.0,UN,,,,,,,,,,,,,,,,,supply_pair,UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10528860.695890497,205513.333333,12321513.333333,0.0,0.0,114.0,18337819.999978,0.0,0.0,0.0,0.0,205513.333333,10318000.0,supplier_stock,9930244.695890497,180.0,12110216.666667,180.0,10103000.0,114.0,18337819.999978,18337819.999978,60.0,1872.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,9930244.695890497,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0901566A,item:338928,supplier_dc,180.0,UN,simulation_prep_assumption,,0.0,0.0,UN,,,,,,,,,,,,,,,,,supply_pair,UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15751329.090410959,271580.0,19958160.0,0.0,0.0,645.0,34748170.0,0.0,0.0,0.0,0.0,271580.0,15673350.0,supplier_stock,14441289.693150684,180.0,18433160.0,180.0,14598350.0,645.0,34748170.0,34748170.0,70.0,1894.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,14441289.693150684,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0910216A,item:001893,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22419.565778082193,0.0,29340.573,0.0,0.0,241.0,178475.605,0.0,0.0,0.0,0.0,927.707,11215.605,supplier_stock,19804.22066027397,-0.0,23920.0,180.0,-0.0,241.0,178475.605,178475.605,28.0,1852.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,19804.22066027397,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0910216A,item:002612,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22234.317710372055,682.232143,22500.0,0.0,0.0,45.0,22320.000006000002,0.0,0.0,0.0,0.0,682.232143,22500.0,supplier_stock,21806.262915851505,180.0,22500.0,180.0,22500.0,45.0,22320.000006000002,22320.000006000002,35.0,79.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,21806.262915851505,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0914320A,item:055703,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.8404997260274,0.0,300.0,0.0,0.0,141.0,1620.0,0.0,0.0,0.0,0.0,191.8059,300.0,supplier_stock,270.2773882191781,0.0,300.0,180.0,236.118,141.0,1620.0,1620.0,21.0,1830.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,270.2773882191781,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0914360C,item:338929,supplier_dc,180.0,UN,simulation_prep_assumption,,0.0,0.0,UN,,,,,,,,,,,,,,,,,supply_pair,UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9944653.52328767,271580.0,11403180.0,0.0,0.0,1092.0,29078770.0,0.0,0.0,0.0,0.0,271580.0,9973950.0,supplier_stock,9283906.487671234,180.0,10979225.0,180.0,9223950.0,1092.0,29078770.0,29078770.0,42.0,1866.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,9283906.487671234,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0914690A,item:042342,supplier_dc,180.0,UN,simulation_prep_assumption,,0.0,0.0,UN,,,,,,,,,,,,,,,,,supply_pair,UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258483010.69808218,13275420.0,260194704.0,0.0,0.0,62.0,680194524.0,0.0,0.0,0.0,0.0,13275420.0,260194704.0,supplier_stock,250656114.80547947,180.0,260194704.0,180.0,260194704.0,62.0,680194524.0,680194524.0,21.0,1659.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,250656114.80547947,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0951020A,item:001757,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29556.850999671235,652.236,30081.4332,0.0,0.0,320.0,55501.4332,0.0,0.0,0.0,0.0,652.236,30081.4332,supplier_stock,27051.579553753425,180.0,30081.4332,180.0,28181.4332,320.0,55501.4332,55501.4332,84.0,1904.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,27051.579553753425,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0951020A,item:001848,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7721.631780657534,357.0885,7809.60285,0.0,0.0,44.0,7629.60285,0.0,0.0,0.0,0.0,357.0885,7809.60285,supplier_stock,7487.5179397808215,180.0,7809.60285,180.0,7809.60285,44.0,7629.60285,7629.60285,56.0,99.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,7487.5179397808215,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0951020A,item:007923,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18985.846442870137,1228.021978,19074.0,0.0,0.0,19.0,18894.0,0.0,0.0,0.0,0.0,1228.021978,19074.0,supplier_stock,18840.906168897534,180.0,19074.0,180.0,19074.0,19.0,18894.0,18894.0,14.0,32.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,18840.906168897534,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0956464A,item:007923,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18936.187195972605,0.0,19140.0,0.0,0.0,40.0,38099.999990000004,0.0,0.0,0.0,0.0,1156.530612,19140.0,supplier_stock,18623.036511041097,0.0,19140.0,180.0,19140.0,40.0,38099.999990000004,38099.999990000004,15.0,1548.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,18623.036511041097,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0964290A,item:055703,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.82961162739724,191.8059,404.94237,0.0,0.0,20.0,224.94236999999998,0.0,0.0,0.0,0.0,191.8059,404.94237,supplier_stock,398.6528557150685,180.0,404.94237,180.0,404.94237,20.0,224.94236999999998,224.94236999999998,42.0,61.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,398.6528557150685,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0989480A,item:426331,supplier_dc,180.0,UN,simulation_prep_assumption,,0.0,0.0,UN,,,,,,,,,,,,,,,,,supply_pair,UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77434.122,3165.4,78366.75,0.0,0.0,97.0,270186.75,0.0,0.0,0.0,0.0,3165.4,78366.75,supplier_stock,73288.79104109589,180.0,78366.75,180.0,78366.75,97.0,270186.75,270186.75,28.0,1750.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,73288.79104109589,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0990780A,item:002612,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23469.31648728,710.133929,23750.0,0.0,0.0,45.0,23570.000019,0.0,0.0,0.0,0.0,710.133929,23750.0,supplier_stock,23017.289090019727,180.0,23750.0,180.0,23750.0,45.0,23570.000019,23570.000019,35.0,79.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,23017.289090019727,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD0993480A,item:344135,supplier_dc,180.0,UN,simulation_prep_assumption,,0.0,0.0,UN,,,,,,,,,,,,,,,,,supply_pair,UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6446652.9789953865,205513.333333,7288180.0,0.0,0.0,97.0,14747819.999986999,0.0,0.0,0.0,0.0,205513.333333,6468000.0,supplier_stock,6165330.40365292,180.0,6816333.333333,180.0,6228000.0,97.0,14747819.999987999,14747819.999987999,35.0,1847.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,6165330.40365292,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD1091642A,item:001893,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40695.47683835617,927.707,41303.885,0.0,0.0,57.0,41123.885,0.0,0.0,0.0,0.0,927.707,41303.885,supplier_stock,39749.06414246575,180.0,41303.885,180.0,41303.885,57.0,41123.885,41123.885,42.0,96.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,39749.06414246575,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD1091642A,item:002612,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22234.317710372055,682.232143,22500.0,0.0,0.0,45.0,22320.000006000002,0.0,0.0,0.0,0.0,682.232143,22500.0,supplier_stock,21806.262915851505,180.0,22500.0,180.0,22500.0,45.0,22320.000006000002,22320.000006000002,35.0,79.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,21806.262915851505,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD1095770A,item:734545,supplier_dc,180.0,UN,simulation_prep_assumption,,0.0,0.0,UN,,,,,,,,,,,,,,,,,supply_pair,UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34230.48347031945,1822.666667,39604.0,0.0,0.0,67.0,103616.00001799999,0.0,0.0,0.0,0.0,1822.666667,34496.0,supplier_stock,33070.76182648384,180.0,34496.0,180.0,28196.0,67.0,103616.00001799999,103616.00001799999,21.0,1836.0,"external_procurement,external_procurement_proactive",,,,,,,,,,,False,False,False,False,True,-180.0,33070.76182648384,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
SDC-VD1096202A,item:039668,supplier_dc,180.0,KG,simulation_prep_assumption,,0.0,0.0,KG,,,,,,,,,,,,,,,,,supply_pair,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mrp_trace_demand_signal,0.75,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.55893950684936,0.0,450.0,0.0,0.0,62.0,720.0,0.0,0.0,0.0,0.0,191.8059,450.0,supplier_stock,429.75072032876716,0.0,450.0,180.0,450.0,62.0,720.0,720.0,35.0,1116.0,external_procurement_proactive,,,,,,,,,,,False,False,False,False,True,-180.0,429.75072032876716,"approvisionnement fournisseur: cible stock nulle, commandes amont","ordres sans cible stock positive: politique d'appro, pas stock cible"
