day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,6.719684,23171.328,384.0,384.0,3.04512,81.408,3.072,3707.411712,0.610624,0.457968,2.900464,0.76328,0.183187,0.015266,0.015266,0.564827,0.030531,0.76328,376.0,376.0,4.136,152.656,622.048
1,6.417298,22128.61824,366.72,366.72,2.90809,77.74464,2.93376,3540.578185,0.574246,0.430685,2.72767,0.717808,0.172274,0.014356,0.014356,0.531178,0.028712,0.717808,353.6,353.6,3.8896,143.5616,627.2448
2,6.088033,20993.223168,347.904,347.904,2.758879,73.755648,2.783232,3358.915011,0.540987,0.40574,2.569688,0.676234,0.162296,0.013525,0.013525,0.500413,0.027049,0.676234,333.12,333.12,3.66432,135.24672,560.72576
3,5.730994,19762.053274,327.5008,327.5008,2.597081,72.82217,2.620006,3161.927869,0.505753,0.379314,2.402325,0.632191,0.151726,0.012644,0.012644,0.50147,0.025288,0.632191,311.424,311.424,3.425664,126.438144,629.531392
4,5.346001,18434.490655,324.31616,305.50016,2.422616,68.158034,2.444001,2949.517894,0.467525,0.350644,2.405879,0.584406,0.140257,0.011688,0.012598,0.46611,0.023376,0.584406,311.8848,311.8848,3.166733,116.881229,623.544678
5,4.933018,17010.411731,300.716032,281.900032,2.362347,63.154807,2.2552,2876.140801,0.460184,0.320194,2.213029,0.533656,0.138991,0.010673,0.011583,0.428555,0.021346,0.533656,309.2848,286.8848,2.891733,106.731229,542.344678
6,4.839222,15824.267306,278.076006,259.260006,2.182812,58.355121,2.362848,2657.557738,0.419584,0.289744,2.020179,0.482906,0.126811,0.009658,0.010568,0.391,0.020979,0.531626,284.2848,304.0608,2.616733,96.581229,537.6
7,4.4688,14546.947541,279.548027,238.092001,2.15198,57.530864,2.193504,2453.186618,0.415362,0.288526,1.827329,0.432156,0.114631,0.009658,0.011358,0.353445,0.018949,0.526348,259.2848,279.0608,2.341733,96.175229,618.8
8,4.125928,13364.630468,259.954426,234.4984,2.307611,53.377021,2.036755,2264.015926,0.41299,0.286746,1.634479,0.468453,0.102451,0.008643,0.010343,0.31589,0.016919,0.567426,278.304,254.0608,2.292013,103.148685,537.6
9,3.810965,12278.551694,265.555834,238.50032,2.164881,49.561292,2.055991,2090.243358,0.37239,0.256296,1.441629,0.417703,0.090271,0.009483,0.009328,0.278335,0.014889,0.55825,253.304,251.4608,2.017013,92.998685,618.8
