day,node_id,item_id,produced_qty,cum_produced_qty,stock_end_of_day
0,M-1430,item:268967,0.0,0.0,0.0
0,M-1810,item:268091,0.0,0.0,0.0
0,SDC-1450,item:773474,500000.0,500000.0,10100000.0
1,M-1430,item:268967,30800.0,30800.0,30800.0
1,M-1810,item:268091,28800.0,28800.0,28800.0
1,SDC-1450,item:773474,500000.0,1000000.0,500000.0
2,M-1430,item:268967,0.0,30800.0,0.0
2,M-1810,item:268091,14400.0,43200.0,14700.0
2,SDC-1450,item:773474,500000.0,1500000.0,500000.0
3,M-1430,item:268967,0.0,30800.0,0.0
3,M-1810,item:268091,14400.0,57600.0,27200.0
3,SDC-1450,item:773474,500000.0,2000000.0,500000.0
4,M-1430,item:268967,0.0,30800.0,0.0
4,M-1810,item:268091,0.0,57600.0,25300.0
4,SDC-1450,item:773474,500000.0,2500000.0,500000.0
5,M-1430,item:268967,0.0,30800.0,0.0
5,M-1810,item:268091,0.0,57600.0,23400.0
5,SDC-1450,item:773474,500000.0,3000000.0,500000.0
6,M-1430,item:268967,0.0,30800.0,0.0
6,M-1810,item:268091,0.0,57600.0,21500.0
6,SDC-1450,item:773474,500000.0,3500000.0,500000.0
7,M-1430,item:268967,0.0,30800.0,0.0
7,M-1810,item:268091,0.0,57600.0,19600.0
7,SDC-1450,item:773474,500000.0,4000000.0,500000.0
8,M-1430,item:268967,0.0,30800.0,0.0
8,M-1810,item:268091,43200.0,100800.0,60900.0
8,SDC-1450,item:773474,500000.0,4500000.0,500000.0
9,M-1430,item:268967,0.0,30800.0,0.0
9,M-1810,item:268091,14400.0,115200.0,25359.28571
9,SDC-1450,item:773474,500000.0,5000000.0,500000.0
10,M-1430,item:268967,0.0,30800.0,0.0
10,M-1810,item:268091,14400.0,129600.0,34656.571424
10,SDC-1450,item:773474,500000.0,5500000.0,500000.0
11,M-1430,item:268967,0.0,30800.0,0.0
11,M-1810,item:268091,0.0,129600.0,29553.857138
11,SDC-1450,item:773474,500000.0,6000000.0,500000.0
12,M-1430,item:268967,0.0,30800.0,0.0
12,M-1810,item:268091,0.0,129600.0,24451.142852
12,SDC-1450,item:773474,500000.0,6500000.0,500000.0
13,M-1430,item:268967,0.0,30800.0,0.0
13,M-1810,item:268091,14400.0,144000.0,33748.428566
13,SDC-1450,item:773474,500000.0,7000000.0,500000.0
14,M-1430,item:268967,0.0,30800.0,0.0
14,M-1810,item:268091,0.0,144000.0,28645.71428
14,SDC-1450,item:773474,500000.0,7500000.0,500000.0
15,M-1430,item:268967,0.0,30800.0,0.0
15,M-1810,item:268091,28800.0,172800.0,52342.999994
15,SDC-1450,item:773474,500000.0,8000000.0,1000000.0
16,M-1430,item:268967,0.0,30800.0,0.0
16,M-1810,item:268091,14400.0,187200.0,27693.142853
16,SDC-1450,item:773474,500000.0,8500000.0,1499999.0
17,M-1430,item:268967,0.0,30800.0,0.0
17,M-1810,item:268091,14400.0,201600.0,34727.28571
17,SDC-1450,item:773474,500000.0,9000000.0,1999999.0
18,M-1430,item:268967,0.0,30800.0,0.0
18,M-1810,item:268091,14400.0,216000.0,41761.428567
18,SDC-1450,item:773474,500000.0,9500000.0,2499999.0
19,M-1430,item:268967,77000.0,107800.0,77000.0
19,M-1810,item:268091,0.0,216000.0,34395.571424
19,SDC-1450,item:773474,500000.0,10000000.0,2999999.0
20,M-1430,item:268967,34450.0,142250.0,34450.0
20,M-1810,item:268091,14400.0,230400.0,41429.714281
20,SDC-1450,item:773474,500000.0,10500000.0,2979610.0
21,M-1430,item:268967,0.0,142250.0,0.0
21,M-1810,item:268091,0.0,230400.0,34063.857138
21,SDC-1450,item:773474,500000.0,11000000.0,3246786.0
22,M-1430,item:268967,0.0,142250.0,0.0
22,M-1810,item:268091,57600.0,288000.0,84297.999995
22,SDC-1450,item:773474,500000.0,11500000.0,3746786.0
23,M-1430,item:268967,0.0,142250.0,0.0
23,M-1810,item:268091,28800.0,316800.0,41144.285707
23,SDC-1450,item:773474,500000.0,12000000.0,4246786.0
24,M-1430,item:268967,0.0,142250.0,0.0
24,M-1810,item:268091,14400.0,331200.0,43872.571421
24,SDC-1450,item:773474,500000.0,12500000.0,4746786.0
25,M-1430,item:268967,0.0,142250.0,0.0
25,M-1810,item:268091,14400.0,345600.0,46600.857135
25,SDC-1450,item:773474,500000.0,13000000.0,5246786.0
26,M-1430,item:268967,0.0,142250.0,0.0
26,M-1810,item:268091,14400.0,360000.0,49329.142849
26,SDC-1450,item:773474,500000.0,13500000.0,5746786.0
27,M-1430,item:268967,0.0,142250.0,0.0
27,M-1810,item:268091,14400.0,374400.0,52057.428563
27,SDC-1450,item:773474,500000.0,14000000.0,6246786.0
28,M-1430,item:268967,0.0,142250.0,0.0
28,M-1810,item:268091,14400.0,388800.0,54785.714277
28,SDC-1450,item:773474,500000.0,14500000.0,6746786.0
29,M-1430,item:268967,0.0,142250.0,0.0
29,M-1810,item:268091,0.0,388800.0,43113.999991
29,SDC-1450,item:773474,500000.0,15000000.0,7246786.0
30,M-1430,item:268967,0.0,142250.0,0.0
30,M-1810,item:268091,0.0,388800.0,43113.999991
30,SDC-1450,item:773474,500000.0,15500000.0,7746786.0
31,M-1430,item:268967,0.0,142250.0,0.0
31,M-1810,item:268091,14400.0,403200.0,55551.142859
31,SDC-1450,item:773474,500000.0,16000000.0,8246786.0
32,M-1430,item:268967,0.0,142250.0,0.0
32,M-1810,item:268091,0.0,403200.0,45215.714288
32,SDC-1450,item:773474,500000.0,16500000.0,8746786.0
33,M-1430,item:268967,0.0,142250.0,0.0
33,M-1810,item:268091,14400.0,417600.0,49280.285717
33,SDC-1450,item:773474,500000.0,17000000.0,9246786.0
34,M-1430,item:268967,0.0,142250.0,0.0
34,M-1810,item:268091,14400.0,432000.0,53344.857146
34,SDC-1450,item:773474,500000.0,17500000.0,9746786.0
35,M-1430,item:268967,0.0,142250.0,0.0
35,M-1810,item:268091,0.0,432000.0,43009.428575
35,SDC-1450,item:773474,500000.0,18000000.0,10246786.0
36,M-1430,item:268967,0.0,142250.0,0.0
36,M-1810,item:268091,0.0,432000.0,32674.000004
36,SDC-1450,item:773474,500000.0,18500000.0,10746786.0
37,M-1430,item:268967,0.0,142250.0,0.0
37,M-1810,item:268091,0.0,432000.0,32674.000004
37,SDC-1450,item:773474,500000.0,19000000.0,11246786.0
38,M-1430,item:268967,0.0,142250.0,0.0
38,M-1810,item:268091,14400.0,446400.0,40656.857134
38,SDC-1450,item:773474,500000.0,19500000.0,11746786.0
39,M-1430,item:268967,0.0,142250.0,0.0
39,M-1810,item:268091,14400.0,460800.0,45612.285705
39,SDC-1450,item:773474,500000.0,20000000.0,12246786.0
40,M-1430,item:268967,0.0,142250.0,0.0
40,M-1810,item:268091,14400.0,475200.0,50567.714276
40,SDC-1450,item:773474,500000.0,20500000.0,12746786.0
41,M-1430,item:268967,0.0,142250.0,0.0
41,M-1810,item:268091,0.0,475200.0,41123.142847
41,SDC-1450,item:773474,500000.0,21000000.0,13246786.0
42,M-1430,item:268967,0.0,142250.0,0.0
42,M-1810,item:268091,14400.0,489600.0,46078.571418
42,SDC-1450,item:773474,500000.0,21500000.0,13746786.0
43,M-1430,item:268967,0.0,142250.0,0.0
43,M-1810,item:268091,0.0,489600.0,36633.999989
43,SDC-1450,item:773474,500000.0,22000000.0,14246786.0
44,M-1430,item:268967,73350.0,215600.0,73350.0
44,M-1810,item:268091,0.0,489600.0,36633.999989
44,SDC-1450,item:773474,500000.0,22500000.0,14746786.0
45,M-1430,item:268967,107800.0,323400.0,107800.0
45,M-1810,item:268091,0.0,489600.0,36633.999989
45,SDC-1450,item:773474,500000.0,23000000.0,14751064.0
46,M-1430,item:268967,107800.0,431200.0,135127.571425
46,M-1810,item:268091,0.0,489600.0,36633.999989
46,SDC-1450,item:773474,500000.0,23500000.0,14522518.0
47,M-1430,item:268967,0.0,431200.0,128275.428568
47,M-1810,item:268091,0.0,489600.0,36633.999989
47,SDC-1450,item:773474,500000.0,24000000.0,14293972.0
48,M-1430,item:268967,0.0,431200.0,121423.285711
48,M-1810,item:268091,0.0,489600.0,34712.571429
48,SDC-1450,item:773474,500000.0,24500000.0,14793972.0
49,M-1430,item:268967,0.0,431200.0,114571.142854
49,M-1810,item:268091,14400.0,504000.0,42052.285715
49,SDC-1450,item:773474,500000.0,25000000.0,15293972.0
50,M-1430,item:268967,0.0,431200.0,107718.999997
50,M-1810,item:268091,86400.0,590400.0,121392.000001
50,SDC-1450,item:773474,500000.0,25500000.0,15793972.0
51,M-1430,item:268967,0.0,431200.0,107718.999997
