day,node_id,output_item_id,desired_qty,planned_qty_after_lot_rule,actual_qty,cap_qty,max_from_inputs_qty,binding_cause,binding_input_item_id,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,lot_policy_mode,lot_fixed_qty,lot_min_qty,lot_max_qty,lot_multiple_qty,max_lots_per_week,started_lots_this_week,requested_lot_starts,actual_lot_starts,campaign_requested_qty,campaign_started_qty,campaign_remaining_start_qty,campaign_remaining_end_qty
0,SDC-1450,item:773474,44880062.88,48000000.0,500000.0,500000.0,127751677.852349,capacity,,44380062.88,47500000.0,fixed,3200000.0,0.0,0.0,0.0,0,15,15,15,48000000.0,48000000.0,48000000.0,47500000.0
1,M-1430,item:268967,30754.285716,107800.0,30800.0,154000.0,30800.0,input_shortage,item:344135,0.0,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,77000.0
1,M-1810,item:268091,22800.0,28800.0,28800.0,203550.0,354000.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,28800.0,28800.0,28800.0,0.0
1,SDC-1450,item:773474,38720062.88,47500000.0,500000.0,500000.0,127251677.852349,capacity,,38220062.88,47000000.0,fixed,3200000.0,0.0,0.0,0.0,0,15,0,0,0.0,0.0,47500000.0,47000000.0
2,M-1430,item:268967,14315.428574,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,14315.428574,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,77000.0,77000.0
2,M-1810,item:268091,6020.0,14400.0,14400.0,203550.0,325200.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
2,SDC-1450,item:773474,37325955.13152,47000000.0,500000.0,500000.0,126751677.852349,capacity,,36825955.13152,46500000.0,fixed,3200000.0,0.0,0.0,0.0,0,15,0,0,0.0,0.0,47000000.0,46500000.0
3,M-1430,item:268967,13077.94286,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,13077.94286,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,77000.0,77000.0
3,M-1810,item:268091,164.0,14400.0,14400.0,203550.0,310800.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,0.0
3,SDC-1450,item:773474,36647133.581824,46500000.0,500000.0,500000.0,126251677.852349,capacity,,36147133.581824,46000000.0,fixed,3200000.0,0.0,0.0,0.0,0,15,0,0,0.0,0.0,46500000.0,46000000.0
4,M-1430,item:268967,14880.731431,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,14880.731431,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,77000.0,77000.0
4,SDC-1450,item:773474,36111369.271885,46000000.0,500000.0,500000.0,125751677.852349,capacity,,35611369.271885,45500000.0,fixed,3200000.0,0.0,0.0,0.0,0,15,0,0,0.0,0.0,46000000.0,45500000.0
5,M-1430,item:268967,17291.57486,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,17291.57486,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,77000.0,77000.0
5,SDC-1450,item:773474,33225293.894697,45500000.0,500000.0,500000.0,125251677.852349,capacity,,32725293.894697,45000000.0,fixed,3200000.0,0.0,0.0,0.0,0,15,0,0,0.0,0.0,45500000.0,45000000.0
6,M-1430,item:268967,19824.02926,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,19824.02926,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,77000.0,77000.0
6,SDC-1450,item:773474,29869156.304059,45000000.0,500000.0,500000.0,124751677.852349,capacity,,29369156.304059,44500000.0,fixed,3200000.0,0.0,0.0,0.0,0,15,0,0,0.0,0.0,45000000.0,44500000.0
7,M-1430,item:268967,22380.805854,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,22380.805854,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
7,SDC-1450,item:773474,26419006.270732,44500000.0,500000.0,500000.0,124251677.852349,capacity,,25919006.270732,44000000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,44500000.0,44000000.0
8,M-1430,item:268967,69268.732604,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,69268.732604,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
8,M-1810,item:268091,36412.571432,43200.0,43200.0,203550.0,296400.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,43200.0,43200.0,43200.0,0.0
8,SDC-1450,item:773474,22950053.748866,44000000.0,500000.0,500000.0,123751677.852349,capacity,,22450053.748866,43500000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,44000000.0,43500000.0
9,M-1430,item:268967,83651.689382,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,83651.689382,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
9,M-1810,item:268091,9172.828573,14400.0,14400.0,203550.0,253200.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
9,SDC-1450,item:773474,19477340.729293,43500000.0,500000.0,500000.0,123251677.852349,capacity,,18977340.729293,43000000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,43500000.0,43000000.0
10,M-1430,item:268967,91533.652167,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,91533.652167,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
10,M-1810,item:268091,1865.422859,14400.0,14400.0,203550.0,238800.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,0.0
10,SDC-1450,item:773474,16003875.610179,43000000.0,500000.0,500000.0,122751677.852349,capacity,,15503875.610179,42500000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,43000000.0,42500000.0
11,M-1430,item:268967,98115.416153,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,98115.416153,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
11,SDC-1450,item:773474,12530260.071156,42500000.0,500000.0,500000.0,122251677.852349,capacity,,12030260.071156,42000000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,42500000.0,42000000.0
12,M-1430,item:268967,104437.140379,77000.0,0.0,154000.0,0.0,lot_campaign_blocked,,104437.140379,77000.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,77000.0,77000.0
12,SDC-1450,item:773474,9056614.448151,42000000.0,500000.0,500000.0,121751677.852349,capacity,,8556614.448151,41500000.0,fixed,3200000.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,42000000.0,41500000.0
