abs_elasticity,adverse_kpi,baseline_kpi,elasticity,high_kpi,kpi,low_kpi,method,parameter_group,parameter_key,parameter_label
0.0204058547058779,nan,0.901702,0.0204058547058779,0.904998,fill_rate,0.903158,central,capacity_node,capacity_node::M-1430,Capacite M-1430
0.18715807473904678,nan,1710.3884,-0.18715807473904678,1653.0331,ending_backlog,1685.0444,central,capacity_node,capacity_node::M-1430,Capacite M-1430
0.06238690797169504,nan,15310958.7581,0.06238690797169504,15361139.2722,total_cost,15265618.9347,central,capacity_node,capacity_node::M-1430,Capacite M-1430
0.04727106163436315,nan,615226.4196,-0.04727106163436315,616971.9491,total_external_procured_ordered_qty,619880.1897,central,capacity_node,capacity_node::M-1430,Capacite M-1430
0.07094468035199748,nan,1028769.1852,0.07094468035199748,1032435.7072,avg_inventory,1025137.1371,central,capacity_node,capacity_node::M-1430,Capacite M-1430
0.02144832771802646,nan,0.901702,-0.02144832771802646,0.90374,fill_rate,0.905674,central,capacity_node,capacity_node::M-1810,Capacite M-1810
0.19675472541792302,nan,1710.3884,0.19675472541792302,1674.9211,ending_backlog,1641.2684,central,capacity_node,capacity_node::M-1810,Capacite M-1810
0.004343792642300594,nan,15310958.7581,0.004343792642300594,15317011.4653,total_cost,15310360.7023,central,capacity_node,capacity_node::M-1810,Capacite M-1810
0.0035039408765983873,nan,615226.4196,0.0035039408765983873,615599.3698,total_external_procured_ordered_qty,615383.7981,central,capacity_node,capacity_node::M-1810,Capacite M-1810
0.006256151615533829,nan,1028769.1852,0.006256151615533829,1029200.6883,avg_inventory,1028557.0747,central,capacity_node,capacity_node::M-1810,Capacite M-1810
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
0.0,nan,1710.3884,0.0,1710.3884,ending_backlog,1710.3884,central,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
0.9377361814396061,nan,15310958.7581,0.9377361814396061,16028840.7581,total_cost,14593076.7581,central,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
0.9558995488466339,nan,1028769.1852,0.9558995488466339,1077939.1852,avg_inventory,979599.1852,central,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
0.0408006192733296,nan,0.901702,0.0408006192733296,0.907036,fill_rate,0.903357,central,capacity_global,capacity_scale,Capacite globale
0.3743161494780949,nan,1710.3884,-0.3743161494780949,1617.5658,ending_backlog,1681.5884,central,capacity_global,capacity_scale,Capacite globale
1.0180830424321743,nan,15310958.7581,1.0180830424321743,16091513.691,total_cost,14532730.9435,central,capacity_global,capacity_scale,Capacite globale
0.043767122383181735,nan,615226.4196,-0.043767122383181735,617344.8993,total_external_procured_ordered_qty,620037.5683,central,capacity_global,capacity_scale,Capacite globale
1.0465364597703153,nan,1028769.1852,1.0465364597703153,1082578.5304,avg_inventory,974914.0843,central,capacity_global,capacity_scale,Capacite globale
0.10919904802251716,nan,0.901702,-0.10919904802251716,0.884487,fill_rate,0.90418,central,demand_item,demand_item::item:268091,Demande 268091
1.5391486518500703,nan,1710.3884,1.5391486518500703,2110.4136,ending_backlog,1583.9052,central,demand_item,demand_item::item:268091,Demande 268091
0.0028781363529361173,nan,15310958.7581,-0.0028781363529361173,15313549.2309,total_cost,15322362.6363,central,demand_item,demand_item::item:268091,Demande 268091
0.06506748202722959,nan,615226.4196,0.06506748202722959,618132.167,total_external_procured_ordered_qty,610125.9202,central,demand_item,demand_item::item:268091,Demande 268091
0.0053415003861450915,nan,1028769.1852,-0.0053415003861450915,1028792.2812,avg_inventory,1029891.3154,central,demand_item,demand_item::item:268091,Demande 268091
0.11695659985227931,nan,0.901702,-0.11695659985227931,0.883353,fill_rate,0.904445,central,demand_item,demand_item::item:268967,Demande 268967
1.6125635557397375,nan,1710.3884,1.6125635557397375,2131.1496,ending_backlog,1579.5276,central,demand_item,demand_item::item:268967,Demande 268967
0.009393551362282274,nan,15310958.7581,-0.009393551362282274,15305486.2139,total_cost,15334251.0694,central,demand_item,demand_item::item:268967,Demande 268967
0.7223686050234112,nan,615226.4196,0.7223686050234112,650309.7076,total_external_procured_ordered_qty,561425.6575,central,demand_item,demand_item::item:268967,Demande 268967
0.03146764110523652,nan,1028769.1852,-0.03146764110523652,1026750.041,avg_inventory,1033224.6289,central,demand_item,demand_item::item:268967,Demande 268967
0.006975697070651346,nan,0.901702,0.006975697070651346,0.906734,fill_rate,0.905476,central,lead_time,lead_time_scale,Lead time global
0.06398546669282877,nan,1710.3884,-0.06398546669282877,1622.8364,ending_backlog,1644.7244,central,lead_time,lead_time_scale,Lead time global
0.9339980786594839,nan,15310958.7581,0.9339980786594839,16727231.0233,total_cost,13867149.8108,central,lead_time,lead_time_scale,Lead time global
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,lead_time,lead_time_scale,Lead time global
0.9605684697951818,nan,1028769.1852,0.9605684697951818,1126581.5312,avg_inventory,928940.8828,central,lead_time,lead_time_scale,Lead time global
0.00697569707065073,nan,0.901702,0.00697569707065073,0.905476,fill_rate,0.904218,central,production_stock,production_stock_scale,Stock production global
0.0639854666928281,nan,1710.3884,-0.0639854666928281,1644.7244,ending_backlog,1666.6124,central,production_stock,production_stock_scale,Stock production global
0.0016881670774748334,nan,15310958.7581,-0.0016881670774748334,15314990.4962,total_cost,15320159.9875,central,production_stock,production_stock_scale,Stock production global
0.008139669949895234,nan,615226.4196,-0.008139669949895234,614703.9605,total_external_procured_ordered_qty,615705.5085,central,production_stock,production_stock_scale,Stock production global
0.0007783310498791152,nan,1028769.1852,-0.0007783310498791152,1029100.7802,avg_inventory,1029260.9248,central,production_stock,production_stock_scale,Stock production global
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,safety_stock,safety_stock_days_scale,Safety stock global
0.0,nan,1710.3884,0.0,1710.3884,ending_backlog,1710.3884,central,safety_stock,safety_stock_days_scale,Safety stock global
0.0,nan,15310958.7581,0.0,15310958.7581,total_cost,15310958.7581,central,safety_stock,safety_stock_days_scale,Safety stock global
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,safety_stock,safety_stock_days_scale,Safety stock global
0.0,nan,1028769.1852,0.0,1028769.1852,avg_inventory,1028769.1852,central,safety_stock,safety_stock_days_scale,Safety stock global
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450
0.0,nan,1710.3884,0.0,1710.3884,ending_backlog,1710.3884,central,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450
0.0,nan,15310958.7581,0.0,15310958.7581,total_cost,15310958.7581,central,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450
0.0,nan,1028769.1852,0.0,1028769.1852,avg_inventory,1028769.1852,central,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A
0.0,nan,1710.3884,0.0,1710.3884,ending_backlog,1710.3884,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A
0.0,nan,15310958.7581,0.0,15310958.7581,total_cost,15310958.7581,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A
0.0,nan,1028769.1852,0.0,1028769.1852,avg_inventory,1028769.1852,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A
0.0,nan,1710.3884,0.0,1710.3884,ending_backlog,1710.3884,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A
0.0,nan,15310958.7581,0.0,15310958.7581,total_cost,15310958.7581,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A
0.0,nan,1028769.1852,0.0,1028769.1852,avg_inventory,1028769.1852,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A
0.020927091211952187,nan,0.901702,-0.020927091211952187,0.901702,fill_rate,0.905476,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A
0.191956400078485,nan,1710.3884,0.191956400078485,1710.3884,ending_backlog,1644.7244,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A
0.0012112816899977842,nan,15310958.7581,0.0012112816899977842,15317681.8016,total_cost,15313972.6248,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A
0.0005988722009686637,nan,615226.4196,-0.0005988722009686637,615157.1459,total_external_procured_ordered_qty,615230.8343,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A
0.0012983563458311045,nan,1028769.1852,0.0012983563458311045,1029244.471,avg_inventory,1028977.3292,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C
0.0,nan,1710.3884,0.0,1710.3884,ending_backlog,1710.3884,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C
0.0,nan,15310958.7581,0.0,15310958.7581,total_cost,15310958.7581,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C
0.0,nan,1028769.1852,0.0,1028769.1852,avg_inventory,1028769.1852,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C
0.0,nan,0.901702,0.0,0.905476,fill_rate,0.905476,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A
0.0,nan,1710.3884,0.0,1644.7244,ending_backlog,1644.7244,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A
0.003659194135727444,nan,15310958.7581,0.003659194135727444,15318774.3014,total_cost,15307569.1473,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A
0.024099863119727713,nan,615226.4196,0.024099863119727713,617910.4257,total_external_procured_ordered_qty,614945.0512,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A
0.0043883439210149035,nan,1028769.1852,0.0043883439210149035,1029352.2067,avg_inventory,1028449.2881,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A
0.0,nan,1710.3884,0.0,1710.3884,ending_backlog,1710.3884,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A
0.0,nan,15310958.7581,0.0,15310958.7581,total_cost,15310958.7581,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A
0.0,nan,1028769.1852,0.0,1028769.1852,avg_inventory,1028769.1852,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A
0.020927091211952187,nan,0.901702,-0.020927091211952187,0.901702,fill_rate,0.905476,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A
0.191956400078485,nan,1710.3884,0.191956400078485,1710.3884,ending_backlog,1644.7244,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A
0.0010853736700984042,nan,15310958.7581,0.0010853736700984042,15317479.9657,total_cost,15314156.3434,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A
0.0005988722009686637,nan,615226.4196,-0.0005988722009686637,615157.1459,total_external_procured_ordered_qty,615230.8343,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A
0.001088887105208324,nan,1028769.1852,0.001088887105208324,1029196.6626,avg_inventory,1028972.6199,central,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A
0.027902788282604136,nan,0.901702,-0.027902788282604136,0.904218,fill_rate,0.906734,central,supplier_capacity_global,supplier_capacity_scale,Debit fournisseur global
0.2559418667713136,nan,1710.3884,0.2559418667713136,1666.6124,ending_backlog,1622.8364,central,supplier_capacity_global,supplier_capacity_scale,Debit fournisseur global
0.005887602626603619,nan,15310958.7581,-0.005887602626603619,15301266.2943,total_cost,15310280.7784,central,supplier_capacity_global,supplier_capacity_scale,Debit fournisseur global
0.032314470521153583,nan,615226.4196,0.032314470521153583,616992.0907,total_external_procured_ordered_qty,615004.0191,central,supplier_capacity_global,supplier_capacity_scale,Debit fournisseur global
0.0050199219361306245,nan,1028769.1852,-0.0050199219361306245,1028201.2507,avg_inventory,1028717.6848,central,supplier_capacity_global,supplier_capacity_scale,Debit fournisseur global
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450
0.0,nan,1710.3884,0.0,1710.3884,ending_backlog,1710.3884,central,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450
7.942089187292757e-06,nan,15310958.7581,7.942089187292757e-06,15310970.773,total_cost,15310946.4528,central,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450
0.0,nan,615226.4196,0.0,615226.4196,total_external_procured_ordered_qty,615226.4196,central,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450
0.008095919006730975,nan,1028769.1852,0.008095919006730975,1029592.1251,avg_inventory,1027926.3587,central,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450
0.0,nan,0.901702,0.0,0.901702,fill_rate,0.901702,central,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A
