day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:007923,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,SDC-1450 | item:021081
133,75.250184,23886.900809,1268.906835,530.24023,5.045462,250.272355,4.2,1846.464817,3.177011,2.379972,13.680779,1.553458,546.804832,0.599256,0.047731,0.030298,6.109383,0.102992,1.659525,1576.273202,926.172594,6.47625,634.211015,983202.818184
134,74.834579,27884.558309,1270.94912,506.49023,5.045462,245.237355,4.2,1846.464817,3.138441,2.379972,13.552534,1.572743,469.664832,0.599256,0.046767,0.031262,6.073706,0.104921,1.75595,1578.023202,902.422594,6.47625,624.568515,983200.682831
135,74.834579,26451.435809,1247.19912,482.74023,5.2338,248.343155,4.2,2075.76437,3.138441,2.379972,13.424289,1.596849,392.524832,0.599256,0.048695,0.031262,6.038029,0.109549,1.75595,1579.773202,878.672594,6.47625,640.158915,983198.547479
136,74.834579,26857.61908,1223.44912,488.99023,5.2338,244.632283,4.39,2075.76437,3.138441,2.400221,13.259402,1.616134,315.384832,0.587685,0.048695,0.032226,6.038029,0.108199,1.75595,1556.023202,893.322594,6.99875,640.158899,983196.412127
137,74.418974,25424.49658,1199.69912,495.24023,5.2338,239.597283,4.39,2305.063922,3.099871,2.379972,13.46093,1.64024,238.244832,0.576114,0.047731,0.031262,6.039906,0.106271,1.75595,1532.273202,894.579428,7.26,630.516399,983195.984546
138,74.834579,25801.63408,1199.69912,471.49023,5.422137,248.446728,4.39,2305.063922,3.061301,2.368401,13.424289,1.666757,161.104832,0.587685,0.047731,0.030298,6.039906,0.107042,1.707737,1508.523202,892.280642,7.26,620.873899,983195.440902
139,74.418974,24368.51158,1235.106835,536.823476,5.798812,243.411728,4.39,2534.363475,3.061301,2.368401,13.497572,1.695684,281.6576,0.587685,0.049634,0.030298,6.075584,0.105692,1.707737,1484.773202,868.530642,6.99875,635.921754,983193.30555
140,74.418974,24745.64908,1273.506835,513.073476,5.610475,243.411728,4.2,2763.663027,3.061301,2.348152,13.405968,1.768003,204.5176,0.576114,0.048669,0.032226,6.110284,0.105692,1.707737,1512.023202,844.780642,6.99875,635.921754,983192.88066
141,74.003368,23515.234894,1273.506835,578.310722,5.610475,246.517528,4.01,2992.96258,3.022731,2.319224,13.332685,1.765593,252.1008,0.576114,0.047705,0.032226,6.110284,0.103763,1.659525,1513.773202,897.830642,6.99875,636.948052,983194.26096
142,73.587763,25702.632394,1271.208049,614.560722,5.422137,246.517528,4.01,3222.262132,3.061301,2.319224,13.387647,1.770414,174.9608,0.564543,0.048669,0.031262,6.147839,0.104342,1.659525,1515.523202,936.230642,7.26,627.305552,983193.727122
143,73.172157,29700.289894,1285.858049,620.810722,5.422137,242.501683,3.82,2992.96258,3.099871,2.290297,13.534213,1.722201,222.544,0.576114,0.047705,0.030298,6.112161,0.104921,1.611312,1501.603067,950.880642,7.7825,627.813052,983193.076646
144,73.609637,28267.167394,1287.780642,597.060722,5.610475,243.764546,3.63,2763.663027,3.093781,2.301868,13.497572,1.722201,394.8504,0.576114,0.046741,0.030298,6.076484,0.104149,1.611312,1554.353067,927.130642,7.52125,649.351352,983193.066524
145,73.194031,26834.044894,1264.030642,573.310722,5.422137,251.905346,3.44,2763.663027,3.055211,2.27294,13.387647,1.734254,567.1568,0.576114,0.045777,0.030298,6.040807,0.104149,1.75595,1530.603067,903.380642,7.26,639.708852,983192.531153
