case_id,delta::kpi::avg_inventory,delta::kpi::cost_share_holding,delta::kpi::cost_share_purchase,delta::kpi::cost_share_transport,delta::kpi::ending_backlog,delta::kpi::ending_inventory,delta::kpi::fill_rate,delta::kpi::total_arrived,delta::kpi::total_cost,delta::kpi::total_demand,delta::kpi::total_external_procured_arrived_qty,delta::kpi::total_external_procured_ordered_qty,delta::kpi::total_external_procured_qty,delta::kpi::total_external_procured_rejected_qty,delta::kpi::total_external_procurement_cost,delta::kpi::total_holding_cost,delta::kpi::total_logistics_cost,delta::kpi::total_opening_stock_bootstrap_qty,delta::kpi::total_produced,delta::kpi::total_purchase_cost,delta::kpi::total_served,delta::kpi::total_shipped,delta::kpi::total_supplier_capacity_binding_qty,delta::kpi::total_transport_cost,delta::kpi::total_unreliable_loss_qty,delta_pct::kpi::avg_inventory,delta_pct::kpi::cost_share_holding,delta_pct::kpi::cost_share_purchase,delta_pct::kpi::cost_share_transport,delta_pct::kpi::ending_backlog,delta_pct::kpi::ending_inventory,delta_pct::kpi::fill_rate,delta_pct::kpi::total_arrived,delta_pct::kpi::total_cost,delta_pct::kpi::total_demand,delta_pct::kpi::total_external_procured_arrived_qty,delta_pct::kpi::total_external_procured_ordered_qty,delta_pct::kpi::total_external_procured_qty,delta_pct::kpi::total_external_procured_rejected_qty,delta_pct::kpi::total_external_procurement_cost,delta_pct::kpi::total_holding_cost,delta_pct::kpi::total_logistics_cost,delta_pct::kpi::total_opening_stock_bootstrap_qty,delta_pct::kpi::total_produced,delta_pct::kpi::total_purchase_cost,delta_pct::kpi::total_served,delta_pct::kpi::total_shipped,delta_pct::kpi::total_supplier_capacity_binding_qty,delta_pct::kpi::total_transport_cost,delta_pct::kpi::total_unreliable_loss_qty,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,level,parameter,value
production_stock_scale_low,5023.674999999988,0.0021380000000000843,-0.00023300000000000057,-0.0019040000000000003,1041.2524000000003,14711.449000000022,-0.35751199999999994,-6619.0136999999995,12482.815900000045,0.0,0.0,0.0,0.0,0.0,0.0,14961.304199999897,12673.430300000124,288.19999999995343,-3185.1502000000005,-190.61449999999968,-1041.2524,-6952.7264,435.78949999999986,-2287.8738000000003,0.0,0.9836224542634519,0.21730137708904418,-2.855392156862752,-23.943661971830988,79.76263613430216,2.952564202592702,-64.7923723361261,-68.20527269460575,1.005978692637672,0.0,nan,nan,nan,nan,nan,1.2254633172455305,1.0297433420144064,0.05438508066920681,-74.35967143866714,-1.8824174666677935,-64.79233024853067,-62.01990684534216,18.144590556283326,-23.185707257955354,nan,515755.7123,0.986025,0.007927,0.006048,2346.6912,512971.5372,0.194269,3085.5347,1253345.6683,2912.5,0.0,0.0,0.0,0.0,0.0,1235830.5044,1243410.2346,530212.9449,1098.2875,9935.4337,565.8088,4257.749,2837.5494,7579.7303,0.0,low,production_stock_scale,0.2
production_stock_scale_high,511.2621999999974,-0.0010859999999999204,6.499999999999909e-05,0.0010219999999999986,-50.92179999999985,4712.707700000028,0.017484000000000055,2883.6419000000005,-5580.846299999859,0.0,0.0,0.0,0.0,0.0,0.0,-6832.797600000165,-5615.067000000039,-144.0,2133.2952999999998,34.22069999999985,50.92179999999985,3214.857100000001,432.0,1217.730599999999,0.0,0.1001038044730462,-0.11037852924166294,0.796568627450969,12.852112676056318,-3.9007420340195074,0.9458328715480744,3.1686484311710728,29.714333744783023,-0.44975528836291073,0.0,nan,nan,nan,nan,nan,-0.559666637415444,-0.45623621398026626,-0.027173669730628194,49.80334603675921,0.3379472359217079,3.1686285500514755,28.677259306951434,17.986810421807775,12.340691698403251,nan,511243.2995,0.982801,0.008225,0.008974,1254.517,502972.7959,0.569265,12588.1903,1235282.0061,2912.5,0.0,0.0,0.0,0.0,0.0,1214036.4026,1225121.7373,529780.7449,6416.733,10160.2689,1657.983,14425.3325,2833.7599,11085.3347,0.0,high,production_stock_scale,1.8
safety_stock_days_scale_low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,510732.0373,0.983887,0.00816,0.007952,1305.4388,498260.0882,0.551781,9704.5484,1240862.8524,2912.5,0.0,0.0,0.0,0.0,0.0,1220869.2002,1230736.8043,529924.7449,4283.4377,10126.0482,1607.0612,11210.4754,2401.7599,9867.6041,0.0,low,safety_stock_days_scale,0.2
safety_stock_days_scale_high,92.81139999994775,-9.999999999177334e-07,-1.000000000001e-06,2.999999999999531e-06,-9.321899999999914,-132.57699999999022,0.0031999999999999806,59.04570000000058,220.7210999999661,0.0,0.0,0.0,0.0,0.0,0.0,215.73239999986254,220.37489999993704,0.0,2.4578999999994267,0.34610000000066066,9.321899999999914,7.20089999999982,73.1885000000002,4.64259999999922,0.0,0.018172229901730456,-0.00010163768805947568,-0.012254901960796568,0.03772635814888745,-0.7140817325178258,-0.02660799111543011,0.5799402299100513,0.608433257955626,0.017787711153820187,0.0,nan,nan,nan,nan,nan,0.01767039417199826,0.017905932383754347,0.0,0.057381481234089766,0.003417917761843763,0.5800588054767244,0.06423367201715478,3.04728628369556,0.04704890825523918,nan,510824.8487,0.983886,0.008159,0.007955,1296.1169,498127.5112,0.554981,9763.5941,1241083.5735,2912.5,0.0,0.0,0.0,0.0,0.0,1221084.9326,1230957.1792,529924.7449,4285.8956,10126.3943,1616.3831,11217.6763,2474.9484,9872.2467,0.0,high,safety_stock_days_scale,2.0
supplier_reliability_scale_low,4375.998499999987,0.012839000000000045,-0.006294000000000001,-0.006544000000000001,1579.3082,13197.904099999985,-0.542252,-8225.027699999999,-2996.0511999998707,0.0,0.0,0.0,0.0,0.0,0.0,12944.531100000022,4820.322200000053,0.0,-939.3364000000006,-7816.3735,-1579.3082000000002,-9389.5459,374.3116,-8124.2089000000005,7283.7182,0.8568090858630745,1.3049262771029646,-77.13235294117648,-82.29376257545272,120.97910679535495,2.6487981703849393,-98.27304673412097,-84.75435806987164,-0.24144902026884715,0.0,nan,nan,nan,nan,nan,1.060271739010164,0.39166149766210034,0.0,-21.92949835595836,-77.19075937244699,-98.27305892270935,-83.75689312872494,15.584888397878572,-82.33213268051563,nan,515108.0358,0.996726,0.001866,0.001408,2884.747,511457.9923,0.009529,1479.5207,1237866.8012,2912.5,0.0,0.0,0.0,0.0,0.0,1233813.7313,1235557.1265,529924.7449,3344.1013,2309.6747,27.753,1820.9295,2776.0715,1743.3952,7283.7182,low,supplier_reliability_scale,0.2
supplier_reliability_scale_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,510732.0373,0.983887,0.00816,0.007952,1305.4388,498260.0882,0.551781,9704.5484,1240862.8524,2912.5,0.0,0.0,0.0,0.0,0.0,1220869.2002,1230736.8043,529924.7449,4283.4377,10126.0482,1607.0612,11210.4754,2401.7599,9867.6041,0.0,high,supplier_reliability_scale,1.0
demand_item_268091_low,3095.0305999999982,0.0008219999999999894,-0.00011800000000000005,-0.0007030000000000005,-302.4717999999999,4665.753099999973,-0.12572499999999998,-3759.5499,1637.9246000000276,-1165.0,0.0,0.0,0.0,0.0,0.0,2631.8942999998108,1771.6100000001024,0.0,-845.6422000000002,-133.6854999999996,-862.5282000000001,-3767.2671999999993,0.0,-860.2843000000012,0.0,0.6059989141002332,0.083546179591761,-1.4460784313725494,-8.84054325955735,-23.17012486529433,0.936409158689659,-22.785307939200514,-38.74008088825648,0.13199884232427905,-40.0,nan,nan,nan,nan,nan,0.2155754522735654,0.14394710500330998,0.0,-19.742138423070802,-1.3202139409132934,-53.67114830474409,-33.60488351814232,0.0,-8.718269311189745,nan,513827.0679,0.984709,0.008042,0.007249,1002.967,502925.8413,0.426056,5944.9985,1242500.777,1747.5,0.0,0.0,0.0,0.0,0.0,1223501.0945,1232508.4143,529924.7449,3437.7955,9992.3627,744.533,7443.2082,2401.7599,9007.3198,0.0,low,demand_item_scale::item:268091,0.2
demand_item_268091_high,-31.989500000025146,7.000000000090267e-06,-1.000000000001e-06,-5.000000000001531e-06,1169.6609000000003,292.2148000000161,-0.15879499999999996,-53.97869999999966,93.5386999999173,1165.0,0.0,0.0,0.0,0.0,0.0,100.05059999995865,94.15320000005886,0.0,-4.660900000000765,-0.6145999999989726,-4.660900000000083,-9.477699999999459,0.0,-5.897399999999834,0.0,-0.006263460614129198,0.000711463816484034,-0.012254901960796568,-0.06287726358150818,89.59906048449,0.058647041358593034,-28.77862775267723,-0.5562206274327991,0.0075381981029571925,40.0,nan,nan,nan,nan,nan,0.008195030227936669,0.007650149054704666,0.0,-0.10881213470201201,-0.006069495106679155,-0.2900262914691788,-0.0845432478269339,0.0,-0.05976526763978941,nan,510700.0478,0.983894,0.008159,0.007947,2475.0997,498552.303,0.392986,9650.5697,1240956.3911,4077.5,0.0,0.0,0.0,0.0,0.0,1220969.2508,1230830.9575,529924.7449,4278.7768,10125.4336,1602.4003,11200.9977,2401.7599,9861.7067,0.0,high,demand_item_scale::item:268091,1.8
demand_item_268967_low,13589.793999999936,0.0005800000000000249,-0.0002009999999999998,-0.00037900000000000086,-964.4138999999999,15045.117099999974,0.253069,-494.91319999999905,27915.592799999984,-1165.0,0.0,0.0,0.0,0.0,0.0,28201.85210000002,27943.120099999942,0.0,-209.4626000000003,-27.527500000000146,-200.5861,-416.8728999999985,-0.2800000000002001,-258.73199999999997,0.0,2.660846198692133,0.058949859079348035,-2.463235294117644,-4.766096579476872,-73.8766076203649,3.0195308547292097,45.86402938847115,-5.099806602025902,2.2496920385687567,-40.0,nan,nan,nan,nan,nan,2.3099814538183168,2.270438326242548,0.0,-4.890058281926227,-0.27184839985257175,-12.481547062426744,-3.718601443075273,-0.011658117865994851,-2.6220346639160357,nan,524321.8313,0.984467,0.007959,0.007573,341.0249,513305.2053,0.80485,9209.6352,1268778.4452,1747.5,0.0,0.0,0.0,0.0,0.0,1249071.0523,1258679.9244,529924.7449,4073.9751,10098.5207,1406.4751,10793.6025,2401.4799,9608.8721,0.0,low,demand_item_scale::item:268967,0.2
demand_item_268967_high,112.92489999998361,7.000000000090267e-06,-3.0000000000012655e-06,-4.000000000000531e-06,1165.0,583.5591000000131,-0.15765199999999996,-85.52329999999893,352.87550000008196,1165.0,0.0,0.0,0.0,0.0,0.0,356.031799999997,353.9647000001278,0.0,-9.321800000000621,-1.0892999999996391,0.0,-4.972599999999147,0.08750000000009095,-2.0670000000009168,0.0,0.02211040070972724,0.000711463816484034,-0.03676470588236845,-0.05030181086519782,89.24202344836083,0.11711937476432477,-28.57148035180624,-0.8812702711647966,0.02843791312775397,40.0,nan,nan,nan,nan,nan,0.02916215757934369,0.028760389610795016,0.0,-0.21762426940400278,-0.010757404848217482,0.0,-0.04435672728026456,0.0036431618331245748,-0.0209473341152886,nan,510844.9622,0.983894,0.008157,0.007948,2470.4388,498843.6473,0.394129,9619.0251,1241215.7279,4077.5,0.0,0.0,0.0,0.0,0.0,1221225.232,1231090.769,529924.7449,4274.1159,10124.9589,1607.0612,11205.5028,2401.8474,9865.5371,0.0,high,demand_item_scale::item:268967,1.8
capacity_M-1430_low,-9929.05110000004,0.0008879999999999999,-7.799999999999994e-05,-0.0008100000000000008,364.91560000000004,-61.35940000001574,-0.125293,-1778.3460999999998,-26269.849099999992,0.0,0.0,0.0,0.0,0.0,0.0,-24767.88419999997,-25960.396100000013,-28105.149200000043,-1564.2964000000006,-309.4529999999995,-364.91560000000004,-2291.7847,-444.26520000000005,-1192.5119000000013,0.0,-1.944082292642197,0.0902542670042393,-0.9558823529411756,-10.186116700201216,27.953482001607433,-0.01231473309886829,-22.707016008162658,-18.32487228359848,-2.117063062141838,0.0,nan,nan,nan,nan,nan,-2.028709070221655,-2.109337756805394,-5.303611403408545,-36.519648692450936,-3.056009549707649,-22.707013273669975,-20.44324275489691,-18.49748594770027,-12.085121047772898,nan,500802.9862,0.984775,0.008082,0.007142,1670.3544,498198.7288,0.426488,7926.2023,1214593.0033,2912.5,0.0,0.0,0.0,0.0,0.0,1196101.316,1204776.4082,501819.5957,2719.1413,9816.5952,1242.1456,8918.6907,1957.4947,8675.0922,0.0,low,capacity_node_scale::M-1430,0.2
capacity_M-1430_high,17210.47509999998,9.600000000009601e-05,-4.900000000000043e-05,-4.60000000000009e-05,-199.38249999999994,14135.108699999982,0.06845699999999999,271.6828999999998,40577.57799999998,0.0,0.0,0.0,0.0,0.0,0.0,40045.78110000002,40309.53150000004,28105.149099999922,190.67819999999938,268.0464000000011,199.38249999999994,458.02130000000034,-196.50019999999995,263.750399999999,0.0,3.369766108854981,0.009757218054522116,-0.6004901960784366,-0.5784708249497095,-15.273216944371498,2.8368936294022804,12.406552599672695,2.7995419137690094,3.27010982088128,0.0,nan,nan,nan,nan,nan,3.280104133468172,3.2752357253935127,5.303611384537918,4.4515226636773395,2.6470978086002113,12.40665259045517,4.085654565550363,-8.181508901035443,2.672891994116373,nan,527942.5124,0.983983,0.008111,0.007906,1106.0563,512395.1969,0.620238,9976.2313,1281440.4304,2912.5,0.0,0.0,0.0,0.0,0.0,1260914.9813,1271046.3358,558029.894,4474.1159,10394.0946,1806.4437,11668.4967,2205.2597,10131.3545,0.0,high,capacity_node_scale::M-1430,1.8
capacity_M-1810_low,464.47729999996955,0.0009240000000000359,-0.00020500000000000032,-0.0007180000000000008,897.3407000000002,2261.808799999999,-0.30809999999999993,-3908.5507,-3733.8581999999005,0.0,0.0,0.0,0.0,0.0,0.0,-2531.499700000044,-3449.2384999999776,-2618.646800000104,-874.2047000000002,-284.6197999999986,-897.3407000000001,-3962.4348999999993,-131.8393000000001,-917.7389000000003,0.0,0.09094344315180275,0.0939132237746851,-2.5122549019607883,-9.02917505030182,68.73862642967255,0.4539413959827575,-55.837370261027466,-40.27545166346947,-0.3009082101843974,0.0,nan,nan,nan,nan,nan,-0.2073522453990435,-0.2802580119444615,-0.494154467252564,-20.408950969451478,-2.8107687656473783,-55.83736947914616,-35.3458239603291,-5.489278924175563,-9.300524126216212,nan,511196.5146,0.984811,0.007955,0.007234,2202.7795,500521.897,0.243681,5795.9977,1237128.9942,2912.5,0.0,0.0,0.0,0.0,0.0,1218337.7005,1227287.5658,527306.0981,3409.233,9841.4284,709.7205,7248.0405,2269.9206,8949.8652,0.0,low,capacity_node_scale::M-1810,0.2
