capacity_node::M-1430,capacity_node::M-1810,capacity_node::SDC-1450,case_id,case_input,case_output_dir,demand_item::item:268091,demand_item::item:268967,edge_src_lead_time::SDC-1450,edge_src_lead_time::SDC-VD0500655A,edge_src_lead_time::SDC-VD0505677A,edge_src_lead_time::SDC-VD0508918A,edge_src_lead_time::SDC-VD0514881A,edge_src_lead_time::SDC-VD0518684A,edge_src_lead_time::SDC-VD0519670A,edge_src_lead_time::SDC-VD0520115A,edge_src_lead_time::SDC-VD0520132A,edge_src_lead_time::SDC-VD0525412A,edge_src_lead_time::SDC-VD0901566A,edge_src_lead_time::SDC-VD0910216A,edge_src_lead_time::SDC-VD0914320A,edge_src_lead_time::SDC-VD0914360C,edge_src_lead_time::SDC-VD0914690A,edge_src_lead_time::SDC-VD0949099A,edge_src_lead_time::SDC-VD0951020A,edge_src_lead_time::SDC-VD0960508A,edge_src_lead_time::SDC-VD0964290A,edge_src_lead_time::SDC-VD0972460A,edge_src_lead_time::SDC-VD0975221A,edge_src_lead_time::SDC-VD0989480A,edge_src_lead_time::SDC-VD0990780A,edge_src_lead_time::SDC-VD0993480A,edge_src_lead_time::SDC-VD1091642A,edge_src_lead_time::SDC-VD1095770A,edge_src_lead_time::SDC-VD1096202A,edge_src_reliability::SDC-1450,edge_src_reliability::SDC-VD0500655A,edge_src_reliability::SDC-VD0505677A,edge_src_reliability::SDC-VD0508918A,edge_src_reliability::SDC-VD0514881A,edge_src_reliability::SDC-VD0518684A,edge_src_reliability::SDC-VD0519670A,edge_src_reliability::SDC-VD0520115A,edge_src_reliability::SDC-VD0520132A,edge_src_reliability::SDC-VD0525412A,edge_src_reliability::SDC-VD0901566A,edge_src_reliability::SDC-VD0910216A,edge_src_reliability::SDC-VD0914320A,edge_src_reliability::SDC-VD0914360C,edge_src_reliability::SDC-VD0914690A,edge_src_reliability::SDC-VD0949099A,edge_src_reliability::SDC-VD0951020A,edge_src_reliability::SDC-VD0960508A,edge_src_reliability::SDC-VD0964290A,edge_src_reliability::SDC-VD0972460A,edge_src_reliability::SDC-VD0975221A,edge_src_reliability::SDC-VD0989480A,edge_src_reliability::SDC-VD0990780A,edge_src_reliability::SDC-VD0993480A,edge_src_reliability::SDC-VD1091642A,edge_src_reliability::SDC-VD1095770A,edge_src_reliability::SDC-VD1096202A,error,factor::capacity_scale,factor::demand_scale,factor::lead_time_scale,factor::production_stock_scale,factor::safety_stock_days_scale,factor::supplier_capacity_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,level,parameter,status,supplier_capacity_node::SDC-1450,supplier_capacity_node::SDC-VD0500655A,supplier_capacity_node::SDC-VD0505677A,supplier_capacity_node::SDC-VD0508918A,supplier_capacity_node::SDC-VD0514881A,supplier_capacity_node::SDC-VD0518684A,supplier_capacity_node::SDC-VD0519670A,supplier_capacity_node::SDC-VD0520115A,supplier_capacity_node::SDC-VD0520132A,supplier_capacity_node::SDC-VD0525412A,supplier_capacity_node::SDC-VD0901566A,supplier_capacity_node::SDC-VD0910216A,supplier_capacity_node::SDC-VD0914320A,supplier_capacity_node::SDC-VD0914360C,supplier_capacity_node::SDC-VD0914690A,supplier_capacity_node::SDC-VD0949099A,supplier_capacity_node::SDC-VD0951020A,supplier_capacity_node::SDC-VD0960508A,supplier_capacity_node::SDC-VD0964290A,supplier_capacity_node::SDC-VD0972460A,supplier_capacity_node::SDC-VD0975221A,supplier_capacity_node::SDC-VD0989480A,supplier_capacity_node::SDC-VD0990780A,supplier_capacity_node::SDC-VD0993480A,supplier_capacity_node::SDC-VD1091642A,supplier_capacity_node::SDC-VD1095770A,supplier_capacity_node::SDC-VD1096202A,supplier_node::SDC-1450,supplier_node::SDC-VD0500655A,supplier_node::SDC-VD0505677A,supplier_node::SDC-VD0508918A,supplier_node::SDC-VD0514881A,supplier_node::SDC-VD0518684A,supplier_node::SDC-VD0519670A,supplier_node::SDC-VD0520115A,supplier_node::SDC-VD0520132A,supplier_node::SDC-VD0525412A,supplier_node::SDC-VD0901566A,supplier_node::SDC-VD0910216A,supplier_node::SDC-VD0914320A,supplier_node::SDC-VD0914360C,supplier_node::SDC-VD0914690A,supplier_node::SDC-VD0949099A,supplier_node::SDC-VD0951020A,supplier_node::SDC-VD0960508A,supplier_node::SDC-VD0964290A,supplier_node::SDC-VD0972460A,supplier_node::SDC-VD0975221A,supplier_node::SDC-VD0989480A,supplier_node::SDC-VD0990780A,supplier_node::SDC-VD0993480A,supplier_node::SDC-VD1091642A,supplier_node::SDC-VD1095770A,supplier_node::SDC-VD1096202A,value
,,,supplier_stock_node_SDC-VD0901566A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0901566A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0901566A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506689.9201,0.997169,0.001277,0.001553,15920.8898,506084.2346,0.085006,15098.424,7307914.9142,17400.0,0.0,0.0,0.0,0.0,0.0,7287229.4437,7298580.5078,532158.4244,9175.0457,9334.4065,1479.1102,15098.424,2090.8037,11351.0641,629.101,low,supplier_node_scale::SDC-VD0901566A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0901566A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0901566A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0901566A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506723.556,0.997162,0.001278,0.001559,15920.8898,506149.8986,0.085006,15164.088,7308703.0184,17400.0,0.0,0.0,0.0,0.0,0.0,7287962.3237,7299359.3329,532158.4244,9175.0457,9343.6855,1479.1102,15164.088,2431.0537,11397.0092,631.837,high,supplier_node_scale::SDC-VD0901566A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0910216A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0910216A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0910216A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506647.1488,0.997165,0.001278,0.001557,15920.8898,506048.6666,0.085006,15131.256,7307352.6358,17400.0,0.0,0.0,0.0,0.0,0.0,7286639.5532,7298013.5898,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,low,supplier_node_scale::SDC-VD0910216A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0910216A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0910216A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0910216A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506783.9488,0.997166,0.001278,0.001556,15920.8898,506185.4666,0.085006,15131.256,7309349.9158,17400.0,0.0,0.0,0.0,0.0,0.0,7288636.8332,7300010.8698,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,high,supplier_node_scale::SDC-VD0910216A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0914320A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914320A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914320A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506681.3488,0.997166,0.001278,0.001556,15920.8898,506082.8666,0.085006,15131.256,7307851.9558,17400.0,0.0,0.0,0.0,0.0,0.0,7287138.8732,7298512.9098,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,low,supplier_node_scale::SDC-VD0914320A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0914320A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914320A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914320A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506749.7488,0.997166,0.001278,0.001556,15920.8898,506151.2666,0.085006,15131.256,7308850.5958,17400.0,0.0,0.0,0.0,0.0,0.0,7288137.5132,7299511.5498,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,high,supplier_node_scale::SDC-VD0914320A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0914360C_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914360C_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914360C_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506684.2384,0.997168,0.001277,0.001555,15920.8898,506084.2346,0.085006,15098.424,7307875.1926,17400.0,0.0,0.0,0.0,0.0,0.0,7287181.0623,7298543.2335,532158.4244,9175.0457,9331.9592,1479.1102,15098.424,2173.9537,11362.1712,629.101,low,supplier_node_scale::SDC-VD0914360C,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0914360C_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914360C_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914360C_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506750.4328,0.997163,0.001279,0.001558,15920.8898,506149.8986,0.085006,15164.088,7308809.1034,17400.0,0.0,0.0,0.0,0.0,0.0,7288077.0685,7299462.9706,532158.4244,9175.0457,9346.1328,1479.1102,15164.088,2321.1486,11385.9021,631.837,high,supplier_node_scale::SDC-VD0914360C,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0914690A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914690A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914690A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506716.4572,0.997168,0.001278,0.001554,15921.3913,506118.338,0.084978,15092.129,7308341.9467,17400.0,0.0,0.0,0.0,0.0,0.0,7287647.8531,7299003.3527,532158.4244,9169.0296,9338.594,1478.6087,15092.129,2242.3537,11355.4996,628.8387,low,supplier_node_scale::SDC-VD0914690A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0914690A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914690A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0914690A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506714.6403,0.997163,0.001278,0.001559,15920.3884,506115.7952,0.085035,15170.3831,7308360.6049,17400.0,0.0,0.0,0.0,0.0,0.0,7287628.5333,7299021.1069,532158.4244,9181.0618,9339.4979,1479.6116,15170.3831,2242.3537,11392.5737,632.0993,high,supplier_node_scale::SDC-VD0914690A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0949099A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0949099A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0949099A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506696.5692,0.997258,0.001224,0.001518,15920.8898,506084.2346,0.085006,15098.424,7307395.1817,17400.0,0.0,0.0,0.0,0.0,0.0,7287361.0911,7298453.4029,532158.4244,9175.0457,8941.7788,1479.1102,15098.424,2242.3537,11092.3118,629.101,low,supplier_node_scale::SDC-VD0949099A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0949099A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0949099A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0949099A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506734.5284,0.997073,0.001332,0.001595,15920.8898,506149.8986,0.085006,15164.088,7309307.3699,17400.0,0.0,0.0,0.0,0.0,0.0,7287915.2952,7299571.0567,532158.4244,9175.0457,9736.3132,1479.1102,15164.088,2242.3537,11655.7615,631.837,high,supplier_node_scale::SDC-VD0949099A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0951020A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0951020A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0951020A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506647.1488,0.997165,0.001278,0.001557,15920.8898,506048.6666,0.085006,15131.256,7307352.6358,17400.0,0.0,0.0,0.0,0.0,0.0,7286639.5532,7298013.5898,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,low,supplier_node_scale::SDC-VD0951020A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0951020A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0951020A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0951020A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506783.9488,0.997166,0.001278,0.001556,15920.8898,506185.4666,0.085006,15131.256,7309349.9158,17400.0,0.0,0.0,0.0,0.0,0.0,7288636.8332,7300010.8698,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,high,supplier_node_scale::SDC-VD0951020A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0960508A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0960508A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0960508A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506690.0927,0.997258,0.001224,0.001518,15920.8898,506084.2346,0.085006,15098.424,7307300.6255,17400.0,0.0,0.0,0.0,0.0,0.0,7287266.5349,7298358.8467,532158.4244,9175.0457,8941.7788,1479.1102,15098.424,2242.3537,11092.3118,629.101,low,supplier_node_scale::SDC-VD0960508A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0960508A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0960508A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0960508A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506741.0048,0.997073,0.001332,0.001595,15920.8898,506149.8986,0.085006,15164.088,7309401.9261,17400.0,0.0,0.0,0.0,0.0,0.0,7288009.8514,7299665.6129,532158.4244,9175.0457,9736.3132,1479.1102,15164.088,2242.3537,11655.7615,631.837,high,supplier_node_scale::SDC-VD0960508A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0964290A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0964290A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0964290A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506681.3488,0.997166,0.001278,0.001556,15920.8898,506082.8666,0.085006,15131.256,7307851.9558,17400.0,0.0,0.0,0.0,0.0,0.0,7287138.8732,7298512.9098,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,low,supplier_node_scale::SDC-VD0964290A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0964290A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0964290A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0964290A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506749.7488,0.997166,0.001278,0.001556,15920.8898,506151.2666,0.085006,15131.256,7308850.5958,17400.0,0.0,0.0,0.0,0.0,0.0,7288137.5132,7299511.5498,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,high,supplier_node_scale::SDC-VD0964290A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0972460A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0972460A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0972460A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506694.5903,0.997259,0.001223,0.001518,15920.8898,506084.2346,0.085006,15098.424,7307364.6479,17400.0,0.0,0.0,0.0,0.0,0.0,7287332.1989,7298424.5107,532158.4244,9175.0457,8940.1372,1479.1102,15098.424,2242.3537,11092.3118,629.101,low,supplier_node_scale::SDC-VD0972460A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0972460A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0972460A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0972460A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506736.5073,0.997073,0.001332,0.001595,15920.8898,506149.8986,0.085006,15164.088,7309337.9037,17400.0,0.0,0.0,0.0,0.0,0.0,7287944.1874,7299599.9489,532158.4244,9175.0457,9737.9548,1479.1102,15164.088,2242.3537,11655.7615,631.837,high,supplier_node_scale::SDC-VD0972460A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0975221A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0975221A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0975221A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506695.04,0.997271,0.001211,0.001518,15920.8898,506084.2346,0.085006,15098.424,7307277.6431,17400.0,0.0,0.0,0.0,0.0,0.0,7287338.7653,7298431.0771,532158.4244,9175.0457,8846.566,1479.1102,15098.424,2242.3537,11092.3118,629.101,low,supplier_node_scale::SDC-VD0975221A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0975221A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0975221A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0975221A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506736.0575,0.99706,0.001345,0.001595,15920.8898,506149.8986,0.085006,15164.088,7309424.9085,17400.0,0.0,0.0,0.0,0.0,0.0,7287937.621,7299593.3825,532158.4244,9175.0457,9831.526,1479.1102,15164.088,2242.3537,11655.7615,631.837,high,supplier_node_scale::SDC-VD0975221A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0989480A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0989480A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0989480A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506681.3488,0.997166,0.001278,0.001556,15920.8898,506082.8666,0.085006,15131.256,7307851.9558,17400.0,0.0,0.0,0.0,0.0,0.0,7287138.8732,7298512.9098,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,low,supplier_node_scale::SDC-VD0989480A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,0.8
,,,supplier_stock_node_SDC-VD0989480A_high,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0989480A_high/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0989480A_high/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506749.7488,0.997166,0.001278,0.001556,15920.8898,506151.2666,0.085006,15131.256,7308850.5958,17400.0,0.0,0.0,0.0,0.0,0.0,7288137.5132,7299511.5498,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,high,supplier_node_scale::SDC-VD0989480A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,1.2
,,,supplier_stock_node_SDC-VD0990780A_low,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0990780A_low/input_case.json,etudecas/simulation/sensibility/structural_result/cases/supplier_stock_node_SDC-VD0990780A_low/simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506681.3488,0.997166,0.001278,0.001556,15920.8898,506082.8666,0.085006,15131.256,7307851.9558,17400.0,0.0,0.0,0.0,0.0,0.0,7287138.8732,7298512.9098,532158.4244,9175.0457,9339.046,1479.1102,15131.256,2242.3537,11374.0367,630.469,low,supplier_node_scale::SDC-VD0990780A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,0.8
