day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,414.5439,1067772.4675,42324.1876,202.8991,41.1793,1026.84,0.0,0.0
1,47.5,0.0,87.5,64.96,82.0,264.6474,1065862.2082,42260.7715,186.6592,76.6833,2558.706,0.0,0.0
2,52.5,0.0,140.0,20.0,93.2,311.7661,1063715.158,42191.8353,228.5825,88.7503,3017.1,0.0,1050.156
3,60.0,0.0,200.0,178.904,94.64,316.219,1061723.9861,42122.9042,231.4983,88.9505,3017.1,0.0,2558.706
4,55.0,0.0,255.0,149.2,94.928,566.8776,1059658.1049,42053.97,358.4872,91.4882,3017.1,1026.84,3040.416
5,50.0,43.0,262.0,174.2,94.9856,855.3089,1057592.2228,41985.0357,488.4919,94.3787,3017.1,2558.706,2811.732
6,45.0,43.0,264.0,199.2,91.223,953.2663,1055688.3449,41921.3025,543.3134,93.803,3017.1,3017.1,3236.279
7,40.0,0.0,304.0,205.002,86.2446,851.604,1054124.0121,41865.515,491.0478,95.3151,3044.0422,3017.1,3877.2675
8,47.5,75.0,276.5,141.9822,91.2489,785.8858,1052297.4222,41805.4493,455.8677,116.4988,3136.5403,3017.1,4669.2272
9,52.5,25.0,304.0,148.1839,95.0,845.1152,1050325.4107,41740.5148,494.4972,143.3061,3217.1,3017.1,5593.7974
10,60.0,48.113,315.887,210.9041,95.0,884.4849,1048353.6367,41675.5882,521.8867,143.6998,3217.1,3017.1,6598.9274
11,55.0,75.0,295.887,307.3971,95.0,848.9444,1046513.9514,41610.659,490.0916,147.3882,3217.1,3044.0422,7577.1152
12,50.0,25.0,320.887,119.7943,95.0,941.4425,1044536.6633,41546.7294,530.171,162.1965,3217.1,3136.5403,8462.805
13,45.0,0.0,365.887,440.8925,91.226,1058.9421,1043011.802,41494.9121,596.611,175.0393,3217.1,3217.1,9146.5216
14,40.0,160.6072,245.2799,292.0665,86.2452,996.0565,1041429.474,41442.3609,558.4814,157.2018,3165.1002,3217.1,9722.0007
15,47.5,0.0,292.7799,834.661,91.249,1056.5085,1040299.9401,41408.056,588.5022,123.9474,3057.5983,3217.1,10513.9605
16,52.5,25.0,320.2799,190.2574,95.0,960.6135,1038454.5039,41345.5064,529.9827,101.5118,3017.1,3217.1,11419.0905
17,60.0,25.0,355.2799,96.5359,95.0,968.2397,1036507.7199,41284.5808,545.915,95.5096,3017.1,3217.1,12324.2205
18,55.0,23.113,387.1669,216.5823,95.0,962.3509,1034636.7582,41221.5812,543.8507,95.5187,3020.4984,3165.1002,13229.3505
19,50.0,141.8601,295.3067,313.2435,95.0,911.8522,1032686.7075,41155.0764,512.8928,95.2167,3030.6484,3057.5983,14134.4805
20,45.0,0.0,340.3067,196.7519,91.226,893.8857,1030882.7619,41091.3691,508.051,93.6155,3037.4,3017.1,14928.3774
21,40.0,0.0,380.3067,899.691,86.2452,868.2319,1029996.4902,41059.7213,508.1005,95.8875,3064.3422,3017.1,15577.7391
22,47.5,118.7471,309.0596,285.148,91.249,901.1217,1028157.4814,40999.665,540.1924,118.0571,3156.8403,3020.4984,16375.6891
23,52.5,98.113,263.4466,330.7617,95.0,800.4006,1026353.1977,40934.7595,462.3047,143.2649,3237.4,3030.6484,17296.861
24,60.0,0.0,323.4466,125.187,84.1528,837.3899,1025183.9958,40897.1019,487.0264,142.4252,3237.4,3037.4,17615.6019
25,55.0,25.0,353.4466,285.0062,79.3219,897.4683,1024460.6396,40871.818,522.7129,146.397,3230.6968,3064.3422,17612.9368
26,50.0,87.2658,316.1809,892.0819,74.6594,926.2598,1024677.9611,40884.1612,518.9623,157.8053,3213.3438,3156.8403,17237.7584
27,45.0,43.7471,317.4337,151.1295,68.113,978.2758,1024567.1756,40882.5612,543.0317,142.3861,3117.1,3237.4,16580.5644
28,40.0,68.7471,288.6866,822.2031,70.2835,919.8211,1024840.5231,40898.7063,539.1529,121.7682,3091.1001,3237.4,16225.6396
29,47.5,0.0,336.1866,750.861,68.1245,861.7454,1025482.9896,40924.9382,494.0368,100.5258,3037.3491,3230.6968,15622.2196
