case_id,case_input,case_output_dir,guard::backlog_days,guard::max_daily_backlog_qty,guard::min_daily_service_rate,guard::raw_material_max_safety_floor_gap_qty,guard::raw_material_max_target_gap_qty,guard::raw_material_safety_floor_breach_days,guard::raw_material_safety_floor_breach_pairs,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_production,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_open_order_qty,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_production_cost,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,safe_direction,status
supplier_capacity_scale_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_scale_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_scale_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.25,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_capacity_scale_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_scale_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_scale_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.5,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_capacity_scale_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_scale_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_scale_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.75,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_capacity_scale_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_scale_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_scale_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,1.0,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_01\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208013024.9465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.01,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012981.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.25,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012936.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.5,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012891.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.75,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_0_9,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_9\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_0_9\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012864.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.9,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0914690A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_stock_node_SDC-VD0914690A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0914690A_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_01\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.01,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Capacite fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0914690A_0_05,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_05\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_05\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.05,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Capacite fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0914690A_0_1,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_1\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_1\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.1,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Capacite fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0914690A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.25,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Capacite fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0914690A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.5,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Capacite fournisseur SDC-VD0914690A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0914690A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_external_procurement_leads\cases\supplier_capacity_node_SDC-VD0914690A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,140.0,8.0,591479052.893,0.145215,0.08298,0.3,0.206543,0.078556,0.186705,0.0,511042420.1437,1.0,25762139.9999,0.0,709205613.0108,70614106.5952,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,605393055.0019,611862556.7491,611862556.7491,0.0,261664373.574,10254244.9942,29297842.8405,5859568.5681,34845003.1971,68338188.0,0.0,106327600.0,21184231.9786,14584871.4195,25762139.9999,643752744.0108,0.0,5547160.3566,0.0,13184029.2782,0.0,0.75,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Capacite fournisseur SDC-VD0914690A,lower_is_riskier,ok
