acceptable_is_contiguous,acceptable_levels,acceptable_ranges,baseline_contiguous_safe_high,baseline_contiguous_safe_low,baseline_fill_rate,baseline_inventory_cost,baseline_line_adherence,baseline_margin_pct,baseline_product_availability,baseline_total_cost,capacity_reduction_margin_pct,cost_warning_level,delay_increase_margin_pct,ending_backlog_cross_threshold_at,ending_backlog_monotonicity,fill_rate_cross_service_threshold_at,fill_rate_max,fill_rate_min,fill_rate_monotonicity,first_unacceptable_level,inventory_cost_cross_threshold_at,inventory_cost_max,inventory_cost_monotonicity,levels,line_adherence_cross_baseline_at,line_adherence_min,line_adherence_monotonicity,line_nervousness_max,material_delay_days_max,max_external_procured_qty_delta,max_fill_rate_drop,max_inventory_cost_increase,max_line_adherence_drop,max_line_nervousness_increase,max_material_delay_days_increase,max_product_availability_drop,max_production_replanning_count_increase,max_raw_material_safety_floor_gap_increase,max_raw_material_stockout_days_increase,max_raw_material_target_gap_increase,max_supplier_upstream_ordered_qty_delta,max_total_cost_increase,parameter_group,parameter_key,parameter_label,product_availability_cross_baseline_at,product_availability_min,product_availability_monotonicity,production_replanning_count_max,raw_material_stockout_days_max,reliability_reduction_margin_pct,safe_band_high,safe_band_low,safe_direction,stock_reduction_margin_pct,target_stock_gap_cross_baseline_at,total_cost_cross_threshold_at,total_cost_monotonicity,upstream_capacity_reduction_margin_pct,upstream_delay_increase_margin_pct
False,"[0.97, 1.0]","[[0.97, 0.97], [1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.95,,7773088.6565,non_monotonic,"[0.95, 0.97, 0.99, 1.0]",0.95,0.998927113,non_monotonic,39.0,0.0,360389.55510008335,0.0,388.2836999995634,1.8769999999945775e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,360389.55510008335,8145.906399995089,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,,0.999142857,flat,13.0,13.0,0.0,1.0,0.97,lower_is_riskier,nan,,,non_monotonic,nan,nan
False,"[1.0, 2.0]","[[1.0, 1.0], [2.0, 2.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,8157144.3031,increasing,"[1.0, 1.25, 1.5, 2.0]",1.25,0.998160797,non_monotonic,40.0,0.0,437063088.5029,0.0,384443.9303000001,0.0007850859999999349,3.0,0.0,0.0,11.0,0.0,11.0,0.0,437063088.5029,1144640.9221,supplier_upstream_supply,external_procurement_lead_days_scale,Delai appro amont fournisseur,,0.999142857,flat,23.0,23.0,nan,2.0,1.0,higher_is_riskier,nan,,,non_monotonic,nan,0.0
True,[1.0],"[[1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,7777126.0029,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",1.25,0.998745083,non_monotonic,39.0,0.0,1326695.6438000202,0.0,4425.630099999718,0.00020080000000000098,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1326695.6438000202,287527.7544,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0951020A,Delai fournisseur SDC-VD0951020A,,0.999142857,flat,13.0,13.0,nan,1.0,1.0,higher_is_riskier,nan,,,increasing,nan,nan
False,"[1.0, 1.5, 2.0]","[[1.0, 1.0], [1.5, 2.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,7818789.8789,increasing,"[1.0, 1.25, 1.5, 2.0]",1.25,0.998775104,decreasing,39.0,0.0,2289685.2168000937,0.0,46089.50609999988,0.00017077899999995427,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2289685.2168000937,374570.68840000033,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Delai fournisseur SDC-VD0901566A,,0.999142857,flat,13.0,13.0,nan,2.0,1.0,higher_is_riskier,nan,,,increasing,nan,nan
False,"[0.25, 0.5, 1.0]","[[0.25, 0.5], [1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.75,,7772700.3728,non_monotonic,"[0.25, 0.5, 0.75, 1.0]",0.75,0.998791991,non_monotonic,41.0,0.0,0.0,0.0,0.0,0.0001538919999999333,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD1091642A,Stock fournisseur SDC-VD1091642A,,0.999142857,flat,14.0,14.0,nan,1.0,0.25,lower_is_riskier,0.0,,,increasing,nan,nan
True,[1.0],"[[1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,7772700.3728,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",1.5,0.998822015,non_monotonic,39.0,0.0,7451180.755600095,0.0,0.0,0.00012386799999997145,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7451180.755600095,155427.50439999998,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Delai fournisseur SDC-VD0993480A,,0.999142857,flat,13.0,13.0,nan,1.0,1.0,higher_is_riskier,nan,,,non_monotonic,nan,nan
True,[1.0],"[[1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,7788227.5941,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",1.25,0.998868931,non_monotonic,39.0,0.0,4124153.285700083,0.0,15527.221300000325,7.6952000000019e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4124153.285700083,198576.5094999969,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0520115A,Delai fournisseur SDC-VD0520115A,,0.999142857,flat,13.0,13.0,nan,1.0,1.0,higher_is_riskier,nan,,,non_monotonic,nan,nan
True,[1.0],"[[1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,7773065.2874,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",1.25,0.998910221,non_monotonic,39.0,0.0,4173967.138600111,0.0,364.9145999997854,3.5661999999936356e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4173967.138600111,212364.4125000015,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0505677A,Delai fournisseur SDC-VD0505677A,,0.999142857,flat,13.0,13.0,nan,1.0,1.0,higher_is_riskier,nan,,,non_monotonic,nan,nan
True,[1.0],"[[1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,8133631.749,increasing,"[1.0, 1.25, 1.5, 2.0]",1.25,0.998927113,non_monotonic,39.0,0.0,5388876.19630003,0.0,360931.3761999998,1.8769999999945775e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5388876.19630003,1644521.7255999967,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Delai fournisseur SDC-VD0508918A,,0.999142857,flat,13.0,13.0,nan,1.0,1.0,higher_is_riskier,nan,,,increasing,nan,nan
True,[1.0],"[[1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,7779162.468,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",,0.998945883,increasing,37.0,0.0,4376227.0500000715,0.0,6462.095200000331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4376227.0500000715,144581.8295999989,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0514881A,Delai fournisseur SDC-VD0514881A,,0.999142857,flat,12.0,12.0,nan,1.0,1.0,higher_is_riskier,nan,,,non_monotonic,nan,nan
True,[1.0],"[[1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,0.0,,flat,,1.0,1.0,flat,1.25,,7846420.6562,increasing,"[1.0, 1.25, 1.5, 2.0]",,0.998945883,increasing,37.0,0.0,7410541.810300112,0.0,73720.28340000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7410541.810300112,1423608.829599999,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Delai fournisseur SDC-VD0525412A,,0.999142857,flat,12.0,12.0,nan,1.0,1.0,higher_is_riskier,nan,,,increasing,nan,nan
False,"[0.5, 0.75, 0.9, 1.0]","[[0.5, 0.5], [0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,,flat,,1.0,1.0,flat,0.6,,7772700.3728,non_monotonic,"[0.5, 0.6, 0.75, 0.9, 1.0]",,0.998945883,decreasing,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002857140000001035,0.0,0.0,0.0,0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0951020A,Capacite fournisseur SDC-VD0951020A,0.6,0.998857143,non_monotonic,12.0,12.0,nan,1.0,0.5,lower_is_riskier,nan,,,increasing,nan,nan
False,"[0.5, 0.75, 0.9, 1.0]","[[0.5, 0.5], [0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,,flat,,1.0,1.0,flat,0.6,,7772794.6374,non_monotonic,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.6,0.998910221,non_monotonic,39.0,0.0,0.0,0.0,94.26460000034422,3.5661999999936356e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Capacite fournisseur SDC-VD0993480A,,0.999142857,flat,13.0,13.0,nan,1.0,0.5,lower_is_riskier,nan,,,increasing,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,0.5,decreasing,0.5,1.0,0.273481,increasing,0.5,,7772700.3728,non_monotonic,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.295661364,increasing,37.0,0.0,0.0,0.726519,0.0,0.703284519,0.0,0.0,0.6935718260000001,2582.0,25260987.391599998,1471.0,57956523.5864,0.0,0.0,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,0.5,0.305571031,increasing,2594.0,1483.0,nan,1.0,0.75,lower_is_riskier,nan,0.5,,non_monotonic,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,0.5,decreasing,0.5,1.0,0.468463,increasing,0.5,,7772700.3728,increasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.969289335,increasing,37.0,0.0,0.0,0.5315369999999999,0.0,0.02965654799999995,0.0,0.0,0.3991428570000001,1428.0,0.0,1428.0,0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0514881A,Capacite fournisseur SDC-VD0514881A,0.5,0.6,increasing,1440.0,1440.0,nan,1.0,0.75,lower_is_riskier,nan,,,increasing,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,0.5,decreasing,0.5,1.0,0.493195,increasing,0.5,,7772700.3728,increasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.839359043,increasing,37.0,0.0,0.0,0.506805,0.0,0.15958684,0.0,0.0,0.37885714300000006,1374.0,0.0,1374.0,0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0505677A,Capacite fournisseur SDC-VD0505677A,0.5,0.620285714,increasing,1386.0,1386.0,nan,1.0,0.75,lower_is_riskier,nan,,,increasing,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,0.5,decreasing,0.5,1.0,0.551115,increasing,0.5,,7772700.3728,increasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.951878451,increasing,37.0,0.0,0.0,0.448885,0.0,0.047067431999999965,0.0,0.0,0.333428571,1200.0,0.0,1200.0,0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0989480A,Capacite fournisseur SDC-VD0989480A,0.5,0.665714286,increasing,1212.0,1212.0,nan,1.0,0.75,lower_is_riskier,nan,,,increasing,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,0.5,decreasing,0.5,1.0,0.614977,increasing,0.5,,7772793.972,non_monotonic,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.996703821,increasing,37.0,0.0,115.69780004024506,0.385023,93.59920000005513,0.002242061999999989,0.0,0.0,0.28971428600000004,1038.0,0.0,1038.0,0.0,115.69780004024506,382.0379000008106,supplier_capacity_node,supplier_capacity_node::SDC-VD0519670A,Capacite fournisseur SDC-VD0519670A,0.5,0.709428571,increasing,1050.0,1050.0,nan,1.0,0.75,lower_is_riskier,nan,,,non_monotonic,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,0.5,decreasing,0.5,1.0,0.82614,increasing,0.5,,7930226.18,decreasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.413773574,increasing,37.0,0.0,0.0,0.17386000000000001,157525.8071999997,0.5851723090000001,0.0,0.0,0.2907863110000001,1111.0,25260987.391599998,1111.0,57956523.5864,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Capacite fournisseur SDC-VD0914690A,0.5,0.708356546,increasing,1123.0,1123.0,nan,1.0,0.75,lower_is_riskier,nan,0.5,,increasing,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,0.5,decreasing,0.5,1.0,0.837614,increasing,0.5,,7778958.6725,decreasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.956241804,increasing,37.0,0.0,0.0,0.16238600000000003,6258.299700000323,0.04270407899999995,0.0,0.0,0.11742857100000004,445.0,0.0,445.0,0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD1096202A,Capacite fournisseur SDC-VD1096202A,0.5,0.881714286,increasing,457.0,457.0,nan,1.0,0.75,lower_is_riskier,nan,,,increasing,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,,flat,,1.0,1.0,flat,0.5,,7772700.3728,increasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",,0.998945883,decreasing,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000571428000000096,2.0,0.0,2.0,0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0520132A,Capacite fournisseur SDC-VD0520132A,0.5,0.998571429,increasing,14.0,14.0,nan,1.0,0.75,lower_is_riskier,nan,,,increasing,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.5,,7789955.7342,non_monotonic,"[0.25, 0.5, 0.75, 1.0]",0.5,0.998791991,non_monotonic,41.0,0.0,0.0,0.0,17255.36139999982,0.0001538919999999333,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,59658.74329999834,supplier_stock_node,supplier_stock_node::SDC-VD0518684A,Stock fournisseur SDC-VD0518684A,,0.999142857,flat,14.0,14.0,nan,1.0,0.25,lower_is_riskier,0.0,,,non_monotonic,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.5,,7773429.9632,non_monotonic,"[0.25, 0.5, 0.75, 1.0]",0.5,0.998791991,non_monotonic,41.0,0.0,0.0,0.0,729.5904000001028,0.0001538919999999333,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0964290A,Stock fournisseur SDC-VD0964290A,,0.999142857,flat,14.0,14.0,nan,1.0,0.25,lower_is_riskier,0.0,,,non_monotonic,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.5,,7775532.363,non_monotonic,"[0.25, 0.5, 0.75, 1.0]",0.5,0.998791991,non_monotonic,41.0,0.0,2046.5993000268936,0.0,2831.9901999998838,0.0001538919999999333,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2046.5993000268936,20974.98449999839,supplier_stock_node,supplier_stock_node::SDC-VD0990780A,Stock fournisseur SDC-VD0990780A,,0.999142857,flat,14.0,14.0,nan,1.0,0.25,lower_is_riskier,0.0,,,non_monotonic,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.5,,7786456.0248,non_monotonic,"[0.25, 0.5, 0.75, 1.0]",0.5,0.998822015,non_monotonic,39.0,0.0,3120281.4726001024,0.0,13755.651999999769,0.00012386799999997145,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3120281.4726001024,83981.3620999977,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,,0.999142857,flat,13.0,13.0,nan,1.0,0.25,lower_is_riskier,0.0,,,non_monotonic,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,,flat,,1.0,1.0,flat,0.5,,7782462.7548,decreasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.998863301,increasing,39.0,0.0,1187823.2021000385,0.0,9762.382000000216,8.258199999999771e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1187823.2021000385,60163.45870000124,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,,0.999142857,flat,13.0,13.0,nan,1.0,0.75,lower_is_riskier,nan,,,decreasing,nan,nan
True,"[0.6, 0.75, 0.9, 1.0]","[[0.6, 1.0]]",1.0,0.6,1.0,7772700.3728,0.998945883,40.0,0.999142857,61148676.1216,40.0,,nan,,flat,,1.0,1.0,flat,0.5,,7772700.3728,increasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.998863301,increasing,39.0,0.0,20036.056200027466,0.0,0.0,8.258199999999771e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,20036.056200027466,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Capacite fournisseur SDC-VD0525412A,,0.999142857,flat,13.0,13.0,nan,1.0,0.6,lower_is_riskier,nan,,,increasing,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,,flat,,1.0,1.0,flat,0.5,,7780772.612,non_monotonic,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.998863301,non_monotonic,39.0,0.0,1413464.2426000834,0.0,8072.23919999972,8.258199999999771e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1413464.2426000834,53264.91679999977,supplier_capacity_node,supplier_capacity_node::SDC-VD1095770A,Capacite fournisseur SDC-VD1095770A,,0.999142857,flat,13.0,13.0,nan,1.0,0.75,lower_is_riskier,nan,,,non_monotonic,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.5,,7775857.9707,non_monotonic,"[0.25, 0.5, 0.75, 1.0]",0.5,0.998863301,non_monotonic,39.0,0.0,16707.651100039482,0.0,3157.597900000401,8.258199999999771e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,16707.651100039482,22218.329700000584,supplier_stock_node,supplier_stock_node::SDC-VD0500655A,Stock fournisseur SDC-VD0500655A,,0.999142857,flat,13.0,13.0,nan,1.0,0.25,lower_is_riskier,0.0,,,non_monotonic,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,25.0,,nan,,flat,,1.0,1.0,flat,0.5,,7772700.3728,increasing,"[0.5, 0.6, 0.75, 0.9, 1.0]",0.5,0.998868931,increasing,37.0,0.0,1413464.2426000834,0.0,0.0,7.6952000000019e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413464.2426000834,17665.472999997437,supplier_capacity_node,supplier_capacity_node::SDC-VD0520115A,Capacite fournisseur SDC-VD0520115A,,0.999142857,flat,12.0,12.0,nan,1.0,0.75,lower_is_riskier,nan,,,decreasing,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",1.25,1.0,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,nan,,25.0,,flat,,1.0,1.0,flat,1.5,,7850397.3854,increasing,"[1.0, 1.25, 1.5, 2.0]",2.0,0.998880192,non_monotonic,39.0,0.0,4210130.34190011,0.0,77697.01260000002,6.569099999997885e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4210130.34190011,1625724.1686000004,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0520132A,Delai fournisseur SDC-VD0520132A,,0.999142857,flat,13.0,13.0,nan,1.25,1.0,higher_is_riskier,nan,,,increasing,nan,nan
False,"[0.25, 0.75, 1.0]","[[0.25, 0.25], [0.75, 1.0]]",1.0,0.75,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.5,,7775653.3098,non_monotonic,"[0.25, 0.5, 0.75, 1.0]",0.5,0.998880192,non_monotonic,39.0,0.0,18557.599300026894,0.0,2952.936999999918,6.569099999997885e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,18557.599300026894,21655.78069999814,supplier_stock_node,supplier_stock_node::SDC-VD0910216A,Stock fournisseur SDC-VD0910216A,,0.999142857,flat,13.0,13.0,nan,1.0,0.25,lower_is_riskier,25.0,,,non_monotonic,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",1.25,1.0,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,nan,,25.0,,flat,,1.0,1.0,flat,1.5,,7773947.4597,increasing,"[1.0, 1.25, 1.5, 2.0]",1.5,0.998910221,non_monotonic,39.0,0.0,47174.135800004005,0.0,1247.0868999995291,3.5661999999936356e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,47174.135800004005,46333.20870000124,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0518684A,Delai fournisseur SDC-VD0518684A,,0.999142857,flat,13.0,13.0,nan,1.25,1.0,higher_is_riskier,nan,,,non_monotonic,nan,nan
False,"[1.0, 1.25, 2.0]","[[1.0, 1.25], [2.0, 2.0]]",1.25,1.0,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,nan,,25.0,,flat,,1.0,1.0,flat,1.5,,7775507.2942,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",1.5,0.998910221,non_monotonic,39.0,0.0,16425.02510011196,0.0,2806.9214000003412,3.5661999999936356e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,16425.02510011196,40793.54919999838,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0989480A,Delai fournisseur SDC-VD0989480A,,0.999142857,flat,13.0,13.0,nan,2.0,1.0,higher_is_riskier,nan,,,non_monotonic,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",1.0,1.0,1.0,7772700.3728,0.998945883,0.0,0.999142857,61148676.1216,nan,,nan,,flat,,1.0,1.0,flat,0.5,,7782336.4762,non_monotonic,"[0.25, 0.5, 0.75, 1.0]",0.75,0.998910221,non_monotonic,39.0,0.0,1168309.2653000355,0.0,9636.103400000371,3.5661999999936356e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1168309.2653000355,31118.607000000775,supplier_stock_node,supplier_stock_node::SDC-VD0520115A,Stock fournisseur SDC-VD0520115A,,0.999142857,flat,13.0,13.0,nan,1.0,0.25,lower_is_riskier,0.0,,,decreasing,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",1.25,1.0,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,nan,,25.0,,flat,,1.0,1.0,flat,1.5,,7772700.3728,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",1.5,0.998915852,decreasing,39.0,0.0,4839799.258000016,0.0,0.0,3.003099999998593e-05,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4839799.258000016,149943.66420000046,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0519670A,Delai fournisseur SDC-VD0519670A,,0.999142857,flat,13.0,13.0,nan,1.25,1.0,higher_is_riskier,nan,,,increasing,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",1.25,1.0,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,nan,,25.0,,flat,,1.0,1.0,flat,1.5,,7793745.1734,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",,0.998945883,increasing,37.0,0.0,0.0,0.0,21044.800599999726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Delai fournisseur SDC-VD0914690A,,0.999142857,flat,12.0,12.0,nan,1.25,1.0,higher_is_riskier,nan,,,non_monotonic,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",1.25,1.0,1.0,7772700.3728,0.998945883,25.0,0.999142857,61148676.1216,nan,,25.0,,flat,,1.0,1.0,flat,1.5,,7802306.073,non_monotonic,"[1.0, 1.25, 1.5, 2.0]",,0.998945883,non_monotonic,37.0,0.0,1277500.6668000221,0.0,29605.700199999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277500.6668000221,144271.68879999965,supplier_lead_time_node,supplier_lead_time_node::SDC-VD1095770A,Delai fournisseur SDC-VD1095770A,,0.999142857,flat,12.0,12.0,nan,1.25,1.0,higher_is_riskier,nan,,,non_monotonic,nan,nan
