acceptable_is_contiguous,acceptable_levels,acceptable_ranges,capacity_reduction_margin_pct,delay_increase_margin_pct,first_unacceptable_level,max_external_procured_qty_delta,max_fill_rate_drop,max_inventory_cost_increase,max_line_adherence_drop,max_product_availability_drop,max_raw_material_safety_floor_gap_increase,max_raw_material_target_gap_increase,max_supplier_upstream_ordered_qty_delta,parameter,reliability_reduction_margin_pct,stock_reduction_margin_pct,supplier_id,tested_levels,tested_max_acceptable_scale,tested_min_acceptable_scale,upstream_capacity_reduction_margin_pct,upstream_delay_increase_margin_pct
True,[],[],nan,nan,1.0,128226899.7687,0.0,129534.0382000003,3.003099999998593e-05,0.0,0.0,0.0,128226899.7687,appro_amont_fournisseur,nan,nan,GLOBAL,[1.0],,,nan,nan
False,"[1.0, 2.0]","[[1.0, 1.0], [2.0, 2.0]]",nan,0.0,1.25,437063088.5029,0.0,384443.9303000001,0.0007850859999999349,0.0,0.0,0.0,437063088.5029,appro_amont_fournisseur,nan,nan,GLOBAL,"[1.0, 1.25, 1.5, 2.0]",1.0,1.0,nan,0.0
True,[1.0],"[[1.0, 1.0]]",nan,nan,0.01,0.0,0.49724599999999997,0.0,0.6075980379999999,0.4879069020000001,0.0,0.0,0.0,appro_amont_fournisseur,nan,nan,GLOBAL,"[0.01, 1.0]",1.0,1.0,nan,nan
True,"[0.25, 0.5, 0.75, 1.0]","[[0.25, 1.0]]",nan,nan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,appro_amont_fournisseur,nan,nan,GLOBAL,"[0.25, 0.5, 0.75, 1.0]",1.0,0.25,75.0,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",25.0,nan,0.5,0.0,0.726519,0.0,0.703284519,0.6935718260000001,25260987.391599998,57956523.5864,0.0,capacite_fournisseur_globale,nan,nan,GLOBAL,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.75,nan,nan
True,"[1.0, 1.25, 1.5]","[[1.0, 1.5]]",nan,50.0,2.0,0.0,0.0,593195.9841999998,0.002555572000000006,0.0,0.0,0.0,0.0,delai_fournisseur_global,nan,nan,GLOBAL,"[1.0, 1.25, 1.5, 2.0]",1.5,1.0,nan,nan
True,"[0.95, 0.97, 0.99, 1.0]","[[0.95, 1.0]]",nan,nan,,5000442.55340004,0.0,18545.862800000235,0.0,0.0,0.0,0.0,5000442.55340004,fiabilite_fournisseur_globale,5.000000000000004,nan,GLOBAL,"[0.95, 0.97, 0.99, 1.0]",1.0,0.95,nan,nan
False,"[0.5, 1.0]","[[0.5, 0.5], [1.0, 1.0]]",nan,nan,0.25,41593676.90960002,0.0,0.0,0.012806121000000004,0.000571428000000096,0.0,12022921.586400997,41593676.90960002,stock_fournisseur_global,nan,0.0,GLOBAL,"[0.25, 0.5, 0.75, 1.0]",1.0,1.0,nan,nan
True,"[0.5, 0.6, 0.75, 0.9, 1.0]","[[0.5, 1.0]]",50.0,nan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,capacite_fournisseur,nan,nan,SDC-VD0500655A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.5,nan,nan
True,"[1.0, 1.25, 1.5, 2.0]","[[1.0, 2.0]]",nan,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,delai_fournisseur,nan,nan,SDC-VD0500655A,"[1.0, 1.25, 1.5, 2.0]",2.0,1.0,nan,nan
True,"[0.95, 0.97, 0.99, 1.0]","[[0.95, 1.0]]",nan,nan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fiabilite_fournisseur,5.000000000000004,nan,SDC-VD0500655A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.95,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,-211.7646999359131,0.0,-5.14049999974668,0.0,0.0,0.0,0.0,-211.7646999359131,scenario_combine_capacite_delai,nan,nan,SDC-VD0500655A,[1.0],1.0,1.0,nan,nan
True,[],[],nan,nan,1.0,16707.651100039482,0.0,3132.4847999997437,6.569099999997885e-05,0.0,0.0,0.0,16707.651100039482,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0500655A,[1.0],,,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",nan,nan,0.5,16707.651100039482,0.0,3157.597900000401,8.258199999999771e-05,0.0,0.0,0.0,16707.651100039482,stock_fournisseur,nan,0.0,SDC-VD0500655A,"[0.25, 0.5, 0.75, 1.0]",1.0,1.0,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",25.0,nan,0.5,0.0,0.506805,0.0,0.15958684,0.37885714300000006,0.0,0.0,0.0,capacite_fournisseur,nan,nan,SDC-VD0505677A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.75,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,0.0,1.25,4173967.138600111,0.0,364.9145999997854,3.5661999999936356e-05,0.0,0.0,0.0,4173967.138600111,delai_fournisseur,nan,nan,SDC-VD0505677A,"[1.0, 1.25, 1.5, 2.0]",1.0,1.0,nan,nan
True,"[0.99, 1.0]","[[0.99, 1.0]]",nan,nan,0.95,46148.461199998856,0.0,1285.9829000001773,3.5661999999936356e-05,0.0,0.0,0.0,46148.461199998856,fiabilite_fournisseur,1.0000000000000009,nan,SDC-VD0505677A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.99,nan,nan
True,[],[],nan,nan,1.0,-88377.23409998417,0.0,364.9145999997854,3.5661999999936356e-05,0.0,0.0,0.0,-88377.23409998417,scenario_combine_capacite_delai,nan,nan,SDC-VD0505677A,[1.0],,,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,-4650304.051199913,0.0,-303287.94400000013,-0.0007776889999999703,0.0,0.0,0.0,-4650304.051199913,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0505677A,[1.0],1.0,1.0,nan,nan
True,"[0.25, 0.5, 0.75, 1.0]","[[0.25, 1.0]]",nan,nan,,0.0,0.0,0.0,0.0,0.0002857140000001035,0.0,0.0,0.0,stock_fournisseur,nan,75.0,SDC-VD0505677A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.25,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",25.0,nan,0.5,1187823.2021000385,0.0,9762.382000000216,8.258199999999771e-05,0.0,0.0,0.0,1187823.2021000385,capacite_fournisseur,nan,nan,SDC-VD0508918A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.75,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,0.0,1.25,5388876.19630003,0.0,360931.3761999998,1.8769999999945775e-05,0.0,0.0,0.0,5388876.19630003,delai_fournisseur,nan,nan,SDC-VD0508918A,"[1.0, 1.25, 1.5, 2.0]",1.0,1.0,nan,nan
False,"[0.95, 0.99, 1.0]","[[0.95, 0.95], [0.99, 1.0]]",nan,nan,0.97,461517.5587000847,0.0,3190.795800000429,8.821199999997642e-05,0.0,0.0,0.0,461517.5587000847,fiabilite_fournisseur,1.0000000000000009,nan,SDC-VD0508918A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.99,nan,nan
True,[],[],nan,nan,1.0,4390106.330200076,0.0,75905.93169999961,1.8769999999945775e-05,0.0,0.0,0.0,4390106.330200076,scenario_combine_capacite_delai,nan,nan,SDC-VD0508918A,[1.0],,,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,600885.7802000046,0.0,-15328.327800000086,0.0,0.0,0.0,0.0,600885.7802000046,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0508918A,[1.0],1.0,1.0,nan,nan
True,"[0.25, 0.5, 0.75, 1.0]","[[0.25, 1.0]]",nan,nan,,3647988.725700021,0.0,0.0,0.0,0.0002857140000001035,0.0,0.0,3647988.725700021,stock_fournisseur,nan,75.0,SDC-VD0508918A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.25,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",25.0,nan,0.5,0.0,0.5315369999999999,0.0,0.02965654799999995,0.3991428570000001,0.0,0.0,0.0,capacite_fournisseur,nan,nan,SDC-VD0514881A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.75,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,0.0,1.25,4376227.0500000715,0.0,6462.095200000331,0.0,0.0,0.0,0.0,4376227.0500000715,delai_fournisseur,nan,nan,SDC-VD0514881A,"[1.0, 1.25, 1.5, 2.0]",1.0,1.0,nan,nan
False,"[0.97, 1.0]","[[0.97, 0.97], [1.0, 1.0]]",nan,nan,0.95,29485.845100045204,0.0,0.0,7.679900000001627e-05,0.0,0.0,0.0,29485.845100045204,fiabilite_fournisseur,0.0,nan,SDC-VD0514881A,"[0.95, 0.97, 0.99, 1.0]",1.0,1.0,nan,nan
True,[],[],nan,nan,1.0,4375127.0500000715,0.0,-10683.10859999992,-1.1262000000011874e-05,0.0,0.0,0.0,4375127.0500000715,scenario_combine_capacite_delai,nan,nan,SDC-VD0514881A,[1.0],,,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,-8621703.084699988,0.0,-189038.51209999993,-0.001054117000000021,0.0,0.0,0.0,-8621703.084699988,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0514881A,[1.0],1.0,1.0,nan,nan
True,"[0.25, 0.5, 0.75, 1.0]","[[0.25, 1.0]]",nan,nan,,1948255.8848000765,0.0,0.0,0.000626530000000014,0.0002857140000001035,0.0,0.0,1948255.8848000765,stock_fournisseur,nan,75.0,SDC-VD0514881A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.25,nan,nan
True,"[0.5, 0.6, 0.75, 0.9, 1.0]","[[0.5, 1.0]]",50.0,nan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,capacite_fournisseur,nan,nan,SDC-VD0518684A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.5,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",nan,25.0,1.5,47174.135800004005,0.0,1247.0868999995291,3.5661999999936356e-05,0.0,0.0,0.0,47174.135800004005,delai_fournisseur,nan,nan,SDC-VD0518684A,"[1.0, 1.25, 1.5, 2.0]",1.25,1.0,nan,nan
True,"[0.95, 0.97, 0.99, 1.0]","[[0.95, 1.0]]",nan,nan,,45233.69620001316,0.0,1999.6722999997437,0.0,0.0,0.0,0.0,45233.69620001316,fiabilite_fournisseur,5.000000000000004,nan,SDC-VD0518684A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.95,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,-357.913999915123,0.0,221.49170000012964,0.0,0.0,0.0,0.0,-357.913999915123,scenario_combine_capacite_delai,nan,nan,SDC-VD0518684A,[1.0],1.0,1.0,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,-134154.49659991264,0.0,19843.329800000414,0.0,0.0,0.0,0.0,-134154.49659991264,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0518684A,[1.0],1.0,1.0,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",nan,nan,0.5,0.0,0.0,17255.36139999982,0.0001538919999999333,0.0,0.0,0.0,0.0,stock_fournisseur,nan,0.0,SDC-VD0518684A,"[0.25, 0.5, 0.75, 1.0]",1.0,1.0,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",25.0,nan,0.5,115.69780004024506,0.385023,93.59920000005513,0.002242061999999989,0.28971428600000004,0.0,0.0,115.69780004024506,capacite_fournisseur,nan,nan,SDC-VD0519670A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.75,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",nan,25.0,1.5,4839799.258000016,0.0,0.0,3.003099999998593e-05,0.0,0.0,0.0,4839799.258000016,delai_fournisseur,nan,nan,SDC-VD0519670A,"[1.0, 1.25, 1.5, 2.0]",1.25,1.0,nan,nan
