acceptable_is_contiguous,acceptable_levels,acceptable_ranges,capacity_reduction_margin_pct,delay_increase_margin_pct,first_unacceptable_level,max_external_procured_qty_delta,max_fill_rate_drop,max_inventory_cost_increase,max_line_adherence_drop,max_product_availability_drop,max_raw_material_safety_floor_gap_increase,max_raw_material_target_gap_increase,max_supplier_upstream_ordered_qty_delta,parameter,reliability_reduction_margin_pct,stock_reduction_margin_pct,supplier_id,tested_levels,tested_max_acceptable_scale,tested_min_acceptable_scale,upstream_capacity_reduction_margin_pct,upstream_delay_increase_margin_pct
True,[1.0],"[[1.0, 1.0]]",nan,nan,0.95,20091.63960003853,0.0,0.0,8.258199999999771e-05,0.0,0.0,0.0,20091.63960003853,fiabilite_fournisseur,0.0,nan,SDC-VD0519670A,"[0.95, 0.97, 0.99, 1.0]",1.0,1.0,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,443.554200053215,0.0,28.6496000001207,0.0,0.0,0.0,0.0,443.554200053215,scenario_combine_capacite_delai,nan,nan,SDC-VD0519670A,[1.0],1.0,1.0,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,-5921585.745999932,0.0,-163269.90909999982,-0.001054117000000021,0.0002857140000001035,0.0,0.0,-5921585.745999932,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0519670A,[1.0],1.0,1.0,nan,nan
True,"[0.25, 0.5, 0.75, 1.0]","[[0.25, 1.0]]",nan,nan,,3596374.836700082,0.0,0.0,0.0,0.0002857140000001035,0.0,0.0,3596374.836700082,stock_fournisseur,nan,75.0,SDC-VD0519670A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.25,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",25.0,nan,0.5,1413464.2426000834,0.0,0.0,7.6952000000019e-05,0.0,0.0,0.0,1413464.2426000834,capacite_fournisseur,nan,nan,SDC-VD0520115A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.75,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,0.0,1.25,4124153.285700083,0.0,15527.221300000325,7.6952000000019e-05,0.0,0.0,0.0,4124153.285700083,delai_fournisseur,nan,nan,SDC-VD0520115A,"[1.0, 1.25, 1.5, 2.0]",1.0,1.0,nan,nan
True,"[0.95, 0.97, 0.99, 1.0]","[[0.95, 1.0]]",nan,nan,,52291.47240006924,0.0,3018.1742000002414,0.0,0.0,0.0,0.0,52291.47240006924,fiabilite_fournisseur,5.000000000000004,nan,SDC-VD0520115A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.95,nan,nan
True,[],[],nan,nan,1.0,3933663.8009001017,0.0,-1531.1764000002295,1.3138999999995349e-05,0.0,0.0,0.0,3933663.8009001017,scenario_combine_capacite_delai,nan,nan,SDC-VD0520115A,[1.0],,,nan,nan
True,[],[],nan,nan,1.0,-209326.87860000134,0.0,1471.626000000164,3.5661999999936356e-05,0.0,0.0,0.0,-209326.87860000134,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0520115A,[1.0],,,nan,nan
False,"[0.25, 1.0]","[[0.25, 0.25], [1.0, 1.0]]",nan,nan,0.5,1168309.2653000355,0.0,9636.103400000371,3.5661999999936356e-05,0.0,0.0,0.0,1168309.2653000355,stock_fournisseur,nan,0.0,SDC-VD0520115A,"[0.25, 0.5, 0.75, 1.0]",1.0,1.0,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",25.0,nan,0.5,0.0,0.0,0.0,0.0,0.000571428000000096,0.0,0.0,0.0,capacite_fournisseur,nan,nan,SDC-VD0520132A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.75,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",nan,25.0,1.5,4210130.34190011,0.0,77697.01260000002,6.569099999997885e-05,0.0,0.0,0.0,4210130.34190011,delai_fournisseur,nan,nan,SDC-VD0520132A,"[1.0, 1.25, 1.5, 2.0]",1.25,1.0,nan,nan
True,"[0.95, 0.97, 0.99, 1.0]","[[0.95, 1.0]]",nan,nan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fiabilite_fournisseur,5.000000000000004,nan,SDC-VD0520132A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.95,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,10294.846100091934,0.0,36150.90539999958,0.0,0.0,0.0,0.0,10294.846100091934,scenario_combine_capacite_delai,nan,nan,SDC-VD0520132A,[1.0],1.0,1.0,nan,nan
True,[],[],nan,nan,1.0,-291673.70009994507,0.0,-499.43310000002384,8.821199999997642e-05,0.0,0.0,0.0,-291673.70009994507,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0520132A,[1.0],,,nan,nan
True,"[0.75, 1.0]","[[0.75, 1.0]]",nan,nan,0.25,2011610.6879000664,0.0,0.0,8.821199999997642e-05,0.0002857140000001035,0.0,0.0,2011610.6879000664,stock_fournisseur,nan,25.0,SDC-VD0520132A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.75,nan,nan
True,"[0.6, 0.75, 0.9, 1.0]","[[0.6, 1.0]]",40.0,nan,0.5,20036.056200027466,0.0,0.0,8.258199999999771e-05,0.0,0.0,0.0,20036.056200027466,capacite_fournisseur,nan,nan,SDC-VD0525412A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.6,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,0.0,1.25,7410541.810300112,0.0,73720.28340000007,0.0,0.0,0.0,0.0,7410541.810300112,delai_fournisseur,nan,nan,SDC-VD0525412A,"[1.0, 1.25, 1.5, 2.0]",1.0,1.0,nan,nan
False,"[0.97, 1.0]","[[0.97, 0.97], [1.0, 1.0]]",nan,nan,0.95,360389.55510008335,0.0,388.2836999995634,1.8769999999945775e-05,0.0,0.0,0.0,360389.55510008335,fiabilite_fournisseur,0.0,nan,SDC-VD0525412A,"[0.95, 0.97, 0.99, 1.0]",1.0,1.0,nan,nan
True,[],[],nan,nan,1.0,4764890.879999995,0.0,20333.329599999823,-0.00013891900000007062,0.0,0.0,0.0,4764890.879999995,scenario_combine_capacite_delai,nan,nan,SDC-VD0525412A,[1.0],,,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,2425859.3744000196,0.0,-320.7328000003472,0.0,0.0,0.0,0.0,2425859.3744000196,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0525412A,[1.0],1.0,1.0,nan,nan
True,"[0.25, 0.5, 0.75, 1.0]","[[0.25, 1.0]]",nan,nan,,3234000.0,0.0,0.0,0.0,0.0,0.0,0.0,3234000.0,stock_fournisseur,nan,75.0,SDC-VD0525412A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.25,nan,nan
True,"[0.5, 0.6, 0.75, 0.9, 1.0]","[[0.5, 1.0]]",50.0,nan,,139858.66500008106,0.0,2909.813699999824,0.0,0.0,0.0,0.0,139858.66500008106,capacite_fournisseur,nan,nan,SDC-VD0901566A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.5,nan,nan
False,"[1.0, 1.5, 2.0]","[[1.0, 1.0], [1.5, 2.0]]",nan,0.0,1.25,2289685.2168000937,0.0,46089.50609999988,0.00017077899999995427,0.0,0.0,0.0,2289685.2168000937,delai_fournisseur,nan,nan,SDC-VD0901566A,"[1.0, 1.25, 1.5, 2.0]",1.0,1.0,nan,nan
False,"[0.95, 0.99, 1.0]","[[0.95, 0.95], [0.99, 1.0]]",nan,nan,0.97,5021030.380900025,0.0,2414.8252999996766,3.5661999999936356e-05,0.0,0.0,0.0,5021030.380900025,fiabilite_fournisseur,1.0000000000000009,nan,SDC-VD0901566A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.99,nan,nan
True,[],[],nan,nan,1.0,612832.793900013,0.0,17811.597199999727,8.821199999997642e-05,0.0,0.0,0.0,612832.793900013,scenario_combine_capacite_delai,nan,nan,SDC-VD0901566A,[1.0],,,nan,nan
True,[],[],nan,nan,1.0,7870730.380900025,0.0,-1545.191300000064,-6.945400000002433e-05,0.0,0.0,0.0,7870730.380900025,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0901566A,[1.0],,,nan,nan
True,"[0.25, 0.5, 0.75, 1.0]","[[0.25, 1.0]]",nan,nan,,4274550.0,0.0,0.0,0.0,0.0,0.0,0.0,4274550.0,stock_fournisseur,nan,75.0,SDC-VD0901566A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.25,nan,nan
True,"[0.5, 0.6, 0.75, 0.9, 1.0]","[[0.5, 1.0]]",50.0,nan,,689.1180000305176,0.0,802.2576999999583,0.0,0.0,0.0,0.0,689.1180000305176,capacite_fournisseur,nan,nan,SDC-VD0910216A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.5,nan,nan
True,"[1.0, 1.25, 1.5, 2.0]","[[1.0, 2.0]]",nan,100.0,,15039.938900113106,0.0,1035.628700000234,0.0,0.0,0.0,0.0,15039.938900113106,delai_fournisseur,nan,nan,SDC-VD0910216A,"[1.0, 1.25, 1.5, 2.0]",2.0,1.0,nan,nan
True,"[0.97, 0.99, 1.0]","[[0.97, 1.0]]",nan,nan,0.95,0.0,0.0,834.5754000004381,3.5661999999936356e-05,0.0,0.0,0.0,0.0,fiabilite_fournisseur,3.0000000000000027,nan,SDC-VD0910216A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.97,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,15133.098200082779,0.0,1600.8698000004515,0.0,0.0,0.0,0.0,15133.098200082779,scenario_combine_capacite_delai,nan,nan,SDC-VD0910216A,[1.0],1.0,1.0,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,-26262.904199957848,0.0,-6539.968600000255,0.0,0.0,0.0,0.0,-26262.904199957848,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0910216A,[1.0],1.0,1.0,nan,nan
False,"[0.25, 0.75, 1.0]","[[0.25, 0.25], [0.75, 1.0]]",nan,nan,0.5,18557.599300026894,0.0,2952.936999999918,6.569099999997885e-05,0.0,0.0,0.0,18557.599300026894,stock_fournisseur,nan,25.0,SDC-VD0910216A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.75,nan,nan
True,"[0.5, 0.6, 0.75, 0.9, 1.0]","[[0.5, 1.0]]",50.0,nan,,8.264100074768066,0.0,62.8163999998942,0.0,0.0,0.0,0.0,8.264100074768066,capacite_fournisseur,nan,nan,SDC-VD0914320A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.5,nan,nan
True,"[1.0, 1.25, 1.5, 2.0]","[[1.0, 2.0]]",nan,100.0,,6.799400091171265,0.0,96.1589999999851,0.0,0.0,0.0,0.0,6.799400091171265,delai_fournisseur,nan,nan,SDC-VD0914320A,"[1.0, 1.25, 1.5, 2.0]",2.0,1.0,nan,nan
False,"[0.95, 0.99, 1.0]","[[0.95, 0.95], [0.99, 1.0]]",nan,nan,0.97,1.1774001121520996,0.0,3035.531899999827,8.242800000002326e-05,0.0,0.0,0.0,1.1774001121520996,fiabilite_fournisseur,1.0000000000000009,nan,SDC-VD0914320A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.99,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,15.063500046730042,0.0,61.21100000012666,0.0,0.0,0.0,0.0,15.063500046730042,scenario_combine_capacite_delai,nan,nan,SDC-VD0914320A,[1.0],1.0,1.0,nan,nan
True,[],[],nan,nan,1.0,-156968.60639989376,0.0,-6418.761400000192,3.5661999999936356e-05,0.0,0.0,0.0,-156968.60639989376,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0914320A,[1.0],,,nan,nan
False,"[0.5, 1.0]","[[0.5, 0.5], [1.0, 1.0]]",nan,nan,0.25,0.0,0.0,2988.5084999995306,6.569099999997885e-05,0.0,0.0,0.0,0.0,stock_fournisseur,nan,0.0,SDC-VD0914320A,"[0.25, 0.5, 0.75, 1.0]",1.0,1.0,nan,nan
True,"[0.5, 0.6, 0.75, 0.9, 1.0]","[[0.5, 1.0]]",50.0,nan,,139858.66500008106,0.0,1861.56780000031,0.0,0.0,0.0,0.0,139858.66500008106,capacite_fournisseur,nan,nan,SDC-VD0914360C,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.5,nan,nan
True,"[1.0, 1.25, 1.5]","[[1.0, 1.5]]",nan,50.0,2.0,11457428.554500103,0.0,91002.47059999965,0.002245482999999937,0.0,0.0,0.0,11457428.554500103,delai_fournisseur,nan,nan,SDC-VD0914360C,"[1.0, 1.25, 1.5, 2.0]",1.5,1.0,nan,nan
True,"[0.95, 0.97, 0.99, 1.0]","[[0.95, 1.0]]",nan,nan,,1595399.4553000927,0.0,12670.730499999598,0.000562787000000009,0.0,0.0,0.0,1595399.4553000927,fiabilite_fournisseur,5.000000000000004,nan,SDC-VD0914360C,"[0.95, 0.97, 0.99, 1.0]",1.0,0.95,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,2210043.243100047,0.0,17658.06510000024,-0.001054117000000021,0.0,0.0,0.0,2210043.243100047,scenario_combine_capacite_delai,nan,nan,SDC-VD0914360C,[1.0],1.0,1.0,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,3188688.443100095,0.0,-9436.560600000434,-0.00023092600000007568,0.0,0.0,0.0,3188688.443100095,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0914360C,[1.0],1.0,1.0,nan,nan
True,"[0.5, 0.75, 1.0]","[[0.5, 1.0]]",nan,nan,0.25,3218033.917300105,0.0,0.0,0.0,0.0002857140000001035,0.0,0.0,3218033.917300105,stock_fournisseur,nan,50.0,SDC-VD0914360C,"[0.25, 0.5, 0.75, 1.0]",1.0,0.5,nan,nan
True,"[0.75, 0.9, 1.0]","[[0.75, 1.0]]",25.0,nan,0.5,0.0,0.17386000000000001,157525.8071999997,0.5851723090000001,0.2907863110000001,25260987.391599998,57956523.5864,0.0,capacite_fournisseur,nan,nan,SDC-VD0914690A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.75,nan,nan
True,"[1.0, 1.25]","[[1.0, 1.25]]",nan,25.0,1.5,0.0,0.0,21044.800599999726,0.0,0.0,0.0,0.0,0.0,delai_fournisseur,nan,nan,SDC-VD0914690A,"[1.0, 1.25, 1.5, 2.0]",1.25,1.0,nan,nan
False,"[0.95, 0.99, 1.0]","[[0.95, 0.95], [0.99, 1.0]]",nan,nan,0.97,0.0,0.0,496.7244999995455,2.4401000000007222e-05,0.0,0.0,0.0,0.0,fiabilite_fournisseur,1.0000000000000009,nan,SDC-VD0914690A,"[0.95, 0.97, 0.99, 1.0]",1.0,0.99,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,-180138743.62179995,0.0,16749.95600000024,0.0,0.0,0.0,0.0,-180138743.62179995,scenario_combine_capacite_delai,nan,nan,SDC-VD0914690A,[1.0],1.0,1.0,nan,nan
True,[1.0],"[[1.0, 1.0]]",nan,nan,,4821744.3710000515,0.0,-18549.76040000003,-0.0005577850000000328,0.0,0.0,0.0,4821744.3710000515,scenario_combine_stock_fiabilite,nan,nan,SDC-VD0914690A,[1.0],1.0,1.0,nan,nan
True,"[0.25, 0.5, 0.75, 1.0]","[[0.25, 1.0]]",nan,nan,,20071148.76360011,0.0,0.0,0.0,0.0,0.0,0.0,20071148.76360011,stock_fournisseur,nan,75.0,SDC-VD0914690A,"[0.25, 0.5, 0.75, 1.0]",1.0,0.25,nan,nan
True,"[0.5, 0.6, 0.75, 0.9, 1.0]","[[0.5, 1.0]]",50.0,nan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,capacite_fournisseur,nan,nan,SDC-VD0949099A,"[0.5, 0.6, 0.75, 0.9, 1.0]",1.0,0.5,nan,nan
