case_id,case_input,case_output_dir,guard::backlog_days,guard::max_daily_backlog_qty,guard::min_daily_service_rate,guard::raw_material_max_safety_floor_gap_qty,guard::raw_material_max_target_gap_qty,guard::raw_material_safety_floor_breach_days,guard::raw_material_safety_floor_breach_pairs,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_production,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::inventory_cost,kpi::inventory_holding_cost_node_count,kpi::inventory_holding_cost_node_max,kpi::inventory_holding_cost_proxy_total,kpi::line_adherence,kpi::line_nervousness,kpi::material_delay_days,kpi::material_delay_days_total,kpi::material_delayed_order_count,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::product_availability,kpi::production_replanning_count,kpi::raw_material_stockout_days,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_open_order_qty,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_production_cost,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,safe_direction,status
supplier_capacity_node_SDC-VD0525412A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0525412A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0525412A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,7772700.3728,31.0,141363288.95315,245778179.179554,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Capacite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_lead_time_node_SDC-VD0525412A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0525412A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0525412A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,7772700.3728,31.0,141363288.95315,245778179.179554,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Delai fournisseur SDC-VD0525412A,higher_is_riskier,ok
supplier_lead_time_node_SDC-VD0525412A_1_25,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0525412A_1_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0525412A_1_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,147.0,8.0,668559570.7214,0.126664,0.07238,0.3,0.247987,0.090115,0.162854,0.0,685715243.2342,1.0,7795351.85,31.0,141414425.737387,246521712.516843,0.999084802,34.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,11.0,11.0,888902528.9951,61543483.4247,25762139.9999,0.0,0.0,0.0,305906359.9729,754600.0,781652678.0925,550725409.2502,550725409.2502,2080817860.6809,54861470.1395,7795351.85,22272433.8571,4454486.7714,27818442.197,68338188.0,0.0,106327600.0,18463045.0274,15261996.2003,25762139.9999,824991459.9951,773234.3333,5546008.34,0.0,10022595.2357,0.0,1.25,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Delai fournisseur SDC-VD0525412A,higher_is_riskier,ok
supplier_lead_time_node_SDC-VD0525412A_1_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0525412A_1_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0525412A_1_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,147.0,8.0,668154919.4077,0.126215,0.072123,0.3,0.249764,0.089621,0.162277,0.0,620998096.2743,1.0,7812220.9364,31.0,141397629.32692,247056412.747098,0.999084802,34.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,11.0,11.0,889633026.2358,61896060.3341,25762139.9999,0.0,0.0,0.0,308216359.9729,754600.0,717255555.9785,551715179.0465,551715179.0465,2081154373.2547,55403428.3848,7812220.9364,22320631.2468,4464126.2494,27867826.6799,68338188.0,0.0,106327600.0,18568818.1002,15459415.5539,25762139.9999,825646982.0817,1568184.3333,5547195.4331,0.0,10044284.0611,0.0,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Delai fournisseur SDC-VD0525412A,higher_is_riskier,ok
supplier_lead_time_node_SDC-VD0525412A_2_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0525412A_2_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0525412A_2_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,147.0,8.0,672400726.3464,0.125398,0.071656,0.3,0.253092,0.088629,0.161226,0.0,626059089.1038,1.0,7846420.6562,31.0,141405855.116734,248140790.87374,0.999084802,34.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,11.0,11.0,890609591.9851,62572284.9512,25762139.9999,0.0,0.0,0.0,312836359.9729,754600.0,723126523.962,553541086.69,553541086.69,2080695595.6557,56322033.5569,7846420.6562,22418344.732,4483668.9464,27964055.2177,68338188.0,0.0,106327600.0,18771685.4854,15836544.2481,25762139.9999,827123522.9851,2861784.3333,5545710.4857,0.0,10088255.1294,0.0,2.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Delai fournisseur SDC-VD0525412A,higher_is_riskier,ok
supplier_reliability_node_SDC-VD0525412A_0_95,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0525412A_0_95\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0525412A_0_95\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664506192.9703,0.127151,0.072658,0.3,0.246033,0.090679,0.16348,0.0,620175436.8486,1.0,7772137.115,31.0,141348256.717724,245759696.89645,0.998927113,39.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,13.0,13.0,888613717.3631,61125256.0421,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711971371.7068,546490934.4348,546490934.4348,2083763077.7581,53548174.7115,7772137.115,22206106.0428,4441221.2086,27748853.404,68338188.0,0.0,106327600.0,18337576.8126,15038825.8254,25762139.9999,823659398.3631,773234.3333,5542747.3612,421750.0,9992747.7192,0.0,0.95,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_reliability_node_SDC-VD0525412A_0_97,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0525412A_0_97\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0525412A_0_97\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664559506.6703,0.127101,0.072629,0.3,0.246224,0.090631,0.163415,0.0,620210406.6679,1.0,7773088.6565,31.0,141377348.566429,245790050.938561,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888638687.1825,61156822.028,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711890841.5261,546400404.2541,546400404.2541,2084225077.7581,53483006.5275,7773088.6565,22208824.7329,4441764.9466,27751507.0845,68338188.0,0.0,106327600.0,18347046.6084,15058268.3351,25762139.9999,823752668.1825,773234.3333,5542682.3516,247950.0,9993971.1298,0.0,0.97,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_reliability_node_SDC-VD0525412A_0_99,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0525412A_0_99\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0525412A_0_99\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664500822.121,0.12715,0.072657,0.3,0.246036,0.090678,0.163479,0.0,620189586.8486,1.0,7772090.8928,31.0,141343406.933332,245758229.52671,0.998927113,39.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,13.0,13.0,888612867.3631,61125372.8766,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711636371.7068,546140934.4348,546140934.4348,2083763077.7581,53342927.7115,7772090.8928,22205973.9795,4441194.7959,27748716.6202,68338188.0,0.0,106327600.0,18337611.863,15039044.3934,25762139.9999,823660198.3631,773234.3333,5542742.6407,80950.0,9992688.2908,0.0,0.99,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,lower_is_riskier,ok
supplier_reliability_node_SDC-VD0525412A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0525412A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0525412A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,7772700.3728,31.0,141363288.95315,245778179.179554,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,lower_is_riskier,ok
combined_capacity_delay_SDC-VD0525412A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\combined_capacity_delay_SDC-VD0525412A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\combined_capacity_delay_SDC-VD0525412A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,148.0,8.0,668275571.7632,0.126693,0.072396,0.3,0.247864,0.090157,0.162891,0.0,685445271.4023,1.0,7793033.7024,31.0,141339788.885084,246447672.124042,0.999084802,34.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,11.0,11.0,888904400.9128,61511309.3798,25762139.9999,0.0,0.0,0.0,305906359.9729,754600.0,781547706.2606,550895435.7597,550895435.7597,2080972860.6809,54900765.4207,7793033.7024,22265810.5783,4453162.1157,27811468.0052,68338188.0,0.0,106327600.0,18453392.8139,15246448.5607,25762139.9999,824933331.9128,1095784.3333,5545657.4269,0.0,10019614.7602,0.0,1.0,supplier_combined_capacity_delay_node,combined_capacity_delay::SDC-VD0525412A,Combine capacite x0.75 + delai x1.25 fournisseur SDC-VD0525412A,scenario,ok
combined_stock_reliability_SDC-VD0525412A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\combined_stock_reliability_SDC-VD0525412A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\combined_stock_reliability_SDC-VD0525412A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664477121.4649,0.127095,0.072626,0.3,0.246236,0.090635,0.163408,0.0,620210406.6679,1.0,7772379.64,31.0,141377348.566429,245767542.476572,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888638687.1825,61153928.0828,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,714046841.5261,548556404.2541,548556404.2541,2084225077.7581,54747328.0475,7772379.64,22206798.9713,4441359.7943,27749481.3229,68338188.0,0.0,106327600.0,18346178.4249,15058268.3351,25762139.9999,823752668.1825,773234.3333,5542682.3516,247950.0,9993059.5371,0.0,1.0,supplier_combined_stock_reliability_node,combined_stock_reliability::SDC-VD0525412A,Combine stock x0.5 + fiabilite x0.97 fournisseur SDC-VD0525412A,scenario,ok
supplier_stock_node_SDC-VD0508918A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0508918A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0508918A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,125.0,8.0,662731912.5853,0.127172,0.072669,0.3,0.245468,0.091185,0.163506,0.0,615770925.7812,1.0,7729638.8314,31.0,140708131.224495,244388620.252526,0.999456692,27.0,0.0,0.0,0.0,25762139.9999,0.0,0.998857143,10.0,10.0,888802831.8574,60781219.3073,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,710898968.6394,549778533.6054,549778533.6054,2065509758.741,54171906.097,7729638.8314,22084682.3754,4416936.4751,27627005.0052,68338188.0,0.0,106327600.0,18234365.7922,14919848.5099,25762139.9999,823301762.8574,835501.0,5542322.6298,0.0,9938107.069,0.0,0.25,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0508918A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0508918A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664888113.2387,0.127009,0.072577,0.3,0.246414,0.090702,0.163298,0.0,620136902.6103,1.0,7762543.2207,31.0,140835466.858553,245536044.45947,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888611882.1014,61117969.7033,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,712091409.4686,546595972.1966,546595972.1966,2085674497.3666,53358342.3768,7762543.2207,22178694.9162,4435738.9832,27722228.2661,68338188.0,0.0,106327600.0,18335390.911,15060350.5262,25762139.9999,823790813.1014,773234.3333,5543533.3499,0.0,9980412.7123,0.0,0.5,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0508918A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0508918A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664933455.1946,0.127052,0.072601,0.3,0.246338,0.090656,0.163353,0.0,620073815.0735,1.0,7764171.891,31.0,140862558.424364,245453569.752798,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888479323.5744,61110127.2886,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711774785.9318,546279348.6597,546279348.6597,2084171731.177,53325272.7204,7764171.891,22183348.2601,4436669.652,27723363.5478,68338188.0,0.0,106327600.0,18333038.1866,15053725.5542,25762139.9999,823633254.5744,773234.3333,5540015.2878,0.0,9982506.717,0.0,0.75,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0508918A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0508918A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0508918A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,7772700.3728,31.0,141363288.95315,245778179.179554,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,138.0,8.0,664824617.9737,0.127146,0.072655,0.3,0.24612,0.090605,0.163474,0.0,618191342.585,1.0,7782462.7548,31.0,141433908.303635,246210865.092418,0.998863301,39.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,13.0,13.0,888499167.3476,61208839.5803,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711238777.4432,547318368.0818,547318368.0818,2084254933.8712,53713999.6845,7782462.7548,22235607.8709,4447121.5742,27781453.1083,68338188.0,0.0,106327600.0,18362651.8741,15064734.5979,25762139.9999,823853098.3476,1266567.6667,5545845.2374,0.0,10006023.5419,0.0,0.5,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_6,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_0_6\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_0_6\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,138.0,8.0,664824617.9737,0.127146,0.072655,0.3,0.24612,0.090605,0.163474,0.0,618191342.585,1.0,7782462.7548,31.0,141433908.303635,246210865.092418,0.998863301,39.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,13.0,13.0,888499167.3476,61208839.5803,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711238777.4432,547318368.0818,547318368.0818,2084254933.8712,53713999.6845,7782462.7548,22235607.8709,4447121.5742,27781453.1083,68338188.0,0.0,106327600.0,18362651.8741,15064734.5979,25762139.9999,823853098.3476,1167901.0,5545845.2374,0.0,10006023.5419,0.0,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,7772700.3728,31.0,141363288.95315,245778179.179554,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,1019901.0,5542695.5537,0.0,9993471.9078,0.0,0.75,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_0_9,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_0_9\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_0_9\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,7772700.3728,31.0,141363288.95315,245778179.179554,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,871901.0,5542695.5537,0.0,9993471.9078,0.0,0.9,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0508918A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0508918A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,7772700.3728,31.0,141363288.95315,245778179.179554,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Capacite fournisseur SDC-VD0508918A,lower_is_riskier,ok
supplier_lead_time_node_SDC-VD0508918A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0508918A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0508918A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,7772700.3728,31.0,141363288.95315,245778179.179554,0.998945883,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Delai fournisseur SDC-VD0508918A,higher_is_riskier,ok
supplier_lead_time_node_SDC-VD0508918A_1_25,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0508918A_1_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0508918A_1_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,143.0,8.0,664077184.6867,0.127416,0.072809,0.3,0.246046,0.089907,0.163821,0.0,616050725.6236,1.0,7848606.3045,31.0,142603440.787043,248188142.69962,0.998927113,39.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,13.0,13.0,888658576.693,61598079.7048,25762139.9999,0.0,0.0,0.0,304053431.9729,754600.0,712033160.4819,550520651.2099,550520651.2099,2085425209.8737,54660250.7241,7848606.3045,22424589.4414,4484917.8883,27962678.9024,68338188.0,0.0,106327600.0,18479423.9114,15155976.891,25762139.9999,824622507.693,1138891.9333,5538089.461,0.0,10091065.2486,0.0,1.25,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Delai fournisseur SDC-VD0508918A,higher_is_riskier,ok
supplier_lead_time_node_SDC-VD0508918A_1_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0508918A_1_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0508918A_1_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,143.0,8.0,665541102.2481,0.128286,0.073306,0.3,0.24433,0.089138,0.164939,0.0,616321351.5602,1.0,7970245.9384,31.0,144610051.462529,252048079.057073,0.998957145,37.0,0.0,0.0,0.0,25762139.9999,0.0,0.999142857,12.0,12.0,888958250.2375,62128673.6253,25762139.9999,0.0,0.0,0.0,304510503.9729,754600.0,712803786.4184,551344251.9176,551344251.9176,2087259535.4194,54841343.6256,7970245.9384,22772131.2525,4554426.2505,28310182.303,68338188.0,0.0,106327600.0,18638602.0876,15179889.2347,25762139.9999,825147181.2375,1527403.1333,5538051.0505,0.0,10247459.0636,0.0,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Delai fournisseur SDC-VD0508918A,higher_is_riskier,ok
