day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,40.0,554.1983,1071140.088,42281.9986,268.8359,42.7672,1035.84,0.0,0.0,0.0
1,47.5,0.0,87.5,0.0,84.478,437.2806,1068986.3988,42218.6951,270.7616,75.2434,2413.68,0.0,16.866,0.0
2,52.5,0.0,140.0,172.38,132.7402,500.2785,1066842.8311,42150.1693,312.1124,81.6841,2413.68,0.0,1525.416,0.0
3,60.0,0.0,200.0,89.42,174.9796,483.3761,1064675.7718,42081.6117,303.331,86.1362,2413.68,0.0,3033.966,0.0
4,55.0,18.432,236.568,129.932,207.9665,504.8678,1062541.0974,42013.0314,320.6081,89.96,2413.68,0.0,4542.516,0.0
5,50.0,38.016,248.552,304.4745,232.5056,1501.3368,1060583.5527,41944.4402,786.2713,102.6093,2413.68,1035.84,5015.226,0.0
6,45.0,40.7808,252.7712,223.2389,248.5602,2289.1772,1059251.3985,41902.0187,1154.4052,111.8363,2415.8226,2413.68,4037.6618,527.9925
7,40.0,23.04,269.7312,309.1544,254.6807,2188.2178,1058317.5789,41868.0548,1110.6572,118.8865,2465.368,2413.68,2943.8178,1055.985
8,47.5,62.208,255.0232,128.8051,258.4509,2225.872,1056944.4739,41829.1257,1138.4058,139.611,2544.1052,2413.68,2012.3451,1583.9775
9,52.5,0.0,307.5232,87.3822,264.1519,2201.9333,1055487.2682,41785.4804,1118.6927,146.2763,2561.68,2413.68,1257.5678,2111.97
10,60.0,86.9649,280.5583,307.1998,271.6216,2261.3232,1054108.4537,41741.8328,1160.5368,147.6874,2561.68,2413.68,520.3653,2639.9625
11,55.0,0.0,335.5583,69.02,278.3262,2184.5329,1052667.2014,41698.1777,1087.3201,138.1604,2073.5175,2415.8226,269.1827,3167.955
12,50.0,59.9013,325.657,173.3213,283.5369,2274.767,1051231.0647,41654.5191,1101.3896,129.5304,1243.815,2465.368,310.0805,3695.9475
13,45.0,38.5898,332.0672,461.7958,285.5196,2387.1603,1050204.6441,41615.9631,1130.2916,123.5015,300.2471,2544.1052,270.4488,4232.69
14,40.0,23.04,349.0272,285.6848,281.4339,2258.6371,1049348.5148,41584.8668,1039.0251,120.6232,148.0,2561.68,209.8062,4072.6078
15,47.5,19.584,376.9432,297.2641,277.8122,2327.25,1048248.0789,41553.3127,1079.1383,120.921,148.0,2561.68,155.8278,3656.6285
16,52.5,127.872,301.5712,498.6508,278.1626,2368.9159,1046574.0525,41490.7896,1103.9861,121.3799,148.0,2073.5175,105.6003,3358.5347
17,60.0,38.5898,322.9814,593.077,281.7601,2328.6307,1044299.5611,41395.1013,1076.2133,121.3707,148.0,1243.815,55.3728,3060.441
18,55.0,0.0,377.9814,733.3829,285.6625,2349.9665,1041242.0403,41261.6728,1090.6905,117.9313,131.9684,300.2471,21.1768,2762.3472
19,50.0,38.5898,389.3916,221.4754,288.8455,2397.814,1037435.0884,41122.9695,1174.1548,136.1502,1380.779,148.0,0.0,1016.6295
20,45.0,40.8849,393.5067,401.7435,289.361,1364.9262,1035018.8492,41028.3608,723.3002,131.8502,2469.904,148.0,334.2934,122.0625
