day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,opening_open_order_transport_cost_day,external_procurement_transport_cost_day,operational_transport_cost_day,purchase_cost_day,opening_open_order_purchase_cost_day,external_procurement_purchase_cost_day,operational_purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
1056,20157.8571,20157.8571,0.0,173212.8571,28800.0,157646.3995,2158208604.4463,93924.1913,120759.6746,53670.9665,268354.8324,4575.7188,0.0,1935.424,4575.7188,9146.6997,0.0,7533.212,9146.6997,48385.6,0.0,0.0,0.0,0.0,0.0,0.0
1057,20157.8571,20157.8571,0.0,107660.7712,28800.0,152455.3995,2158145564.9057,93946.8667,120788.8286,53683.9238,268419.6191,4573.0166,0.0,2403.136,4573.0166,6950.8497,0.0,7767.068,6950.8497,60078.4,25000.0,0.0,0.0,0.0,0.0,0.0
1058,20157.8571,20157.8571,0.0,277924.7143,28800.0,159153.3995,2158276089.3083,93992.2545,120847.1843,53709.8597,268549.2984,4573.2986,0.0,3870.848,4573.2986,32299.8997,0.0,15066.424,32299.8997,96771.2,25000.0,0.0,0.0,0.0,0.0,0.0
1059,23068.4286,23068.4286,0.0,124130.9826,28800.0,130715.971,2158193661.6363,93985.9745,120839.1101,53706.2712,268531.3558,10245.2695,0.0,2870.848,10245.2695,6950.8497,0.0,8000.924,6950.8497,71771.2,11692.8,0.0,0.0,0.0,0.0,0.0
1060,23068.4286,23068.4286,0.0,83982.4797,14400.0,95833.4855,2158166841.7743,93968.52,120816.6686,53696.2972,268481.4858,7492.3447,0.0,2169.28,7492.3447,3327.9249,0.0,7650.14,3327.9249,54232.0,48385.6,0.0,0.0,0.0,0.0,0.0
1061,23068.4286,23068.4286,0.0,145852.8792,136600.0,285021.5423,2149191336.5621,92508.3384,118939.2923,52861.9077,264309.5384,5285.3325,0.0,233.856,5285.3325,27867.0997,0.0,116.928,27867.0997,5846.4,60078.4,0.0,0.0,0.0,0.0,0.0
1062,23068.4286,23068.4286,0.0,156742.4913,28800.0,145123.3995,2149261625.3702,92591.0378,119045.62,52909.1644,264545.8222,4714.9937,0.0,2000.0,4714.9937,6950.8497,0.0,14131.0,6950.8497,50000.0,96771.2,0.0,0.0,0.0,0.0,0.0
1063,23068.4286,23068.4286,0.0,101970.1451,14400.0,125175.6283,2149324474.6309,92647.576,119118.3121,52941.472,264707.3601,4709.3855,0.0,1000.0,4709.3855,5236.9749,0.0,7065.5,5236.9749,25000.0,71771.2,0.0,0.0,0.0,0.0,0.0
1064,23068.4286,23068.4286,0.0,193846.6853,14400.0,140075.6283,2149436762.2318,92752.0749,119252.6677,53001.1856,265005.9281,4709.2524,0.0,0.0,4709.2524,5781.4249,0.0,0.0,5781.4249,0.0,54232.0,0.0,0.0,0.0,0.0,0.0
1065,23068.4286,23068.4286,0.0,135100.4193,14400.0,145076.6283,2149441916.9666,92779.9461,119288.5022,53017.1121,265085.5604,4709.3522,0.0,1000.0,4709.3522,6860.6749,0.0,7065.5,6860.6749,25000.0,5846.4,0.0,0.0,0.0,0.0,0.0
1066,14195.8571,14195.8571,0.0,179993.9965,14400.0,102008.1998,2149593060.8787,92855.8838,119386.1363,53060.505,265302.5251,1499.5376,0.0,1000.0,1499.5376,4980.7749,0.0,7065.5,4980.7749,25000.0,50000.0,0.0,0.0,0.0,0.0,0.0
1067,14195.8571,14195.8571,0.0,118184.4599,14400.0,104039.7712,2149660363.6828,92919.7526,119468.2533,53097.0015,265485.0073,119.4456,0.0,0.0,119.4456,8769.7249,0.0,0.0,8769.7249,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1068,14195.8571,14195.8571,0.0,131912.4286,14400.0,73985.7712,2149736493.4555,92972.1679,119535.6445,53126.9531,265634.7655,120.3708,0.0,1000.0,120.3708,3327.9249,0.0,7065.5,3327.9249,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,14195.8571,14195.8571,0.0,82575.6283,14400.0,99030.7712,2149763287.428,93016.2941,119592.3781,53152.1681,265760.8403,121.7463,0.0,0.0,121.7463,7147.4749,0.0,0.0,7147.4749,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1070,14195.8571,14195.8571,0.0,63958.8026,0.0,68984.0,2149838050.3734,93050.6782,119636.5863,53171.8161,265859.0807,115.8954,0.0,1000.0,115.8954,2158.5,0.0,7065.5,2158.5,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
1071,14195.8571,14195.8571,0.0,113923.511,0.0,63984.0,2149937778.0273,93086.0347,119682.0446,53192.0198,265960.0991,115.8202,0.0,0.0,115.8202,1366.05,0.0,0.0,1366.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,14195.8571,14195.8571,0.0,73875.7398,0.0,78939.0,2150022457.91,93120.7515,119726.6805,53211.858,266059.29,114.7958,0.0,0.0,114.7958,4890.6,0.0,0.0,4890.6,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1073,15572.0,15572.0,0.0,74004.0314,0.0,78840.0,2150070896.9413,93146.3753,119759.6254,53226.5002,266132.5008,1502.5512,0.0,0.0,1502.5512,2158.5,0.0,0.0,2158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,15572.0,15572.0,0.0,14112.0,0.0,99274.0,2150068871.9413,93119.9196,119725.6109,53211.3826,266056.9131,3131.7134,0.0,0.0,3131.7134,3524.55,0.0,0.0,3524.55,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1075,15572.0,15572.0,0.0,86124.0,0.0,99806.0,2150108279.9413,93142.3559,119754.4576,53224.2034,266121.0169,3218.149,0.0,0.0,3218.149,2158.5,0.0,0.0,2158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,15572.0,15572.0,0.0,102176.0,14400.0,109898.7712,2150122153.1426,93158.8503,119775.6647,53233.6288,266168.1438,3225.1982,0.0,0.0,3225.1982,4693.9749,0.0,0.0,4693.9749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,15572.0,15572.0,0.0,82118.2857,14400.0,140041.7712,2150090869.6296,93177.5781,119799.7433,53244.3304,266221.6518,3226.7498,0.0,0.0,3226.7498,10135.7749,0.0,0.0,10135.7749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,15572.0,15572.0,0.0,132695.4855,0.0,99894.0,2150176849.1151,93220.2615,119854.622,53268.7209,266343.6044,3220.5983,0.0,1000.0,3220.5983,2158.5,0.0,7065.5,2158.5,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,15572.0,15572.0,0.0,104647.0,14400.0,134986.7712,2150168194.3164,93241.8653,119882.3983,53281.0659,266405.3295,3227.7874,0.0,0.0,3227.7874,8226.7249,0.0,0.0,8226.7249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,27289.4286,27289.4286,0.0,125187.0314,14400.0,274449.1997,2149974165.6919,93102.9998,119703.8569,53201.7142,266008.5708,29326.1099,0.0,1000.0,29326.1099,4407.1749,0.0,7065.5,4407.1749,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,27289.4286,27289.4286,0.0,156544.4541,136600.0,328617.3995,2140944974.7973,91588.6922,117756.89,52336.3956,261681.9778,9732.522,0.0,0.0,9732.522,11487.0717,0.0,0.0,11487.0717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,27289.4286,27289.4286,0.0,170268.1684,28800.0,162605.3995,2140941295.0825,91641.105,117824.2779,52366.3457,261831.7286,5830.629,0.0,1000.0,5830.629,7780.6497,0.0,7065.5,7780.6497,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
1083,27289.4286,27289.4286,0.0,282446.2056,28800.0,167594.3995,2140999892.405,91769.0074,117988.7238,52439.4328,262197.164,5833.0163,0.0,1000.0,5833.0163,8603.6997,0.0,7065.5,8603.6997,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,27289.4286,27289.4286,0.0,202393.597,28800.0,157786.3995,2141028338.1188,91809.4231,118040.6869,52462.5275,262312.6376,5835.5407,0.0,2000.0,5835.5407,6414.5997,0.0,14131.0,6414.5997,50000.0,25000.0,0.0,0.0,0.0,0.0,0.0
1085,27289.4286,27289.4286,0.0,171415.4286,28800.0,157686.3995,2141012597.6642,91816.9582,118050.3748,52466.8333,262334.1663,5835.4093,0.0,1467.712,5835.4093,5871.5997,0.0,7299.356,5871.5997,36692.8,0.0,0.0,0.0,0.0,0.0,0.0
1086,27289.4286,27289.4286,0.0,207839.5761,28800.0,157786.3995,2141063181.3572,91888.4236,118142.2589,52507.6706,262538.3532,5835.5378,0.0,1935.424,5835.5378,6701.3997,0.0,7533.212,6701.3997,48385.6,25000.0,0.0,0.0,0.0,0.0,0.0
1087,19260.7143,19260.7143,0.0,124785.3078,28800.0,159316.971,2141037208.9246,91917.222,118179.2855,52524.1269,262620.6343,2038.4911,0.0,2403.136,2038.4911,118226.4497,0.0,7767.068,118226.4497,60078.4,25000.0,0.0,0.0,0.0,0.0,0.0
1088,19260.7143,19260.7143,0.0,178412.4623,28800.0,133199.5424,2141120981.0752,92016.9307,118307.4823,52581.1033,262905.5163,1222.3381,0.0,2870.848,1222.3381,9146.6997,0.0,8000.924,9146.6997,71771.2,50000.0,0.0,0.0,0.0,0.0,0.0
1089,19260.7143,19260.7143,0.0,193638.4913,28800.0,109465.8281,2141188804.769,92137.2559,118462.1861,52649.8605,263249.3025,1209.8898,0.0,2870.848,1209.8898,6950.8497,0.0,8000.924,6950.8497,71771.2,36692.8,0.0,0.0,0.0,0.0,0.0
1090,19260.7143,19260.7143,0.0,250856.4913,14400.0,98231.9141,2141390956.2045,92201.3078,118544.5386,52686.4616,263432.3079,2740.5429,0.0,3169.28,2740.5429,3327.9249,0.0,14715.64,3327.9249,79232.0,48385.6,0.0,0.0,0.0,0.0,0.0
1091,19260.7143,19260.7143,0.0,164209.8165,14400.0,133634.3426,2141466332.3365,92278.1362,118643.318,52730.3635,263651.8177,3127.4162,0.0,0.0,3127.4162,7690.4749,0.0,0.0,7690.4749,0.0,60078.4,0.0,0.0,0.0,0.0,0.0
1092,19260.7143,19260.7143,0.0,157371.4251,14400.0,118580.3426,2141600894.8772,92377.7115,118771.3434,52787.2637,263936.3186,3128.5553,0.0,1000.0,3128.5553,5773.2249,0.0,7065.5,5773.2249,25000.0,71771.2,0.0,0.0,0.0,0.0,0.0
1093,19260.7143,19260.7143,0.0,123749.511,14400.0,128626.3426,2141676835.5038,92458.4827,118875.192,52833.4187,264167.0934,3129.7472,0.0,0.0,3129.7472,5781.4249,0.0,0.0,5781.4249,0.0,71771.2,0.0,0.0,0.0,0.0,0.0
1094,0.0,0.0,0.0,110940.511,0.0,88727.8571,2141858127.1577,92547.353,118989.4539,52884.2017,264421.0086,475.4804,0.0,1000.0,475.4804,4890.6,0.0,7065.5,4890.6,25000.0,79232.0,0.0,0.0,0.0,0.0,0.0
1095,4462.8571,4462.8571,0.0,91982.3171,0.0,64847.0,2141945646.6176,92601.5321,119059.1127,52915.1612,264575.8059,139.5729,0.0,0.0,139.5729,1079.25,0.0,0.0,1079.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,4462.8571,4462.8571,0.0,92532.5714,0.0,64802.0,2142058716.3319,92667.9965,119144.5669,52953.1408,264765.7042,138.3345,0.0,0.0,138.3345,1079.25,0.0,0.0,1079.25,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1097,4462.8571,4462.8571,0.0,99753.1742,0.0,79756.0,2142154006.649,92728.7275,119222.6497,52987.8443,264939.2215,137.3072,0.0,0.0,137.3072,4890.6,0.0,0.0,4890.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,4462.8571,4462.8571,0.0,79016.7398,0.0,74710.0,2142253560.5317,92770.972,119276.9641,53011.984,265059.9201,135.9747,0.0,0.0,135.9747,3237.75,0.0,0.0,3237.75,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1099,4462.8571,4462.8571,0.0,79084.0,0.0,79664.0,2142328181.6745,92812.6857,119330.5958,53035.8204,265179.1019,134.7753,0.0,0.0,134.7753,4890.6,0.0,0.0,4890.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,4462.8571,4462.8571,0.0,119076.0,0.0,19841.0,2142442794.8174,92855.6623,119385.8515,53060.3785,265301.8923,133.4412,0.0,0.0,133.4412,3237.75,0.0,0.0,3237.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,4462.8571,4462.8571,0.0,59076.0,0.0,19796.0,2142497407.9603,92896.4576,119438.3026,53083.69,265418.4502,132.2028,0.0,0.0,132.2028,3237.75,0.0,0.0,3237.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,11359.4286,11359.4286,0.0,74075.0,14400.0,61231.4855,2142492150.0187,92913.1855,119459.8099,53093.2488,265466.2442,3809.6695,0.0,0.0,3809.6695,7139.2749,0.0,0.0,7139.2749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,11359.4286,11359.4286,0.0,64038.0,0.0,57394.4286,2142512184.1615,92924.6522,119474.5528,53099.8012,265499.0062,3953.2981,0.0,0.0,3953.2981,4317.0,0.0,0.0,4317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,11359.4286,11359.4286,0.0,100279.7143,107800.0,30216995.4286,2103637909.5531,91450.3852,117579.0667,52257.363,261286.815,1700.4076,0.0,0.0,1700.4076,72466.65,0.0,0.0,72466.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,11359.4286,11359.4286,0.0,160295.4855,500000.0,96948.4286,2104269862.1814,91850.5896,118093.6153,52486.0512,262430.2561,1698.9533,0.0,0.0,1698.9533,5969.85,0.0,0.0,5969.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,11359.4286,11359.4286,0.0,127793.1429,500000.0,81902.4286,2104869312.4672,92270.1478,118633.0472,52725.7988,263628.9938,1697.4763,0.0,0.0,1697.4763,2158.5,0.0,0.0,2158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,11359.4286,11359.4286,0.0,50417.7143,500000.0,86902.4286,2105391387.3243,92624.5493,119088.7063,52928.3139,264641.5696,1697.5428,0.0,0.0,1697.5428,3811.35,0.0,0.0,3811.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,11359.4286,11359.4286,0.0,46719.4286,500000.0,76900.4286,2105909763.8957,92983.2442,119549.8854,53133.2824,265666.412,1697.349,0.0,0.0,1697.349,1079.25,0.0,0.0,1079.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,11535.7143,11535.7143,0.0,14206.0,500000.0,70643.7143,2106401707.4672,93336.6082,120004.2105,53335.2047,266676.0233,826.7869,0.0,0.0,826.7869,1366.05,0.0,0.0,1366.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,11535.7143,11535.7143,0.0,26718.4286,500000.0,69386.0,2106912420.1814,93704.0474,120476.6324,53545.1699,267725.8497,126.9527,0.0,0.0,126.9527,2732.1,0.0,0.0,2732.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,11535.7143,11535.7143,0.0,86450.4286,200000.0,59341.0,2107185546.8957,93894.7184,120721.7807,53654.1248,268270.6239,125.5755,0.0,0.0,125.5755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,11535.7143,11535.7143,0.0,80194.7143,0.0,69250.0,2107254205.8957,93935.4768,120774.1845,53677.4153,268387.0767,123.2128,0.0,0.0,123.2128,2445.3,0.0,0.0,2445.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,11535.7143,11535.7143,0.0,78937.0,0.0,74113.0,2107321607.1814,93971.7679,120820.8444,53698.1531,268490.7653,119.5149,0.0,0.0,119.5149,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,11535.7143,11535.7143,0.0,73891.0,0.0,79068.0,2107383962.4672,94007.8176,120867.194,53718.7529,268593.7645,118.3488,0.0,0.0,118.3488,4603.8,0.0,0.0,4603.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,11535.7143,11535.7143,0.0,73991.0,0.0,74022.0,2107446417.7529,94043.9714,120913.6775,53739.4122,268697.0611,117.0106,0.0,0.0,117.0106,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,15580.2857,15580.2857,0.0,80102.7143,14400.0,143966.0569,2107404503.097,94051.2299,120923.0099,53743.56,268717.7998,5655.2555,0.0,0.0,5655.2555,8769.7249,0.0,0.0,8769.7249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,15580.2857,15580.2857,0.0,193878.7398,14400.0,164447.3426,2107460883.181,94042.3852,120911.6381,53738.5058,268692.5292,3811.2273,0.0,1000.0,3811.2273,9305.9749,0.0,7065.5,9305.9749,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,15580.2857,15580.2857,0.0,174704.7143,14400.0,125277.3426,2107547261.2394,94120.398,121011.9403,53783.0846,268915.4229,3170.5067,0.0,1000.0,3170.5067,7931.7249,0.0,7065.5,7931.7249,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,15580.2857,15580.2857,0.0,83754.0,14400.0,159477.3426,2107503487.5835,94128.2551,121022.0422,53787.5743,268937.8716,3170.6055,0.0,0.0,3170.6055,18694.6309,0.0,0.0,18694.6309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,15580.2857,15580.2857,0.0,153954.8827,14400.0,110378.3426,2107569015.8104,94183.1834,121092.6644,53818.9619,269094.8097,3170.4763,0.0,1000.0,3170.4763,5236.9749,0.0,7065.5,5236.9749,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,15580.2857,15580.2857,0.0,101525.9141,14400.0,135279.3426,2107582215.0686,94199.5148,121113.6618,53828.2941,269141.4707,3170.5095,0.0,0.0,3170.5095,8513.5249,0.0,0.0,8513.5249,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1122,15580.2857,15580.2857,0.0,115430.9199,14400.0,100280.3426,2107634318.3326,94244.5013,121171.5017,53854.0007,269270.0037,3170.2583,0.0,1000.0,3170.2583,2248.6749,0.0,7065.5,2248.6749,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
1123,15257.7143,15257.7143,0.0,86992.1684,14400.0,84083.3426,2107604772.4166,94268.0726,121201.8076,53867.47,269337.3501,3663.522,0.0,0.0,3663.522,8513.5249,0.0,0.0,8513.5249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,15257.7143,15257.7143,0.0,153891.9454,14400.0,65388.1997,2107675820.4204,94309.2859,121254.7962,53891.0205,269455.1027,3221.5407,0.0,1000.0,3221.5407,5781.4249,0.0,7065.5,5781.4249,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
1125,15257.7143,15257.7143,0.0,127430.9768,0.0,31439.8571,2107765850.8258,94355.4525,121314.1532,53917.4014,269587.0072,2866.0841,0.0,1000.0,2866.0841,1366.05,0.0,7065.5,1366.05,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,15257.7143,15257.7143,0.0,129339.3171,0.0,39765.4286,2107874417.0,94393.4947,121363.0646,53939.1398,269695.6991,3181.2739,0.0,0.0,3181.2739,1366.05,0.0,0.0,1366.05,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1127,15257.7143,15257.7143,0.0,230961.2857,14400.0,44956.1998,2108017919.3441,94413.6623,121388.9943,53950.6642,269753.3208,3188.33,0.0,0.0,3188.33,3078.4749,0.0,0.0,3078.4749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,15257.7143,15257.7143,0.0,115866.9652,0.0,54807.4286,2108113013.1664,94455.9309,121443.3397,53974.8177,269874.0883,3182.6437,0.0,0.0,3182.6437,4890.6,0.0,0.0,4890.6,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1129,15257.7143,15257.7143,0.0,88907.4541,14400.0,79898.1998,2108114561.679,94477.6212,121471.2273,53987.2121,269936.0607,3189.6418,0.0,0.0,3189.6418,7939.9249,0.0,0.0,7939.9249,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1130,13279.4286,13279.4286,0.0,66317.2857,14400.0,44685.4855,2108110755.0231,94484.9044,121480.5913,53991.3739,269956.8696,1067.8513,0.0,1000.0,1067.8513,5773.2249,0.0,7065.5,5773.2249,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,13279.4286,13279.4286,0.0,88048.2857,0.0,25753.1429,2108179106.7374,94494.8946,121493.4359,53997.0826,269985.4131,1012.4248,0.0,0.0,1012.4248,3237.75,0.0,0.0,3237.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,13279.4286,13279.4286,0.0,39353.1742,0.0,35104.7143,2108189318.7687,94495.4618,121494.1652,53997.4068,269987.0338,1673.6641,0.0,0.0,1673.6641,3811.35,0.0,0.0,3811.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,13279.4286,13279.4286,0.0,13846.0,14400.0,77403.3426,2108105094.97,94466.926,121457.4763,53981.1006,269905.5028,1807.7559,0.0,0.0,1807.7559,48106.7749,0.0,0.0,48106.7749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,13279.4286,13279.4286,0.0,53617.7712,0.0,36899.4286,2108147593.884,94459.1329,121447.4565,53976.6473,269883.2367,2329.4921,0.0,1000.0,2329.4921,2158.5,0.0,7065.5,2158.5,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0
1135,13279.4286,13279.4286,0.0,49235.3113,14400.0,50811.6283,2108115304.1109,94455.572,121442.8783,53974.6126,269873.0629,2752.7279,0.0,0.0,2752.7279,5236.9749,0.0,0.0,5236.9749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,13279.4286,13279.4286,0.0,78786.0,14400.0,65757.6283,2108087666.0265,94444.9984,121429.2836,53968.5705,269842.8525,2753.8607,0.0,0.0,2753.8607,5781.4249,0.0,0.0,5781.4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,13912.4286,13912.4286,0.0,19204.2311,107800.0,256303.5714,2099084901.792,92883.9459,119422.2162,53076.5405,265382.7026,7731.4718,0.0,1000.0,7731.4718,4294.95,0.0,7065.5,4294.95,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,13912.4286,13912.4286,0.0,88697.6028,0.0,129876.2857,2099128740.6805,92877.523,119413.9582,53072.8703,265364.3515,6559.5567,0.0,0.0,6559.5567,3524.55,0.0,0.0,3524.55,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1139,13912.4286,13912.4286,0.0,30030936.0256,0.0,82631.2857,2129132059.9918,92885.6498,119424.4068,53077.5141,265387.5707,1834.2117,0.0,0.0,1834.2117,2445.3,0.0,0.0,2445.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,13912.4286,13912.4286,0.0,83693.8827,0.0,87631.2857,2129188137.1602,92913.4149,119460.1049,53093.38,265466.8998,1834.284,0.0,0.0,1834.284,3524.55,0.0,0.0,3524.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,13912.4286,13912.4286,0.0,79918.2857,0.0,79507.7143,2129263517.3031,92937.8339,119491.5008,53107.3337,265536.6683,2100.2515,0.0,0.0,2100.2515,1079.25,0.0,0.0,1079.25,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
1142,13912.4286,13912.4286,0.0,47653.5714,0.0,91523.0,2129274572.4459,92921.0389,119469.9072,53097.7365,265488.6826,2886.7331,0.0,0.0,2886.7331,2445.3,0.0,0.0,2445.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,13912.4286,13912.4286,0.0,46387.5714,0.0,111661.8571,2129279222.7317,92913.9582,119460.8034,53093.6904,265468.452,3081.1959,0.0,0.0,3081.1959,5969.85,0.0,0.0,5969.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,18721.8571,18721.8571,0.0,51549.7143,14400.0,232583.1998,2129116766.3615,92827.6496,119349.8353,53044.3712,265221.8561,17122.4842,0.0,0.0,17122.4842,8226.7249,0.0,0.0,8226.7249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,18721.8571,18721.8571,0.0,203709.0,14400.0,131293.7712,2129202758.7057,92861.9668,119393.9573,53063.981,265319.9051,3730.9255,0.0,1000.0,3730.9255,3327.9249,0.0,7065.5,3327.9249,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,18721.8571,18721.8571,0.0,66817.1428,14400.0,127628.7712,2129155527.1926,92847.3665,119375.1856,53055.638,265278.1901,2643.8667,0.0,0.0,2643.8667,7690.4749,0.0,0.0,7690.4749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,18721.8571,18721.8571,0.0,37393.9396,14400.0,92483.7712,2129109817.4764,92840.879,119366.8444,53051.9308,265259.6542,2642.2152,0.0,1233.856,2642.2152,1169.4249,0.0,7182.428,1169.4249,30846.4,0.0,0.0,0.0,0.0,0.0,0.0
1148,18721.8571,18721.8571,0.0,80914.0,14400.0,137438.7712,2129082627.8205,92866.1672,119399.3578,53066.3813,265331.9063,2641.3973,0.0,467.712,2641.3973,9879.5749,0.0,233.856,9879.5749,11692.8,0.0,0.0,0.0,0.0,0.0,0.0
1149,18721.8571,18721.8571,0.0,24074.0314,14400.0,102393.7712,2129053598.196,92839.9698,119365.6755,53051.4113,265257.0567,2639.8801,0.0,1701.568,2639.8801,3614.7249,0.0,7416.284,3614.7249,42539.2,25000.0,0.0,0.0,0.0,0.0,0.0
1150,18721.8571,18721.8571,0.0,37590.7712,14400.0,122345.7712,2128983085.3113,92832.8792,119356.559,53047.3596,265236.7978,2638.6297,0.0,935.424,2638.6297,5781.4249,0.0,467.712,5781.4249,23385.6,0.0,0.0,0.0,0.0,0.0,0.0
1151,20152.1429,20152.1429,0.0,47908.8026,14400.0,146572.9141,2128922278.4295,92808.0907,119324.6881,53033.1947,265165.9735,5990.6744,0.0,1935.424,5990.6744,6611.2249,0.0,7533.212,6611.2249,48385.6,30846.4,0.0,0.0,0.0,0.0,0.0
1152,20152.1429,20152.1429,0.0,52986.511,14400.0,131322.1999,2128856846.3703,92776.3125,119283.8304,53015.0357,265075.1787,6592.6468,0.0,1701.568,6592.6468,2248.6749,0.0,7416.284,2248.6749,42539.2,11692.8,0.0,0.0,0.0,0.0,0.0
1153,20152.1429,20152.1429,0.0,78822.9141,122200.0,205654.0568,2120002149.7915,91256.4277,117329.6928,52146.5301,260732.6507,4853.679,0.0,233.856,4853.679,8513.5249,0.0,116.928,8513.5249,5846.4,42539.2,0.0,0.0,0.0,0.0,0.0
1154,20152.1429,20152.1429,0.0,159772.5111,14400.0,175211.6283,2120076312.1039,91296.4533,117381.1542,52169.4019,260847.0094,4203.4627,0.0,1000.0,4203.4627,5601.7749,0.0,7065.5,5601.7749,25000.0,23385.6,0.0,0.0,0.0,0.0,0.0
1155,20152.1429,20152.1429,0.0,34534.1429,14400.0,195055.6283,2120031282.0481,91286.8605,117368.8206,52163.9203,260819.6013,4204.8474,0.0,0.0,4204.8474,7403.6749,0.0,0.0,7403.6749,0.0,48385.6,0.0,0.0,0.0,0.0,0.0
1156,20152.1429,20152.1429,0.0,107934.5423,14400.0,145224.6283,2120053906.9917,91299.2745,117384.7814,52171.014,260855.0699,4206.0497,0.0,1000.0,4206.0497,8226.7249,0.0,7065.5,8226.7249,25000.0,42539.2,0.0,0.0,0.0,0.0,0.0
