day,node_id,item_id,order_type,src_node_id,dst_node_id,edge_id,planning_status,release_status,receipt_status,order_status_end_of_run,release_qty,planned_receipt_qty,release_day,order_date_imt,arrival_day,actual_receipt_day,implied_cover_need_day,lead_days,lead_cover_days,safety_time_days,reliability,standard_order_qty,mrp_share
0,M-1810,item:055703,lane_release,SDC-VD0964290A,M-1810,edge:SDC-VD0964290A_TO_M-1810_055703,planned_and_released,released,firm_receipt,received,300.0,300.0,0,7,84,84,114,84,77,30.0,1.0,300.0,0.3
0,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,0,-83,45,45,55,45,128,10.0,1.0,25000.0,1.0
0,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,1900000.0,1900000.0,0,-60,17,17,27,17,77,10.0,1.0,5000.0,1.0
0,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,731314.0,731314.0,0,-97,31,31,51,31,128,20.0,1.0,1.0,1.0
0,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,38442.857145,38442.857145,0,-1,3,3,3,3,4,0.0,1.0,0.0,1.0
0,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,28500.0,28500.0,0,-2,2,2,2,2,4,0.0,1.0,0.0,1.0
1,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,1,-11,8,8,28,7,19,20.0,1.0,1.0,1.0
1,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,1,-38,90,90,100,89,128,10.0,1.0,25000.0,1.0
1,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,25628.57143,25628.57143,1,-2,3,3,28,2,5,25.0,1.0,0.0,1.0
1,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,14400.0,14400.0,1,-2,3,3,23,2,5,20.0,1.0,0.0,1.0
1,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,1,0,4,4,4,3,4,0.0,1.0,0.0,1.0
1,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,1,1,5,5,5,4,4,0.0,1.0,0.0,1.0
2,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,2,-10,9,9,29,7,19,20.0,1.0,1.0,1.0
2,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,2,-73,55,55,65,53,128,10.0,1.0,25000.0,1.0
2,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,15000.0,15000.0,2,-49,28,28,38,26,77,10.0,1.0,5000.0,1.0
2,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,5847.0,5847.0,2,-36,92,92,112,90,128,20.0,1.0,1.0,1.0
2,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,2,-1,4,4,29,2,5,25.0,1.0,0.0,1.0
2,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,6500.0,6500.0,2,0,5,5,25,3,5,20.0,1.0,0.0,1.0
2,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,2,1,5,5,5,3,4,0.0,1.0,0.0,1.0
2,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,2,0,4,4,4,2,4,0.0,1.0,0.0,1.0
3,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,3,-11,8,8,28,5,19,20.0,1.0,1.0,1.0
3,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,3,-8,120,120,130,117,128,10.0,1.0,25000.0,1.0
3,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,15000.0,15000.0,3,-58,19,19,29,16,77,10.0,1.0,5000.0,1.0
3,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,5846.0,5846.0,3,-112,16,16,36,13,128,20.0,1.0,1.0,1.0
3,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,3,2,7,7,32,4,5,25.0,1.0,0.0,1.0
3,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,3,0,5,5,25,2,5,20.0,1.0,0.0,1.0
3,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,3,0,4,4,4,1,4,0.0,1.0,0.0,1.0
3,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,3,1,5,5,5,2,4,0.0,1.0,0.0,1.0
4,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,4,-4,15,15,35,11,19,20.0,1.0,1.0,1.0
4,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,4,16,144,144,154,140,128,10.0,1.0,25000.0,1.0
4,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,4,1,6,6,31,2,5,25.0,1.0,0.0,1.0
4,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,4,2,7,7,27,3,5,20.0,1.0,0.0,1.0
4,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,4,4,8,8,8,4,4,0.0,1.0,0.0,1.0
4,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,4,4,8,8,8,4,4,0.0,1.0,0.0,1.0
5,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,5,-11,8,8,28,3,19,20.0,1.0,1.0,1.0
5,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,5,17,145,145,155,140,128,10.0,1.0,25000.0,1.0
5,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,5,2,7,7,32,2,5,25.0,1.0,0.0,1.0
5,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,5,6,11,11,31,6,5,20.0,1.0,0.0,1.0
5,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,5,2,6,6,6,1,4,0.0,1.0,0.0,1.0
5,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,5,2,6,6,6,1,4,0.0,1.0,0.0,1.0
6,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,200000.0,200000.0,6,3,22,22,42,16,19,20.0,1.0,1.0,1.0
6,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,6,-54,74,74,84,68,128,10.0,1.0,25000.0,1.0
6,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,6,3,8,8,33,2,5,25.0,1.0,0.0,1.0
6,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,6,4,9,9,29,3,5,20.0,1.0,0.0,1.0
6,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,6,5,9,9,9,3,4,0.0,1.0,0.0,1.0
6,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,6,4,8,8,8,2,4,0.0,1.0,0.0,1.0
7,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,7,-2,17,17,37,10,19,20.0,1.0,1.0,1.0
7,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,7,-87,41,41,51,34,128,10.0,1.0,25000.0,1.0
7,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,15000.0,15000.0,7,-37,40,40,50,33,77,10.0,1.0,5000.0,1.0
7,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,5846.0,5846.0,7,-76,52,52,72,45,128,20.0,1.0,1.0,1.0
7,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,2562.857143,2562.857143,7,3,8,8,33,1,5,25.0,1.0,0.0,1.0
7,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,1900.0,1900.0,7,4,9,9,29,2,5,20.0,1.0,0.0,1.0
7,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,57970.714288,57970.714288,7,5,9,9,9,2,4,0.0,1.0,0.0,1.0
7,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,49940.71429,49940.71429,7,5,9,9,9,2,4,0.0,1.0,0.0,1.0
8,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,8,-1,18,18,38,10,19,20.0,1.0,1.0,1.0
8,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,8,-89,39,39,49,31,128,10.0,1.0,25000.0,1.0
8,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,57970.714288,57970.714288,8,6,11,11,36,3,5,25.0,1.0,0.0,1.0
8,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,27200.0,27200.0,8,7,12,12,32,4,5,20.0,1.0,0.0,1.0
8,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,8,6,10,10,10,2,4,0.0,1.0,0.0,1.0
8,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,5102.714286,5102.714286,8,6,10,10,10,2,4,0.0,1.0,0.0,1.0
9,M-1430,item:333362,lane_release,SDC-VD0525412A,M-1430,edge:SDC-VD0525412A_TO_M-1430_333362,planned_and_released,released,firm_receipt,received,110000.0,110000.0,9,-47,63,63,73,54,110,10.0,1.0,5000.0,1.0
9,M-1430,item:344135,lane_release,SDC-VD0993480A,M-1430,edge:SDC-VD0993480A_TO_M-1430_344135,planned_and_released,released,firm_receipt,received,120000.0,120000.0,9,-31,33,33,43,24,64,10.0,1.0,120000.0,1.0
9,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,9,0,19,19,39,10,19,20.0,1.0,1.0,1.0
9,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,9,-43,85,85,95,76,128,10.0,1.0,25000.0,1.0
9,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,15000.0,15000.0,9,-26,51,51,61,42,77,10.0,1.0,5000.0,1.0
9,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,5847.0,5847.0,9,-58,70,70,90,61,128,20.0,1.0,1.0,1.0
9,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,9,7,12,12,37,3,5,25.0,1.0,0.0,1.0
9,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,14400.0,14400.0,9,6,11,11,31,2,5,20.0,1.0,0.0,1.0
9,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,9,7,11,11,11,2,4,0.0,1.0,0.0,1.0
9,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,5102.714286,5102.714286,9,12,16,16,16,7,4,0.0,1.0,0.0,1.0
10,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,10,2,21,21,41,11,19,20.0,1.0,1.0,1.0
10,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,10,-81,47,47,57,37,128,10.0,1.0,25000.0,1.0
10,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,15000.0,15000.0,10,-22,55,55,65,45,77,10.0,1.0,5000.0,1.0
10,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,5846.0,5846.0,10,-93,35,35,55,25,128,20.0,1.0,1.0,1.0
10,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,10,8,13,13,38,3,5,25.0,1.0,0.0,1.0
10,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,14400.0,14400.0,10,7,12,12,32,2,5,20.0,1.0,0.0,1.0
10,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,10,7,11,11,11,1,4,0.0,1.0,0.0,1.0
10,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,5102.714286,5102.714286,10,9,13,13,13,3,4,0.0,1.0,0.0,1.0
11,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,11,-1,18,18,38,7,19,20.0,1.0,1.0,1.0
11,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,11,-36,92,92,102,81,128,10.0,1.0,25000.0,1.0
11,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,15000.0,15000.0,11,-28,49,49,59,38,77,10.0,1.0,5000.0,1.0
11,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,5847.0,5847.0,11,-44,84,84,104,73,128,20.0,1.0,1.0,1.0
11,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,11,8,13,13,38,2,5,25.0,1.0,0.0,1.0
11,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,9248.857148,9248.857148,11,8,13,13,33,2,5,20.0,1.0,0.0,1.0
11,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,11,10,14,14,14,3,4,0.0,1.0,0.0,1.0
11,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,5102.714286,5102.714286,11,9,13,13,13,2,4,0.0,1.0,0.0,1.0
12,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,12,-3,16,16,36,4,19,20.0,1.0,1.0,1.0
12,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,12,-89,39,39,49,27,128,10.0,1.0,25000.0,1.0
12,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,15000.0,15000.0,12,-36,41,41,51,29,77,10.0,1.0,5000.0,1.0
12,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,5846.0,5846.0,12,24,152,152,172,140,128,20.0,1.0,1.0,1.0
12,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,12,10,15,15,40,3,5,25.0,1.0,0.0,1.0
12,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,5102.714286,5102.714286,12,12,17,17,37,5,5,20.0,1.0,0.0,1.0
12,C-XXXXX,item:268967,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,12,11,15,15,15,3,4,0.0,1.0,0.0,1.0
12,C-XXXXX,item:268091,lane_release,DC-1920,C-XXXXX,edge:DC-1910_TO_C-XXXXX_268091,planned_and_released,released,firm_receipt,received,5102.714286,5102.714286,12,12,16,16,16,4,4,0.0,1.0,0.0,1.0
13,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,500000.0,500000.0,13,7,26,26,46,13,19,20.0,1.0,1.0,1.0
13,M-1810,item:338928,lane_release,SDC-VD0901566A,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,planned_and_released,released,firm_receipt,received,62500.0,62500.0,13,-80,48,48,58,35,128,10.0,1.0,25000.0,1.0
13,M-1810,item:338929,lane_release,SDC-VD0914360C,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,planned_and_released,released,firm_receipt,received,10000.0,10000.0,13,-45,32,32,42,19,77,10.0,1.0,5000.0,1.0
13,M-1810,item:693055,lane_release,SDC-1450,M-1810,edge:SDC-1450_TO_M-1810_693055,planned_and_released,released,firm_receipt,received,5846.0,5846.0,13,-66,62,62,82,49,128,20.0,1.0,1.0,1.0
13,DC-1920,item:268967,lane_release,M-1430,DC-1920,edge:M-1430_TO_DC-1910_268967,planned_and_released,released,firm_receipt,received,6256.714286,6256.714286,13,12,17,17,42,4,5,25.0,1.0,0.0,1.0
13,DC-1920,item:268091,lane_release,M-1810,DC-1920,edge:M-1810_TO_DC-1910_268091,planned_and_released,released,firm_receipt,received,5102.714286,5102.714286,13,12,17,17,37,4,5,20.0,1.0,0.0,1.0
