day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,8.049621,27757.32,460.0,460.0,3.6478,97.52,3.68,4441.17028,0.610624,0.457968,2.900464,0.76328,0.183187,0.015266,0.015266,0.564827,0.030531,0.76328,376.0,376.0,4.136,152.656,622.048
1,7.671639,26453.9328,438.4,438.4,3.476512,92.9408,3.5072,4232.628371,0.574246,0.430685,2.72767,0.717808,0.172274,0.014356,0.014356,0.531178,0.028712,0.717808,353.6,353.6,3.8896,143.5616,627.2448
2,7.260058,25034.68896,414.88,414.88,3.289998,87.95456,3.31904,4005.549404,0.540987,0.40574,2.569688,0.676234,0.162296,0.013525,0.013525,0.500413,0.027049,0.676234,333.12,333.12,3.66432,135.24672,560.72576
3,6.813759,23495.726592,389.376,389.376,3.087752,86.787712,3.115008,3759.315476,0.505753,0.379314,2.402325,0.632191,0.151726,0.012644,0.012644,0.467821,0.027107,0.632191,311.424,311.424,3.425664,126.438144,629.531392
4,6.332518,21836.273318,361.8752,385.3952,2.86967,80.957542,2.895002,3493.803007,0.467525,0.350644,2.405879,0.584406,0.140257,0.011688,0.011688,0.46611,0.025195,0.584406,311.8848,311.8848,3.166733,116.881229,553.07607
5,5.816289,20056.174664,332.37504,355.89504,2.794334,74.703508,2.659,3388.987281,0.426925,0.345138,2.213029,0.533656,0.128077,0.011583,0.010673,0.428555,0.023165,0.533656,286.8848,309.2848,2.891733,106.731229,542.344678
6,5.699044,18528.494133,304.075008,327.595008,2.569915,68.703902,2.6054,3115.758453,0.419584,0.314688,2.020179,0.482906,0.115897,0.010568,0.009658,0.391,0.021135,0.573201,261.8848,284.2848,3.080669,96.581229,537.6
7,5.682315,16931.844427,305.915034,301.135002,2.531375,67.67358,2.39372,2860.294553,0.378984,0.340754,1.827329,0.432156,0.103717,0.010568,0.009618,0.38421,0.019105,0.522451,259.2848,259.2848,2.805669,96.175229,618.8
8,5.253725,15453.948085,281.423032,296.643,2.337153,72.874364,2.197784,2623.831187,0.376612,0.338974,1.634479,0.381406,0.112429,0.009553,0.008603,0.346655,0.017075,0.519485,279.52,254.7648,2.530669,94.340109,537.6
9,4.860022,14096.349617,288.424792,274.1446,2.376822,68.104703,2.017797,2406.615477,0.371246,0.308524,1.441629,0.330656,0.100249,0.009512,0.008468,0.3091,0.015045,0.468735,275.0,229.7648,2.502069,84.190109,537.6
10,5.332519,12859.357923,289.525112,253.64492,2.650443,69.588941,1.853799,2221.791207,0.331471,0.278693,1.799923,0.373262,0.098886,0.01023,0.007474,0.272308,0.014719,0.419016,300.507997,228.811997,2.496657,83.340756,620.449976
11,4.952788,15170.460385,293.329176,231.944984,2.478362,71.242588,2.044232,2233.920713,0.294934,0.277716,1.62637,0.417105,0.099393,0.009316,0.008407,0.271103,0.016952,0.373345,278.009597,206.313597,2.249174,74.206405,626.925195
12,4.540858,17370.530477,321.364997,208.404997,2.29169,66.252111,1.855912,2455.364011,0.337795,0.313647,1.635599,0.375491,0.089406,0.009499,0.00859,0.277863,0.015288,0.421245,257.509917,207.509917,2.023678,84.842111,560.342234
13,4.983419,18161.554095,295.856999,210.397799,2.29924,66.844022,1.651848,2788.374569,0.302554,0.287217,1.661055,0.38219,0.078834,0.010648,0.007709,0.245265,0.013526,0.478694,235.809981,228.694781,2.059979,76.031937,629.518608
14,4.502164,17528.892579,268.3554,182.8962,2.081152,65.783344,1.431835,2522.854382,0.303301,0.288376,1.653021,0.334404,0.079058,0.010687,0.008724,0.209904,0.013644,0.481658,212.269994,205.154794,1.801039,86.181617,623.542122
15,4.826103,18660.888991,262.37508,207.199912,1.847215,69.48473,1.415839,2238.037112,0.303301,0.340748,1.811003,0.283654,0.079058,0.010687,0.008618,0.239196,0.013526,0.430908,187.269994,180.154794,1.526039,76.031617,542.342122
